Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:59.0,J. Carter enters the game for D. DeRozan,77-68, ,,3,68,77,-9,1861.0
4:59.0,P. Williams enters the game for C. White,77-68, ,,3,68,77,-9,1861.0
4:59.0, ,77-69,J. Butler makes free throw 2 of 2,,3,69,77,-8,1861.0
4:41.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Dosunmu),79-69, ,,3,69,79,-10,1879.0
4:35.0, ,79-69,Personal foul by J. Carter (drawn by K. Lowry),,3,69,79,-10,1885.0
4:17.0, ,79-71,K. Love makes 2-pt layup from 1 ft (assist by J. Butler),,3,71,79,-8,1903.0
4:05.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Dosunmu),82-71, ,,3,71,82,-11,1915.0
3:49.0, ,82-71,J. Butler misses 2-pt jump shot from 5 ft,,3,71,82,-11,1931.0
3:49.0, ,82-71,Offensive rebound by C. Martin,,3,71,82,-11,1931.0
3:42.0, ,82-71,Turnover by K. Love (bad pass; steal by N. Vučević),,3,71,82,-11,1938.0
3:30.0,P. Williams makes 3-pt jump shot from 26 ft (assist by J. Carter),85-71, ,,3,71,85,-14,1950.0
3:28.0, ,85-71,Miami full timeout,,3,71,85,-14,1952.0
3:28.0, ,85-71,R. Hampton enters the game for K. Lowry,,3,71,85,-14,1952.0
3:06.0, ,85-74,K. Love makes 3-pt jump shot from 27 ft (assist by J. Butler),,3,74,85,-11,1974.0
2:56.0,A. Dosunmu makes 2-pt layup from 2 ft,87-74, ,,3,74,87,-13,1984.0
2:43.0, ,87-74,K. Love misses 3-pt jump shot from 26 ft,,3,74,87,-13,1997.0
2:40.0,Defensive rebound by A. Dosunmu,87-74, ,,3,74,87,-13,2000.0
2:34.0,N. Vučević misses 3-pt jump shot from 26 ft,87-74, ,,3,74,87,-13,2006.0
2:30.0, ,87-74,Defensive rebound by J. Jaquez,,3,74,87,-13,2010.0
2:23.0, ,87-76,J. Butler makes 2-pt jump shot from 6 ft (assist by K. Love),,3,76,87,-11,2017.0
2:12.0,A. Dosunmu makes 2-pt jump shot from 14 ft,89-76, ,,3,76,89,-13,2028.0
1:54.0, ,89-76,J. Jaquez misses 2-pt jump shot from 13 ft,,3,76,89,-13,2046.0
1:52.0,Defensive rebound by A. Dosunmu,89-76, ,,3,76,89,-13,2048.0
1:45.0,P. Williams misses 3-pt jump shot from 23 ft,89-76, ,,3,76,89,-13,2055.0
1:41.0,Offensive rebound by T. Craig,89-76, ,,3,76,89,-13,2059.0
1:40.0,J. Carter misses 3-pt jump shot from 24 ft,89-76, ,,3,76,89,-13,2060.0
1:37.0,Offensive rebound by P. Williams,89-76, ,,3,76,89,-13,2063.0
1:34.0,P. Williams misses 2-pt hook shot from 4 ft,89-76, ,,3,76,89,-13,2066.0
1:32.0, ,89-76,Defensive rebound by K. Love,,3,76,89,-13,2068.0
1:29.0, ,89-78,J. Butler makes 2-pt dunk from 1 ft (assist by C. Martin),,3,78,89,-11,2071.0
1:12.0,T. Craig misses 2-pt layup from 6 ft,89-78, ,,3,78,89,-11,2088.0
1:09.0, ,89-78,Defensive rebound by K. Love,,3,78,89,-11,2091.0
1:08.0, ,89-80,C. Martin makes 2-pt layup from 1 ft (assist by J. Butler),,3,80,89,-9,2092.0
1:07.0,Chicago full timeout,89-80, ,,3,80,89,-9,2093.0
1:07.0,D. DeRozan enters the game for A. Dosunmu,89-80, ,,3,80,89,-9,2093.0
1:07.0,A. Drummond enters the game for N. Vučević,89-80, ,,3,80,89,-9,2093.0
1:07.0,C. White enters the game for P. Williams,89-80, ,,3,80,89,-9,2093.0
1:07.0, ,89-80,J. Cain enters the game for C. Martin,,3,80,89,-9,2093.0
0:57.0,D. DeRozan misses 2-pt jump shot from 12 ft,89-80, ,,3,80,89,-9,2103.0
0:56.0,Offensive rebound by A. Drummond,89-80, ,,3,80,89,-9,2104.0
0:56.0,A. Drummond misses 2-pt layup at rim,89-80, ,,3,80,89,-9,2104.0
0:56.0,Offensive rebound by Team,89-80, ,,3,80,89,-9,2104.0
0:53.0,A. Drummond makes 2-pt dunk from 2 ft (assist by D. DeRozan),91-80, ,,3,80,91,-11,2107.0
0:45.0, ,91-83,K. Love makes 3-pt jump shot from 26 ft (assist by J. Jaquez),,3,83,91,-8,2115.0
0:38.0,C. White misses 3-pt jump shot from 25 ft,91-83, ,,3,83,91,-8,2122.0
0:36.0,Offensive rebound by Team,91-83, ,,3,83,91,-8,2124.0
0:36.0, ,91-83,Loose ball foul by K. Love (drawn by A. Drummond),,3,83,91,-8,2124.0
0:36.0,A. Drummond misses free throw 1 of 2,91-83, ,,3,83,91,-8,2124.0
0:36.0, ,91-83,K. Lowry enters the game for J. Butler,,3,83,91,-8,2124.0
0:36.0, ,91-83,D. Robinson enters the game for R. Hampton,,3,83,91,-8,2124.0
0:36.0,A. Drummond makes free throw 2 of 2,92-83, ,,3,83,92,-9,2124.0
0:29.0, ,92-86,K. Love makes 3-pt jump shot from 25 ft (assist by J. Jaquez),,3,86,92,-6,2131.0
0:10.0,Personal foul by J. Jaquez (drawn by D. DeRozan),92-86, ,,3,86,92,-6,2150.0
0:10.0,D. DeRozan misses free throw 1 of 2,92-86, ,,3,86,92,-6,2150.0
0:10.0,Offensive rebound by Team,92-86, ,,3,86,92,-6,2150.0
0:10.0,D. DeRozan makes free throw 2 of 2,93-86, ,,3,86,93,-7,2150.0
0:01.0, ,93-86,Shooting foul by A. Drummond (drawn by J. Jaquez),,3,86,93,-7,2159.0
0:01.0, ,93-86,C. Martin enters the game for D. Robinson,,3,86,93,-7,2159.0
0:01.0, ,93-87,J. Jaquez makes free throw 1 of 2,,3,87,93,-6,2159.0
0:01.0, ,93-88,J. Jaquez makes free throw 2 of 2,,3,88,93,-5,2159.0
0:01.0,C. White misses 3-pt jump shot from 76 ft,93-88, ,,3,88,93,-5,2159.0
0:01.0,Offensive rebound by Team,93-88, ,,3,88,93,-5,2159.0
0:00.0,End of 3rd quarter,93-88,,,3,88,93,-5,2160.0
12:00.0,Start of 4th quarter,93-88,,,4,88,93,-5,2160.0
11:48.0,Shooting foul by K. Lowry (drawn by D. DeRozan),93-88, ,,4,88,93,-5,2172.0
11:48.0,D. DeRozan makes free throw 1 of 2,94-88, ,,4,88,94,-6,2172.0
11:48.0,D. DeRozan makes free throw 2 of 2,95-88, ,,4,88,95,-7,2172.0
11:32.0, ,95-88,Shooting foul by J. Carter (drawn by D. Robinson),,4,88,95,-7,2188.0
11:32.0, ,95-88,D. Robinson misses free throw 1 of 2,,4,88,95,-7,2188.0
11:32.0, ,95-88,Offensive rebound by Team,,4,88,95,-7,2188.0
11:32.0, ,95-88,D. Robinson misses free throw 2 of 2,,4,88,95,-7,2188.0
11:29.0,Defensive rebound by A. Drummond,95-88, ,,4,88,95,-7,2191.0
11:20.0,T. Craig misses 2-pt jump shot from 21 ft,95-88, ,,4,88,95,-7,2200.0
11:16.0, ,95-88,Defensive rebound by J. Jaquez,,4,88,95,-7,2204.0
10:59.0, ,95-88,J. Jaquez misses 2-pt jump shot from 10 ft,,4,88,95,-7,2221.0
10:58.0,Defensive rebound by A. Drummond,95-88, ,,4,88,95,-7,2222.0
10:51.0,C. White makes 2-pt layup from 3 ft,97-88, ,,4,88,97,-9,2229.0
10:40.0, ,97-88,Shooting foul by A. Drummond (drawn by J. Jaquez),,4,88,97,-9,2240.0
10:40.0, ,97-89,J. Jaquez makes free throw 1 of 2,,4,89,97,-8,2240.0
10:40.0, ,97-89,C. Martin enters the game for J. Cain,,4,89,97,-8,2240.0
10:40.0, ,97-90,J. Jaquez makes free throw 2 of 2,,4,90,97,-7,2240.0
10:25.0,C. White makes 2-pt layup from 2 ft,99-90, ,,4,90,99,-9,2255.0
10:04.0, ,99-92,D. Robinson makes 2-pt layup from 2 ft (assist by J. Jaquez),,4,92,99,-7,2276.0
9:45.0,C. White misses 3-pt jump shot from 26 ft,99-92, ,,4,92,99,-7,2295.0
9:42.0, ,99-92,Defensive rebound by C. Martin,,4,92,99,-7,2298.0
9:33.0, ,99-92,J. Jaquez misses 3-pt jump shot from 25 ft,,4,92,99,-7,2307.0
9:31.0,Defensive rebound by C. White,99-92, ,,4,92,99,-7,2309.0
9:26.0,C. White makes 2-pt layup from 2 ft,101-92, ,,4,92,101,-9,2314.0
9:18.0, ,101-95,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Bryant),,4,95,101,-6,2322.0
8:59.0,Personal foul by C. Martin (drawn by C. White),101-95, ,,4,95,101,-6,2341.0
8:59.0,A. Dosunmu enters the game for J. Carter,101-95, ,,4,95,101,-6,2341.0
8:59.0,N. Vučević enters the game for T. Craig,101-95, ,,4,95,101,-6,2341.0
8:59.0,P. Williams enters the game for A. Drummond,101-95, ,,4,95,101,-6,2341.0
8:45.0,N. Vučević misses 2-pt jump shot from 11 ft,101-95, ,,4,95,101,-6,2355.0
8:43.0,Offensive rebound by P. Williams,101-95, ,,4,95,101,-6,2357.0
8:34.0,N. Vučević misses 3-pt jump shot from 28 ft,101-95, ,,4,95,101,-6,2366.0
8:31.0, ,101-95,Defensive rebound by C. Martin,,4,95,101,-6,2369.0
8:18.0, ,101-97,T. Bryant makes 2-pt hook shot from 3 ft,,4,97,101,-4,2382.0
7:50.0,C. White makes 2-pt layup from 2 ft (assist by N. Vučević),103-97, ,,4,97,103,-6,2410.0
7:36.0, ,103-97,Shooting foul by N. Vučević (drawn by T. Bryant),,4,97,103,-6,2424.0
7:36.0, ,103-98,T. Bryant makes free throw 1 of 2,,4,98,103,-5,2424.0
7:36.0, ,103-99,T. Bryant makes free throw 2 of 2,,4,99,103,-4,2424.0
7:20.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by C. White),105-99, ,,4,99,105,-6,2440.0
7:10.0, ,105-101,K. Lowry makes 2-pt layup from 2 ft,,4,101,105,-4,2450.0
6:59.0,Def 3 sec tech foul by Team,105-101, ,,4,101,105,-4,2461.0
6:59.0, ,105-101,Miami full timeout,,4,101,105,-4,2461.0
6:59.0, ,105-101,J. Butler enters the game for C. Martin,,4,101,105,-4,2461.0
6:59.0,D. DeRozan makes technical free throw,106-101, ,,4,101,106,-5,2461.0
6:54.0,Turnover by D. DeRozan (bad pass),106-101, ,,4,101,106,-5,2466.0
6:44.0, ,106-101,K. Lowry misses 3-pt jump shot from 26 ft,,4,101,106,-5,2476.0
6:41.0,Defensive rebound by N. Vučević,106-101, ,,4,101,106,-5,2479.0
6:29.0,A. Dosunmu makes 2-pt dunk from 2 ft (assist by N. Vučević),108-101, ,,4,101,108,-7,2491.0
6:14.0, ,108-101,J. Butler misses 2-pt jump shot from 10 ft,,4,101,108,-7,2506.0
6:12.0,Defensive rebound by N. Vučević,108-101, ,,4,101,108,-7,2508.0
6:02.0,Shooting foul by T. Bryant (drawn by D. DeRozan),108-101, ,,4,101,108,-7,2518.0
6:02.0,D. DeRozan makes free throw 1 of 2,109-101, ,,4,101,109,-8,2518.0
6:02.0, ,109-101,K. Love enters the game for T. Bryant,,4,101,109,-8,2518.0
6:02.0, ,109-101,C. Martin enters the game for D. Robinson,,4,101,109,-8,2518.0
6:02.0,D. DeRozan makes free throw 2 of 2,110-101, ,,4,101,110,-9,2518.0
5:41.0, ,110-101,K. Love misses 3-pt jump shot from 25 ft,,4,101,110,-9,2539.0
5:38.0,Defensive rebound by C. White,110-101, ,,4,101,110,-9,2542.0
5:23.0,Shooting foul by J. Jaquez (drawn by A. Dosunmu),110-101, ,,4,101,110,-9,2557.0
5:23.0,A. Dosunmu misses free throw 1 of 2,110-101, ,,4,101,110,-9,2557.0
5:23.0,Offensive rebound by Team,110-101, ,,4,101,110,-9,2557.0
5:23.0,A. Dosunmu misses free throw 2 of 2,110-101, ,,4,101,110,-9,2557.0
5:21.0, ,110-101,Defensive rebound by K. Love,,4,101,110,-9,2559.0
4:59.0, ,110-101,J. Butler misses 3-pt jump shot from 23 ft,,4,101,110,-9,2581.0
4:57.0,Defensive rebound by C. White,110-101, ,,4,101,110,-9,2583.0
4:47.0,D. DeRozan misses 2-pt jump shot from 17 ft,110-101, ,,4,101,110,-9,2593.0
4:45.0,Offensive rebound by N. Vučević,110-101, ,,4,101,110,-9,2595.0
4:41.0,C. White makes 2-pt layup at rim (assist by N. Vučević),112-101, ,,4,101,112,-11,2599.0
4:23.0, ,112-103,J. Jaquez makes 2-pt layup from 2 ft,,4,103,112,-9,2617.0
4:04.0,D. DeRozan misses 3-pt jump shot from 27 ft,112-103, ,,4,103,112,-9,2636.0
4:01.0, ,112-103,Defensive rebound by C. Martin,,4,103,112,-9,2639.0
3:58.0, ,112-103,C. Martin misses 2-pt jump shot from 3 ft (block by P. Williams),,4,103,112,-9,2642.0
3:57.0, ,112-103,Offensive rebound by Team,,4,103,112,-9,2643.0
3:49.0, ,112-103,J. Jaquez misses 3-pt jump shot from 26 ft,,4,103,112,-9,2651.0
3:48.0, ,112-103,Offensive rebound by K. Love,,4,103,112,-9,2652.0
3:42.0, ,112-105,K. Love makes 2-pt layup at rim,,4,105,112,-7,2658.0
3:37.0,Shooting foul by K. Lowry (drawn by C. White),112-105, ,,4,105,112,-7,2663.0
3:37.0,C. White misses free throw 1 of 2,112-105, ,,4,105,112,-7,2663.0
3:37.0,Offensive rebound by Team,112-105, ,,4,105,112,-7,2663.0
3:37.0,C. White makes free throw 2 of 2,113-105, ,,4,105,113,-8,2663.0
3:27.0, ,113-105,Personal foul by A. Dosunmu (drawn by J. Butler),,4,105,113,-8,2673.0
3:22.0, ,113-108,K. Lowry makes 3-pt jump shot from 24 ft (assist by K. Love),,4,108,113,-5,2678.0
3:20.0,Chicago full timeout,113-108, ,,4,108,113,-5,2680.0
3:03.0,Turnover by D. DeRozan (lost ball; steal by K. Love),113-108, ,,4,108,113,-5,2697.0
2:46.0, ,113-108,Shooting foul by D. DeRozan (drawn by J. Butler),,4,108,113,-5,2714.0
2:46.0, ,113-109,J. Butler makes free throw 1 of 2,,4,109,113,-4,2714.0
2:46.0, ,113-109,J. Butler misses free throw 2 of 2,,4,109,113,-4,2714.0
2:43.0,Defensive rebound by N. Vučević,113-109, ,,4,109,113,-4,2717.0
2:27.0,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by N. Vučević),116-109, ,,4,109,116,-7,2733.0
2:01.0, ,116-109,Turnover by C. Martin (traveling),,4,109,116,-7,2759.0
1:41.0,C. White misses 2-pt jump shot from 6 ft,116-109, ,,4,109,116,-7,2779.0
1:40.0, ,116-109,Defensive rebound by K. Love,,4,109,116,-7,2780.0
1:22.0, ,116-109,K. Love misses 3-pt jump shot from 28 ft,,4,109,116,-7,2798.0
1:18.0,Defensive rebound by A. Dosunmu,116-109, ,,4,109,116,-7,2802.0
1:04.0,D. DeRozan makes 2-pt jump shot from 16 ft,118-109, ,,4,109,118,-9,2816.0
0:52.0, ,118-109,K. Love misses 2-pt layup from 2 ft,,4,109,118,-9,2828.0
0:50.0, ,118-109,Offensive rebound by C. Martin,,4,109,118,-9,2830.0
0:50.0, ,118-109,Shooting foul by P. Williams (drawn by J. Butler),,4,109,118,-9,2830.0
0:50.0, ,118-110,J. Butler makes free throw 1 of 2,,4,110,118,-8,2830.0
0:50.0, ,118-111,J. Butler makes free throw 2 of 2,,4,111,118,-7,2830.0
0:29.0,A. Dosunmu makes 3-pt jump shot from 24 ft (assist by C. White),121-111, ,,4,111,121,-10,2851.0
0:23.0, ,121-113,J. Jaquez makes 2-pt layup from 3 ft,,4,113,121,-8,2857.0
0:20.0,Personal take foul by J. Jaquez (drawn by C. White),121-113, ,,4,113,121,-8,2860.0
0:20.0,C. White misses free throw 1 of 2,121-113, ,,4,113,121,-8,2860.0
0:20.0,Offensive rebound by Team,121-113, ,,4,113,121,-8,2860.0
0:20.0,C. White makes free throw 2 of 2,122-113, ,,4,113,122,-9,2860.0
0:11.0, ,122-113,J. Jaquez misses 3-pt jump shot from 26 ft,,4,113,122,-9,2869.0
0:07.0, ,122-113,Offensive rebound by K. Lowry,,4,113,122,-9,2873.0
0:07.0, ,122-116,C. Martin makes 3-pt jump shot from 26 ft (assist by K. Lowry),,4,116,122,-6,2873.0
0:05.0,Personal take foul by C. Martin (drawn by C. White),122-116, ,,4,116,122,-6,2875.0
0:05.0,C. White makes free throw 1 of 2,123-116, ,,4,116,123,-7,2875.0
0:05.0,C. White makes free throw 2 of 2,124-116, ,,4,116,124,-8,2875.0
0:00.0, ,124-116,J. Jaquez misses 2-pt layup from 3 ft,,4,116,124,-8,2880.0
0:00.0, ,124-116,Offensive rebound by Team,,4,116,124,-8,2880.0
0:00.0,End of 4th quarter,124-116,,,4,116,124,-8,2880.0
