Time,Miami,Score,Oklahoma City,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:18.0, ,86-93,I. Joe misses 3-pt jump shot from 25 ft,,4,86,93,-7,2622.0
4:15.0,Defensive rebound by J. Butler,86-93, ,,4,86,93,-7,2625.0
4:08.0,T. Rozier makes 2-pt layup from 3 ft,88-93, ,,4,88,93,-5,2632.0
3:42.0, ,88-93,I. Joe misses 2-pt layup from 7 ft,,4,88,93,-5,2658.0
3:41.0, ,88-93,Offensive rebound by J. Williams,,4,88,93,-5,2659.0
3:41.0, ,88-95,J. Williams makes 2-pt layup from 1 ft,,4,88,95,-7,2659.0
3:41.0,Miami full timeout,88-95, ,,4,88,95,-7,2659.0
3:41.0,D. Robinson enters the game for J. Jaquez,88-95, ,,4,88,95,-7,2659.0
3:41.0, ,88-95,J. Williams enters the game for A. Wiggins,,4,88,95,-7,2659.0
3:22.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by J. Butler),91-95, ,,4,91,95,-4,2678.0
3:04.0, ,91-97,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft,,4,91,97,-6,2696.0
2:50.0,J. Butler makes 2-pt layup from 3 ft,93-97, ,,4,93,97,-4,2710.0
2:50.0,Shooting foul by L. Dort (drawn by J. Butler),93-97, ,,4,93,97,-4,2710.0
2:50.0, ,93-97,C. Holmgren enters the game for J. Williams,,4,93,97,-4,2710.0
2:50.0,J. Butler misses free throw 1 of 1,93-97, ,,4,93,97,-4,2710.0
2:47.0, ,93-97,Defensive rebound by L. Dort,,4,93,97,-4,2713.0
2:29.0, ,93-97,Shooting foul by B. Adebayo (drawn by S. Gilgeous-Alexander),,4,93,97,-4,2731.0
2:29.0, ,93-98,S. Gilgeous-Alexander makes free throw 1 of 2,,4,93,98,-5,2731.0
2:29.0, ,93-98,J. Williams enters the game for I. Joe,,4,93,98,-5,2731.0
2:29.0, ,93-99,S. Gilgeous-Alexander makes free throw 2 of 2,,4,93,99,-6,2731.0
2:11.0,Shooting foul by L. Dort (drawn by B. Adebayo),93-99, ,,4,93,99,-6,2749.0
2:11.0,B. Adebayo makes free throw 1 of 2,94-99, ,,4,94,99,-5,2749.0
2:11.0,J. Jaquez enters the game for D. Robinson,94-99, ,,4,94,99,-5,2749.0
2:11.0,B. Adebayo makes free throw 2 of 2,95-99, ,,4,95,99,-4,2749.0
1:57.0, ,95-101,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,,4,95,101,-6,2763.0
1:47.0,T. Rozier makes 2-pt jump shot from 12 ft,97-101, ,,4,97,101,-4,2773.0
1:36.0, ,97-104,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,,4,97,104,-7,2784.0
1:25.0,Personal foul by J. Williams (drawn by J. Butler),97-104, ,,4,97,104,-7,2795.0
1:25.0,D. Robinson enters the game for J. Jaquez,97-104, ,,4,97,104,-7,2795.0
1:13.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Rozier),100-104, ,,4,100,104,-4,2807.0
0:52.0, ,100-104,J. Williams misses 2-pt jump shot from 5 ft,,4,100,104,-4,2828.0
0:50.0, ,100-104,Offensive rebound by L. Dort,,4,100,104,-4,2830.0
0:45.0, ,100-104,Personal foul by T. Rozier (drawn by S. Gilgeous-Alexander),,4,100,104,-4,2835.0
0:45.0,J. Jaquez enters the game for D. Robinson,100-104, ,,4,100,104,-4,2835.0
0:45.0, ,100-104,I. Joe enters the game for J. Williams,,4,100,104,-4,2835.0
0:39.0, ,100-106,J. Williams makes 2-pt layup from 4 ft,,4,100,106,-6,2841.0
0:31.0,J. Butler misses 3-pt jump shot from 27 ft,100-106, ,,4,100,106,-6,2849.0
0:28.0, ,100-106,Defensive rebound by S. Gilgeous-Alexander,,4,100,106,-6,2852.0
0:23.0, ,100-106,Shooting foul by T. Rozier (drawn by S. Gilgeous-Alexander),,4,100,106,-6,2857.0
0:23.0, ,100-106,S. Gilgeous-Alexander misses free throw 1 of 2,,4,100,106,-6,2857.0
0:23.0, ,100-106,Offensive rebound by Team,,4,100,106,-6,2857.0
0:23.0, ,100-106,J. Williams enters the game for I. Joe,,4,100,106,-6,2857.0
0:23.0, ,100-107,S. Gilgeous-Alexander makes free throw 2 of 2,,4,100,107,-7,2857.0
0:23.0,Miami full timeout,100-107, ,,4,100,107,-7,2857.0
0:23.0,P. Mills enters the game for J. Jaquez,100-107, ,,4,100,107,-7,2857.0
0:23.0,D. Robinson enters the game for C. Martin,100-107, ,,4,100,107,-7,2857.0
0:23.0, ,100-107,A. Wiggins enters the game for J. Williams,,4,100,107,-7,2857.0
0:23.0, ,100-107,Violation by Team (kicked ball),,4,100,107,-7,2857.0
0:19.0,T. Rozier misses 3-pt jump shot from 23 ft (block by S. Gilgeous-Alexander),100-107, ,,4,100,107,-7,2861.0
0:15.0, ,100-107,Defensive rebound by C. Holmgren,,4,100,107,-7,2865.0
0:00.0,End of 4th quarter,100-107,,,4,100,107,-7,2880.0
