Time,Chicago,Score,Miami,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
12:00.0,Jump ball: N. Vučević vs. O. Robinson (C. White gains possession),0-0,,,1,0,0,0,0.0
11:47.0,N. Vučević misses 3-pt jump shot from 27 ft,0-0, ,,1,0,0,0,13.0
11:43.0,Offensive rebound by A. Dosunmu,0-0, ,,1,0,0,0,17.0
11:41.0,C. White misses 3-pt jump shot from 24 ft,0-0, ,,1,0,0,0,19.0
11:41.0, ,0-0,Defensive rebound by K. Lowry,,1,0,0,0,19.0
11:32.0, ,0-0,J. Butler misses 3-pt jump shot from 23 ft,,1,0,0,0,28.0
11:31.0, ,0-0,Offensive rebound by Team,,1,0,0,0,29.0
11:31.0,Loose ball foul by P. Williams (drawn by O. Robinson),0-0, ,,1,0,0,0,29.0
11:17.0, ,0-2,J. Butler makes 2-pt layup from 2 ft,,1,2,0,2,43.0
11:07.0,A. Dosunmu makes 3-pt jump shot from 26 ft,3-2, ,Lead change,1,2,3,-1,53.0
10:51.0,Violation by Team (kicked ball),3-2, ,,1,2,3,-1,69.0
10:38.0, ,3-2,O. Robinson misses 3-pt jump shot from 26 ft,,1,2,3,-1,82.0
10:35.0,Defensive rebound by C. White,3-2, ,,1,2,3,-1,85.0
10:28.0,Offensive foul by P. Williams (drawn by K. Lowry),3-2, ,,1,2,3,-1,92.0
10:28.0,Turnover by P. Williams (offensive foul),3-2, ,,1,2,3,-1,92.0
10:11.0, ,3-2,Shooting foul by C. White (drawn by J. Butler),,1,2,3,-1,109.0
10:11.0, ,3-3,J. Butler makes free throw 1 of 2,Tie,1,3,3,0,109.0
10:11.0,T. Craig enters the game for P. Williams,3-3, ,,1,3,3,0,109.0
10:11.0, ,3-4,J. Butler makes free throw 2 of 2,Lead change,1,4,3,1,109.0
9:56.0,T. Craig misses 2-pt layup from 2 ft,3-4, ,,1,4,3,1,124.0
9:56.0, ,3-4,Defensive rebound by Team,,1,4,3,1,124.0
9:42.0, ,3-7,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,1,7,3,4,138.0
9:26.0,T. Craig misses 3-pt jump shot from 26 ft,3-7, ,,1,7,3,4,154.0
9:25.0,Offensive rebound by Team,3-7, ,,1,7,3,4,155.0
9:20.0,Turnover by N. Vučević (bad pass),3-7, ,,1,7,3,4,160.0
9:10.0, ,3-9,J. Butler makes 2-pt dunk from 2 ft (assist by C. Martin),,1,9,3,6,170.0
8:45.0,Turnover by C. White (bad pass; steal by J. Butler),3-9, ,,1,9,3,6,195.0
8:38.0, ,3-11,J. Butler makes 2-pt dunk from 1 ft (assist by D. Robinson),,1,11,3,8,202.0
8:38.0,Chicago full timeout,3-11, ,,1,11,3,8,202.0
8:22.0,Shooting foul by O. Robinson (drawn by T. Craig),3-11, ,,1,11,3,8,218.0
8:22.0,T. Craig makes free throw 1 of 2,4-11, ,,1,11,4,7,218.0
8:22.0,T. Craig misses free throw 2 of 2,4-11, ,,1,11,4,7,218.0
8:19.0, ,4-11,Defensive rebound by D. Robinson,,1,11,4,7,221.0
7:59.0, ,4-13,O. Robinson makes 2-pt layup from 3 ft (assist by D. Robinson),,1,13,4,9,241.0
7:38.0,T. Craig makes 3-pt jump shot from 25 ft (assist by D. DeRozan),7-13, ,,1,13,7,6,262.0
7:31.0, ,7-13,D. Robinson misses 3-pt jump shot from 25 ft,,1,13,7,6,269.0
7:27.0,Defensive rebound by N. Vučević,7-13, ,,1,13,7,6,273.0
7:07.0,A. Dosunmu misses 2-pt jump shot from 17 ft,7-13, ,,1,13,7,6,293.0
7:06.0,Offensive rebound by Team,7-13, ,,1,13,7,6,294.0
7:06.0,Turnover by Team (shot clock),7-13, ,,1,13,7,6,294.0
6:49.0, ,7-13,O. Robinson misses 2-pt hook shot from 10 ft,,1,13,7,6,311.0
6:47.0,Defensive rebound by N. Vučević,7-13, ,,1,13,7,6,313.0
6:29.0,T. Craig makes 3-pt jump shot from 25 ft (assist by D. DeRozan),10-13, ,,1,13,10,3,331.0
6:15.0, ,10-13,O. Robinson misses 3-pt jump shot from 26 ft,,1,13,10,3,345.0
6:11.0,Defensive rebound by C. White,10-13, ,,1,13,10,3,349.0
6:06.0,Personal foul by K. Lowry (drawn by A. Dosunmu),10-13, ,,1,13,10,3,354.0
6:06.0, ,10-13,J. Jaquez enters the game for D. Robinson,,1,13,10,3,354.0
6:06.0, ,10-13,K. Love enters the game for O. Robinson,,1,13,10,3,354.0
5:58.0,N. Vučević misses 2-pt hook shot from 9 ft,10-13, ,,1,13,10,3,362.0
5:55.0, ,10-13,Defensive rebound by K. Love,,1,13,10,3,365.0
5:36.0, ,10-15,C. Martin makes 2-pt layup from 2 ft,,1,15,10,5,384.0
5:36.0, ,10-15,Shooting foul by A. Dosunmu (drawn by C. Martin),,1,15,10,5,384.0
5:36.0, ,10-16,C. Martin makes free throw 1 of 1,,1,16,10,6,384.0
5:21.0,D. DeRozan makes 2-pt jump shot from 8 ft,12-16, ,,1,16,12,4,399.0
5:21.0,Violation by Team (delay of game),12-16, ,,1,16,12,4,399.0
5:06.0, ,12-19,K. Love makes 3-pt jump shot from 25 ft (assist by K. Lowry),,1,19,12,7,414.0
4:49.0,A. Dosunmu misses 3-pt jump shot from 24 ft,12-19, ,,1,19,12,7,431.0
4:46.0,Offensive rebound by T. Craig,12-19, ,,1,19,12,7,434.0
4:38.0,Turnover by N. Vučević (bad pass; steal by J. Jaquez),12-19, ,,1,19,12,7,442.0
4:33.0, ,12-21,J. Jaquez makes 2-pt layup from 1 ft (assist by K. Lowry),,1,21,12,9,447.0
4:33.0,Chicago full timeout,12-21, ,,1,21,12,9,447.0
4:33.0,J. Carter enters the game for D. DeRozan,12-21, ,,1,21,12,9,447.0
4:33.0,D. Terry enters the game for A. Dosunmu,12-21, ,,1,21,12,9,447.0
4:15.0,N. Vučević misses 2-pt jump shot from 20 ft,12-21, ,,1,21,12,9,465.0
4:11.0,Offensive rebound by T. Craig,12-21, ,,1,21,12,9,469.0
4:01.0,J. Carter misses 3-pt jump shot from 29 ft,12-21, ,,1,21,12,9,479.0
3:57.0, ,12-21,Defensive rebound by K. Lowry,,1,21,12,9,483.0
3:50.0, ,12-24,K. Love makes 3-pt jump shot from 25 ft (assist by J. Jaquez),,1,24,12,12,490.0
3:36.0,T. Craig makes 3-pt jump shot from 23 ft (assist by J. Carter),15-24, ,,1,24,15,9,504.0
3:36.0,A. Dosunmu enters the game for N. Vučević,15-24, ,,1,24,15,9,504.0
3:36.0,A. Drummond enters the game for C. White,15-24, ,,1,24,15,9,504.0
3:36.0, ,15-24,J. Richardson enters the game for K. Lowry,,1,24,15,9,504.0
3:14.0, ,15-27,K. Love makes 3-pt jump shot from 24 ft (assist by J. Butler),,1,27,15,12,526.0
2:49.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by D. Terry),17-27, ,,1,27,17,10,551.0
2:27.0, ,17-27,Shooting foul by J. Carter (drawn by J. Butler),,1,27,17,10,573.0
2:27.0, ,17-28,J. Butler makes free throw 1 of 2,,1,28,17,11,573.0
2:27.0, ,17-28,H. Highsmith enters the game for C. Martin,,1,28,17,11,573.0
2:27.0, ,17-29,J. Butler makes free throw 2 of 2,,1,29,17,12,573.0
2:07.0,Turnover by A. Dosunmu (lost ball; steal by J. Jaquez),17-29, ,,1,29,17,12,593.0
1:58.0, ,17-29,J. Jaquez misses 2-pt layup from 3 ft,,1,29,17,12,602.0
1:58.0, ,17-29,Offensive rebound by Team,,1,29,17,12,602.0
1:58.0,D. DeRozan enters the game for T. Craig,17-29, ,,1,29,17,12,602.0
1:51.0, ,17-29,Turnover by J. Butler (bad pass; steal by D. Terry),,1,29,17,12,609.0
1:44.0,D. DeRozan makes 2-pt layup from 2 ft (assist by A. Dosunmu),19-29, ,,1,29,19,10,616.0
1:35.0, ,19-29,Def 3 sec tech foul by Team,,1,29,19,10,625.0
1:35.0, ,19-30,J. Butler makes technical free throw,,1,30,19,11,625.0
1:26.0, ,19-33,K. Love makes 3-pt jump shot from 26 ft (assist by J. Butler),,1,33,19,14,634.0
1:05.0,Shooting foul by J. Richardson (drawn by A. Drummond),19-33, ,,1,33,19,14,655.0
1:05.0,A. Drummond makes free throw 1 of 2,20-33, ,,1,33,20,13,655.0
1:05.0, ,20-33,D. Robinson enters the game for J. Butler,,1,33,20,13,655.0
1:05.0,A. Drummond makes free throw 2 of 2,21-33, ,,1,33,21,12,655.0
0:54.0, ,21-33,J. Jaquez misses 2-pt jump shot from 5 ft,,1,33,21,12,666.0
0:53.0,Defensive rebound by Team,21-33, ,,1,33,21,12,667.0
0:32.0,Shooting foul by H. Highsmith (drawn by D. DeRozan),21-33, ,,1,33,21,12,688.0
0:32.0,D. DeRozan misses free throw 1 of 2,21-33, ,,1,33,21,12,688.0
0:32.0,Offensive rebound by Team,21-33, ,,1,33,21,12,688.0
0:32.0,D. DeRozan makes free throw 2 of 2,22-33, ,,1,33,22,11,688.0
0:15.0, ,22-33,Turnover by J. Jaquez (lost ball; steal by A. Drummond),,1,33,22,11,705.0
0:12.0,D. Terry makes 2-pt dunk from 1 ft (assist by J. Carter),24-33, ,,1,33,24,9,708.0
0:03.0, ,24-36,J. Jaquez makes 3-pt jump shot from 24 ft (assist by H. Highsmith),,1,36,24,12,717.0
0:00.0,A. Dosunmu misses 3-pt jump shot from 45 ft,24-36, ,,1,36,24,12,720.0
0:00.0,Offensive rebound by Team,24-36, ,,1,36,24,12,720.0
0:00.0,End of 1st quarter,24-36,,,1,36,24,12,720.0
12:00.0,Start of 2nd quarter,24-36,,,2,36,24,12,720.0
11:49.0, ,24-39,K. Love makes 3-pt jump shot from 28 ft (assist by D. Robinson),,2,39,24,15,731.0
11:47.0,Chicago full timeout,24-39, ,,2,39,24,15,733.0
11:24.0,D. DeRozan makes 2-pt jump shot from 12 ft,26-39, ,,2,39,26,13,756.0
11:08.0, ,26-39,D. Robinson misses 3-pt jump shot from 23 ft,,2,39,26,13,772.0
11:04.0,Defensive rebound by P. Williams,26-39, ,,2,39,26,13,776.0
10:58.0,P. Williams makes 2-pt dunk from 2 ft,28-39, ,,2,39,28,11,782.0
10:48.0, ,28-39,J. Richardson misses 2-pt jump shot from 12 ft,,2,39,28,11,792.0
10:45.0,Defensive rebound by A. Dosunmu,28-39, ,,2,39,28,11,795.0
10:27.0,A. Drummond misses 2-pt hook shot from 4 ft,28-39, ,,2,39,28,11,813.0
10:25.0, ,28-39,Defensive rebound by J. Richardson,,2,39,28,11,815.0
10:17.0, ,28-39,K. Love misses 3-pt jump shot from 26 ft,,2,39,28,11,823.0
10:13.0, ,28-39,Offensive rebound by J. Richardson,,2,39,28,11,827.0
10:09.0, ,28-39,D. Robinson misses 3-pt jump shot from 27 ft,,2,39,28,11,831.0
10:05.0,Defensive rebound by A. Drummond,28-39, ,,2,39,28,11,835.0
9:57.0,D. Terry misses 3-pt jump shot from 23 ft,28-39, ,,2,39,28,11,843.0
9:57.0, ,28-39,Defensive rebound by Team,,2,39,28,11,843.0
9:57.0,C. White enters the game for A. Dosunmu,28-39, ,,2,39,28,11,843.0
9:57.0, ,28-39,T. Bryant enters the game for K. Love,,2,39,28,11,843.0
9:34.0, ,28-39,T. Bryant misses 2-pt jump shot from 20 ft,,2,39,28,11,866.0
9:34.0,Defensive rebound by C. White,28-39, ,,2,39,28,11,866.0
9:15.0,P. Williams misses 3-pt jump shot from 24 ft,28-39, ,,2,39,28,11,885.0
9:12.0, ,28-39,Defensive rebound by J. Jaquez,,2,39,28,11,888.0
8:54.0, ,28-39,J. Jaquez misses 2-pt layup from 2 ft,,2,39,28,11,906.0
8:51.0,Defensive rebound by A. Drummond,28-39, ,,2,39,28,11,909.0
8:42.0,P. Williams makes 3-pt jump shot from 24 ft (assist by C. White),31-39, ,,2,39,31,8,918.0
8:30.0, ,31-42,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Robinson),,2,42,31,11,930.0
8:14.0,P. Williams misses 2-pt layup from 3 ft (block by T. Bryant),31-42, ,,2,42,31,11,946.0
8:14.0,Offensive rebound by Team,31-42, ,,2,42,31,11,946.0
8:14.0,A. Dosunmu enters the game for D. Terry,31-42, ,,2,42,31,11,946.0
8:06.0,D. DeRozan makes 3-pt jump shot from 30 ft (assist by C. White),34-42, ,,2,42,34,8,954.0
7:46.0, ,34-42,D. Robinson misses 3-pt jump shot from 24 ft,,2,42,34,8,974.0
7:43.0, ,34-42,Offensive rebound by H. Highsmith,,2,42,34,8,977.0
7:41.0, ,34-42,J. Richardson misses 3-pt jump shot from 27 ft,,2,42,34,8,979.0
7:38.0,Defensive rebound by A. Drummond,34-42, ,,2,42,34,8,982.0
7:31.0,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by P. Williams),37-42, ,,2,42,37,5,989.0
