Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:05.0, ,70-81,Turnover by Team (shot clock),,3,70,81,-11,1975.0
2:52.0,J. Butler misses 2-pt layup from 3 ft (block by T. Haliburton),70-81, ,,3,70,81,-11,1988.0
2:49.0, ,70-81,Defensive rebound by O. Toppin,,3,70,81,-11,1991.0
2:33.0, ,70-81,J. Smith misses 2-pt jump shot from 4 ft,,3,70,81,-11,2007.0
2:31.0,Defensive rebound by H. Highsmith,70-81, ,,3,70,81,-11,2009.0
2:31.0, ,70-81,A. Nesmith enters the game for T. Haliburton,,3,70,81,-11,2009.0
2:21.0,C. Martin makes 3-pt jump shot from 28 ft (assist by H. Highsmith),73-81, ,,3,73,81,-8,2019.0
2:03.0, ,73-84,O. Toppin makes 3-pt jump shot from 26 ft,,3,73,84,-11,2037.0
1:46.0,Offensive foul by C. Martin (drawn by B. Sheppard),73-84, ,,3,73,84,-11,2054.0
1:46.0,Turnover by C. Martin (offensive foul),73-84, ,,3,73,84,-11,2054.0
1:35.0, ,73-87,O. Toppin makes 3-pt jump shot from 26 ft (assist by T. McConnell),,3,73,87,-14,2065.0
1:22.0,Personal foul by O. Toppin (drawn by C. Martin),73-87, ,,3,73,87,-14,2078.0
1:22.0,C. Martin misses free throw 1 of 2,73-87, ,,3,73,87,-14,2078.0
1:22.0,Offensive rebound by Team,73-87, ,,3,73,87,-14,2078.0
1:22.0,C. Martin makes free throw 2 of 2,74-87, ,,3,74,87,-13,2078.0
1:10.0, ,74-89,T. McConnell makes 2-pt layup at rim,,3,74,89,-15,2090.0
0:52.0,N. Jović makes 2-pt jump shot from 8 ft,76-89, ,,3,76,89,-13,2108.0
0:33.0, ,76-91,T. McConnell makes 2-pt jump shot from 7 ft,,3,76,91,-15,2127.0
0:24.0,T. Herro makes 2-pt jump shot from 14 ft,78-91, ,,3,78,91,-13,2136.0
0:00.0, ,78-91,O. Toppin misses 2-pt layup from 1 ft,,3,78,91,-13,2160.0
0:00.0,Defensive rebound by T. Herro,78-91, ,,3,78,91,-13,2160.0
0:00.0,End of 3rd quarter,78-91,,,3,78,91,-13,2160.0
12:00.0,Start of 4th quarter,78-91,,,4,78,91,-13,2160.0
11:45.0,Personal foul by B. Sheppard (drawn by B. Adebayo),78-91, ,,4,78,91,-13,2175.0
11:40.0,Shooting foul by B. Sheppard (drawn by T. Herro),78-91, ,,4,78,91,-13,2180.0
11:40.0,T. Herro makes free throw 1 of 2,79-91, ,,4,79,91,-12,2180.0
11:40.0,T. Herro makes free throw 2 of 2,80-91, ,,4,80,91,-11,2180.0
11:20.0, ,80-91,Turnover by T. McConnell (out of bounds lost ball),,4,80,91,-11,2200.0
11:07.0,T. Herro misses 3-pt jump shot from 26 ft,80-91, ,,4,80,91,-11,2213.0
11:02.0, ,80-91,Defensive rebound by M. Turner,,4,80,91,-11,2218.0
10:52.0, ,80-93,T. McConnell makes 2-pt layup from 4 ft (assist by B. Sheppard),,4,80,93,-13,2228.0
10:39.0,B. Adebayo misses 2-pt layup from 3 ft,80-93, ,,4,80,93,-13,2241.0
10:36.0,Offensive rebound by B. Adebayo,80-93, ,,4,80,93,-13,2244.0
10:36.0,B. Adebayo misses 2-pt layup at rim,80-93, ,,4,80,93,-13,2244.0
10:36.0, ,80-93,Defensive rebound by A. Nesmith,,4,80,93,-13,2244.0
10:27.0, ,80-95,T. McConnell makes 2-pt layup from 3 ft (assist by O. Toppin),,4,80,95,-15,2253.0
10:27.0,Miami full timeout,80-95, ,,4,80,95,-15,2253.0
10:12.0,J. Jaquez makes 2-pt layup from 2 ft (assist by B. Adebayo),82-95, ,,4,82,95,-13,2268.0
10:12.0,Shooting foul by A. Nesmith (drawn by J. Jaquez),82-95, ,,4,82,95,-13,2268.0
10:12.0,J. Jaquez makes free throw 1 of 1,83-95, ,,4,83,95,-12,2268.0
9:49.0, ,83-95,B. Sheppard misses 3-pt jump shot from 25 ft,,4,83,95,-12,2291.0
9:48.0,Defensive rebound by B. Adebayo,83-95, ,,4,83,95,-12,2292.0
9:36.0,B. Adebayo misses 2-pt jump shot from 12 ft,83-95, ,,4,83,95,-12,2304.0
9:32.0, ,83-95,Defensive rebound by M. Turner,,4,83,95,-12,2308.0
9:15.0, ,83-95,T. McConnell misses 3-pt jump shot from 25 ft,,4,83,95,-12,2325.0
9:12.0,Defensive rebound by B. Adebayo,83-95, ,,4,83,95,-12,2328.0
8:56.0,B. Adebayo makes 2-pt jump shot from 16 ft,85-95, ,,4,85,95,-10,2344.0
8:47.0, ,85-95,T. McConnell misses 2-pt jump shot from 7 ft,,4,85,95,-10,2353.0
8:43.0,Defensive rebound by T. Herro,85-95, ,,4,85,95,-10,2357.0
8:35.0,J. Jaquez misses 2-pt jump shot from 14 ft,85-95, ,,4,85,95,-10,2365.0
8:33.0,Offensive rebound by J. Jaquez,85-95, ,,4,85,95,-10,2367.0
8:31.0,B. Adebayo misses 2-pt layup from 3 ft,85-95, ,,4,85,95,-10,2369.0
8:31.0, ,85-95,Defensive rebound by Team,,4,85,95,-10,2369.0
8:14.0, ,85-95,A. Nesmith misses 2-pt layup from 6 ft (block by B. Adebayo),,4,85,95,-10,2386.0
8:14.0, ,85-95,Offensive rebound by Team,,4,85,95,-10,2386.0
8:14.0,J. Butler enters the game for H. Highsmith,85-95, ,,4,85,95,-10,2386.0
8:14.0, ,85-95,T. Haliburton enters the game for T. McConnell,,4,85,95,-10,2386.0
8:14.0, ,85-95,A. Nembhard enters the game for B. Sheppard,,4,85,95,-10,2386.0
8:14.0, ,85-95,P. Siakam enters the game for O. Toppin,,4,85,95,-10,2386.0
8:12.0, ,85-95,Personal foul by J. Jaquez (drawn by P. Siakam),,4,85,95,-10,2388.0
8:07.0, ,85-95,A. Nesmith misses 3-pt jump shot from 27 ft,,4,85,95,-10,2393.0
8:03.0,Defensive rebound by C. Martin,85-95, ,,4,85,95,-10,2397.0
7:57.0,J. Butler misses 2-pt layup from 4 ft (block by T. Haliburton),85-95, ,,4,85,95,-10,2403.0
7:54.0, ,85-95,Defensive rebound by A. Nembhard,,4,85,95,-10,2406.0
7:49.0, ,85-97,A. Nesmith makes 2-pt layup from 6 ft,,4,85,97,-12,2411.0
7:36.0,B. Adebayo misses 3-pt jump shot from 25 ft,85-97, ,,4,85,97,-12,2424.0
7:33.0, ,85-97,Defensive rebound by A. Nembhard,,4,85,97,-12,2427.0
7:25.0, ,85-97,P. Siakam misses 2-pt layup from 3 ft,,4,85,97,-12,2435.0
7:23.0, ,85-97,Offensive rebound by P. Siakam,,4,85,97,-12,2437.0
7:23.0, ,85-99,P. Siakam makes 2-pt layup from 3 ft,,4,85,99,-14,2437.0
7:23.0, ,85-99,Shooting foul by J. Jaquez (drawn by P. Siakam),,4,85,99,-14,2437.0
7:23.0,N. Jović enters the game for J. Jaquez,85-99, ,,4,85,99,-14,2437.0
7:23.0, ,85-99,B. Sheppard enters the game for A. Nesmith,,4,85,99,-14,2437.0
7:23.0, ,85-99,P. Siakam misses free throw 1 of 1,,4,85,99,-14,2437.0
7:22.0,Defensive rebound by B. Adebayo,85-99, ,,4,85,99,-14,2438.0
7:13.0,T. Herro makes 2-pt jump shot from 13 ft,87-99, ,,4,87,99,-12,2447.0
6:50.0, ,87-99,T. Haliburton misses 3-pt jump shot from 29 ft,,4,87,99,-12,2470.0
6:46.0,Defensive rebound by B. Adebayo,87-99, ,,4,87,99,-12,2474.0
6:41.0,Personal foul by B. Sheppard (drawn by C. Martin),87-99, ,,4,87,99,-12,2479.0
6:41.0, ,87-99,Indiana full timeout,,4,87,99,-12,2479.0
6:36.0,Personal foul by T. Haliburton (drawn by J. Butler),87-99, ,,4,87,99,-12,2484.0
6:36.0,J. Butler makes free throw 1 of 2,88-99, ,,4,88,99,-11,2484.0
6:36.0,J. Butler makes free throw 2 of 2,89-99, ,,4,89,99,-10,2484.0
6:19.0, ,89-99,T. Haliburton misses 3-pt jump shot from 27 ft,,4,89,99,-10,2501.0
6:14.0,Defensive rebound by J. Butler,89-99, ,,4,89,99,-10,2506.0
5:53.0,Shooting foul by P. Siakam (drawn by N. Jović),89-99, ,,4,89,99,-10,2527.0
5:53.0,N. Jović makes free throw 1 of 3,90-99, ,,4,90,99,-9,2527.0
5:53.0,N. Jović makes free throw 2 of 3,91-99, ,,4,91,99,-8,2527.0
5:53.0, ,91-99,A. Nesmith enters the game for B. Sheppard,,4,91,99,-8,2527.0
5:53.0,N. Jović makes free throw 3 of 3,92-99, ,,4,92,99,-7,2527.0
5:37.0, ,92-101,M. Turner makes 2-pt jump shot from 18 ft (assist by T. Haliburton),,4,92,101,-9,2543.0
5:20.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by T. Herro),94-101, ,,4,94,101,-7,2560.0
4:51.0, ,94-101,Shooting foul by B. Adebayo (drawn by M. Turner),,4,94,101,-7,2589.0
4:51.0, ,94-102,M. Turner makes free throw 1 of 2,,4,94,102,-8,2589.0
4:51.0, ,94-103,M. Turner makes free throw 2 of 2,,4,94,103,-9,2589.0
4:36.0,N. Jović makes 3-pt jump shot from 23 ft (assist by J. Butler),97-103, ,,4,97,103,-6,2604.0
4:20.0, ,97-103,M. Turner misses 3-pt jump shot from 27 ft,,4,97,103,-6,2620.0
4:17.0,Defensive rebound by J. Butler,97-103, ,,4,97,103,-6,2623.0
4:09.0,J. Butler makes 2-pt layup from 4 ft,99-103, ,,4,99,103,-4,2631.0
3:40.0, ,99-103,M. Turner misses 3-pt jump shot from 28 ft,,4,99,103,-4,2660.0
3:38.0,Defensive rebound by Team,99-103, ,,4,99,103,-4,2662.0
3:38.0,Miami full timeout,99-103, ,,4,99,103,-4,2662.0
3:38.0, ,99-103,T. McConnell enters the game for A. Nembhard,,4,99,103,-4,2662.0
3:21.0,C. Martin makes 2-pt jump shot from 12 ft,101-103, ,,4,101,103,-2,2679.0
2:56.0, ,101-105,T. Haliburton makes 2-pt layup from 1 ft,,4,101,105,-4,2704.0
2:40.0,N. Jović misses 2-pt layup from 4 ft,101-105, ,,4,101,105,-4,2720.0
2:38.0, ,101-105,Defensive rebound by P. Siakam,,4,101,105,-4,2722.0
2:34.0, ,101-105,Shooting foul by J. Butler (drawn by A. Nesmith),,4,101,105,-4,2726.0
2:34.0,Miami full timeout,101-105, ,,4,101,105,-4,2726.0
2:34.0,Instant Replay (Challenge: Stands),101-105, ,,4,101,105,-4,2726.0
2:34.0, ,101-106,A. Nesmith makes free throw 1 of 2,,4,101,106,-5,2726.0
2:34.0, ,101-107,A. Nesmith makes free throw 2 of 2,,4,101,107,-6,2726.0
2:15.0,C. Martin makes 2-pt layup from 4 ft (assist by J. Butler),103-107, ,,4,103,107,-4,2745.0
1:58.0, ,103-109,P. Siakam makes 2-pt layup from 8 ft (assist by T. Haliburton),,4,103,109,-6,2762.0
1:58.0, ,103-109,Shooting foul by T. Herro (drawn by P. Siakam),,4,103,109,-6,2762.0
1:58.0, ,103-110,P. Siakam makes free throw 1 of 1,,4,103,110,-7,2762.0
1:50.0,N. Jović misses 3-pt jump shot from 26 ft,103-110, ,,4,103,110,-7,2770.0
1:47.0,Offensive rebound by Team,103-110, ,,4,103,110,-7,2773.0
1:47.0, ,103-110,Loose ball foul by A. Nesmith (drawn by J. Butler),,4,103,110,-7,2773.0
1:47.0,J. Butler makes free throw 1 of 2,104-110, ,,4,104,110,-6,2773.0
1:47.0,J. Butler makes free throw 2 of 2,105-110, ,,4,105,110,-5,2773.0
1:25.0, ,105-112,A. Nesmith makes 2-pt layup from 2 ft (assist by T. Haliburton),,4,105,112,-7,2795.0
1:25.0, ,105-112,Shooting foul by B. Adebayo (drawn by A. Nesmith),,4,105,112,-7,2795.0
1:25.0, ,105-113,A. Nesmith makes free throw 1 of 1,,4,105,113,-8,2795.0
1:13.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),108-113, ,,4,108,113,-5,2807.0
0:59.0, ,108-113,T. Haliburton misses 2-pt layup from 5 ft,,4,108,113,-5,2821.0
0:57.0,Defensive rebound by T. Herro,108-113, ,,4,108,113,-5,2823.0
0:53.0,T. Herro misses 3-pt jump shot from 26 ft,108-113, ,,4,108,113,-5,2827.0
0:50.0, ,108-113,Defensive rebound by P. Siakam,,4,108,113,-5,2830.0
0:32.0, ,108-113,T. Haliburton misses 2-pt jump shot from 19 ft,,4,108,113,-5,2848.0
0:29.0,Defensive rebound by B. Adebayo,108-113, ,,4,108,113,-5,2851.0
0:23.0,Shooting foul by P. Siakam (drawn by T. Herro),108-113, ,,4,108,113,-5,2857.0
0:23.0, ,108-113,Indiana full timeout,,4,108,113,-5,2857.0
0:23.0, ,108-113,Instant Replay (Challenge: Stands),,4,108,113,-5,2857.0
0:23.0,T. Herro makes free throw 1 of 3,109-113, ,,4,109,113,-4,2857.0
0:23.0,T. Herro makes free throw 2 of 3,110-113, ,,4,110,113,-3,2857.0
0:23.0,T. Herro makes free throw 3 of 3,111-113, ,,4,111,113,-2,2857.0
0:23.0,H. Highsmith enters the game for N. Jović,111-113, ,,4,111,113,-2,2857.0
0:23.0, ,111-113,Indiana full timeout,,4,111,113,-2,2857.0
0:23.0, ,111-113,A. Nembhard enters the game for T. McConnell,,4,111,113,-2,2857.0
0:17.0, ,111-113,Personal foul by B. Adebayo (drawn by M. Turner),,4,111,113,-2,2863.0
0:17.0, ,111-114,M. Turner makes free throw 1 of 2,,4,111,114,-3,2863.0
0:17.0,N. Jović enters the game for H. Highsmith,111-114, ,,4,111,114,-3,2863.0
0:17.0, ,111-114,T. McConnell enters the game for T. Haliburton,,4,111,114,-3,2863.0
0:17.0, ,111-115,M. Turner makes free throw 2 of 2,,4,111,115,-4,2863.0
0:11.0,T. Herro makes 3-pt jump shot from 28 ft (assist by J. Butler),114-115, ,,4,114,115,-1,2869.0
0:06.0, ,114-115,Personal take foul by T. Herro (drawn by A. Nesmith),,4,114,115,-1,2874.0
0:06.0, ,114-116,A. Nesmith makes free throw 1 of 2,,4,114,116,-2,2874.0
0:06.0,K. Love enters the game for T. Herro,114-116, ,,4,114,116,-2,2874.0
0:06.0, ,114-117,A. Nesmith makes free throw 2 of 2,,4,114,117,-3,2874.0
0:06.0,Miami full timeout,114-117, ,,4,114,117,-3,2874.0
0:06.0,T. Herro enters the game for K. Love,114-117, ,,4,114,117,-3,2874.0
0:06.0,D. Robinson enters the game for C. Martin,114-117, ,,4,114,117,-3,2874.0
0:03.0,Personal take foul by A. Nembhard (drawn by T. Herro),114-117, ,,4,114,117,-3,2877.0
0:03.0,T. Herro makes free throw 1 of 2,115-117, ,,4,115,117,-2,2877.0
0:03.0,K. Love enters the game for N. Jović,115-117, ,,4,115,117,-2,2877.0
0:03.0, ,115-117,I. Jackson enters the game for T. McConnell,,4,115,117,-2,2877.0
0:03.0, ,115-117,J. Smith enters the game for A. Nembhard,,4,115,117,-2,2877.0
0:03.0,Turnover by K. Love (lane violation),115-117, ,,4,115,117,-2,2877.0
0:00.0,End of 4th quarter,115-117,,,4,115,117,-2,2880.0
