Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:12.0,M. Beauchamp misses 2-pt jump shot from 20 ft,80-81, ,,3,81,80,1,1848.0
5:09.0, ,80-81,Defensive rebound by B. Adebayo,,3,81,80,1,1851.0
5:01.0, ,80-81,K. Love misses 3-pt jump shot from 27 ft,,3,81,80,1,1859.0
4:57.0,Defensive rebound by M. Beauchamp,80-81, ,,3,81,80,1,1863.0
4:56.0,Turnover by M. Beauchamp (lost ball; steal by K. Lowry),80-81, ,,3,81,80,1,1864.0
4:50.0, ,80-81,J. Richardson misses 3-pt jump shot from 22 ft,,3,81,80,1,1870.0
4:48.0,Defensive rebound by B. Portis,80-81, ,,3,81,80,1,1872.0
4:44.0,Personal foul by J. Jaquez (drawn by G. Antetokounmpo),80-81, ,,3,81,80,1,1876.0
4:44.0,D. Lillard makes free throw 1 of 1,81-81, ,Tie,3,81,81,0,1876.0
4:36.0,M. Beasley misses 3-pt jump shot from 26 ft,81-81, ,,3,81,81,0,1884.0
4:34.0, ,81-81,Defensive rebound by K. Love,,3,81,81,0,1886.0
4:30.0, ,81-83,J. Jaquez makes 2-pt layup from 3 ft (assist by K. Love),,3,83,81,2,1890.0
4:18.0,G. Antetokounmpo makes 2-pt layup from 2 ft,83-83, ,Tie,3,83,83,0,1902.0
4:18.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),83-83, ,,3,83,83,0,1902.0
4:18.0, ,83-83,C. Martin enters the game for K. Love,,3,83,83,0,1902.0
4:18.0,G. Antetokounmpo makes free throw 1 of 1,84-83, ,Lead change,3,83,84,-1,1902.0
4:07.0, ,84-86,C. Martin makes 3-pt jump shot from 25 ft (assist by J. Richardson),Lead change,3,86,84,2,1913.0
3:56.0,Turnover by D. Lillard (bad pass),84-86, ,,3,86,84,2,1924.0
3:48.0, ,84-86,J. Richardson misses 3-pt jump shot from 25 ft,,3,86,84,2,1932.0
3:45.0,Defensive rebound by G. Antetokounmpo,84-86, ,,3,86,84,2,1935.0
3:38.0,G. Antetokounmpo makes 2-pt layup from 1 ft,86-86, ,Tie,3,86,86,0,1942.0
3:24.0, ,86-86,B. Adebayo misses 2-pt jump shot from 12 ft,,3,86,86,0,1956.0
3:22.0,Defensive rebound by G. Antetokounmpo,86-86, ,,3,86,86,0,1958.0
3:13.0,D. Lillard makes 2-pt layup from 1 ft,88-86, ,Lead change,3,86,88,-2,1967.0
2:59.0, ,88-86,B. Adebayo misses 2-pt layup from 6 ft (block by G. Antetokounmpo),,3,86,88,-2,1981.0
2:57.0, ,88-86,Offensive rebound by B. Adebayo,,3,86,88,-2,1983.0
2:57.0, ,88-86,Shooting foul by B. Portis (drawn by B. Adebayo),,3,86,88,-2,1983.0
2:57.0, ,88-87,B. Adebayo makes free throw 1 of 2,,3,87,88,-1,1983.0
2:57.0,A. Green enters the game for G. Antetokounmpo,88-87, ,,3,87,88,-1,1983.0
2:57.0,B. Lopez enters the game for M. Beasley,88-87, ,,3,87,88,-1,1983.0
2:57.0,C. Payne enters the game for M. Beauchamp,88-87, ,,3,87,88,-1,1983.0
2:57.0, ,88-87,D. Robinson enters the game for K. Lowry,,3,87,88,-1,1983.0
2:57.0, ,88-88,B. Adebayo makes free throw 2 of 2,Tie,3,88,88,0,1983.0
2:38.0,A. Green misses 3-pt jump shot from 24 ft,88-88, ,,3,88,88,0,2002.0
2:35.0, ,88-88,Defensive rebound by J. Jaquez,,3,88,88,0,2005.0
2:30.0, ,88-90,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Richardson),Lead change,3,90,88,2,2010.0
2:11.0,B. Portis misses 2-pt hook shot from 5 ft,88-90, ,,3,90,88,2,2029.0
2:08.0, ,88-90,Defensive rebound by B. Adebayo,,3,90,88,2,2032.0
1:55.0, ,88-90,B. Adebayo misses 2-pt jump shot from 17 ft,,3,90,88,2,2045.0
1:53.0,Defensive rebound by D. Lillard,88-90, ,,3,90,88,2,2047.0
1:45.0,B. Portis makes 2-pt layup from 2 ft (assist by D. Lillard),90-90, ,Tie,3,90,90,0,2055.0
1:21.0, ,90-93,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Jaquez),,3,93,90,3,2079.0
1:07.0,D. Lillard misses 3-pt jump shot from 26 ft,90-93, ,,3,93,90,3,2093.0
1:03.0, ,90-93,Defensive rebound by B. Adebayo,,3,93,90,3,2097.0
1:00.0, ,90-93,Offensive foul by D. Robinson (drawn by A. Green),,3,93,90,3,2100.0
1:00.0, ,90-93,Turnover by D. Robinson (offensive foul),,3,93,90,3,2100.0
1:00.0, ,90-93,K. Love enters the game for B. Adebayo,,3,93,90,3,2100.0
0:51.0,B. Portis misses 3-pt jump shot from 24 ft,90-93, ,,3,93,90,3,2109.0
0:51.0, ,90-93,Defensive rebound by Team,,3,93,90,3,2109.0
0:51.0,Loose ball foul by A. Green (drawn by K. Love),90-93, ,,3,93,90,3,2109.0
0:37.0, ,90-95,J. Jaquez makes 2-pt layup from 18 ft (assist by J. Richardson),,3,95,90,5,2123.0
0:34.0,D. Lillard makes 2-pt layup from 20 ft,92-95, ,,3,95,92,3,2126.0
0:34.0,Shooting foul by J. Jaquez (drawn by D. Lillard),92-95, ,,3,95,92,3,2126.0
0:34.0,A. Jackson enters the game for A. Green,92-95, ,,3,95,92,3,2126.0
0:34.0,D. Lillard makes free throw 1 of 1,93-95, ,,3,95,93,2,2126.0
0:18.0, ,93-95,J. Jaquez misses 2-pt hook shot from 2 ft (block by B. Lopez),,3,95,93,2,2142.0
0:15.0, ,93-95,Offensive rebound by J. Richardson,,3,95,93,2,2145.0
0:12.0, ,93-97,J. Richardson makes 2-pt layup from 3 ft,,3,97,93,4,2148.0
0:00.0,D. Lillard misses 3-pt jump shot from 26 ft,93-97, ,,3,97,93,4,2160.0
0:00.0,Offensive rebound by A. Jackson,93-97, ,,3,97,93,4,2160.0
0:00.0,End of 3rd quarter,93-97,,,3,97,93,4,2160.0
12:00.0,Start of 4th quarter,93-97,,,4,97,93,4,2160.0
11:42.0,Personal foul by D. Robinson (drawn by G. Antetokounmpo),93-97, ,,4,97,93,4,2178.0
11:42.0, ,93-97,B. Adebayo enters the game for K. Love,,4,97,93,4,2178.0
11:28.0,M. Beasley misses 3-pt jump shot from 25 ft,93-97, ,,4,97,93,4,2192.0
11:25.0, ,93-97,Defensive rebound by B. Adebayo,,4,97,93,4,2195.0
11:02.0, ,93-97,C. Martin misses 2-pt layup from 5 ft (block by M. Beasley),,4,97,93,4,2218.0
10:59.0,Defensive rebound by M. Beasley,93-97, ,,4,97,93,4,2221.0
10:56.0,A. Jackson makes 3-pt jump shot from 24 ft (assist by C. Payne),96-97, ,,4,97,96,1,2224.0
10:44.0, ,96-97,Personal foul by G. Antetokounmpo (drawn by B. Adebayo),,4,97,96,1,2236.0
10:34.0, ,96-100,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Jaquez),,4,100,96,4,2246.0
10:18.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Jaquez),96-100, ,,4,100,96,4,2262.0
10:10.0, ,96-100,J. Cain misses 3-pt jump shot from 23 ft,,4,100,96,4,2270.0
10:08.0,Defensive rebound by M. Beasley,96-100, ,,4,100,96,4,2272.0
10:04.0,A. Jackson makes 3-pt jump shot from 22 ft (assist by M. Beasley),99-100, ,,4,100,99,1,2276.0
9:44.0, ,99-102,C. Martin makes 2-pt layup from 1 ft,,4,102,99,3,2296.0
9:24.0,M. Beasley misses 3-pt jump shot from 26 ft,99-102, ,,4,102,99,3,2316.0
9:22.0, ,99-102,Defensive rebound by B. Adebayo,,4,102,99,3,2318.0
9:16.0, ,99-104,B. Adebayo makes 2-pt jump shot from 14 ft,,4,104,99,5,2324.0
9:15.0,Milwaukee full timeout,99-104, ,,4,104,99,5,2325.0
9:15.0,K. Middleton enters the game for A. Jackson,99-104, ,,4,104,99,5,2325.0
9:06.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),102-104, ,,4,104,102,2,2334.0
8:55.0, ,102-104,Personal foul by C. Payne (drawn by J. Jaquez),,4,104,102,2,2345.0
8:46.0, ,102-104,B. Adebayo misses 2-pt layup from 1 ft,,4,104,102,2,2354.0
8:44.0,Defensive rebound by G. Antetokounmpo,102-104, ,,4,104,102,2,2356.0
8:34.0,C. Payne makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),104-104, ,Tie,4,104,104,0,2366.0
8:14.0, ,104-106,D. Robinson makes 2-pt layup from 2 ft,,4,106,104,2,2386.0
7:58.0,K. Middleton misses 2-pt jump shot from 4 ft (block by B. Adebayo),104-106, ,,4,106,104,2,2402.0
7:55.0,Offensive rebound by K. Middleton,104-106, ,,4,106,104,2,2405.0
7:54.0,K. Middleton misses 3-pt jump shot from 25 ft,104-106, ,,4,106,104,2,2406.0
7:54.0,Offensive rebound by G. Antetokounmpo,104-106, ,,4,106,104,2,2406.0
7:54.0,Shooting foul by J. Jaquez (drawn by G. Antetokounmpo),104-106, ,,4,106,104,2,2406.0
7:54.0,G. Antetokounmpo makes free throw 1 of 2,105-106, ,,4,106,105,1,2406.0
7:54.0,G. Antetokounmpo makes free throw 2 of 2,106-106, ,Tie,4,106,106,0,2406.0
7:39.0, ,106-106,Turnover by D. Robinson (bad pass; steal by G. Antetokounmpo),,4,106,106,0,2421.0
7:33.0,K. Middleton makes 2-pt layup from 2 ft (assist by C. Payne),108-106, ,Lead change,4,106,108,-2,2427.0
7:33.0, ,108-106,Miami full timeout,,4,106,108,-2,2427.0
7:33.0,D. Lillard enters the game for K. Middleton,108-106, ,,4,106,108,-2,2427.0
7:33.0,B. Lopez enters the game for B. Portis,108-106, ,,4,106,108,-2,2427.0
7:33.0, ,108-106,K. Love enters the game for J. Cain,,4,106,108,-2,2427.0
7:33.0, ,108-106,K. Lowry enters the game for C. Martin,,4,106,108,-2,2427.0
7:33.0, ,108-106,J. Richardson enters the game for D. Robinson,,4,106,108,-2,2427.0
7:21.0, ,108-106,B. Adebayo misses 2-pt jump shot from 6 ft,,4,106,108,-2,2439.0
7:19.0,Defensive rebound by D. Lillard,108-106, ,,4,106,108,-2,2441.0
7:06.0,Personal foul by B. Adebayo (drawn by G. Antetokounmpo),108-106, ,,4,106,108,-2,2454.0
6:54.0,B. Lopez misses 3-pt jump shot from 24 ft,108-106, ,,4,106,108,-2,2466.0
6:49.0, ,108-106,Defensive rebound by J. Jaquez,,4,106,108,-2,2471.0
6:29.0, ,108-108,B. Adebayo makes 2-pt jump shot from 7 ft (assist by K. Love),Tie,4,108,108,0,2491.0
6:18.0,D. Lillard makes 2-pt jump shot from 17 ft,110-108, ,,4,108,110,-2,2502.0
5:55.0, ,110-108,K. Love misses 3-pt jump shot from 24 ft,,4,108,110,-2,2525.0
5:51.0, ,110-108,Offensive rebound by J. Jaquez,,4,108,110,-2,2529.0
5:48.0, ,110-110,J. Jaquez makes 2-pt layup from 2 ft,Tie,4,110,110,0,2532.0
5:42.0,Shooting foul by K. Lowry (drawn by D. Lillard),110-110, ,,4,110,110,0,2538.0
5:42.0,D. Lillard makes free throw 1 of 2,111-110, ,,4,110,111,-1,2538.0
5:42.0,K. Middleton enters the game for C. Payne,111-110, ,,4,110,111,-1,2538.0
5:42.0, ,111-110,C. Martin enters the game for K. Love,,4,110,111,-1,2538.0
5:42.0,D. Lillard makes free throw 2 of 2,112-110, ,,4,110,112,-2,2538.0
5:23.0, ,112-112,C. Martin makes 2-pt layup from 2 ft (assist by J. Jaquez),Tie,4,112,112,0,2557.0
5:12.0,Turnover by G. Antetokounmpo (bad pass; steal by C. Martin),112-112, ,,4,112,112,0,2568.0
5:01.0, ,112-112,Shooting foul by K. Middleton (drawn by J. Richardson),,4,112,112,0,2579.0
5:01.0, ,112-113,J. Richardson makes free throw 1 of 2,Lead change,4,113,112,1,2579.0
5:01.0, ,112-113,J. Richardson misses free throw 2 of 2,,4,113,112,1,2579.0
4:58.0,Defensive rebound by M. Beasley,112-113, ,,4,113,112,1,2582.0
4:46.0,D. Lillard makes 3-pt jump shot from 25 ft,115-113, ,Lead change,4,113,115,-2,2594.0
4:22.0, ,115-115,C. Martin makes 2-pt layup from 2 ft (assist by B. Adebayo),Tie,4,115,115,0,2618.0
4:05.0,D. Lillard misses 3-pt jump shot from 26 ft,115-115, ,,4,115,115,0,2635.0
4:02.0, ,115-115,Defensive rebound by J. Richardson,,4,115,115,0,2638.0
3:48.0, ,115-115,Turnover by B. Adebayo (lost ball; steal by G. Antetokounmpo),,4,115,115,0,2652.0
3:43.0,Offensive foul by G. Antetokounmpo (drawn by B. Adebayo),115-115, ,,4,115,115,0,2657.0
3:43.0,Turnover by G. Antetokounmpo (offensive foul),115-115, ,,4,115,115,0,2657.0
3:25.0, ,115-118,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Richardson),Lead change,4,118,115,3,2675.0
3:24.0,Milwaukee full timeout,115-118, ,,4,118,115,3,2676.0
3:11.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,115-118, ,,4,118,115,3,2689.0
3:06.0,Offensive rebound by B. Lopez,115-118, ,,4,118,115,3,2694.0
3:03.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by B. Lopez),118-118, ,Tie,4,118,118,0,2697.0
2:42.0, ,118-118,Turnover by J. Jaquez (traveling),,4,118,118,0,2718.0
2:21.0,D. Lillard misses 2-pt jump shot from 7 ft (block by B. Adebayo),118-118, ,,4,118,118,0,2739.0
2:20.0,Offensive rebound by Team,118-118, ,,4,118,118,0,2740.0
2:15.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by D. Lillard),120-118, ,Lead change,4,118,120,-2,2745.0
1:59.0, ,120-118,B. Adebayo misses 2-pt jump shot from 14 ft,,4,118,120,-2,2761.0
1:56.0,Defensive rebound by M. Beasley,120-118, ,,4,118,120,-2,2764.0
1:38.0,K. Middleton makes 2-pt jump shot from 11 ft,122-118, ,,4,118,122,-4,2782.0
1:34.0, ,122-118,Shooting foul by B. Lopez (drawn by B. Adebayo),,4,118,122,-4,2786.0
1:34.0, ,122-119,B. Adebayo makes free throw 1 of 2,,4,119,122,-3,2786.0
1:34.0, ,122-120,B. Adebayo makes free throw 2 of 2,,4,120,122,-2,2786.0
1:18.0,Shooting foul by J. Jaquez (drawn by G. Antetokounmpo),122-120, ,,4,120,122,-2,2802.0
1:18.0,G. Antetokounmpo makes free throw 1 of 2,123-120, ,,4,120,123,-3,2802.0
1:18.0,G. Antetokounmpo makes free throw 2 of 2,124-120, ,,4,120,124,-4,2802.0
1:05.0, ,124-122,B. Adebayo makes 2-pt jump shot from 5 ft (assist by J. Richardson),,4,122,124,-2,2815.0
1:03.0,Personal foul by J. Richardson (drawn by D. Lillard),124-122, ,,4,122,124,-2,2817.0
1:03.0, ,124-122,Technical foul by E. Spoelstra,,4,122,124,-2,2817.0
1:03.0,D. Lillard makes technical free throw,125-122, ,,4,122,125,-3,2817.0
1:03.0,D. Lillard makes free throw 1 of 2,126-122, ,,4,122,126,-4,2817.0
1:03.0,D. Lillard makes free throw 2 of 2,127-122, ,,4,122,127,-5,2817.0
0:56.0, ,127-124,K. Lowry makes 2-pt jump shot from 5 ft,,4,124,127,-3,2824.0
0:38.0,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),129-124, ,,4,124,129,-5,2842.0
0:38.0, ,129-124,Miami full timeout,,4,124,129,-5,2842.0
0:38.0, ,129-124,D. Robinson enters the game for C. Martin,,4,124,129,-5,2842.0
0:34.0, ,129-124,D. Robinson misses 3-pt jump shot from 26 ft,,4,124,129,-5,2846.0
0:31.0,Defensive rebound by K. Middleton,129-124, ,,4,124,129,-5,2849.0
0:24.0,Milwaukee full timeout,129-124, ,,4,124,129,-5,2856.0
0:24.0, ,129-124,C. Martin enters the game for D. Robinson,,4,124,129,-5,2856.0
0:14.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by B. Lopez),131-124, ,,4,124,131,-7,2866.0
0:06.0, ,131-124,J. Richardson misses 3-pt jump shot from 28 ft,,4,124,131,-7,2874.0
0:03.0,Defensive rebound by K. Middleton,131-124, ,,4,124,131,-7,2877.0
0:00.0,End of 4th quarter,131-124,,,4,124,131,-7,2880.0
