Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:18.0,B. Adebayo makes 2-pt dunk from 1 ft,11-20, ,,1,11,20,-9,342.0
6:02.0, ,11-20,Shooting foul by K. Lowry (drawn by R. Barrett),,1,11,20,-9,358.0
6:02.0, ,11-21,R. Barrett makes free throw 1 of 2,,1,11,21,-10,358.0
6:02.0,C. Martin enters the game for B. Adebayo,11-21, ,,1,11,21,-10,358.0
6:02.0, ,11-22,R. Barrett makes free throw 2 of 2,,1,11,22,-11,358.0
5:52.0,J. Butler makes 2-pt layup from 3 ft (assist by N. Jović),13-22, ,,1,13,22,-9,368.0
5:25.0, ,13-22,I. Quickley misses 2-pt jump shot from 8 ft,,1,13,22,-9,395.0
5:24.0,Defensive rebound by Team,13-22, ,,1,13,22,-9,396.0
5:24.0, ,13-22,D. Schröder enters the game for R. Barrett,,1,13,22,-9,396.0
5:08.0,N. Jović makes 2-pt layup at rim,15-22, ,,1,15,22,-7,412.0
4:55.0, ,15-24,G. Trent makes 2-pt jump shot from 9 ft (assist by I. Quickley),,1,15,24,-9,425.0
4:37.0,J. Butler misses 2-pt layup from 1 ft (block by S. Barnes),15-24, ,,1,15,24,-9,443.0
4:34.0, ,15-24,Defensive rebound by T. Young,,1,15,24,-9,446.0
4:25.0, ,15-26,S. Barnes makes 2-pt dunk at rim (assist by T. Young),,1,15,26,-11,455.0
4:07.0,T. Herro misses 3-pt jump shot from 25 ft,15-26, ,,1,15,26,-11,473.0
4:04.0, ,15-26,Defensive rebound by I. Quickley,,1,15,26,-11,476.0
3:58.0, ,15-29,S. Barnes makes 3-pt jump shot from 27 ft (assist by I. Quickley),,1,15,29,-14,482.0
3:38.0,N. Jović misses 3-pt jump shot from 25 ft,15-29, ,,1,15,29,-14,502.0
3:35.0, ,15-29,Defensive rebound by T. Young,,1,15,29,-14,505.0
3:26.0, ,15-29,G. Trent misses 2-pt layup from 5 ft (block by K. Lowry),,1,15,29,-14,514.0
3:24.0,Defensive rebound by J. Butler,15-29, ,,1,15,29,-14,516.0
3:24.0,Turnover by J. Butler (bad pass; steal by G. Trent),15-29, ,,1,15,29,-14,516.0
3:16.0, ,15-29,D. Schröder misses 3-pt jump shot from 23 ft,,1,15,29,-14,524.0
3:14.0,Defensive rebound by C. Martin,15-29, ,,1,15,29,-14,526.0
3:08.0,K. Lowry misses 3-pt jump shot from 26 ft,15-29, ,,1,15,29,-14,532.0
3:03.0, ,15-29,Defensive rebound by G. Trent,,1,15,29,-14,537.0
2:55.0, ,15-29,I. Quickley misses 2-pt jump shot from 7 ft,,1,15,29,-14,545.0
2:52.0, ,15-29,Offensive rebound by T. Young,,1,15,29,-14,548.0
2:52.0, ,15-29,T. Young misses 2-pt layup at rim,,1,15,29,-14,548.0
2:51.0,Defensive rebound by J. Butler,15-29, ,,1,15,29,-14,549.0
2:34.0,T. Herro makes 3-pt jump shot from 25 ft (assist by J. Butler),18-29, ,,1,18,29,-11,566.0
2:33.0, ,18-29,Toronto full timeout,,1,18,29,-11,567.0
2:33.0,B. Adebayo enters the game for J. Butler,18-29, ,,1,18,29,-11,567.0
2:33.0,H. Highsmith enters the game for N. Jović,18-29, ,,1,18,29,-11,567.0
2:33.0,J. Richardson enters the game for K. Lowry,18-29, ,,1,18,29,-11,567.0
2:33.0, ,18-29,R. Barrett enters the game for S. Barnes,,1,18,29,-11,567.0
2:33.0, ,18-29,C. Boucher enters the game for I. Quickley,,1,18,29,-11,567.0
2:33.0, ,18-29,G. Dick enters the game for G. Trent,,1,18,29,-11,567.0
2:15.0, ,18-32,D. Schröder makes 3-pt jump shot from 25 ft (assist by G. Dick),,1,18,32,-14,585.0
2:00.0,T. Herro misses 2-pt layup from 1 ft,18-32, ,,1,18,32,-14,600.0
1:58.0, ,18-32,Defensive rebound by T. Young,,1,18,32,-14,602.0
1:53.0, ,18-34,T. Young makes 2-pt layup at rim (assist by R. Barrett),,1,18,34,-16,607.0
1:27.0,B. Adebayo misses 2-pt jump shot from 10 ft,18-34, ,,1,18,34,-16,633.0
1:23.0, ,18-34,Defensive rebound by R. Barrett,,1,18,34,-16,637.0
1:10.0, ,18-36,R. Barrett makes 2-pt jump shot from 7 ft (assist by G. Dick),,1,18,36,-18,650.0
0:52.0,T. Herro misses 3-pt jump shot from 25 ft,18-36, ,,1,18,36,-18,668.0
0:50.0, ,18-36,Defensive rebound by T. Young,,1,18,36,-18,670.0
0:30.0, ,18-39,G. Dick makes 3-pt jump shot from 24 ft (assist by D. Schröder),,1,18,39,-21,690.0
0:14.0,Turnover by T. Herro (bad pass; steal by G. Dick),18-39, ,,1,18,39,-21,706.0
0:10.0, ,18-41,R. Barrett makes 2-pt dunk from 1 ft (assist by G. Dick),,1,18,41,-23,710.0
0:00.0,B. Adebayo misses 2-pt jump shot from 14 ft,18-41, ,,1,18,41,-23,720.0
0:00.0,Offensive rebound by Team,18-41, ,,1,18,41,-23,720.0
0:00.0,End of 1st quarter,18-41,,,1,18,41,-23,720.0
12:00.0,Start of 2nd quarter,18-41,,,2,18,41,-23,720.0
11:38.0, ,18-44,G. Dick makes 3-pt jump shot from 23 ft (assist by D. Schröder),,2,18,44,-26,742.0
11:22.0,D. Robinson misses 3-pt jump shot from 26 ft,18-44, ,,2,18,44,-26,758.0
11:19.0, ,18-44,Defensive rebound by T. Young,,2,18,44,-26,761.0
11:01.0, ,18-44,Shooting foul by J. Richardson (drawn by R. Barrett),,2,18,44,-26,779.0
11:01.0, ,18-44,R. Barrett misses free throw 1 of 2,,2,18,44,-26,779.0
11:01.0, ,18-44,Offensive rebound by Team,,2,18,44,-26,779.0
11:01.0, ,18-45,R. Barrett makes free throw 2 of 2,,2,18,45,-27,779.0
10:50.0,D. Robinson misses 2-pt jump shot from 9 ft,18-45, ,,2,18,45,-27,790.0
10:47.0,Offensive rebound by B. Adebayo,18-45, ,,2,18,45,-27,793.0
10:47.0,H. Highsmith misses 3-pt jump shot from 25 ft (block by C. Boucher),18-45, ,,2,18,45,-27,793.0
10:46.0,Offensive rebound by Team,18-45, ,,2,18,45,-27,794.0
10:44.0,Personal foul by G. Dick (drawn by J. Richardson),18-45, ,,2,18,45,-27,796.0
10:39.0,J. Richardson misses 3-pt jump shot from 25 ft,18-45, ,,2,18,45,-27,801.0
10:35.0, ,18-45,Defensive rebound by C. Boucher,,2,18,45,-27,805.0
10:25.0, ,18-45,R. Barrett misses 2-pt layup from 2 ft,,2,18,45,-27,815.0
10:24.0, ,18-45,Offensive rebound by C. Boucher,,2,18,45,-27,816.0
10:23.0, ,18-47,C. Boucher makes 2-pt hook shot from 2 ft,,2,18,47,-29,817.0
10:22.0,Miami full timeout,18-47, ,,2,18,47,-29,818.0
10:04.0,D. Robinson misses 3-pt jump shot from 25 ft,18-47, ,,2,18,47,-29,836.0
10:00.0,Offensive rebound by H. Highsmith,18-47, ,,2,18,47,-29,840.0
9:50.0,B. Adebayo misses 2-pt dunk from 1 ft,18-47, ,,2,18,47,-29,850.0
9:48.0, ,18-47,Defensive rebound by R. Barrett,,2,18,47,-29,852.0
9:44.0, ,18-47,C. Boucher misses 3-pt jump shot from 23 ft,,2,18,47,-29,856.0
9:41.0,Defensive rebound by B. Adebayo,18-47, ,,2,18,47,-29,859.0
9:30.0,D. Robinson misses 2-pt jump shot from 6 ft,18-47, ,,2,18,47,-29,870.0
9:26.0,Offensive rebound by D. Robinson,18-47, ,,2,18,47,-29,874.0
9:26.0,D. Robinson makes 2-pt layup at rim,20-47, ,,2,20,47,-27,874.0
9:19.0, ,20-50,R. Barrett makes 3-pt jump shot from 26 ft (assist by D. Schröder),,2,20,50,-30,881.0
9:03.0,Personal foul by D. Schröder (drawn by D. Robinson),20-50, ,,2,20,50,-30,897.0
9:03.0, ,20-50,J. Porter enters the game for T. Young,,2,20,50,-30,897.0
8:53.0,Turnover by D. Robinson (bad pass; steal by G. Dick),20-50, ,,2,20,50,-30,907.0
8:44.0, ,20-53,J. Porter makes 3-pt jump shot from 27 ft (assist by G. Dick),,2,20,53,-33,916.0
8:29.0,Turnover by J. Richardson (step out of bounds),20-53, ,,2,20,53,-33,931.0
8:29.0,J. Butler enters the game for H. Highsmith,20-53, ,,2,20,53,-33,931.0
8:16.0, ,20-56,J. Porter makes 3-pt jump shot from 24 ft (assist by R. Barrett),,2,20,56,-36,944.0
7:52.0,C. Martin makes 2-pt jump shot from 9 ft,22-56, ,,2,22,56,-34,968.0
7:37.0, ,22-56,R. Barrett misses 2-pt jump shot from 5 ft (block by J. Richardson),,2,22,56,-34,983.0
7:34.0,Defensive rebound by J. Richardson,22-56, ,,2,22,56,-34,986.0
7:33.0,D. Robinson makes 2-pt layup from 2 ft (assist by C. Martin),24-56, ,,2,24,56,-32,987.0
7:33.0, ,24-56,Toronto full timeout,,2,24,56,-32,987.0
7:33.0,T. Bryant enters the game for B. Adebayo,24-56, ,,2,24,56,-32,987.0
7:33.0, ,24-56,S. Barnes enters the game for R. Barrett,,2,24,56,-32,987.0
7:33.0, ,24-56,I. Quickley enters the game for C. Boucher,,2,24,56,-32,987.0
7:33.0, ,24-56,G. Trent enters the game for G. Dick,,2,24,56,-32,987.0
7:14.0, ,24-59,G. Trent makes 3-pt jump shot from 25 ft (assist by I. Quickley),,2,24,59,-35,1006.0
6:52.0,T. Bryant makes 2-pt hook shot from 7 ft (assist by J. Butler),26-59, ,,2,26,59,-33,1028.0
6:44.0, ,26-59,I. Quickley misses 3-pt jump shot from 27 ft,,2,26,59,-33,1036.0
6:42.0,Defensive rebound by C. Martin,26-59, ,,2,26,59,-33,1038.0
6:37.0,C. Martin makes 2-pt layup from 6 ft,28-59, ,,2,28,59,-31,1043.0
6:22.0, ,28-62,D. Schröder makes 3-pt jump shot from 25 ft (assist by I. Quickley),,2,28,62,-34,1058.0
6:11.0,Shooting foul by I. Quickley (drawn by C. Martin),28-62, ,,2,28,62,-34,1069.0
6:11.0,C. Martin makes free throw 1 of 2,29-62, ,,2,29,62,-33,1069.0
6:11.0,T. Herro enters the game for J. Richardson,29-62, ,,2,29,62,-33,1069.0
6:11.0,C. Martin makes free throw 2 of 2,30-62, ,,2,30,62,-32,1069.0
5:53.0, ,30-65,G. Trent makes 3-pt jump shot from 23 ft (assist by D. Schröder),,2,30,65,-35,1087.0
5:43.0,Shooting foul by J. Porter (drawn by J. Butler),30-65, ,,2,30,65,-35,1097.0
5:43.0,J. Butler makes free throw 1 of 2,31-65, ,,2,31,65,-34,1097.0
5:43.0,J. Butler misses free throw 2 of 2,31-65, ,,2,31,65,-34,1097.0
5:41.0, ,31-65,Defensive rebound by I. Quickley,,2,31,65,-34,1099.0
5:38.0, ,31-65,Offensive foul by S. Barnes (drawn by C. Martin),,2,31,65,-34,1102.0
5:38.0, ,31-65,Turnover by S. Barnes (offensive foul),,2,31,65,-34,1102.0
5:27.0,C. Martin misses 2-pt layup from 3 ft (block by J. Porter),31-65, ,,2,31,65,-34,1113.0
5:27.0,Offensive rebound by Team,31-65, ,,2,31,65,-34,1113.0
5:27.0, ,31-65,R. Barrett enters the game for D. Schröder,,2,31,65,-34,1113.0
5:24.0,D. Robinson misses 3-pt jump shot from 22 ft,31-65, ,,2,31,65,-34,1116.0
5:21.0, ,31-65,Defensive rebound by I. Quickley,,2,31,65,-34,1119.0
5:04.0, ,31-67,S. Barnes makes 2-pt layup from 1 ft,,2,31,67,-36,1136.0
4:51.0,T. Herro makes 2-pt jump shot from 7 ft,33-67, ,,2,33,67,-34,1149.0
4:36.0, ,33-67,J. Porter misses 2-pt jump shot from 15 ft,,2,33,67,-34,1164.0
4:34.0,Defensive rebound by D. Robinson,33-67, ,,2,33,67,-34,1166.0
4:19.0,T. Herro makes 2-pt jump shot from 16 ft (assist by J. Butler),35-67, ,,2,35,67,-32,1181.0
4:07.0, ,35-67,J. Porter misses 3-pt jump shot from 26 ft,,2,35,67,-32,1193.0
4:05.0,Defensive rebound by D. Robinson,35-67, ,,2,35,67,-32,1195.0
4:01.0,T. Herro misses 3-pt jump shot from 26 ft,35-67, ,,2,35,67,-32,1199.0
3:59.0, ,35-67,Defensive rebound by I. Quickley,,2,35,67,-32,1201.0
3:54.0, ,35-69,I. Quickley makes 2-pt jump shot from 6 ft,,2,35,69,-34,1206.0
3:36.0,C. Martin makes 2-pt jump shot from 11 ft,37-69, ,,2,37,69,-32,1224.0
3:22.0, ,37-69,G. Trent misses 3-pt jump shot from 26 ft,,2,37,69,-32,1238.0
3:19.0,Defensive rebound by T. Herro,37-69, ,,2,37,69,-32,1241.0
3:13.0,T. Herro misses 2-pt layup from 2 ft,37-69, ,,2,37,69,-32,1247.0
3:10.0, ,37-69,Defensive rebound by J. Porter,,2,37,69,-32,1250.0
3:07.0, ,37-71,R. Barrett makes 2-pt jump shot from 11 ft,,2,37,71,-34,1253.0
3:07.0, ,37-71,Shooting foul by T. Bryant (drawn by R. Barrett),,2,37,71,-34,1253.0
3:07.0,B. Adebayo enters the game for T. Bryant,37-71, ,,2,37,71,-34,1253.0
3:07.0,H. Highsmith enters the game for C. Martin,37-71, ,,2,37,71,-34,1253.0
3:07.0,K. Lowry enters the game for D. Robinson,37-71, ,,2,37,71,-34,1253.0
3:07.0, ,37-71,T. Young enters the game for J. Porter,,2,37,71,-34,1253.0
3:07.0, ,37-72,R. Barrett makes free throw 1 of 1,,2,37,72,-35,1253.0
2:50.0,K. Lowry makes 2-pt jump shot from 3 ft (assist by B. Adebayo),39-72, ,,2,39,72,-33,1270.0
2:45.0, ,39-72,Toronto full timeout,,2,39,72,-33,1275.0
2:34.0, ,39-72,Personal foul by T. Herro (drawn by R. Barrett),,2,39,72,-33,1286.0
2:22.0, ,39-72,S. Barnes misses 3-pt jump shot from 23 ft,,2,39,72,-33,1298.0
2:18.0,Defensive rebound by B. Adebayo,39-72, ,,2,39,72,-33,1302.0
2:08.0,H. Highsmith makes 2-pt jump shot from 9 ft (assist by K. Lowry),41-72, ,,2,41,72,-31,1312.0
1:52.0, ,41-74,G. Trent makes 2-pt jump shot from 18 ft (assist by T. Young),,2,41,74,-33,1328.0
1:41.0,Turnover by K. Lowry (bad pass; steal by S. Barnes),41-74, ,,2,41,74,-33,1339.0
1:29.0, ,41-76,R. Barrett makes 2-pt layup from 1 ft (assist by S. Barnes),,2,41,76,-35,1351.0
1:11.0,J. Butler makes 2-pt layup from 1 ft (assist by T. Herro),43-76, ,,2,43,76,-33,1369.0
0:52.0, ,43-76,I. Quickley misses 2-pt jump shot from 5 ft (block by H. Highsmith),,2,43,76,-33,1388.0
0:51.0,Defensive rebound by Team,43-76, ,,2,43,76,-33,1389.0
0:39.0,Offensive foul by B. Adebayo (drawn by I. Quickley),43-76, ,,2,43,76,-33,1401.0
0:39.0,Turnover by B. Adebayo (offensive foul),43-76, ,,2,43,76,-33,1401.0
0:31.0, ,43-76,T. Young misses 2-pt layup from 5 ft,,2,43,76,-33,1409.0
0:31.0, ,43-76,Offensive rebound by S. Barnes,,2,43,76,-33,1409.0
0:31.0, ,43-78,S. Barnes makes 2-pt layup at rim,,2,43,78,-35,1409.0
0:12.0,T. Herro misses 3-pt jump shot from 23 ft,43-78, ,,2,43,78,-35,1428.0
0:06.0,Offensive rebound by H. Highsmith,43-78, ,,2,43,78,-35,1434.0
0:03.0,K. Lowry misses 3-pt jump shot from 25 ft,43-78, ,,2,43,78,-35,1437.0
0:03.0,Offensive rebound by K. Lowry,43-78, ,,2,43,78,-35,1437.0
0:00.0,K. Lowry misses 3-pt jump shot from 26 ft,43-78, ,,2,43,78,-35,1440.0
0:00.0,Offensive rebound by Team,43-78, ,,2,43,78,-35,1440.0
0:00.0,End of 2nd quarter,43-78,,,2,43,78,-35,1440.0
12:00.0,Start of 3rd quarter,43-78,,,3,43,78,-35,1440.0
11:40.0, ,43-80,I. Quickley makes 2-pt jump shot from 5 ft (assist by S. Barnes),,3,43,80,-37,1460.0
11:17.0,T. Herro misses 2-pt jump shot from 12 ft,43-80, ,,3,43,80,-37,1483.0
11:14.0, ,43-80,Defensive rebound by I. Quickley,,3,43,80,-37,1486.0
11:09.0, ,43-80,Turnover by I. Quickley (bad pass; steal by J. Butler),,3,43,80,-37,1491.0
10:55.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by J. Butler),45-80, ,,3,45,80,-35,1505.0
10:42.0, ,45-80,R. Barrett misses 3-pt jump shot from 26 ft,,3,45,80,-35,1518.0
10:40.0,Defensive rebound by N. Jović,45-80, ,,3,45,80,-35,1520.0
10:32.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),47-80, ,,3,47,80,-33,1528.0
10:29.0, ,47-80,Toronto full timeout,,3,47,80,-33,1531.0
10:29.0, ,47-80,T. Young enters the game for J. Porter,,3,47,80,-33,1531.0
10:05.0, ,47-80,Turnover by Team (shot clock),,3,47,80,-33,1555.0
9:54.0,N. Jović makes 2-pt hook shot from 9 ft,49-80, ,,3,49,80,-31,1566.0
9:27.0, ,49-80,S. Barnes misses 2-pt jump shot from 7 ft,,3,49,80,-31,1593.0
9:25.0, ,49-80,Offensive rebound by Team,,3,49,80,-31,1595.0
9:20.0, ,49-82,R. Barrett makes 2-pt layup from 3 ft (assist by I. Quickley),,3,49,82,-33,1600.0
9:07.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),51-82, ,,3,51,82,-31,1613.0
8:50.0, ,51-82,G. Trent misses 2-pt jump shot from 14 ft,,3,51,82,-31,1630.0
8:48.0, ,51-82,Offensive rebound by R. Barrett,,3,51,82,-31,1632.0
8:43.0, ,51-82,I. Quickley misses 2-pt jump shot from 8 ft,,3,51,82,-31,1637.0
8:41.0,Defensive rebound by K. Lowry,51-82, ,,3,51,82,-31,1639.0
8:34.0,N. Jović makes 2-pt layup from 4 ft,53-82, ,,3,53,82,-29,1646.0
8:12.0, ,53-82,S. Barnes misses 3-pt jump shot from 23 ft,,3,53,82,-29,1668.0
8:09.0,Defensive rebound by N. Jović,53-82, ,,3,53,82,-29,1671.0
8:02.0,J. Butler makes 2-pt jump shot from 6 ft (assist by K. Lowry),55-82, ,,3,55,82,-27,1678.0
8:02.0, ,55-82,Toronto full timeout,,3,55,82,-27,1678.0
8:02.0, ,55-82,D. Schröder enters the game for I. Quickley,,3,55,82,-27,1678.0
7:52.0, ,55-82,Offensive foul by S. Barnes (drawn by K. Lowry),,3,55,82,-27,1688.0
7:52.0, ,55-82,Turnover by S. Barnes (offensive foul),,3,55,82,-27,1688.0
7:40.0,J. Butler makes 2-pt layup at rim (assist by N. Jović),57-82, ,,3,57,82,-25,1700.0
7:31.0, ,57-82,S. Barnes misses 3-pt jump shot from 26 ft,,3,57,82,-25,1709.0
7:30.0, ,57-82,Offensive rebound by T. Young,,3,57,82,-25,1710.0
7:29.0, ,57-82,T. Young misses 2-pt layup at rim,,3,57,82,-25,1711.0
7:29.0, ,57-82,Offensive rebound by Team,,3,57,82,-25,1711.0
7:20.0, ,57-82,D. Schröder misses 2-pt layup from 4 ft (block by N. Jović),,3,57,82,-25,1720.0
7:20.0, ,57-82,Offensive rebound by Team,,3,57,82,-25,1720.0
7:16.0, ,57-82,T. Young misses 2-pt jump shot from 15 ft,,3,57,82,-25,1724.0
7:13.0,Defensive rebound by T. Herro,57-82, ,,3,57,82,-25,1727.0
7:05.0,T. Herro makes 2-pt jump shot from 10 ft,59-82, ,,3,59,82,-23,1735.0
6:34.0, ,59-82,S. Barnes misses 3-pt jump shot from 26 ft,,3,59,82,-23,1766.0
6:31.0,Defensive rebound by T. Herro,59-82, ,,3,59,82,-23,1769.0
6:31.0, ,59-82,I. Quickley enters the game for G. Trent,,3,59,82,-23,1769.0
6:20.0,T. Herro makes 2-pt jump shot from 8 ft,61-82, ,,3,61,82,-21,1780.0
5:57.0, ,61-82,R. Barrett misses 3-pt jump shot from 25 ft,,3,61,82,-21,1803.0
5:55.0,Defensive rebound by T. Herro,61-82, ,,3,61,82,-21,1805.0
5:52.0,Turnover by T. Herro (bad pass),61-82, ,,3,61,82,-21,1808.0
5:35.0, ,61-82,I. Quickley misses 2-pt jump shot from 11 ft,,3,61,82,-21,1825.0
5:32.0, ,61-82,Offensive rebound by I. Quickley,,3,61,82,-21,1828.0
5:30.0, ,61-82,Shooting foul by B. Adebayo (drawn by R. Barrett),,3,61,82,-21,1830.0
5:30.0, ,61-82,R. Barrett misses free throw 1 of 2,,3,61,82,-21,1830.0
5:30.0, ,61-82,Offensive rebound by Team,,3,61,82,-21,1830.0
5:30.0, ,61-83,R. Barrett makes free throw 2 of 2,,3,61,83,-22,1830.0
5:14.0,N. Jović makes 3-pt jump shot from 25 ft (assist by K. Lowry),64-83, ,,3,64,83,-19,1846.0
4:56.0, ,64-83,R. Barrett misses 2-pt jump shot from 7 ft,,3,64,83,-19,1864.0
4:54.0, ,64-83,Offensive rebound by R. Barrett,,3,64,83,-19,1866.0
4:53.0, ,64-85,R. Barrett makes 2-pt layup from 6 ft,,3,64,85,-21,1867.0
4:42.0,Shooting foul by T. Young (drawn by N. Jović),64-85, ,,3,64,85,-21,1878.0
4:42.0,N. Jović makes free throw 1 of 2,65-85, ,,3,65,85,-20,1878.0
4:42.0,C. Martin enters the game for B. Adebayo,65-85, ,,3,65,85,-20,1878.0
4:42.0, ,65-85,G. Trent enters the game for S. Barnes,,3,65,85,-20,1878.0
4:42.0,N. Jović misses free throw 2 of 2,65-85, ,,3,65,85,-20,1878.0
4:38.0, ,65-85,Defensive rebound by T. Young,,3,65,85,-20,1882.0
4:23.0, ,65-88,G. Trent makes 3-pt jump shot from 25 ft (assist by D. Schröder),,3,65,88,-23,1897.0
4:04.0,J. Butler misses 2-pt jump shot from 4 ft,65-88, ,,3,65,88,-23,1916.0
4:03.0, ,65-88,Defensive rebound by D. Schröder,,3,65,88,-23,1917.0
3:54.0, ,65-88,I. Quickley misses 3-pt jump shot from 29 ft,,3,65,88,-23,1926.0
3:50.0,Defensive rebound by N. Jović,65-88, ,,3,65,88,-23,1930.0
3:45.0,J. Butler misses 2-pt layup from 2 ft,65-88, ,,3,65,88,-23,1935.0
3:44.0,Offensive rebound by T. Herro,65-88, ,,3,65,88,-23,1936.0
3:43.0,T. Herro makes 2-pt layup at rim,67-88, ,,3,67,88,-21,1937.0
3:19.0, ,67-88,Turnover by D. Schröder (bad pass; steal by J. Butler),,3,67,88,-21,1961.0
3:14.0,K. Lowry misses 3-pt jump shot from 23 ft,67-88, ,,3,67,88,-21,1966.0
3:11.0,Offensive rebound by J. Butler,67-88, ,,3,67,88,-21,1969.0
3:08.0,N. Jović misses 2-pt layup from 2 ft,67-88, ,,3,67,88,-21,1972.0
3:05.0,Offensive rebound by N. Jović,67-88, ,,3,67,88,-21,1975.0
3:05.0,N. Jović misses 2-pt layup at rim,67-88, ,,3,67,88,-21,1975.0
3:05.0,Offensive rebound by J. Butler,67-88, ,,3,67,88,-21,1975.0
3:01.0,J. Butler misses 2-pt layup from 2 ft,67-88, ,,3,67,88,-21,1979.0
3:01.0,Offensive rebound by N. Jović,67-88, ,,3,67,88,-21,1979.0
3:01.0,N. Jović misses 2-pt layup at rim,67-88, ,,3,67,88,-21,1979.0
3:01.0,N. Jović misses 2-pt layup from 3 ft,67-88, ,,3,67,88,-21,1979.0
3:01.0,Offensive rebound by Team,67-88, ,,3,67,88,-21,1979.0
3:01.0, ,67-88,Loose ball foul by G. Trent (drawn by J. Butler),,3,67,88,-21,1979.0
