Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:27.0,C. Anthony enters the game for P. Banchero,72-70, ,,3,70,72,-2,2073.0
1:27.0,C. Okeke enters the game for T. Queen,72-70, ,,3,70,72,-2,2073.0
1:27.0, ,72-70,B. Adebayo enters the game for H. Highsmith,,3,70,72,-2,2073.0
1:27.0, ,72-71,C. Martin makes free throw 2 of 2,,3,71,72,-1,2073.0
1:11.0,J. Ingles misses 2-pt hook shot from 6 ft,72-71, ,,3,71,72,-1,2089.0
1:08.0,Offensive rebound by M. Fultz,72-71, ,,3,71,72,-1,2092.0
1:07.0,M. Wagner misses 3-pt jump shot from 24 ft,72-71, ,,3,71,72,-1,2093.0
1:03.0, ,72-71,Defensive rebound by C. Martin,,3,71,72,-1,2097.0
0:45.0, ,72-71,Shooting foul by M. Fultz (drawn by B. Adebayo),,3,71,72,-1,2115.0
0:45.0, ,72-72,B. Adebayo makes free throw 1 of 2,Tie,3,72,72,0,2115.0
0:45.0, ,72-73,B. Adebayo makes free throw 2 of 2,Lead change,3,73,72,1,2115.0
0:36.0,C. Okeke misses 3-pt jump shot from 22 ft,72-73, ,,3,73,72,1,2124.0
0:31.0, ,72-73,Defensive rebound by C. Martin,,3,73,72,1,2129.0
0:24.0, ,72-73,Flagrant foul type 1 by J. Ingles (drawn by C. Martin),,3,73,72,1,2136.0
0:24.0, ,72-73,Instant Replay (Request: Ruling Stands),,3,73,72,1,2136.0
0:24.0,P. Banchero enters the game for C. Okeke,72-73, ,,3,73,72,1,2136.0
0:24.0, ,72-74,C. Martin makes flagrant free throw 1 of 2,,3,74,72,2,2136.0
0:24.0, ,72-75,C. Martin makes flagrant free throw 2 of 2,,3,75,72,3,2136.0
0:24.0,A. Black enters the game for C. Anthony,72-75, ,,3,75,72,3,2136.0
0:24.0,C. Okeke enters the game for P. Banchero,72-75, ,,3,75,72,3,2136.0
0:24.0,T. Queen enters the game for J. Ingles,72-75, ,,3,75,72,3,2136.0
0:08.0, ,72-75,Turnover by J. Richardson (traveling),,3,75,72,3,2152.0
0:08.0,C. Anthony enters the game for A. Black,72-75, ,,3,75,72,3,2152.0
0:08.0,P. Banchero enters the game for C. Okeke,72-75, ,,3,75,72,3,2152.0
0:08.0,J. Ingles enters the game for T. Queen,72-75, ,,3,75,72,3,2152.0
0:08.0, ,72-75,H. Highsmith enters the game for K. Love,,3,75,72,3,2152.0
0:08.0, ,72-75,J. Jaquez enters the game for D. Robinson,,3,75,72,3,2152.0
0:02.0,Shooting foul by B. Adebayo (drawn by M. Fultz),72-75, ,,3,75,72,3,2158.0
0:02.0,M. Fultz makes free throw 1 of 2,73-75, ,,3,75,73,2,2158.0
0:02.0,A. Black enters the game for C. Anthony,73-75, ,,3,75,73,2,2158.0
0:02.0,C. Okeke enters the game for P. Banchero,73-75, ,,3,75,73,2,2158.0
0:02.0,T. Queen enters the game for J. Ingles,73-75, ,,3,75,73,2,2158.0
0:02.0, ,73-75,K. Love enters the game for H. Highsmith,,3,75,73,2,2158.0
0:02.0, ,73-75,D. Robinson enters the game for J. Jaquez,,3,75,73,2,2158.0
0:02.0,M. Fultz misses free throw 2 of 2,73-75, ,,3,75,73,2,2158.0
0:00.0,Offensive rebound by M. Fultz,73-75, ,,3,75,73,2,2160.0
0:00.0,End of 3rd quarter,73-75,,,3,75,73,2,2160.0
12:00.0,Start of 4th quarter,73-75,,,4,75,73,2,2160.0
11:41.0, ,73-77,D. Robinson makes 2-pt layup from 5 ft (assist by B. Adebayo),,4,77,73,4,2179.0
11:26.0,Shooting foul by J. Richardson (drawn by M. Wagner),73-77, ,,4,77,73,4,2194.0
11:26.0,M. Wagner makes free throw 1 of 2,74-77, ,,4,77,74,3,2194.0
11:26.0,M. Wagner makes free throw 2 of 2,75-77, ,,4,77,75,2,2194.0
11:12.0, ,75-77,Turnover by B. Adebayo (bad pass; steal by M. Fultz),,4,77,75,2,2208.0
11:05.0,J. Ingles misses 3-pt jump shot from 25 ft,75-77, ,,4,77,75,2,2215.0
11:02.0, ,75-77,Defensive rebound by Team,,4,77,75,2,2218.0
11:02.0,Loose ball foul by M. Wagner (drawn by B. Adebayo),75-77, ,,4,77,75,2,2218.0
10:38.0, ,75-79,B. Adebayo makes 2-pt jump shot from 7 ft (assist by K. Love),,4,79,75,4,2242.0
10:28.0,C. Anthony misses 2-pt layup from 3 ft,75-79, ,,4,79,75,4,2252.0
10:25.0, ,75-79,Defensive rebound by K. Love,,4,79,75,4,2255.0
10:19.0, ,75-79,C. Martin misses 2-pt jump shot from 20 ft,,4,79,75,4,2261.0
10:15.0,Defensive rebound by C. Anthony,75-79, ,,4,79,75,4,2265.0
10:02.0, ,75-79,Violation by Team (kicked ball),,4,79,75,4,2278.0
9:56.0,M. Wagner makes 2-pt layup from 4 ft (assist by J. Ingles),77-79, ,,4,79,77,2,2284.0
9:32.0, ,77-81,D. Robinson makes 2-pt layup from 3 ft,,4,81,77,4,2308.0
9:20.0,Personal foul by K. Love (drawn by M. Wagner),77-81, ,,4,81,77,4,2320.0
9:20.0, ,77-81,J. Jaquez enters the game for K. Love,,4,81,77,4,2320.0
9:13.0,C. Okeke makes 3-pt jump shot from 26 ft (assist by J. Ingles),80-81, ,,4,81,80,1,2327.0
9:02.0, ,80-84,C. Martin makes 3-pt jump shot from 26 ft,,4,84,80,4,2338.0
8:44.0,J. Ingles makes 2-pt jump shot from 7 ft (assist by M. Wagner),82-84, ,,4,84,82,2,2356.0
8:34.0, ,82-86,C. Martin makes 2-pt layup from 3 ft,,4,86,82,4,2366.0
8:21.0,C. Okeke misses 3-pt jump shot from 25 ft,82-86, ,,4,86,82,4,2379.0
8:18.0, ,82-86,Defensive rebound by J. Jaquez,,4,86,82,4,2382.0
8:09.0, ,82-86,Personal foul by M. Fultz (drawn by J. Jaquez),,4,86,82,4,2391.0
8:09.0,C. Houstan enters the game for M. Fultz,82-86, ,,4,86,82,4,2391.0
8:04.0, ,82-86,Personal foul by M. Wagner (drawn by D. Robinson),,4,86,82,4,2396.0
8:04.0, ,82-86,Technical foul by B. Adebayo,,4,86,82,4,2396.0
8:04.0,J. Ingles misses technical free throw,82-86, ,,4,86,82,4,2396.0
8:04.0, ,82-86,Defensive rebound by Team,,4,86,82,4,2396.0
8:04.0,P. Banchero enters the game for C. Okeke,82-86, ,,4,86,82,4,2396.0
7:54.0, ,82-88,D. Robinson makes 2-pt jump shot from 12 ft,,4,88,82,6,2406.0
7:53.0,Orlando full timeout,82-88, ,,4,88,82,6,2407.0
7:53.0,C. Okeke enters the game for J. Ingles,82-88, ,,4,88,82,6,2407.0
7:35.0,C. Anthony misses 2-pt jump shot from 16 ft,82-88, ,,4,88,82,6,2425.0
7:33.0,Offensive rebound by C. Okeke,82-88, ,,4,88,82,6,2427.0
7:25.0,M. Wagner makes 2-pt layup from 3 ft (assist by P. Banchero),84-88, ,,4,88,84,4,2435.0
7:01.0, ,84-88,C. Martin misses 3-pt jump shot from 31 ft,,4,88,84,4,2459.0
6:57.0,Defensive rebound by C. Houstan,84-88, ,,4,88,84,4,2463.0
6:50.0,P. Banchero makes 2-pt jump shot from 12 ft,86-88, ,,4,88,86,2,2470.0
6:24.0, ,86-88,Turnover by D. Robinson (bad pass),,4,88,86,2,2496.0
6:05.0,C. Houstan misses 3-pt jump shot from 25 ft,86-88, ,,4,88,86,2,2515.0
6:02.0, ,86-88,Defensive rebound by J. Jaquez,,4,88,86,2,2518.0
5:46.0, ,86-90,C. Martin makes 2-pt layup from 5 ft (assist by J. Richardson),,4,90,86,4,2534.0
5:17.0,P. Banchero misses 2-pt jump shot from 17 ft,86-90, ,,4,90,86,4,2563.0
5:16.0, ,86-90,Defensive rebound by Team,,4,90,86,4,2564.0
5:16.0, ,86-90,H. Highsmith enters the game for J. Richardson,,4,90,86,4,2564.0
4:58.0, ,86-90,Turnover by B. Adebayo (out of bounds lost ball),,4,90,86,4,2582.0
4:45.0,P. Banchero misses 3-pt jump shot from 26 ft,86-90, ,,4,90,86,4,2595.0
4:39.0,Offensive rebound by P. Banchero,86-90, ,,4,90,86,4,2601.0
4:37.0,Turnover by P. Banchero (bad pass),86-90, ,,4,90,86,4,2603.0
4:20.0, ,86-90,J. Jaquez misses 2-pt layup from 3 ft (block by M. Wagner),,4,90,86,4,2620.0
4:19.0, ,86-90,Offensive rebound by J. Jaquez,,4,90,86,4,2621.0
4:17.0, ,86-90,Shooting foul by M. Wagner (drawn by J. Jaquez),,4,90,86,4,2623.0
4:17.0, ,86-91,J. Jaquez makes free throw 1 of 2,,4,91,86,5,2623.0
4:17.0, ,86-92,J. Jaquez makes free throw 2 of 2,,4,92,86,6,2623.0
4:03.0,Shooting foul by H. Highsmith (drawn by P. Banchero),86-92, ,,4,92,86,6,2637.0
4:03.0,P. Banchero makes free throw 1 of 2,87-92, ,,4,92,87,5,2637.0
4:03.0,P. Banchero makes free throw 2 of 2,88-92, ,,4,92,88,4,2637.0
3:49.0, ,88-92,J. Jaquez misses 2-pt jump shot from 6 ft,,4,92,88,4,2651.0
3:47.0,Defensive rebound by Team,88-92, ,,4,92,88,4,2653.0
3:35.0,C. Anthony misses 2-pt jump shot from 9 ft,88-92, ,,4,92,88,4,2665.0
3:33.0, ,88-92,Defensive rebound by H. Highsmith,,4,92,88,4,2667.0
3:30.0, ,88-92,Miami full timeout,,4,92,88,4,2670.0
3:23.0, ,88-92,Turnover by J. Jaquez (lost ball; steal by C. Anthony),,4,92,88,4,2677.0
3:21.0,Shooting foul by J. Jaquez (drawn by P. Banchero),88-92, ,,4,92,88,4,2679.0
3:21.0,P. Banchero misses free throw 1 of 2,88-92, ,,4,92,88,4,2679.0
3:21.0,Offensive rebound by Team,88-92, ,,4,92,88,4,2679.0
3:21.0,P. Banchero makes free throw 2 of 2,89-92, ,,4,92,89,3,2679.0
3:01.0, ,89-92,H. Highsmith misses 3-pt jump shot from 26 ft,,4,92,89,3,2699.0
2:57.0,Defensive rebound by M. Wagner,89-92, ,,4,92,89,3,2703.0
2:43.0,Shooting foul by B. Adebayo (drawn by P. Banchero),89-92, ,,4,92,89,3,2717.0
2:43.0,P. Banchero makes free throw 1 of 2,90-92, ,,4,92,90,2,2717.0
2:43.0,P. Banchero misses free throw 2 of 2,90-92, ,,4,92,90,2,2717.0
2:41.0, ,90-92,Defensive rebound by D. Robinson,,4,92,90,2,2719.0
2:19.0, ,90-94,B. Adebayo makes 2-pt dunk from 2 ft,,4,94,90,4,2741.0
2:05.0,M. Wagner makes 2-pt layup from 4 ft (assist by P. Banchero),92-94, ,,4,94,92,2,2755.0
1:44.0, ,92-94,D. Robinson misses 3-pt jump shot from 28 ft,,4,94,92,2,2776.0
1:43.0,Defensive rebound by Team,92-94, ,,4,94,92,2,2777.0
1:43.0, ,92-94,J. Richardson enters the game for H. Highsmith,,4,94,92,2,2777.0
1:26.0,P. Banchero misses 2-pt jump shot from 13 ft,92-94, ,,4,94,92,2,2794.0
1:25.0, ,92-94,Defensive rebound by Team,,4,94,92,2,2795.0
1:24.0,Loose ball foul by M. Wagner (drawn by B. Adebayo),92-94, ,,4,94,92,2,2796.0
1:24.0, ,92-94,B. Adebayo misses free throw 1 of 2,,4,94,92,2,2796.0
1:24.0, ,92-94,Offensive rebound by Team,,4,94,92,2,2796.0
1:24.0,J. Ingles enters the game for C. Okeke,92-94, ,,4,94,92,2,2796.0
1:24.0, ,92-95,B. Adebayo makes free throw 2 of 2,,4,95,92,3,2796.0
1:10.0,P. Banchero makes 2-pt jump shot from 14 ft,94-95, ,,4,95,94,1,2810.0
0:51.0, ,94-95,B. Adebayo misses 2-pt jump shot from 17 ft,,4,95,94,1,2829.0
0:48.0,Defensive rebound by C. Anthony,94-95, ,,4,95,94,1,2832.0
0:38.0,P. Banchero makes 2-pt jump shot from 15 ft,96-95, ,Lead change,4,95,96,-1,2842.0
0:38.0, ,96-95,Miami full timeout,,4,95,96,-1,2842.0
0:38.0,A. Black enters the game for C. Anthony,96-95, ,,4,95,96,-1,2842.0
0:38.0,T. Queen enters the game for C. Houstan,96-95, ,,4,95,96,-1,2842.0
0:38.0,J. Suggs enters the game for J. Ingles,96-95, ,,4,95,96,-1,2842.0
0:24.0, ,96-95,B. Adebayo misses 2-pt layup from 4 ft,,4,95,96,-1,2856.0
0:23.0, ,96-95,Offensive rebound by Team,,4,95,96,-1,2857.0
0:23.0, ,96-95,Instant Replay (Request: Ruling Stands),,4,95,96,-1,2857.0
0:23.0,C. Okeke enters the game for A. Black,96-95, ,,4,95,96,-1,2857.0
0:23.0,Orlando full timeout,96-95, ,,4,95,96,-1,2857.0
0:23.0,A. Black enters the game for C. Okeke,96-95, ,,4,95,96,-1,2857.0
0:23.0,Instant Replay (Challenge: Stands),96-95, ,,4,95,96,-1,2857.0
0:18.0, ,96-97,B. Adebayo makes 2-pt jump shot from 13 ft (assist by J. Jaquez),Lead change,4,97,96,1,2862.0
0:18.0,Orlando full timeout,96-97, ,,4,97,96,1,2862.0
0:18.0,C. Anthony enters the game for C. Okeke,96-97, ,,4,97,96,1,2862.0
0:18.0,C. Houstan enters the game for T. Queen,96-97, ,,4,97,96,1,2862.0
0:18.0,J. Ingles enters the game for J. Suggs,96-97, ,,4,97,96,1,2862.0
0:18.0, ,96-97,H. Highsmith enters the game for D. Robinson,,4,97,96,1,2862.0
0:11.0,P. Banchero misses 2-pt jump shot from 9 ft,96-97, ,,4,97,96,1,2869.0
0:09.0,Offensive rebound by P. Banchero,96-97, ,,4,97,96,1,2871.0
0:08.0,P. Banchero misses 2-pt layup from 7 ft,96-97, ,,4,97,96,1,2872.0
0:08.0, ,96-97,Defensive rebound by H. Highsmith,,4,97,96,1,2872.0
0:07.0, ,96-97,Personal foul by C. Houstan (drawn by H. Highsmith),,4,97,96,1,2873.0
0:07.0, ,96-98,H. Highsmith makes free throw 1 of 2,,4,98,96,2,2873.0
0:07.0, ,96-99,H. Highsmith makes free throw 2 of 2,,4,99,96,3,2873.0
0:03.0,P. Banchero misses 3-pt jump shot from 29 ft,96-99, ,,4,99,96,3,2877.0
0:00.0,Offensive rebound by Team,96-99, ,,4,99,96,3,2880.0
0:00.0,End of 4th quarter,96-99,,,4,99,96,3,2880.0
