Time,Boston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:47.0, ,126-94,B. Adebayo makes 2-pt layup at rim,,4,94,126,-32,2473.0
6:37.0,Boston full timeout,126-94, ,,4,94,126,-32,2483.0
6:37.0,D. Banton enters the game for A. Horford,126-94, ,,4,94,126,-32,2483.0
6:37.0,O. Brissett enters the game for J. Tatum,126-94, ,,4,94,126,-32,2483.0
6:37.0,S. Hauser enters the game for D. White,126-94, ,,4,94,126,-32,2483.0
6:37.0, ,126-94,H. Highsmith enters the game for B. Adebayo,,4,94,126,-32,2483.0
6:37.0, ,126-94,N. Jović enters the game for C. Martin,,4,94,126,-32,2483.0
6:37.0, ,126-94,O. Robinson enters the game for D. Robinson,,4,94,126,-32,2483.0
6:37.0, ,126-94,C. Swider enters the game for T. Rozier,,4,94,126,-32,2483.0
6:22.0,Turnover by S. Hauser (lost ball; steal by J. Richardson),126-94, ,,4,94,126,-32,2498.0
6:16.0, ,126-96,H. Highsmith makes 2-pt dunk from 3 ft,,4,96,126,-30,2504.0
5:58.0,O. Brissett makes 2-pt jump shot from 6 ft (assist by P. Pritchard),128-96, ,,4,96,128,-32,2522.0
5:39.0, ,128-99,H. Highsmith makes 3-pt jump shot from 25 ft (assist by J. Richardson),,4,99,128,-29,2541.0
5:19.0,D. Banton misses 2-pt jump shot from 17 ft,128-99, ,,4,99,128,-29,2561.0
5:11.0, ,128-99,Defensive rebound by H. Highsmith,,4,99,128,-29,2569.0
5:08.0, ,128-99,N. Jović misses 2-pt hook shot from 1 ft,,4,99,128,-29,2572.0
5:05.0, ,128-99,Offensive rebound by N. Jović,,4,99,128,-29,2575.0
5:05.0, ,128-99,N. Jović misses 2-pt layup from 1 ft,,4,99,128,-29,2575.0
5:05.0, ,128-99,Personal foul by D. Banton (drawn by N. Jović),,4,99,128,-29,2575.0
4:57.0, ,128-99,C. Swider misses 2-pt jump shot from 7 ft,,4,99,128,-29,2583.0
4:55.0,Defensive rebound by O. Brissett,128-99, ,,4,99,128,-29,2585.0
4:44.0,S. Hauser makes 3-pt jump shot from 30 ft (assist by D. Banton),131-99, ,,4,99,131,-32,2596.0
4:30.0, ,131-101,J. Richardson makes 2-pt jump shot from 12 ft,,4,101,131,-30,2610.0
4:26.0,Personal foul by C. Swider (drawn by D. Banton),131-101, ,,4,101,131,-30,2614.0
4:26.0,N. Queta enters the game for S. Hauser,131-101, ,,4,101,131,-30,2614.0
4:26.0,L. Stevens enters the game for L. Kornet,131-101, ,,4,101,131,-30,2614.0
4:11.0,P. Pritchard makes 2-pt jump shot from 11 ft,133-101, ,,4,101,133,-32,2629.0
3:56.0, ,133-104,H. Highsmith makes 3-pt jump shot from 30 ft (assist by J. Richardson),,4,104,133,-29,2644.0
3:33.0,P. Pritchard misses 2-pt jump shot from 14 ft,133-104, ,,4,104,133,-29,2667.0
3:31.0,Offensive rebound by O. Brissett,133-104, ,,4,104,133,-29,2669.0
3:28.0,O. Brissett makes 2-pt layup from 1 ft,135-104, ,,4,104,135,-31,2672.0
3:20.0, ,135-104,C. Swider misses 3-pt jump shot from 24 ft,,4,104,135,-31,2680.0
3:16.0,Defensive rebound by L. Stevens,135-104, ,,4,104,135,-31,2684.0
3:14.0,Turnover by L. Stevens (bad pass),135-104, ,,4,104,135,-31,2686.0
3:14.0,S. Mykhailiuk enters the game for O. Brissett,135-104, ,,4,104,135,-31,2686.0
3:14.0,J. Walsh enters the game for P. Pritchard,135-104, ,,4,104,135,-31,2686.0
2:54.0, ,135-104,N. Jović misses 3-pt jump shot from 24 ft,,4,104,135,-31,2706.0
2:50.0,Defensive rebound by J. Walsh,135-104, ,,4,104,135,-31,2710.0
2:40.0,Personal foul by J. Richardson (drawn by D. Banton),135-104, ,,4,104,135,-31,2720.0
2:35.0,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by L. Stevens),138-104, ,,4,104,138,-34,2725.0
2:11.0, ,138-104,J. Richardson misses 3-pt jump shot from 24 ft,,4,104,138,-34,2749.0
2:09.0, ,138-104,Offensive rebound by O. Robinson,,4,104,138,-34,2751.0
2:09.0, ,138-104,Shooting foul by N. Queta (drawn by O. Robinson),,4,104,138,-34,2751.0
2:09.0, ,138-104,O. Robinson misses free throw 1 of 2,,4,104,138,-34,2751.0
2:09.0, ,138-104,Offensive rebound by Team,,4,104,138,-34,2751.0
2:09.0, ,138-105,O. Robinson makes free throw 2 of 2,,4,105,138,-33,2751.0
1:52.0,L. Stevens misses 2-pt jump shot from 12 ft,138-105, ,,4,105,138,-33,2768.0
1:48.0, ,138-105,Defensive rebound by O. Robinson,,4,105,138,-33,2772.0
1:42.0, ,138-105,Shooting foul by N. Queta (drawn by O. Robinson),,4,105,138,-33,2778.0
1:42.0, ,138-106,O. Robinson makes free throw 1 of 2,,4,106,138,-32,2778.0
1:42.0, ,138-107,O. Robinson makes free throw 2 of 2,,4,107,138,-31,2778.0
1:30.0,L. Stevens misses 2-pt layup from 2 ft,138-107, ,,4,107,138,-31,2790.0
1:27.0, ,138-107,Defensive rebound by N. Jović,,4,107,138,-31,2793.0
1:23.0, ,138-110,N. Jović makes 3-pt jump shot from 26 ft,,4,110,138,-28,2797.0
1:06.0,L. Stevens makes 2-pt jump shot from 21 ft (assist by D. Banton),140-110, ,,4,110,140,-30,2814.0
0:50.0, ,140-110,Turnover by N. Jović (bad pass; steal by D. Banton),,4,110,140,-30,2830.0
0:43.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by J. Walsh),143-110, ,,4,110,143,-33,2837.0
0:31.0, ,143-110,J. Richardson misses 3-pt jump shot from 26 ft,,4,110,143,-33,2849.0
0:27.0, ,143-110,Offensive rebound by H. Highsmith,,4,110,143,-33,2853.0
0:22.0, ,143-110,O. Robinson misses 2-pt layup from 1 ft (block by N. Queta),,4,110,143,-33,2858.0
0:18.0,Defensive rebound by N. Queta,143-110, ,,4,110,143,-33,2862.0
0:00.0,End of 4th quarter,143-110,,,4,110,143,-33,2880.0
