Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:27.0,Defensive rebound by N. Jović,11-7, ,,1,11,7,4,273.0
7:23.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),13-7, ,,1,13,7,6,277.0
7:06.0, ,13-7,B. Bogdanović misses 3-pt jump shot from 25 ft,,1,13,7,6,294.0
7:05.0, ,13-7,Offensive rebound by J. Johnson,,1,13,7,6,295.0
7:03.0, ,13-7,J. Johnson misses 2-pt layup from 3 ft,,1,13,7,6,297.0
7:02.0, ,13-7,Offensive rebound by Team,,1,13,7,6,298.0
7:02.0, ,13-7,Atlanta full timeout,,1,13,7,6,298.0
6:56.0, ,13-9,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by C. Capela),,1,13,9,4,304.0
6:32.0,N. Jović makes 2-pt layup from 1 ft (assist by J. Butler),15-9, ,,1,15,9,6,328.0
6:14.0, ,15-11,J. Johnson makes 2-pt jump shot from 11 ft (assist by D. Murray),,1,15,11,4,346.0
5:59.0,Shooting foul by D. Hunter (drawn by J. Butler),15-11, ,,1,15,11,4,361.0
5:59.0,J. Butler misses free throw 1 of 2,15-11, ,,1,15,11,4,361.0
5:59.0,Offensive rebound by Team,15-11, ,,1,15,11,4,361.0
5:59.0,J. Jaquez enters the game for B. Adebayo,15-11, ,,1,15,11,4,361.0
5:59.0,K. Love enters the game for T. Herro,15-11, ,,1,15,11,4,361.0
5:59.0, ,15-11,B. Fernando enters the game for B. Bogdanović,,1,15,11,4,361.0
5:59.0, ,15-11,V. Krejci enters the game for C. Capela,,1,15,11,4,361.0
5:59.0, ,15-11,G. Mathews enters the game for J. Johnson,,1,15,11,4,361.0
5:59.0,J. Butler makes free throw 2 of 2,16-11, ,,1,16,11,5,361.0
5:47.0, ,16-11,Turnover by V. Krejci (bad pass; steal by C. Martin),,1,16,11,5,373.0
5:36.0,Shooting foul by D. Murray (drawn by J. Butler),16-11, ,,1,16,11,5,384.0
5:36.0,J. Butler makes free throw 1 of 2,17-11, ,,1,17,11,6,384.0
5:36.0,J. Butler makes free throw 2 of 2,18-11, ,,1,18,11,7,384.0
5:23.0, ,18-11,Turnover by D. Murray (bad pass),,1,18,11,7,397.0
5:08.0,Turnover by K. Love (bad pass; steal by D. Hunter),18-11, ,,1,18,11,7,412.0
4:55.0, ,18-13,D. Murray makes 2-pt jump shot from 18 ft,,1,18,13,5,425.0
4:41.0,Personal foul by G. Mathews (drawn by J. Butler),18-13, ,,1,18,13,5,439.0
4:27.0,C. Martin misses 2-pt layup from 2 ft,18-13, ,,1,18,13,5,453.0
4:23.0,Offensive rebound by K. Love,18-13, ,,1,18,13,5,457.0
4:23.0,K. Love misses 2-pt layup at rim,18-13, ,,1,18,13,5,457.0
4:22.0, ,18-13,Defensive rebound by B. Fernando,,1,18,13,5,458.0
4:16.0, ,18-13,D. Murray misses 3-pt jump shot from 26 ft,,1,18,13,5,464.0
4:13.0, ,18-13,Offensive rebound by D. Murray,,1,18,13,5,467.0
4:12.0, ,18-15,D. Murray makes 2-pt layup from 2 ft,,1,18,15,3,468.0
4:05.0,J. Butler makes 2-pt dunk at rim (assist by C. Martin),20-15, ,,1,20,15,5,475.0
3:50.0, ,20-17,B. Fernando makes 2-pt layup from 2 ft (assist by D. Murray),,1,20,17,3,490.0
3:37.0,Turnover by J. Butler (bad pass; steal by V. Krejci),20-17, ,,1,20,17,3,503.0
3:18.0, ,20-17,D. Murray misses 2-pt jump shot from 10 ft,,1,20,17,3,522.0
3:15.0,Defensive rebound by J. Butler,20-17, ,,1,20,17,3,525.0
3:05.0,N. Jović makes 2-pt layup from 2 ft (assist by J. Butler),22-17, ,,1,22,17,5,535.0
2:50.0, ,22-19,D. Hunter makes 2-pt layup from 1 ft,,1,22,19,3,550.0
2:33.0,K. Love misses 3-pt jump shot from 23 ft,22-19, ,,1,22,19,3,567.0
2:30.0, ,22-19,Defensive rebound by B. Fernando,,1,22,19,3,570.0
2:26.0, ,22-21,B. Fernando makes 2-pt layup from 2 ft (assist by D. Murray),,1,22,21,1,574.0
2:26.0,Miami full timeout,22-21, ,,1,22,21,1,574.0
2:26.0,H. Highsmith enters the game for C. Martin,22-21, ,,1,22,21,1,574.0
2:26.0, ,22-21,B. Bogdanović enters the game for D. Hunter,,1,22,21,1,574.0
2:26.0, ,22-21,K. Bufkin enters the game for G. Mathews,,1,22,21,1,574.0
2:26.0, ,22-21,J. Johnson enters the game for D. Murray,,1,22,21,1,574.0
2:17.0,N. Jović misses 3-pt jump shot from 24 ft,22-21, ,,1,22,21,1,583.0
2:14.0, ,22-21,Defensive rebound by K. Bufkin,,1,22,21,1,586.0
2:02.0, ,22-23,B. Fernando makes 2-pt dunk from 1 ft (assist by K. Bufkin),Lead change,1,22,23,-1,598.0
1:47.0,J. Butler makes 2-pt layup at rim,24-23, ,Lead change,1,24,23,1,613.0
1:47.0,Shooting foul by V. Krejci (drawn by J. Butler),24-23, ,,1,24,23,1,613.0
1:47.0,T. Herro enters the game for N. Jović,24-23, ,,1,24,23,1,613.0
1:47.0,J. Butler makes free throw 1 of 1,25-23, ,,1,25,23,2,613.0
1:37.0, ,25-23,Personal foul by K. Love (drawn by K. Bufkin),,1,25,23,2,623.0
1:37.0,D. Wright enters the game for J. Butler,25-23, ,,1,25,23,2,623.0
1:26.0, ,25-25,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by K. Bufkin),Tie,1,25,25,0,634.0
1:14.0,K. Love makes 3-pt jump shot from 25 ft (assist by T. Herro),28-25, ,,1,28,25,3,646.0
1:00.0, ,28-27,B. Fernando makes 2-pt dunk from 1 ft (assist by K. Bufkin),,1,28,27,1,660.0
0:52.0,K. Love misses 3-pt jump shot from 24 ft,28-27, ,,1,28,27,1,668.0
0:50.0, ,28-27,Defensive rebound by V. Krejci,,1,28,27,1,670.0
0:39.0, ,28-27,K. Bufkin misses 2-pt jump shot from 17 ft,,1,28,27,1,681.0
0:36.0,Defensive rebound by K. Love,28-27, ,,1,28,27,1,684.0
0:30.0,T. Herro makes 2-pt layup from 1 ft,30-27, ,,1,30,27,3,690.0
0:08.0, ,30-27,B. Bogdanović misses 3-pt jump shot from 25 ft,,1,30,27,3,712.0
0:04.0,Defensive rebound by K. Love,30-27, ,,1,30,27,3,716.0
0:02.0,Turnover by K. Love (bad pass; steal by K. Bufkin),30-27, ,,1,30,27,3,718.0
0:01.0, ,30-27,K. Bufkin misses 3-pt jump shot from 38 ft,,1,30,27,3,719.0
0:00.0, ,30-27,Offensive rebound by Team,,1,30,27,3,720.0
0:00.0,End of 1st quarter,30-27,,,1,30,27,3,720.0
12:00.0,Start of 2nd quarter,30-27,,,2,30,27,3,720.0
11:43.0, ,30-27,Turnover by B. Bogdanović (bad pass),,2,30,27,3,737.0
11:30.0,J. Jaquez misses 2-pt layup from 2 ft,30-27, ,,2,30,27,3,750.0
11:27.0, ,30-27,Defensive rebound by K. Bufkin,,2,30,27,3,753.0
11:20.0, ,30-27,B. Fernando misses 2-pt hook shot from 6 ft,,2,30,27,3,760.0
11:18.0,Defensive rebound by B. Adebayo,30-27, ,,2,30,27,3,762.0
11:12.0,H. Highsmith misses 3-pt jump shot from 23 ft,30-27, ,,2,30,27,3,768.0
11:08.0, ,30-27,Defensive rebound by B. Fernando,,2,30,27,3,772.0
11:01.0, ,30-27,G. Mathews misses 3-pt jump shot from 23 ft,,2,30,27,3,779.0
10:58.0,Defensive rebound by H. Highsmith,30-27, ,,2,30,27,3,782.0
10:50.0,Personal foul by K. Bufkin (drawn by B. Adebayo),30-27, ,,2,30,27,3,790.0
10:42.0,T. Herro makes 2-pt layup from 2 ft (assist by J. Jaquez),32-27, ,,2,32,27,5,798.0
10:22.0, ,32-29,J. Johnson makes 2-pt jump shot from 12 ft,,2,32,29,3,818.0
10:09.0,T. Herro makes 2-pt jump shot from 15 ft (assist by B. Adebayo),34-29, ,,2,34,29,5,831.0
9:46.0, ,34-29,G. Mathews misses 3-pt jump shot from 24 ft,,2,34,29,5,854.0
9:44.0, ,34-29,Offensive rebound by G. Mathews,,2,34,29,5,856.0
9:38.0, ,34-29,K. Bufkin misses 3-pt jump shot from 26 ft,,2,34,29,5,862.0
9:34.0,Defensive rebound by H. Highsmith,34-29, ,,2,34,29,5,866.0
9:26.0,H. Highsmith makes 3-pt jump shot from 25 ft (assist by D. Wright),37-29, ,,2,37,29,8,874.0
9:00.0, ,37-29,B. Bogdanović misses 3-pt jump shot from 23 ft,,2,37,29,8,900.0
8:59.0, ,37-29,Offensive rebound by Team,,2,37,29,8,901.0
8:59.0,Loose ball foul by H. Highsmith (drawn by B. Fernando),37-29, ,,2,37,29,8,901.0
8:59.0, ,37-29,V. Krejci enters the game for B. Bogdanović,,2,37,29,8,901.0
8:59.0, ,37-29,D. Murray enters the game for J. Johnson,,2,37,29,8,901.0
8:48.0, ,37-31,K. Bufkin makes 2-pt jump shot from 8 ft,,2,37,31,6,912.0
8:48.0, ,37-31,Shooting foul by H. Highsmith (drawn by K. Bufkin),,2,37,31,6,912.0
8:48.0, ,37-31,K. Bufkin misses free throw 1 of 1,,2,37,31,6,912.0
8:46.0,Defensive rebound by H. Highsmith,37-31, ,,2,37,31,6,914.0
8:36.0,H. Highsmith misses 2-pt layup from 3 ft,37-31, ,,2,37,31,6,924.0
8:34.0, ,37-31,Defensive rebound by K. Bufkin,,2,37,31,6,926.0
8:26.0, ,37-31,K. Bufkin misses 2-pt jump shot from 10 ft,,2,37,31,6,934.0
8:24.0, ,37-31,Offensive rebound by K. Bufkin,,2,37,31,6,936.0
8:22.0, ,37-31,Turnover by K. Bufkin (bad pass; steal by B. Adebayo),,2,37,31,6,938.0
8:05.0,D. Wright misses 3-pt jump shot from 23 ft,37-31, ,,2,37,31,6,955.0
8:02.0, ,37-31,Defensive rebound by D. Murray,,2,37,31,6,958.0
7:52.0, ,37-31,V. Krejci misses 2-pt jump shot from 11 ft,,2,37,31,6,968.0
7:49.0,Defensive rebound by H. Highsmith,37-31, ,,2,37,31,6,971.0
7:49.0, ,37-31,D. Hunter enters the game for K. Bufkin,,2,37,31,6,971.0
7:33.0,B. Adebayo makes 2-pt dunk from 1 ft,39-31, ,,2,39,31,8,987.0
7:19.0, ,39-34,G. Mathews makes 3-pt jump shot from 26 ft (assist by D. Murray),,2,39,34,5,1001.0
7:07.0,T. Herro makes 2-pt layup from 4 ft (assist by D. Wright),41-34, ,,2,41,34,7,1013.0
6:56.0, ,41-36,D. Hunter makes 2-pt layup at rim (assist by D. Murray),,2,41,36,5,1024.0
6:42.0,Personal foul by V. Krejci (drawn by T. Herro),41-36, ,,2,41,36,5,1038.0
6:42.0, ,41-36,Atlanta full timeout,,2,41,36,5,1038.0
6:42.0, ,41-36,C. Capela enters the game for B. Fernando,,2,41,36,5,1038.0
6:25.0,H. Highsmith misses 3-pt jump shot from 22 ft,41-36, ,,2,41,36,5,1055.0
6:22.0, ,41-36,Defensive rebound by V. Krejci,,2,41,36,5,1058.0
6:14.0, ,41-36,D. Hunter misses 2-pt jump shot from 2 ft,,2,41,36,5,1066.0
6:13.0,Defensive rebound by Team,41-36, ,,2,41,36,5,1067.0
6:13.0,J. Butler enters the game for T. Herro,41-36, ,,2,41,36,5,1067.0
6:13.0,C. Martin enters the game for J. Jaquez,41-36, ,,2,41,36,5,1067.0
5:57.0,D. Wright makes 2-pt layup from 2 ft (assist by J. Butler),43-36, ,,2,43,36,7,1083.0
5:40.0, ,43-39,G. Mathews makes 3-pt jump shot from 23 ft (assist by D. Murray),,2,43,39,4,1100.0
5:40.0, ,43-39,Shooting foul by J. Butler (drawn by G. Mathews),,2,43,39,4,1100.0
5:40.0, ,43-39,J. Johnson enters the game for V. Krejci,,2,43,39,4,1100.0
5:40.0, ,43-39,G. Mathews misses free throw 1 of 1,,2,43,39,4,1100.0
5:39.0,Defensive rebound by Team,43-39, ,,2,43,39,4,1101.0
5:39.0, ,43-39,B. Bogdanović enters the game for G. Mathews,,2,43,39,4,1101.0
5:26.0,D. Wright makes 2-pt layup at rim (assist by J. Butler),45-39, ,,2,45,39,6,1114.0
5:11.0, ,45-39,D. Hunter misses 2-pt jump shot from 12 ft,,2,45,39,6,1129.0
5:09.0,Defensive rebound by J. Butler,45-39, ,,2,45,39,6,1131.0
4:47.0,C. Martin misses 3-pt jump shot from 23 ft,45-39, ,,2,45,39,6,1153.0
4:44.0, ,45-39,Defensive rebound by J. Johnson,,2,45,39,6,1156.0
4:36.0, ,45-39,D. Hunter misses 3-pt jump shot from 25 ft,,2,45,39,6,1164.0
4:34.0,Defensive rebound by C. Martin,45-39, ,,2,45,39,6,1166.0
4:30.0,D. Wright makes 3-pt jump shot from 25 ft (assist by C. Martin),48-39, ,,2,48,39,9,1170.0
4:14.0, ,48-39,D. Hunter misses 3-pt jump shot from 26 ft,,2,48,39,9,1186.0
4:12.0,Defensive rebound by B. Adebayo,48-39, ,,2,48,39,9,1188.0
4:10.0,Turnover by B. Adebayo (bad pass; steal by D. Murray),48-39, ,,2,48,39,9,1190.0
4:03.0, ,48-41,D. Murray makes 2-pt jump shot from 12 ft,,2,48,41,7,1197.0
3:46.0,Personal foul by D. Hunter (drawn by B. Adebayo),48-41, ,,2,48,41,7,1214.0
3:46.0,T. Herro enters the game for B. Adebayo,48-41, ,,2,48,41,7,1214.0
3:46.0,N. Jović enters the game for H. Highsmith,48-41, ,,2,48,41,7,1214.0
3:32.0,J. Butler makes 2-pt jump shot from 12 ft,50-41, ,,2,50,41,9,1228.0
3:18.0, ,50-41,D. Murray misses 3-pt jump shot from 26 ft,,2,50,41,9,1242.0
3:15.0,Defensive rebound by N. Jović,50-41, ,,2,50,41,9,1245.0
3:11.0,T. Herro misses 3-pt jump shot from 23 ft,50-41, ,,2,50,41,9,1249.0
3:08.0, ,50-41,Defensive rebound by J. Johnson,,2,50,41,9,1252.0
2:59.0, ,50-41,D. Hunter misses 2-pt layup from 1 ft (block by C. Martin),,2,50,41,9,1261.0
2:58.0, ,50-41,Offensive rebound by Team,,2,50,41,9,1262.0
2:58.0,Miami full timeout,50-41, ,,2,50,41,9,1262.0
2:58.0,B. Adebayo enters the game for D. Wright,50-41, ,,2,50,41,9,1262.0
2:50.0, ,50-41,Turnover by B. Bogdanović (bad pass; steal by B. Adebayo),,2,50,41,9,1270.0
2:28.0,C. Martin misses 3-pt jump shot from 28 ft,50-41, ,,2,50,41,9,1292.0
2:24.0, ,50-41,Defensive rebound by J. Johnson,,2,50,41,9,1296.0
2:09.0, ,50-41,B. Bogdanović misses 2-pt jump shot from 4 ft,,2,50,41,9,1311.0
2:05.0,Defensive rebound by T. Herro,50-41, ,,2,50,41,9,1315.0
1:55.0,B. Adebayo makes 3-pt jump shot from 25 ft (assist by J. Butler),53-41, ,,2,53,41,12,1325.0
1:37.0, ,53-41,Turnover by D. Murray (bad pass),,2,53,41,12,1343.0
1:37.0, ,53-41,Loose ball foul by J. Johnson (drawn by J. Butler),,2,53,41,12,1343.0
1:28.0,T. Herro makes 2-pt jump shot from 12 ft (assist by B. Adebayo),55-41, ,,2,55,41,14,1352.0
1:28.0,Shooting foul by J. Johnson (drawn by T. Herro),55-41, ,,2,55,41,14,1352.0
1:28.0,T. Herro makes free throw 1 of 1,56-41, ,,2,56,41,15,1352.0
1:13.0, ,56-44,D. Murray makes 3-pt jump shot from 25 ft (assist by J. Johnson),,2,56,44,12,1367.0
0:52.0,T. Herro misses 3-pt jump shot from 25 ft,56-44, ,,2,56,44,12,1388.0
0:50.0, ,56-44,Defensive rebound by C. Capela,,2,56,44,12,1390.0
0:36.0, ,56-44,D. Murray misses 3-pt jump shot from 25 ft,,2,56,44,12,1404.0
0:34.0,Defensive rebound by Team,56-44, ,,2,56,44,12,1406.0
0:17.0,N. Jović makes 3-pt jump shot from 23 ft,59-44, ,,2,59,44,15,1423.0
0:00.0, ,59-47,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by D. Murray),,2,59,47,12,1440.0
0:00.0,End of 2nd quarter,59-47,,,2,59,47,12,1440.0
12:00.0,Start of 3rd quarter,59-47,,,3,59,47,12,1440.0
11:53.0, ,59-47,Turnover by J. Johnson (lost ball; steal by J. Butler),,3,59,47,12,1447.0
11:48.0,J. Butler makes 2-pt dunk from 1 ft,61-47, ,,3,61,47,14,1452.0
11:33.0, ,61-50,D. Murray makes 3-pt jump shot from 24 ft (assist by C. Capela),,3,61,50,11,1467.0
11:07.0,T. Herro misses 3-pt jump shot from 27 ft,61-50, ,,3,61,50,11,1493.0
11:04.0, ,61-50,Defensive rebound by D. Hunter,,3,61,50,11,1496.0
10:56.0, ,61-50,D. Murray misses 2-pt jump shot from 3 ft,,3,61,50,11,1504.0
10:53.0, ,61-50,Offensive rebound by C. Capela,,3,61,50,11,1507.0
10:52.0, ,61-52,C. Capela makes 2-pt hook shot from 5 ft,,3,61,52,9,1508.0
10:32.0,B. Adebayo makes 2-pt layup from 3 ft,63-52, ,,3,63,52,11,1528.0
10:20.0,Violation by Team (kicked ball),63-52, ,,3,63,52,11,1540.0
10:13.0, ,63-52,B. Bogdanović misses 2-pt layup from 1 ft,,3,63,52,11,1547.0
10:09.0,Defensive rebound by J. Butler,63-52, ,,3,63,52,11,1551.0
10:05.0,T. Herro makes 3-pt jump shot from 23 ft (assist by J. Butler),66-52, ,,3,66,52,14,1555.0
9:47.0, ,66-54,D. Hunter makes 2-pt dunk at rim (assist by J. Johnson),,3,66,54,12,1573.0
9:26.0,T. Herro misses 3-pt jump shot from 26 ft,66-54, ,,3,66,54,12,1594.0
9:22.0, ,66-54,Defensive rebound by J. Johnson,,3,66,54,12,1598.0
9:16.0, ,66-56,D. Murray makes 2-pt jump shot from 11 ft (assist by D. Hunter),,3,66,56,10,1604.0
8:57.0,N. Jović makes 3-pt jump shot from 25 ft (assist by J. Butler),69-56, ,,3,69,56,13,1623.0
8:47.0, ,69-56,D. Murray misses 2-pt layup from 2 ft (block by C. Martin),,3,69,56,13,1633.0
8:44.0, ,69-56,Offensive rebound by J. Johnson,,3,69,56,13,1636.0
8:44.0, ,69-58,J. Johnson makes 2-pt jump shot from 1 ft,,3,69,58,11,1636.0
8:19.0,C. Martin misses 3-pt jump shot from 25 ft,69-58, ,,3,69,58,11,1661.0
8:16.0, ,69-58,Defensive rebound by D. Hunter,,3,69,58,11,1664.0
8:10.0, ,69-60,J. Johnson makes 2-pt jump shot from 11 ft (assist by D. Hunter),,3,69,60,9,1670.0
7:45.0,Turnover by B. Adebayo (bad pass; steal by J. Johnson),69-60, ,,3,69,60,9,1695.0
7:40.0, ,69-60,D. Hunter misses 2-pt dunk from 2 ft,,3,69,60,9,1700.0
7:38.0, ,69-60,Offensive rebound by D. Murray,,3,69,60,9,1702.0
7:37.0, ,69-60,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,69,60,9,1703.0
7:36.0, ,69-60,Offensive rebound by Team,,3,69,60,9,1704.0
7:29.0, ,69-60,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,69,60,9,1711.0
7:27.0,Defensive rebound by Team,69-60, ,,3,69,60,9,1713.0
7:12.0,Turnover by T. Herro (bad pass; steal by B. Bogdanović),69-60, ,,3,69,60,9,1728.0
7:09.0, ,69-60,D. Murray misses 2-pt layup from 1 ft,,3,69,60,9,1731.0
7:08.0, ,69-60,Offensive rebound by C. Capela,,3,69,60,9,1732.0
7:08.0, ,69-60,C. Capela misses 2-pt layup from 3 ft,,3,69,60,9,1732.0
7:07.0,Defensive rebound by N. Jović,69-60, ,,3,69,60,9,1733.0
7:07.0,Personal foul by B. Bogdanović (drawn by N. Jović),69-60, ,,3,69,60,9,1733.0
7:07.0,Instant Replay (Request: Ruling Stands),69-60, ,,3,69,60,9,1733.0
7:07.0,J. Butler makes free throw 1 of 1,70-60, ,,3,70,60,10,1733.0
6:49.0,Turnover by B. Adebayo (lost ball; steal by D. Murray),70-60, ,,3,70,60,10,1751.0
6:45.0, ,70-62,D. Murray makes 2-pt layup from 1 ft,,3,70,62,8,1755.0
6:29.0,Personal foul by D. Murray (drawn by B. Adebayo),70-62, ,,3,70,62,8,1771.0
6:29.0, ,70-62,Atlanta full timeout,,3,70,62,8,1771.0
6:29.0, ,70-62,G. Mathews enters the game for B. Bogdanović,,3,70,62,8,1771.0
6:25.0, ,70-62,Atlanta full timeout,,3,70,62,8,1775.0
6:25.0, ,70-62,Instant Replay (Challenge: Ruling Stands),,3,70,62,8,1775.0
6:25.0,Turnover by J. Butler (step out of bounds),70-62, ,,3,70,62,8,1775.0
6:08.0, ,70-62,D. Hunter misses 3-pt jump shot from 26 ft,,3,70,62,8,1792.0
6:05.0,Defensive rebound by C. Martin,70-62, ,,3,70,62,8,1795.0
5:55.0,J. Butler misses 2-pt layup from 2 ft,70-62, ,,3,70,62,8,1805.0
5:52.0, ,70-62,Defensive rebound by J. Johnson,,3,70,62,8,1808.0
5:48.0, ,70-62,G. Mathews misses 3-pt jump shot from 25 ft,,3,70,62,8,1812.0
5:44.0, ,70-62,Offensive rebound by D. Murray,,3,70,62,8,1816.0
5:42.0, ,70-64,J. Johnson makes 2-pt layup from 3 ft (assist by D. Murray),,3,70,64,6,1818.0
5:33.0,C. Martin misses 2-pt layup from 5 ft (block by D. Hunter),70-64, ,,3,70,64,6,1827.0
5:32.0, ,70-64,Defensive rebound by D. Murray,,3,70,64,6,1828.0
5:27.0, ,70-64,G. Mathews misses 3-pt jump shot from 23 ft,,3,70,64,6,1833.0
5:25.0, ,70-64,Offensive rebound by Team,,3,70,64,6,1835.0
5:25.0,H. Highsmith enters the game for B. Adebayo,70-64, ,,3,70,64,6,1835.0
5:25.0,J. Jaquez enters the game for T. Herro,70-64, ,,3,70,64,6,1835.0
5:25.0, ,70-64,B. Fernando enters the game for C. Capela,,3,70,64,6,1835.0
5:25.0, ,70-64,V. Krejci enters the game for J. Johnson,,3,70,64,6,1835.0
5:12.0, ,70-64,G. Mathews misses 3-pt jump shot from 25 ft,,3,70,64,6,1848.0
5:08.0,Defensive rebound by H. Highsmith,70-64, ,,3,70,64,6,1852.0
5:06.0,Shooting foul by G. Mathews (drawn by N. Jović),70-64, ,,3,70,64,6,1854.0
5:06.0,N. Jović makes free throw 1 of 2,71-64, ,,3,71,64,7,1854.0
5:06.0,N. Jović makes free throw 2 of 2,72-64, ,,3,72,64,8,1854.0
4:50.0, ,72-64,V. Krejci misses 3-pt jump shot from 25 ft,,3,72,64,8,1870.0
4:45.0, ,72-64,Offensive rebound by D. Murray,,3,72,64,8,1875.0
4:42.0, ,72-67,D. Hunter makes 3-pt jump shot from 23 ft (assist by D. Murray),,3,72,67,5,1878.0
4:27.0,N. Jović makes 3-pt jump shot from 26 ft (assist by J. Butler),75-67, ,,3,75,67,8,1893.0
4:09.0, ,75-67,D. Murray misses 2-pt jump shot from 16 ft,,3,75,67,8,1911.0
4:07.0, ,75-67,Offensive rebound by V. Krejci,,3,75,67,8,1913.0
4:00.0, ,75-69,D. Hunter makes 2-pt jump shot from 11 ft (assist by V. Krejci),,3,75,69,6,1920.0
3:36.0,Turnover by J. Jaquez (bad pass; steal by D. Murray),75-69, ,,3,75,69,6,1944.0
3:29.0, ,75-72,D. Hunter makes 3-pt jump shot from 25 ft (assist by D. Murray),,3,75,72,3,1951.0
3:28.0,Miami full timeout,75-72, ,,3,75,72,3,1952.0
3:28.0,D. Wright enters the game for C. Martin,75-72, ,,3,75,72,3,1952.0
3:13.0,J. Butler misses 3-pt jump shot from 25 ft,75-72, ,,3,75,72,3,1967.0
3:08.0,Offensive rebound by D. Wright,75-72, ,,3,75,72,3,1972.0
3:01.0,H. Highsmith misses 3-pt jump shot from 26 ft,75-72, ,,3,75,72,3,1979.0
2:58.0,Offensive rebound by J. Jaquez,75-72, ,,3,75,72,3,1982.0
2:56.0,H. Highsmith misses 3-pt jump shot from 26 ft,75-72, ,,3,75,72,3,1984.0
2:54.0,Offensive rebound by J. Jaquez,75-72, ,,3,75,72,3,1986.0
2:44.0,N. Jović misses 2-pt jump shot from 6 ft,75-72, ,,3,75,72,3,1996.0
2:40.0, ,75-72,Defensive rebound by D. Murray,,3,75,72,3,2000.0
2:26.0, ,75-72,Shooting foul by D. Wright (drawn by B. Fernando),,3,75,72,3,2014.0
2:26.0, ,75-73,B. Fernando makes free throw 1 of 2,,3,75,73,2,2014.0
2:26.0, ,75-74,B. Fernando makes free throw 2 of 2,,3,75,74,1,2014.0
2:10.0,J. Butler misses 2-pt layup from 3 ft,75-74, ,,3,75,74,1,2030.0
2:07.0, ,75-74,Defensive rebound by G. Mathews,,3,75,74,1,2033.0
2:06.0, ,75-74,Turnover by G. Mathews (lost ball; steal by J. Butler),,3,75,74,1,2034.0
1:55.0,Turnover by D. Wright (lost ball; steal by D. Hunter),75-74, ,,3,75,74,1,2045.0
1:53.0, ,75-74,Shooting foul by N. Jović (drawn by D. Hunter),,3,75,74,1,2047.0
1:53.0, ,75-75,D. Hunter makes free throw 1 of 2,Tie,3,75,75,0,2047.0
1:53.0,B. Adebayo enters the game for J. Butler,75-75, ,,3,75,75,0,2047.0
1:53.0,T. Herro enters the game for N. Jović,75-75, ,,3,75,75,0,2047.0
1:53.0, ,75-75,D. Hunter misses free throw 2 of 2,,3,75,75,0,2047.0
