Time,Miami,Score,Denver,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
9:51.0, ,73-86,P. Watson misses 2-pt layup from 1 ft,,4,73,86,-13,2289.0
9:50.0,Defensive rebound by J. Butler,73-86, ,,4,73,86,-13,2290.0
9:44.0,J. Butler makes 2-pt jump shot from 6 ft,75-86, ,,4,75,86,-11,2296.0
9:44.0,Shooting foul by M. Porter (drawn by J. Butler),75-86, ,,4,75,86,-11,2296.0
9:44.0, ,75-86,Denver full timeout,,4,75,86,-11,2296.0
9:44.0, ,75-86,C. Braun enters the game for P. Watson,,4,75,86,-11,2296.0
9:44.0,J. Butler misses free throw 1 of 1,75-86, ,,4,75,86,-11,2296.0
9:40.0, ,75-86,Defensive rebound by J. Holiday,,4,75,86,-11,2300.0
9:24.0, ,75-88,A. Gordon makes 2-pt layup from 1 ft,,4,75,88,-13,2316.0
9:12.0,J. Butler misses 2-pt jump shot from 5 ft,75-88, ,,4,75,88,-13,2328.0
9:09.0, ,75-88,Defensive rebound by A. Gordon,,4,75,88,-13,2331.0
8:58.0, ,75-90,A. Gordon makes 2-pt layup from 1 ft (assist by J. Holiday),,4,75,90,-15,2342.0
8:58.0,Miami full timeout,75-90, ,,4,75,90,-15,2342.0
8:58.0,B. Adebayo enters the game for O. Robinson,75-90, ,,4,75,90,-15,2342.0
8:39.0,D. Robinson makes 2-pt jump shot from 4 ft (assist by B. Adebayo),77-90, ,,4,77,90,-13,2361.0
8:14.0, ,77-90,R. Jackson misses 3-pt jump shot from 26 ft,,4,77,90,-13,2386.0
8:11.0,Defensive rebound by C. Martin,77-90, ,,4,77,90,-13,2389.0
7:58.0,B. Adebayo makes 2-pt hook shot from 5 ft,79-90, ,,4,79,90,-11,2402.0
7:46.0, ,79-90,M. Porter misses 3-pt jump shot from 26 ft,,4,79,90,-11,2414.0
7:43.0,Defensive rebound by C. Martin,79-90, ,,4,79,90,-11,2417.0
7:36.0,J. Butler makes 2-pt dunk from 1 ft (assist by J. Jaquez),81-90, ,,4,81,90,-9,2424.0
7:36.0, ,81-90,Denver full timeout,,4,81,90,-9,2424.0
7:36.0, ,81-90,K. Caldwell-Pope enters the game for J. Holiday,,4,81,90,-9,2424.0
7:36.0, ,81-90,N. Jokić enters the game for M. Porter,,4,81,90,-9,2424.0
7:18.0,Jump ball: D. Robinson vs. K. Caldwell-Pope (D. Robinson gains possession),81-90,,,4,81,90,-9,2442.0
7:18.0, ,81-90,Turnover by K. Caldwell-Pope (lost ball; steal by D. Robinson),,4,81,90,-9,2442.0
6:56.0,C. Martin misses 2-pt jump shot from 18 ft,81-90, ,,4,81,90,-9,2464.0
6:55.0,Offensive rebound by B. Adebayo,81-90, ,,4,81,90,-9,2465.0
6:55.0,B. Adebayo misses 2-pt layup from 2 ft (block by N. Jokić),81-90, ,,4,81,90,-9,2465.0
6:55.0,Offensive rebound by Team,81-90, ,,4,81,90,-9,2465.0
6:55.0,Turnover by Team (shot clock),81-90, ,,4,81,90,-9,2465.0
6:32.0, ,81-92,N. Jokić makes 2-pt jump shot from 7 ft,,4,81,92,-11,2488.0
6:18.0,Personal foul by N. Jokić (drawn by D. Robinson),81-92, ,,4,81,92,-11,2502.0
6:18.0,T. Rozier enters the game for J. Jaquez,81-92, ,,4,81,92,-11,2502.0
6:12.0,T. Rozier misses 3-pt jump shot from 23 ft,81-92, ,,4,81,92,-11,2508.0
6:12.0,Offensive rebound by J. Butler,81-92, ,,4,81,92,-11,2508.0
6:11.0,J. Butler misses 2-pt layup from 2 ft (block by C. Braun),81-92, ,,4,81,92,-11,2509.0
6:11.0, ,81-92,Defensive rebound by Team,,4,81,92,-11,2509.0
6:10.0, ,81-92,Denver full timeout,,4,81,92,-11,2510.0
6:10.0, ,81-92,Instant Replay (Challenge: Ruling Stands),,4,81,92,-11,2510.0
6:02.0,Jump ball: N. Jokić vs. B. Adebayo (C. Braun gains possession),81-92,,,4,81,92,-11,2518.0
5:48.0, ,81-92,R. Jackson misses 3-pt jump shot from 27 ft,,4,81,92,-11,2532.0
5:45.0,Defensive rebound by B. Adebayo,81-92, ,,4,81,92,-11,2535.0
5:36.0,D. Robinson misses 3-pt jump shot from 27 ft,81-92, ,,4,81,92,-11,2544.0
5:33.0, ,81-92,Defensive rebound by A. Gordon,,4,81,92,-11,2547.0
5:19.0, ,81-92,R. Jackson misses 2-pt layup from 4 ft (block by C. Martin),,4,81,92,-11,2561.0
5:19.0, ,81-92,Offensive rebound by N. Jokić,,4,81,92,-11,2561.0
5:19.0, ,81-92,Shooting foul by B. Adebayo (drawn by N. Jokić),,4,81,92,-11,2561.0
5:19.0, ,81-93,N. Jokić makes free throw 1 of 2,,4,81,93,-12,2561.0
5:19.0, ,81-93,M. Porter enters the game for R. Jackson,,4,81,93,-12,2561.0
5:19.0, ,81-94,N. Jokić makes free throw 2 of 2,,4,81,94,-13,2561.0
5:07.0,T. Rozier makes 2-pt layup from 2 ft,83-94, ,,4,83,94,-11,2573.0
4:45.0, ,83-94,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,4,83,94,-11,2595.0
4:42.0,Defensive rebound by T. Rozier,83-94, ,,4,83,94,-11,2598.0
4:33.0,C. Martin misses 2-pt layup from 2 ft (block by M. Porter),83-94, ,,4,83,94,-11,2607.0
4:30.0,Offensive rebound by C. Martin,83-94, ,,4,83,94,-11,2610.0
4:30.0,J. Butler misses 3-pt jump shot from 23 ft,83-94, ,,4,83,94,-11,2610.0
4:26.0,Offensive rebound by C. Martin,83-94, ,,4,83,94,-11,2614.0
4:25.0,C. Martin makes 2-pt layup from 1 ft,85-94, ,,4,85,94,-9,2615.0
4:06.0, ,85-94,Personal foul by B. Adebayo (drawn by N. Jokić),,4,85,94,-9,2634.0
4:06.0, ,85-94,R. Jackson enters the game for C. Braun,,4,85,94,-9,2634.0
3:58.0, ,85-94,M. Porter misses 2-pt jump shot from 5 ft,,4,85,94,-9,2642.0
3:58.0, ,85-94,Offensive rebound by M. Porter,,4,85,94,-9,2642.0
3:55.0, ,85-94,M. Porter misses 2-pt layup at rim,,4,85,94,-9,2645.0
3:54.0,Defensive rebound by J. Butler,85-94, ,,4,85,94,-9,2646.0
3:44.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by C. Martin),87-94, ,,4,87,94,-7,2656.0
3:24.0, ,87-94,Offensive foul by R. Jackson (drawn by T. Rozier),,4,87,94,-7,2676.0
3:24.0, ,87-94,Turnover by R. Jackson (offensive foul),,4,87,94,-7,2676.0
3:24.0,Miami full timeout,87-94, ,,4,87,94,-7,2676.0
3:01.0,C. Martin misses 2-pt layup from 3 ft,87-94, ,,4,87,94,-7,2699.0
2:58.0, ,87-94,Defensive rebound by R. Jackson,,4,87,94,-7,2702.0
2:53.0, ,87-97,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by M. Porter),,4,87,97,-10,2707.0
2:41.0,Personal foul by R. Jackson (drawn by T. Rozier),87-97, ,,4,87,97,-10,2719.0
2:32.0,B. Adebayo makes 2-pt jump shot from 10 ft,89-97, ,,4,89,97,-8,2728.0
2:04.0, ,89-97,N. Jokić misses 3-pt jump shot from 25 ft,,4,89,97,-8,2756.0
2:01.0,Defensive rebound by T. Rozier,89-97, ,,4,89,97,-8,2759.0
1:51.0,T. Rozier makes 2-pt jump shot from 13 ft,91-97, ,,4,91,97,-6,2769.0
1:30.0, ,91-97,Turnover by N. Jokić (bad pass),,4,91,97,-6,2790.0
1:30.0, ,91-97,C. Braun enters the game for R. Jackson,,4,91,97,-6,2790.0
1:18.0,T. Rozier makes 2-pt jump shot from 16 ft,93-97, ,,4,93,97,-4,2802.0
1:00.0, ,93-99,N. Jokić makes 2-pt hook shot from 5 ft,,4,93,99,-6,2820.0
0:52.0,B. Adebayo makes 2-pt jump shot from 10 ft (assist by T. Rozier),95-99, ,,4,95,99,-4,2828.0
0:39.0, ,95-99,Offensive foul by N. Jokić (drawn by B. Adebayo),,4,95,99,-4,2841.0
0:39.0, ,95-99,Turnover by N. Jokić (offensive foul),,4,95,99,-4,2841.0
0:33.0,T. Rozier misses 3-pt jump shot from 26 ft,95-99, ,,4,95,99,-4,2847.0
0:31.0, ,95-99,Defensive rebound by Team,,4,95,99,-4,2849.0
0:31.0, ,95-99,R. Jackson enters the game for C. Braun,,4,95,99,-4,2849.0
0:18.0, ,95-99,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,4,95,99,-4,2862.0
0:14.0,Defensive rebound by C. Martin,95-99, ,,4,95,99,-4,2866.0
0:10.0,J. Butler makes 2-pt jump shot from 4 ft,97-99, ,,4,97,99,-2,2870.0
0:08.0, ,97-99,Personal take foul by T. Rozier (drawn by N. Jokić),,4,97,99,-2,2872.0
0:08.0, ,97-99,Denver full timeout,,4,97,99,-2,2872.0
0:06.0, ,97-99,Personal take foul by D. Robinson (drawn by N. Jokić),,4,97,99,-2,2874.0
0:06.0, ,97-100,N. Jokić makes free throw 1 of 2,,4,97,100,-3,2874.0
0:06.0,J. Jaquez enters the game for D. Robinson,97-100, ,,4,97,100,-3,2874.0
0:06.0, ,97-100,C. Braun enters the game for R. Jackson,,4,97,100,-3,2874.0
0:06.0, ,97-101,N. Jokić makes free throw 2 of 2,,4,97,101,-4,2874.0
0:06.0,Miami full timeout,97-101, ,,4,97,101,-4,2874.0
0:06.0,D. Robinson enters the game for C. Martin,97-101, ,,4,97,101,-4,2874.0
0:04.0,Turnover by T. Rozier (out of bounds lost ball),97-101, ,,4,97,101,-4,2876.0
0:04.0,C. Martin enters the game for J. Jaquez,97-101, ,,4,97,101,-4,2876.0
0:04.0, ,97-101,R. Jackson enters the game for C. Braun,,4,97,101,-4,2876.0
0:04.0, ,97-101,Denver full timeout,,4,97,101,-4,2876.0
0:03.0, ,97-101,Personal take foul by C. Martin (drawn by K. Caldwell-Pope),,4,97,101,-4,2877.0
0:03.0, ,97-102,K. Caldwell-Pope makes free throw 1 of 2,,4,97,102,-5,2877.0
0:03.0, ,97-102,C. Braun enters the game for R. Jackson,,4,97,102,-5,2877.0
0:03.0, ,97-103,K. Caldwell-Pope makes free throw 2 of 2,,4,97,103,-6,2877.0
0:03.0,Miami full timeout,97-103, ,,4,97,103,-6,2877.0
0:00.0,End of 4th quarter,97-103,,,4,97,103,-6,2880.0
