Time,Dallas,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:08.0,O. Prosper makes 2-pt dunk from 3 ft (assist by A. Lawson),109-90, ,,4,90,109,-19,2812.0
1:08.0, ,109-90,Miami full timeout,,4,90,109,-19,2812.0
1:08.0, ,109-90,J. Cain enters the game for B. Adebayo,,4,90,109,-19,2812.0
1:08.0, ,109-90,P. Mills enters the game for J. Butler,,4,90,109,-19,2812.0
1:08.0, ,109-90,O. Robinson enters the game for T. Herro,,4,90,109,-19,2812.0
1:08.0, ,109-90,C. Swider enters the game for H. Highsmith,,4,90,109,-19,2812.0
1:08.0, ,109-90,A. Williams enters the game for C. Martin,,4,90,109,-19,2812.0
1:02.0, ,109-92,P. Mills makes 2-pt layup from 4 ft (assist by C. Swider),,4,92,109,-17,2818.0
0:49.0,J. Hardy misses 2-pt jump shot from 18 ft,109-92, ,,4,92,109,-17,2831.0
0:46.0,Offensive rebound by Team,109-92, ,,4,92,109,-17,2834.0
0:43.0,Offensive foul by J. Hardy (drawn by P. Mills),109-92, ,,4,92,109,-17,2837.0
0:43.0,Turnover by J. Hardy (offensive foul),109-92, ,,4,92,109,-17,2837.0
0:33.0, ,109-92,A. Williams misses 2-pt layup from 6 ft,,4,92,109,-17,2847.0
0:30.0,Defensive rebound by J. Hardy,109-92, ,,4,92,109,-17,2850.0
0:27.0,B. Williams makes 2-pt layup from 3 ft (assist by J. Hardy),111-92, ,,4,92,111,-19,2853.0
0:20.0, ,111-92,C. Swider misses 3-pt jump shot from 24 ft,,4,92,111,-19,2860.0
0:16.0,Defensive rebound by A. Lawson,111-92, ,,4,92,111,-19,2864.0
0:00.0,End of 4th quarter,111-92,,,4,92,111,-19,2880.0
