Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:06.0,Defensive rebound by D. Robinson,79-69, ,,3,79,69,10,2034.0
1:58.0,D. Robinson misses 3-pt jump shot from 26 ft,79-69, ,,3,79,69,10,2042.0
1:56.0,Offensive rebound by D. Wright,79-69, ,,3,79,69,10,2044.0
1:55.0,D. Wright misses 2-pt layup from 2 ft,79-69, ,,3,79,69,10,2045.0
1:53.0, ,79-69,Defensive rebound by M. Sasser,,3,79,69,10,2047.0
1:41.0, ,79-72,S. Umude makes 3-pt jump shot from 27 ft (assist by M. Sasser),,3,79,72,7,2059.0
1:22.0,C. Martin misses 2-pt layup from 8 ft,79-72, ,,3,79,72,7,2078.0
1:19.0, ,79-72,Defensive rebound by J. Wiseman,,3,79,72,7,2081.0
1:09.0, ,79-74,M. Sasser makes 2-pt jump shot from 14 ft,,3,79,74,5,2091.0
0:58.0,H. Highsmith misses 2-pt layup from 4 ft (block by S. Fontecchio),79-74, ,,3,79,74,5,2102.0
0:56.0, ,79-74,Defensive rebound by E. Fournier,,3,79,74,5,2104.0
0:42.0, ,79-74,Shooting foul by T. Bryant (drawn by J. Wiseman),,3,79,74,5,2118.0
0:42.0, ,79-75,J. Wiseman makes free throw 1 of 2,,3,79,75,4,2118.0
0:42.0,J. Jaquez enters the game for H. Highsmith,79-75, ,,3,79,75,4,2118.0
0:42.0,T. Rozier enters the game for D. Robinson,79-75, ,,3,79,75,4,2118.0
0:42.0, ,79-76,J. Wiseman makes free throw 2 of 2,,3,79,76,3,2118.0
0:23.0,J. Jaquez misses 2-pt jump shot from 14 ft,79-76, ,,3,79,76,3,2137.0
0:20.0, ,79-76,Defensive rebound by J. Wiseman,,3,79,76,3,2140.0
0:03.0, ,79-76,S. Fontecchio misses 3-pt jump shot from 25 ft,,3,79,76,3,2157.0
0:01.0,Defensive rebound by T. Bryant,79-76, ,,3,79,76,3,2159.0
0:00.0,End of 3rd quarter,79-76,,,3,79,76,3,2160.0
12:00.0,Start of 4th quarter,79-76,,,4,79,76,3,2160.0
11:42.0,D. Wright misses 2-pt jump shot from 9 ft,79-76, ,,4,79,76,3,2178.0
11:39.0, ,79-76,Defensive rebound by J. Wiseman,,4,79,76,3,2181.0
11:24.0,Jump ball: B. Adebayo vs. J. Wiseman (C. Martin gains possession),79-76,,,4,79,76,3,2196.0
11:24.0, ,79-76,Violation by Team (jump ball),,4,79,76,3,2196.0
11:24.0, ,79-76,Turnover by J. Wiseman (lost ball; steal by B. Adebayo),,4,79,76,3,2196.0
11:05.0,T. Rozier makes 2-pt jump shot from 20 ft,81-76, ,,4,81,76,5,2215.0
10:48.0, ,81-76,M. Sasser misses 3-pt jump shot from 26 ft,,4,81,76,5,2232.0
10:45.0,Defensive rebound by C. Martin,81-76, ,,4,81,76,5,2235.0
10:35.0,D. Wright misses 2-pt layup from 3 ft,81-76, ,,4,81,76,5,2245.0
10:31.0, ,81-76,Defensive rebound by J. Wiseman,,4,81,76,5,2249.0
10:27.0, ,81-76,J. Wiseman misses 2-pt jump shot from 12 ft,,4,81,76,5,2253.0
10:24.0,Defensive rebound by D. Wright,81-76, ,,4,81,76,5,2256.0
10:15.0,J. Jaquez makes 3-pt jump shot from 24 ft (assist by T. Rozier),84-76, ,,4,84,76,8,2265.0
9:57.0, ,84-78,I. Stewart makes 2-pt jump shot from 9 ft,,4,84,78,6,2283.0
9:41.0,Shooting foul by E. Fournier (drawn by J. Jaquez),84-78, ,,4,84,78,6,2299.0
9:41.0,J. Jaquez misses free throw 1 of 2,84-78, ,,4,84,78,6,2299.0
9:41.0,Offensive rebound by Team,84-78, ,,4,84,78,6,2299.0
9:41.0,P. Mills enters the game for D. Wright,84-78, ,,4,84,78,6,2299.0
9:41.0,J. Jaquez makes free throw 2 of 2,85-78, ,,4,85,78,7,2299.0
9:21.0, ,85-78,Turnover by M. Sasser (palming),,4,85,78,7,2319.0
9:09.0,B. Adebayo makes 2-pt dunk from 4 ft (assist by J. Jaquez),87-78, ,,4,87,78,9,2331.0
8:48.0, ,87-81,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Sasser),,4,87,81,6,2352.0
8:22.0,T. Rozier misses 2-pt jump shot from 16 ft,87-81, ,,4,87,81,6,2378.0
8:19.0, ,87-81,Defensive rebound by M. Sasser,,4,87,81,6,2381.0
8:15.0, ,87-81,Shooting foul by C. Martin (drawn by J. Wiseman),,4,87,81,6,2385.0
8:15.0, ,87-82,J. Wiseman makes free throw 1 of 2,,4,87,82,5,2385.0
8:15.0, ,87-83,J. Wiseman makes free throw 2 of 2,,4,87,83,4,2385.0
8:15.0, ,87-83,C. Cunningham enters the game for M. Sasser,,4,87,83,4,2385.0
8:07.0,Personal foul by E. Fournier (drawn by T. Rozier),87-83, ,,4,87,83,4,2393.0
8:07.0, ,87-83,S. Fontecchio enters the game for J. Wiseman,,4,87,83,4,2393.0
7:59.0,J. Jaquez misses 2-pt jump shot from 9 ft,87-83, ,,4,87,83,4,2401.0
7:56.0, ,87-83,Defensive rebound by I. Stewart,,4,87,83,4,2404.0
7:50.0, ,87-85,E. Fournier makes 2-pt jump shot from 16 ft (assist by I. Stewart),,4,87,85,2,2410.0
7:50.0,Miami full timeout,87-85, ,,4,87,85,2,2410.0
7:38.0,Away from play foul by S. Fontecchio (drawn by P. Mills),87-85, ,,4,87,85,2,2422.0
7:38.0,P. Mills makes free throw 1 of 1,88-85, ,,4,88,85,3,2422.0
7:30.0,T. Rozier misses 3-pt jump shot from 24 ft,88-85, ,,4,88,85,3,2430.0
7:27.0, ,88-85,Defensive rebound by I. Stewart,,4,88,85,3,2433.0
7:21.0, ,88-85,E. Fournier misses 3-pt jump shot from 24 ft,,4,88,85,3,2439.0
7:18.0,Defensive rebound by C. Martin,88-85, ,,4,88,85,3,2442.0
6:59.0,P. Mills misses 3-pt jump shot from 26 ft,88-85, ,,4,88,85,3,2461.0
6:58.0,Offensive rebound by Team,88-85, ,,4,88,85,3,2462.0
6:58.0, ,88-85,Loose ball foul by E. Fournier (drawn by B. Adebayo),,4,88,85,3,2462.0
6:48.0,C. Martin misses 3-pt jump shot from 23 ft,88-85, ,,4,88,85,3,2472.0
6:47.0,Offensive rebound by B. Adebayo,88-85, ,,4,88,85,3,2473.0
6:45.0,B. Adebayo misses 2-pt layup at rim,88-85, ,,4,88,85,3,2475.0
6:44.0,Offensive rebound by B. Adebayo,88-85, ,,4,88,85,3,2476.0
6:43.0,B. Adebayo makes 2-pt layup at rim,90-85, ,,4,90,85,5,2477.0
6:26.0, ,90-88,E. Fournier makes 3-pt jump shot from 25 ft (assist by C. Cunningham),,4,90,88,2,2494.0
6:09.0,P. Mills misses 3-pt jump shot from 23 ft,90-88, ,,4,90,88,2,2511.0
6:01.0,Offensive rebound by C. Martin,90-88, ,,4,90,88,2,2519.0
6:01.0,J. Jaquez misses 3-pt jump shot from 26 ft,90-88, ,,4,90,88,2,2519.0
5:56.0, ,90-88,Defensive rebound by C. Cunningham,,4,90,88,2,2524.0
5:49.0, ,90-88,S. Umude misses 3-pt jump shot from 26 ft,,4,90,88,2,2531.0
5:46.0,Defensive rebound by C. Martin,90-88, ,,4,90,88,2,2534.0
5:43.0,Miami full timeout,90-88, ,,4,90,88,2,2537.0
5:43.0,D. Robinson enters the game for P. Mills,90-88, ,,4,90,88,2,2537.0
5:43.0, ,90-88,J. Duren enters the game for S. Umude,,4,90,88,2,2537.0
5:30.0,J. Jaquez misses 2-pt layup from 4 ft (block by C. Cunningham),90-88, ,,4,90,88,2,2550.0
5:28.0, ,90-88,Defensive rebound by S. Fontecchio,,4,90,88,2,2552.0
5:21.0, ,90-88,Shooting foul by D. Robinson (drawn by J. Duren),,4,90,88,2,2559.0
5:21.0, ,90-89,J. Duren makes free throw 1 of 2,,4,90,89,1,2559.0
5:21.0, ,90-90,J. Duren makes free throw 2 of 2,Tie,4,90,90,0,2559.0
5:08.0,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Robinson),92-90, ,,4,92,90,2,2572.0
4:46.0, ,92-90,S. Fontecchio misses 3-pt jump shot from 25 ft,,4,92,90,2,2594.0
4:43.0,Defensive rebound by C. Martin,92-90, ,,4,92,90,2,2597.0
4:21.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Rozier),95-90, ,,4,95,90,5,2619.0
4:04.0, ,95-92,C. Cunningham makes 2-pt jump shot from 20 ft,,4,95,92,3,2636.0
3:40.0,J. Jaquez makes 2-pt layup from 4 ft (assist by D. Robinson),97-92, ,,4,97,92,5,2660.0
3:40.0, ,97-92,Detroit full timeout,,4,97,92,5,2660.0
3:21.0, ,97-92,C. Cunningham misses 2-pt jump shot from 10 ft,,4,97,92,5,2679.0
3:16.0,Defensive rebound by B. Adebayo,97-92, ,,4,97,92,5,2684.0
2:55.0,J. Jaquez misses 2-pt jump shot from 17 ft,97-92, ,,4,97,92,5,2705.0
2:52.0, ,97-92,Defensive rebound by J. Duren,,4,97,92,5,2708.0
2:46.0, ,97-92,Shooting foul by D. Robinson (drawn by J. Duren),,4,97,92,5,2714.0
2:46.0, ,97-92,J. Duren misses free throw 1 of 2,,4,97,92,5,2714.0
2:46.0, ,97-92,Offensive rebound by Team,,4,97,92,5,2714.0
2:46.0, ,97-93,J. Duren makes free throw 2 of 2,,4,97,93,4,2714.0
2:29.0,T. Rozier misses 3-pt jump shot from 24 ft,97-93, ,,4,97,93,4,2731.0
2:26.0, ,97-93,Defensive rebound by I. Stewart,,4,97,93,4,2734.0
2:13.0, ,97-96,C. Cunningham makes 3-pt jump shot from 25 ft,,4,97,96,1,2747.0
2:00.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Jaquez),100-96, ,,4,100,96,4,2760.0
2:00.0,Shooting foul by S. Fontecchio (drawn by D. Robinson),100-96, ,,4,100,96,4,2760.0
2:00.0,Instant Replay (Request: Ruling Stands),100-96, ,,4,100,96,4,2760.0
2:00.0,D. Robinson makes free throw 1 of 1,101-96, ,,4,101,96,5,2760.0
1:42.0, ,101-96,E. Fournier misses 2-pt jump shot from 21 ft,,4,101,96,5,2778.0
1:39.0,Defensive rebound by C. Martin,101-96, ,,4,101,96,5,2781.0
1:26.0,T. Rozier misses 2-pt jump shot from 17 ft,101-96, ,,4,101,96,5,2794.0
1:23.0, ,101-96,Defensive rebound by J. Duren,,4,101,96,5,2797.0
1:15.0, ,101-99,I. Stewart makes 3-pt jump shot from 23 ft (assist by C. Cunningham),,4,101,99,2,2805.0
0:52.0,T. Rozier misses 2-pt layup from 9 ft (block by S. Fontecchio),101-99, ,,4,101,99,2,2828.0
0:51.0,Offensive rebound by B. Adebayo,101-99, ,,4,101,99,2,2829.0
0:49.0,Instant Replay (Request: Ruling Stands),101-99, ,,4,101,99,2,2831.0
0:49.0,Turnover by Team (shot clock),101-99, ,,4,101,99,2,2831.0
0:49.0, ,101-99,Detroit full timeout,,4,101,99,2,2831.0
0:42.0, ,101-101,C. Cunningham makes 2-pt layup from 3 ft,Tie,4,101,101,0,2838.0
0:23.0,Turnover by D. Robinson (bad pass; steal by E. Fournier),101-101, ,,4,101,101,0,2857.0
0:09.0, ,101-101,C. Cunningham misses 3-pt jump shot from 27 ft,,4,101,101,0,2871.0
0:05.0,Defensive rebound by T. Rozier,101-101, ,,4,101,101,0,2875.0
0:00.0,B. Adebayo makes 3-pt jump shot from 31 ft (assist by T. Rozier),104-101, ,,4,104,101,3,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),104-101, ,,4,104,101,3,2880.0
0:00.0,End of 4th quarter,104-101,,,4,104,101,3,2880.0
