Time,New York,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:19.0,Defensive rebound by B. Bogdanović,88-92, ,,4,92,88,4,2561.0
5:10.0,Personal foul by D. Robinson (drawn by J. Brunson),88-92, ,,4,92,88,4,2570.0
4:59.0,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by J. Brunson),90-92, ,,4,92,90,2,2581.0
4:33.0, ,90-92,B. Adebayo misses 2-pt jump shot from 9 ft,,4,92,90,2,2607.0
4:32.0, ,90-92,Offensive rebound by Team,,4,92,90,2,2608.0
4:32.0, ,90-92,Turnover by Team (shot clock),,4,92,90,2,2608.0
4:11.0,B. Bogdanović misses 3-pt jump shot from 28 ft,90-92, ,,4,92,90,2,2629.0
4:05.0,Offensive rebound by B. Bogdanović,90-92, ,,4,92,90,2,2635.0
4:03.0,M. McBride misses 3-pt jump shot from 24 ft,90-92, ,,4,92,90,2,2637.0
3:59.0,Offensive rebound by P. Achiuwa,90-92, ,,4,92,90,2,2641.0
3:59.0,P. Achiuwa makes 2-pt layup at rim,92-92, ,Tie,4,92,92,0,2641.0
3:48.0, ,92-95,H. Highsmith makes 3-pt jump shot from 26 ft (assist by T. Rozier),,4,95,92,3,2652.0
3:23.0,B. Bogdanović makes 2-pt jump shot from 12 ft,94-95, ,,4,95,94,1,2677.0
3:09.0, ,94-95,Shooting foul by P. Achiuwa (drawn by T. Rozier),,4,95,94,1,2691.0
3:09.0, ,94-96,T. Rozier makes free throw 1 of 3,,4,96,94,2,2691.0
3:09.0,New York full timeout,94-96, ,,4,96,94,2,2691.0
3:09.0, ,94-96,C. Martin enters the game for D. Robinson,,4,96,94,2,2691.0
3:09.0, ,94-97,T. Rozier makes free throw 2 of 3,,4,97,94,3,2691.0
3:09.0, ,94-98,T. Rozier makes free throw 3 of 3,,4,98,94,4,2691.0
2:48.0,J. Brunson misses 2-pt jump shot from 10 ft,94-98, ,,4,98,94,4,2712.0
2:45.0, ,94-98,Defensive rebound by H. Highsmith,,4,98,94,4,2715.0
2:29.0, ,94-98,T. Rozier misses 2-pt layup from 3 ft,,4,98,94,4,2731.0
2:25.0, ,94-98,Offensive rebound by B. Adebayo,,4,98,94,4,2735.0
2:25.0, ,94-100,B. Adebayo makes 2-pt layup at rim,,4,100,94,6,2735.0
2:10.0,Turnover by J. Brunson (out of bounds lost ball),94-100, ,,4,100,94,6,2750.0
2:10.0,D. DiVincenzo enters the game for B. Bogdanović,94-100, ,,4,100,94,6,2750.0
1:52.0, ,94-102,J. Butler makes 2-pt jump shot from 5 ft (assist by T. Rozier),,4,102,94,8,2768.0
1:34.0,D. DiVincenzo misses 2-pt jump shot from 4 ft (block by C. Martin),94-102, ,,4,102,94,8,2786.0
1:34.0,Offensive rebound by Team,94-102, ,,4,102,94,8,2786.0
1:33.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by J. Brunson),96-102, ,,4,102,96,6,2787.0
1:33.0,Shooting foul by C. Martin (drawn by D. DiVincenzo),96-102, ,,4,102,96,6,2787.0
1:33.0,D. DiVincenzo makes free throw 1 of 1,97-102, ,,4,102,97,5,2787.0
1:13.0,Violation by Team (kicked ball),97-102, ,,4,102,97,5,2807.0
1:02.0, ,97-104,B. Adebayo makes 2-pt jump shot from 16 ft (assist by T. Rozier),,4,104,97,7,2818.0
1:02.0,New York full timeout,97-104, ,,4,104,97,7,2818.0
0:57.0,J. Brunson makes 2-pt jump shot from 6 ft,99-104, ,,4,104,99,5,2823.0
0:34.0, ,99-107,T. Rozier makes 3-pt jump shot from 24 ft,,4,107,99,8,2846.0
0:26.0,J. Brunson misses 2-pt layup from 2 ft,99-107, ,,4,107,99,8,2854.0
0:24.0, ,99-107,Defensive rebound by J. Butler,,4,107,99,8,2856.0
0:17.0, ,99-109,H. Highsmith makes 2-pt dunk from 1 ft (assist by C. Martin),,4,109,99,10,2863.0
0:17.0,New York full timeout,99-109, ,,4,109,99,10,2863.0
0:08.0,J. Brunson misses 2-pt layup from 2 ft,99-109, ,,4,109,99,10,2872.0
0:06.0, ,99-109,Defensive rebound by C. Martin,,4,109,99,10,2874.0
0:00.0,End of 4th quarter,99-109,,,4,109,99,10,2880.0
