Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:09.0, ,83-78,N. Jović makes 3-pt jump shot from 24 ft (assist by T. Rozier),,3,78,83,-5,1971.0
2:53.0,T. Maxey makes 2-pt jump shot from 11 ft,85-78, ,,3,78,85,-7,1987.0
2:42.0, ,85-78,T. Rozier misses 3-pt jump shot from 26 ft,,3,78,85,-7,1998.0
2:40.0,Defensive rebound by T. Maxey,85-78, ,,3,78,85,-7,2000.0
2:23.0,T. Maxey misses 3-pt jump shot from 26 ft,85-78, ,,3,78,85,-7,2017.0
2:21.0, ,85-78,Defensive rebound by T. Rozier,,3,78,85,-7,2019.0
2:10.0, ,85-78,Turnover by T. Rozier (bad pass; steal by K. Oubre),,3,78,85,-7,2030.0
2:08.0,Shooting foul by T. Rozier (drawn by B. Hield),85-78, ,,3,78,85,-7,2032.0
2:08.0,Philadelphia full timeout,85-78, ,,3,78,85,-7,2032.0
2:08.0,J. Embiid enters the game for T. Maxey,85-78, ,,3,78,85,-7,2032.0
2:08.0,C. Payne enters the game for P. Reed,85-78, ,,3,78,85,-7,2032.0
2:08.0, ,85-78,J. Butler enters the game for B. Adebayo,,3,78,85,-7,2032.0
2:08.0, ,85-78,K. Love enters the game for N. Jović,,3,78,85,-7,2032.0
2:08.0,B. Hield makes free throw 1 of 2,86-78, ,,3,78,86,-8,2032.0
2:08.0,B. Hield makes free throw 2 of 2,87-78, ,,3,78,87,-9,2032.0
1:47.0, ,87-78,J. Butler misses 2-pt jump shot from 9 ft,,3,78,87,-9,2053.0
1:45.0, ,87-78,Offensive rebound by K. Love,,3,78,87,-9,2055.0
1:40.0, ,87-80,J. Jaquez makes 2-pt layup from 7 ft (assist by K. Love),,3,80,87,-7,2060.0
1:31.0,B. Hield misses 3-pt jump shot from 25 ft,87-80, ,,3,80,87,-7,2069.0
1:29.0, ,87-80,Defensive rebound by K. Love,,3,80,87,-7,2071.0
1:21.0, ,87-80,K. Love misses 3-pt jump shot from 25 ft,,3,80,87,-7,2079.0
1:17.0,Defensive rebound by K. Oubre,87-80, ,,3,80,87,-7,2083.0
1:12.0,Turnover by K. Oubre (bad pass; steal by J. Jaquez),87-80, ,,3,80,87,-7,2088.0
1:07.0, ,87-83,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Jaquez),,3,83,87,-4,2093.0
0:49.0,J. Embiid misses 2-pt layup from 2 ft,87-83, ,,3,83,87,-4,2111.0
0:47.0, ,87-83,Defensive rebound by K. Love,,3,83,87,-4,2113.0
0:43.0, ,87-83,T. Rozier misses 3-pt jump shot from 23 ft,,3,83,87,-4,2117.0
0:41.0, ,87-83,Offensive rebound by J. Butler,,3,83,87,-4,2119.0
0:41.0, ,87-85,J. Butler makes 2-pt layup from 1 ft,,3,85,87,-2,2119.0
0:21.0,J. Embiid misses 2-pt jump shot from 8 ft,87-85, ,,3,85,87,-2,2139.0
0:19.0, ,87-85,Defensive rebound by K. Love,,3,85,87,-2,2141.0
0:13.0, ,87-87,J. Butler makes 2-pt dunk from 1 ft (assist by C. Martin),Tie,3,87,87,0,2147.0
0:13.0, ,87-87,Shooting foul by C. Payne (drawn by J. Butler),,3,87,87,0,2147.0
0:13.0,T. Maxey enters the game for K. Martin,87-87, ,,3,87,87,0,2147.0
0:13.0, ,87-87,H. Highsmith enters the game for T. Rozier,,3,87,87,0,2147.0
0:13.0, ,87-88,J. Butler makes free throw 1 of 1,Lead change,3,88,87,1,2147.0
0:00.0,J. Embiid misses 3-pt jump shot from 25 ft,87-88, ,,3,88,87,1,2160.0
0:00.0,Offensive rebound by B. Hield,87-88, ,,3,88,87,1,2160.0
0:00.0,B. Hield misses 2-pt layup at rim,87-88, ,,3,88,87,1,2160.0
0:00.0,Offensive rebound by Team,87-88, ,,3,88,87,1,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),87-88, ,,3,88,87,1,2160.0
0:00.0,End of 3rd quarter,87-88,,,3,88,87,1,2160.0
12:00.0,Start of 4th quarter,87-88,,,4,88,87,1,2160.0
11:40.0, ,87-90,J. Butler makes 2-pt layup from 5 ft,,4,90,87,3,2180.0
11:24.0,Turnover by N. Batum (bad pass; steal by H. Highsmith),87-90, ,,4,90,87,3,2196.0
11:18.0, ,87-90,C. Martin misses 3-pt jump shot from 25 ft (block by T. Maxey),,4,90,87,3,2202.0
11:17.0, ,87-90,Offensive rebound by H. Highsmith,,4,90,87,3,2203.0
11:17.0, ,87-92,K. Love makes 2-pt hook shot from 7 ft (assist by H. Highsmith),,4,92,87,5,2203.0
11:17.0,Violation by Team (def goaltending),87-92, ,,4,92,87,5,2203.0
10:58.0,J. Embiid misses 2-pt jump shot from 11 ft,87-92, ,,4,92,87,5,2222.0
10:54.0,Offensive rebound by K. Martin,87-92, ,,4,92,87,5,2226.0
10:54.0,K. Martin misses 2-pt layup at rim,87-92, ,,4,92,87,5,2226.0
10:53.0, ,87-92,Defensive rebound by H. Highsmith,,4,92,87,5,2227.0
10:40.0, ,87-95,K. Love makes 3-pt jump shot from 25 ft (assist by J. Butler),,4,95,87,8,2240.0
10:20.0,Turnover by N. Batum (bad pass; steal by H. Highsmith),87-95, ,,4,95,87,8,2260.0
10:08.0, ,87-95,J. Butler misses 3-pt jump shot from 24 ft,,4,95,87,8,2272.0
10:05.0,Defensive rebound by N. Batum,87-95, ,,4,95,87,8,2275.0
9:58.0,T. Maxey misses 3-pt jump shot from 25 ft,87-95, ,,4,95,87,8,2282.0
9:53.0,Offensive rebound by K. Martin,87-95, ,,4,95,87,8,2287.0
9:50.0,T. Maxey makes 3-pt jump shot from 26 ft (assist by J. Embiid),90-95, ,,4,95,90,5,2290.0
9:26.0, ,90-95,K. Love misses 3-pt jump shot from 27 ft,,4,95,90,5,2314.0
9:22.0,Defensive rebound by T. Maxey,90-95, ,,4,95,90,5,2318.0
9:11.0,C. Payne makes 3-pt jump shot from 26 ft (assist by T. Maxey),93-95, ,,4,95,93,2,2329.0
8:58.0, ,93-97,J. Butler makes 2-pt layup from 1 ft (assist by K. Love),,4,97,93,4,2342.0
8:50.0, ,93-97,Violation by Team (kicked ball),,4,97,93,4,2350.0
8:50.0,K. Lowry enters the game for K. Martin,93-97, ,,4,97,93,4,2350.0
8:39.0,J. Embiid misses 2-pt jump shot from 12 ft (block by J. Jaquez),93-97, ,,4,97,93,4,2361.0
8:39.0, ,93-97,Defensive rebound by Team,,4,97,93,4,2361.0
8:26.0, ,93-97,J. Jaquez misses 3-pt jump shot from 23 ft,,4,97,93,4,2374.0
8:23.0, ,93-97,Offensive rebound by K. Love,,4,97,93,4,2377.0
8:19.0, ,93-99,K. Love makes 2-pt jump shot from 9 ft,,4,99,93,6,2381.0
8:05.0,T. Maxey misses 3-pt jump shot from 25 ft,93-99, ,,4,99,93,6,2395.0
8:01.0, ,93-99,Defensive rebound by K. Love,,4,99,93,6,2399.0
7:59.0, ,93-99,Turnover by K. Love (lost ball; steal by N. Batum),,4,99,93,6,2401.0
7:50.0,K. Lowry misses 3-pt jump shot from 25 ft,93-99, ,,4,99,93,6,2410.0
7:46.0, ,93-99,Defensive rebound by H. Highsmith,,4,99,93,6,2414.0
7:33.0, ,93-99,Shooting foul by C. Payne (drawn by J. Jaquez),,4,99,93,6,2427.0
7:33.0,Philadelphia full timeout,93-99, ,,4,99,93,6,2427.0
7:33.0,Instant Replay (Challenge: Stands),93-99, ,,4,99,93,6,2427.0
7:33.0,K. Martin enters the game for N. Batum,93-99, ,,4,99,93,6,2427.0
7:33.0,K. Oubre enters the game for J. Embiid,93-99, ,,4,99,93,6,2427.0
7:33.0,P. Reed enters the game for C. Payne,93-99, ,,4,99,93,6,2427.0
7:33.0, ,93-99,J. Jaquez misses free throw 1 of 2,,4,99,93,6,2427.0
7:33.0, ,93-99,Offensive rebound by Team,,4,99,93,6,2427.0
7:33.0, ,93-100,J. Jaquez makes free throw 2 of 2,,4,100,93,7,2427.0
7:20.0,Shooting foul by J. Jaquez (drawn by P. Reed),93-100, ,,4,100,93,7,2440.0
7:20.0,P. Reed misses free throw 1 of 2,93-100, ,,4,100,93,7,2440.0
7:20.0,Offensive rebound by Team,93-100, ,,4,100,93,7,2440.0
7:20.0,P. Reed makes free throw 2 of 2,94-100, ,,4,100,94,6,2440.0
7:02.0, ,94-100,C. Martin misses 3-pt jump shot from 26 ft,,4,100,94,6,2458.0
6:59.0, ,94-100,Offensive rebound by J. Jaquez,,4,100,94,6,2461.0
6:54.0, ,94-100,K. Love misses 3-pt jump shot from 23 ft,,4,100,94,6,2466.0
6:51.0, ,94-100,Offensive rebound by J. Jaquez,,4,100,94,6,2469.0
6:49.0, ,94-100,J. Jaquez misses 2-pt layup from 5 ft,,4,100,94,6,2471.0
6:48.0,Defensive rebound by P. Reed,94-100, ,,4,100,94,6,2472.0
6:37.0,Offensive foul by T. Maxey (drawn by C. Martin),94-100, ,,4,100,94,6,2483.0
6:37.0,Turnover by T. Maxey (offensive foul),94-100, ,,4,100,94,6,2483.0
6:28.0, ,94-100,Shooting foul by K. Oubre (drawn by J. Butler),,4,100,94,6,2492.0
6:28.0, ,94-101,J. Butler makes free throw 1 of 2,,4,101,94,7,2492.0
6:28.0, ,94-102,J. Butler makes free throw 2 of 2,,4,102,94,8,2492.0
6:10.0,T. Maxey makes 2-pt jump shot from 17 ft (assist by K. Martin),96-102, ,,4,102,96,6,2510.0
5:57.0, ,96-102,Personal foul by K. Lowry (drawn by H. Highsmith),,4,102,96,6,2523.0
5:45.0, ,96-102,J. Jaquez misses 3-pt jump shot from 28 ft,,4,102,96,6,2535.0
5:42.0, ,96-102,Offensive rebound by K. Love,,4,102,96,6,2538.0
5:37.0, ,96-102,C. Martin misses 3-pt jump shot from 23 ft,,4,102,96,6,2543.0
5:33.0,Defensive rebound by P. Reed,96-102, ,,4,102,96,6,2547.0
5:20.0,K. Oubre misses 3-pt jump shot from 25 ft,96-102, ,,4,102,96,6,2560.0
5:15.0, ,96-102,Defensive rebound by K. Love,,4,102,96,6,2565.0
5:13.0, ,96-102,Turnover by J. Jaquez (bad pass),,4,102,96,6,2567.0
5:01.0,K. Martin makes 2-pt layup from 5 ft (assist by K. Lowry),98-102, ,,4,102,98,4,2579.0
5:01.0, ,98-102,Miami full timeout,,4,102,98,4,2579.0
5:01.0, ,98-102,T. Rozier enters the game for J. Jaquez,,4,102,98,4,2579.0
4:42.0, ,98-102,T. Rozier misses 2-pt jump shot from 6 ft,,4,102,98,4,2598.0
4:41.0,Defensive rebound by P. Reed,98-102, ,,4,102,98,4,2599.0
4:31.0,Turnover by K. Martin (out of bounds lost ball),98-102, ,,4,102,98,4,2609.0
4:09.0, ,98-102,J. Butler misses 2-pt layup from 7 ft (block by P. Reed),,4,102,98,4,2631.0
4:03.0,Defensive rebound by K. Lowry,98-102, ,,4,102,98,4,2637.0
4:00.0,K. Oubre makes 2-pt layup from 5 ft (assist by T. Maxey),100-102, ,,4,102,100,2,2640.0
3:42.0, ,100-102,T. Rozier misses 3-pt jump shot from 25 ft,,4,102,100,2,2658.0
3:39.0,Defensive rebound by K. Oubre,100-102, ,,4,102,100,2,2661.0
3:30.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Maxey),103-102, ,Lead change,4,102,103,-1,2670.0
3:30.0, ,103-102,Miami full timeout,,4,102,103,-1,2670.0
3:30.0,J. Embiid enters the game for P. Reed,103-102, ,,4,102,103,-1,2670.0
3:30.0, ,103-102,B. Adebayo enters the game for K. Love,,4,102,103,-1,2670.0
3:14.0, ,103-102,T. Rozier misses 3-pt jump shot from 25 ft,,4,102,103,-1,2686.0
3:11.0, ,103-102,Offensive rebound by T. Rozier,,4,102,103,-1,2689.0
3:00.0, ,103-102,T. Rozier misses 2-pt jump shot from 11 ft,,4,102,103,-1,2700.0
2:57.0,Defensive rebound by T. Maxey,103-102, ,,4,102,103,-1,2703.0
2:33.0,T. Maxey makes 2-pt jump shot from 18 ft,105-102, ,,4,102,105,-3,2727.0
2:16.0, ,105-102,B. Adebayo misses 2-pt jump shot from 13 ft,,4,102,105,-3,2744.0
2:14.0,Defensive rebound by K. Lowry,105-102, ,,4,102,105,-3,2746.0
1:50.0,J. Embiid misses 2-pt jump shot from 17 ft,105-102, ,,4,102,105,-3,2770.0
1:48.0, ,105-102,Defensive rebound by J. Butler,,4,102,105,-3,2772.0
1:35.0, ,105-102,Turnover by C. Martin (bad pass; steal by K. Oubre),,4,102,105,-3,2785.0
1:33.0,K. Oubre makes 2-pt layup from 3 ft,107-102, ,,4,102,107,-5,2787.0
1:14.0,Jump ball: J. Embiid vs. J. Butler (K. Oubre gains possession),107-102,,,4,102,107,-5,2806.0
1:14.0, ,107-102,Turnover by J. Butler (lost ball; steal by J. Embiid),,4,102,107,-5,2806.0
0:56.0,J. Embiid misses 3-pt jump shot from 25 ft,107-102, ,,4,102,107,-5,2824.0
0:54.0, ,107-102,Defensive rebound by H. Highsmith,,4,102,107,-5,2826.0
0:45.0, ,107-105,T. Rozier makes 3-pt jump shot from 24 ft,,4,105,107,-2,2835.0
0:27.0,T. Maxey misses 3-pt jump shot from 25 ft,107-105, ,,4,105,107,-2,2853.0
0:24.0, ,107-105,Defensive rebound by H. Highsmith,,4,105,107,-2,2856.0
0:08.0, ,107-105,J. Butler misses 3-pt jump shot from 24 ft,,4,105,107,-2,2872.0
0:05.0, ,107-105,Offensive rebound by H. Highsmith,,4,105,107,-2,2875.0
0:02.0, ,107-105,Turnover by H. Highsmith (lost ball; steal by T. Maxey),,4,105,107,-2,2878.0
0:00.0,Personal take foul by C. Martin (drawn by T. Maxey),107-105, ,,4,105,107,-2,2880.0
0:00.0,Personal take foul by H. Highsmith (drawn by T. Maxey),107-105, ,,4,105,107,-2,2880.0
0:00.0,T. Maxey makes free throw 1 of 2,108-105, ,,4,105,108,-3,2880.0
0:00.0, ,108-105,K. Love enters the game for H. Highsmith,,4,105,108,-3,2880.0
0:00.0,T. Maxey makes free throw 2 of 2,109-105, ,,4,105,109,-4,2880.0
0:00.0,End of 4th quarter,109-105,,,4,105,109,-4,2880.0
