Time,Phoenix,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:16.0, ,80-63,K. Love misses 3-pt jump shot from 27 ft,,3,63,80,-17,1844.0
5:13.0,Defensive rebound by D. Eubanks,80-63, ,,3,63,80,-17,1847.0
5:00.0,B. Beal makes 2-pt layup from 4 ft (assist by E. Gordon),82-63, ,,3,63,82,-19,1860.0
4:47.0, ,82-63,Turnover by K. Love (bad pass; steal by E. Gordon),,3,63,82,-19,1873.0
4:32.0,K. Durant makes 2-pt jump shot from 13 ft (assist by E. Gordon),84-63, ,,3,63,84,-21,1888.0
4:21.0, ,84-63,H. Highsmith misses 3-pt jump shot from 23 ft,,3,63,84,-21,1899.0
4:21.0, ,84-63,Offensive rebound by J. Butler,,3,63,84,-21,1899.0
4:17.0, ,84-65,J. Butler makes 2-pt layup from 3 ft,,3,65,84,-19,1903.0
4:11.0,Phoenix full timeout,84-65, ,,3,65,84,-19,1909.0
4:11.0,J. Okogie enters the game for B. Beal,84-65, ,,3,65,84,-19,1909.0
4:11.0, ,84-65,C. Martin enters the game for H. Highsmith,,3,65,84,-19,1909.0
3:51.0,J. Okogie makes 3-pt jump shot from 27 ft (assist by D. Booker),87-65, ,,3,65,87,-22,1929.0
3:28.0, ,87-68,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,68,87,-19,1952.0
3:06.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by K. Durant),90-68, ,,3,68,90,-22,1974.0
2:46.0, ,90-68,J. Jaquez misses 3-pt jump shot from 23 ft,,3,68,90,-22,1994.0
2:43.0,Defensive rebound by K. Durant,90-68, ,,3,68,90,-22,1997.0
2:29.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by D. Eubanks),93-68, ,,3,68,93,-25,2011.0
2:28.0, ,93-68,Miami full timeout,,3,68,93,-25,2012.0
2:28.0,K. Bates-Diop enters the game for K. Durant,93-68, ,,3,68,93,-25,2012.0
2:18.0, ,93-68,Shooting foul by D. Booker (drawn by J. Jaquez),,3,68,93,-25,2022.0
2:18.0, ,93-69,J. Jaquez makes free throw 1 of 2,,3,69,93,-24,2022.0
2:18.0, ,93-70,J. Jaquez makes free throw 2 of 2,,3,70,93,-23,2022.0
2:02.0,Personal foul by J. Butler (drawn by J. Okogie),93-70, ,,3,70,93,-23,2038.0
2:02.0,J. Okogie makes free throw 1 of 2,94-70, ,,3,70,94,-24,2038.0
2:02.0,B. Beal enters the game for E. Gordon,94-70, ,,3,70,94,-24,2038.0
2:02.0,J. Okogie misses free throw 2 of 2,94-70, ,,3,70,94,-24,2038.0
2:02.0, ,94-70,Defensive rebound by Team,,3,70,94,-24,2038.0
2:02.0,Loose ball foul by D. Eubanks (drawn by K. Love),94-70, ,,3,70,94,-24,2038.0
2:02.0, ,94-71,K. Love makes free throw 1 of 2,,3,71,94,-23,2038.0
2:02.0, ,94-72,K. Love makes free throw 2 of 2,,3,72,94,-22,2038.0
1:46.0,D. Booker makes 2-pt jump shot from 7 ft (assist by B. Beal),96-72, ,,3,72,96,-24,2054.0
1:26.0, ,96-72,J. Butler misses 2-pt jump shot from 9 ft,,3,72,96,-24,2074.0
1:24.0,Defensive rebound by J. Okogie,96-72, ,,3,72,96,-24,2076.0
1:22.0,J. Okogie misses 2-pt layup from 5 ft (block by T. Rozier),96-72, ,,3,72,96,-24,2078.0
1:22.0,Offensive rebound by Team,96-72, ,,3,72,96,-24,2078.0
1:12.0,D. Booker makes 2-pt jump shot from 14 ft,98-72, ,,3,72,98,-26,2088.0
1:06.0, ,98-72,T. Rozier misses 2-pt layup from 4 ft (block by K. Bates-Diop),,3,72,98,-26,2094.0
1:06.0, ,98-72,Offensive rebound by Team,,3,72,98,-26,2094.0
1:06.0, ,98-72,J. Richardson enters the game for T. Rozier,,3,72,98,-26,2094.0
1:00.0, ,98-72,J. Jaquez misses 2-pt layup from 7 ft (block by J. Okogie),,3,72,98,-26,2100.0
1:00.0,Defensive rebound by D. Booker,98-72, ,,3,72,98,-26,2100.0
0:38.0,D. Booker misses 3-pt jump shot from 29 ft,98-72, ,,3,72,98,-26,2122.0
0:34.0, ,98-72,Defensive rebound by J. Jaquez,,3,72,98,-26,2126.0
0:30.0, ,98-72,Turnover by J. Jaquez (bad pass; steal by J. Okogie),,3,72,98,-26,2130.0
0:08.0,B. Beal makes 2-pt jump shot from 8 ft,100-72, ,,3,72,100,-28,2152.0
0:02.0, ,100-74,C. Martin makes 2-pt dunk from 2 ft (assist by J. Richardson),,3,74,100,-26,2158.0
0:00.0,End of 3rd quarter,100-74,,,3,74,100,-26,2160.0
12:00.0,Start of 4th quarter,100-74,,,4,74,100,-26,2160.0
11:40.0,E. Gordon misses 3-pt jump shot from 24 ft,100-74, ,,4,74,100,-26,2180.0
11:36.0, ,100-74,Defensive rebound by C. Martin,,4,74,100,-26,2184.0
11:29.0, ,100-77,J. Richardson makes 3-pt jump shot from 28 ft (assist by C. Martin),,4,77,100,-23,2191.0
11:17.0,E. Gordon misses 3-pt jump shot from 23 ft,100-77, ,,4,77,100,-23,2203.0
11:13.0, ,100-77,Defensive rebound by B. Adebayo,,4,77,100,-23,2207.0
10:57.0, ,100-77,Turnover by C. Martin (lost ball; steal by E. Gordon),,4,77,100,-23,2223.0
10:51.0,B. Beal misses 3-pt jump shot from 26 ft,100-77, ,,4,77,100,-23,2229.0
10:46.0, ,100-77,Defensive rebound by J. Jaquez,,4,77,100,-23,2234.0
10:39.0,Violation by Team (kicked ball),100-77, ,,4,77,100,-23,2241.0
10:29.0, ,100-77,J. Jaquez misses 3-pt jump shot from 24 ft,,4,77,100,-23,2251.0
10:24.0,Defensive rebound by B. Beal,100-77, ,,4,77,100,-23,2256.0
10:15.0,K. Durant misses 2-pt jump shot from 16 ft,100-77, ,,4,77,100,-23,2265.0
10:15.0, ,100-77,Defensive rebound by T. Herro,,4,77,100,-23,2265.0
10:09.0, ,100-80,T. Herro makes 3-pt jump shot from 26 ft,,4,80,100,-20,2271.0
9:57.0,Turnover by E. Gordon (lost ball; steal by J. Richardson),100-80, ,,4,80,100,-20,2283.0
9:56.0, ,100-82,J. Richardson makes 2-pt dunk from 2 ft,,4,82,100,-18,2284.0
9:56.0,Phoenix full timeout,100-82, ,,4,82,100,-18,2284.0
9:56.0,D. Booker enters the game for J. Okogie,100-82, ,,4,82,100,-18,2284.0
9:39.0,K. Durant misses 3-pt jump shot from 24 ft,100-82, ,,4,82,100,-18,2301.0
9:35.0, ,100-82,Defensive rebound by T. Herro,,4,82,100,-18,2305.0
9:31.0, ,100-82,J. Richardson misses 2-pt layup from 11 ft (block by E. Gordon),,4,82,100,-18,2309.0
9:31.0, ,100-82,Offensive rebound by Team,,4,82,100,-18,2309.0
9:26.0, ,100-85,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,4,85,100,-15,2314.0
9:03.0,K. Durant makes 3-pt jump shot from 24 ft (assist by D. Booker),103-85, ,,4,85,103,-18,2337.0
8:45.0, ,103-87,B. Adebayo makes 2-pt dunk from 4 ft (assist by T. Herro),,4,87,103,-16,2355.0
8:27.0,B. Beal misses 3-pt jump shot from 26 ft,103-87, ,,4,87,103,-16,2373.0
8:22.0,Offensive rebound by K. Durant,103-87, ,,4,87,103,-16,2378.0
8:14.0,D. Booker makes 2-pt jump shot from 12 ft,105-87, ,,4,87,105,-18,2386.0
7:56.0, ,105-89,B. Adebayo makes 2-pt layup from 3 ft (assist by T. Herro),,4,89,105,-16,2404.0
7:36.0,E. Gordon misses 3-pt jump shot from 26 ft,105-89, ,,4,89,105,-16,2424.0
7:33.0,Offensive rebound by K. Durant,105-89, ,,4,89,105,-16,2427.0
7:24.0,D. Booker misses 2-pt jump shot from 16 ft,105-89, ,,4,89,105,-16,2436.0
7:20.0, ,105-89,Defensive rebound by J. Richardson,,4,89,105,-16,2440.0
7:17.0, ,105-89,Shooting foul by B. Beal (drawn by J. Richardson),,4,89,105,-16,2443.0
7:17.0, ,105-90,J. Richardson makes free throw 1 of 2,,4,90,105,-15,2443.0
7:17.0,J. Okogie enters the game for E. Gordon,105-90, ,,4,90,105,-15,2443.0
7:17.0, ,105-91,J. Richardson makes free throw 2 of 2,,4,91,105,-14,2443.0
7:17.0, ,105-91,J. Butler enters the game for J. Jaquez,,4,91,105,-14,2443.0
6:53.0,B. Beal misses 3-pt jump shot from 23 ft,105-91, ,,4,91,105,-14,2467.0
6:52.0, ,105-91,Defensive rebound by C. Martin,,4,91,105,-14,2468.0
6:45.0, ,105-91,T. Herro misses 2-pt layup from 7 ft,,4,91,105,-14,2475.0
6:43.0,Defensive rebound by J. Okogie,105-91, ,,4,91,105,-14,2477.0
6:28.0,B. Beal misses 2-pt layup from 5 ft,105-91, ,,4,91,105,-14,2492.0
6:24.0,Offensive rebound by J. Okogie,105-91, ,,4,91,105,-14,2496.0
6:24.0,J. Okogie makes 2-pt dunk at rim,107-91, ,,4,91,107,-16,2496.0
6:17.0, ,107-91,T. Herro misses 3-pt jump shot from 25 ft,,4,91,107,-16,2503.0
6:15.0,Defensive rebound by J. Okogie,107-91, ,,4,91,107,-16,2505.0
6:03.0, ,107-91,Violation by Team (kicked ball),,4,91,107,-16,2517.0
5:57.0,Turnover by B. Beal (lost ball; steal by J. Richardson),107-91, ,,4,91,107,-16,2523.0
5:53.0, ,107-93,J. Richardson makes 2-pt layup from 4 ft,,4,93,107,-14,2527.0
5:27.0,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Booker),110-93, ,,4,93,110,-17,2553.0
5:05.0, ,110-93,Shooting foul by J. Nurkić (drawn by B. Adebayo),,4,93,110,-17,2575.0
5:05.0, ,110-94,B. Adebayo makes free throw 1 of 2,,4,94,110,-16,2575.0
5:05.0, ,110-95,B. Adebayo makes free throw 2 of 2,,4,95,110,-15,2575.0
4:51.0,J. Nurkić misses 2-pt layup from 3 ft,110-95, ,,4,95,110,-15,2589.0
4:49.0, ,110-95,Defensive rebound by B. Adebayo,,4,95,110,-15,2591.0
4:41.0, ,110-97,C. Martin makes 2-pt layup from 4 ft,,4,97,110,-13,2599.0
4:41.0,Phoenix full timeout,110-97, ,,4,97,110,-13,2599.0
4:24.0,D. Booker misses 3-pt jump shot from 26 ft,110-97, ,,4,97,110,-13,2616.0
4:21.0,Offensive rebound by J. Okogie,110-97, ,,4,97,110,-13,2619.0
4:12.0,D. Booker misses 3-pt jump shot from 23 ft (block by B. Adebayo),110-97, ,,4,97,110,-13,2628.0
4:12.0,Offensive rebound by Team,110-97, ,,4,97,110,-13,2628.0
4:07.0,B. Beal misses 2-pt jump shot from 6 ft,110-97, ,,4,97,110,-13,2633.0
4:04.0, ,110-97,Defensive rebound by J. Richardson,,4,97,110,-13,2636.0
4:01.0, ,110-97,Offensive foul by C. Martin (drawn by J. Okogie),,4,97,110,-13,2639.0
4:01.0, ,110-97,Turnover by C. Martin (offensive foul),,4,97,110,-13,2639.0
4:01.0,E. Gordon enters the game for J. Okogie,110-97, ,,4,97,110,-13,2639.0
3:49.0,B. Beal misses 2-pt jump shot from 15 ft,110-97, ,,4,97,110,-13,2651.0
3:46.0, ,110-97,Defensive rebound by B. Adebayo,,4,97,110,-13,2654.0
3:39.0, ,110-97,J. Richardson misses 3-pt jump shot from 27 ft,,4,97,110,-13,2661.0
3:36.0,Defensive rebound by B. Beal,110-97, ,,4,97,110,-13,2664.0
3:27.0,D. Booker misses 3-pt jump shot from 26 ft,110-97, ,,4,97,110,-13,2673.0
3:24.0, ,110-97,Defensive rebound by B. Adebayo,,4,97,110,-13,2676.0
3:21.0, ,110-97,Shooting foul by B. Beal (drawn by J. Butler),,4,97,110,-13,2679.0
3:21.0, ,110-98,J. Butler makes free throw 1 of 2,,4,98,110,-12,2679.0
3:21.0, ,110-99,J. Butler makes free throw 2 of 2,,4,99,110,-11,2679.0
3:03.0,J. Nurkić makes 2-pt hook shot from 7 ft (assist by E. Gordon),112-99, ,,4,99,112,-13,2697.0
2:48.0, ,112-99,J. Richardson misses 2-pt jump shot from 16 ft,,4,99,112,-13,2712.0
2:48.0,Defensive rebound by B. Beal,112-99, ,,4,99,112,-13,2712.0
2:24.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Nurkić),115-99, ,,4,99,115,-16,2736.0
2:07.0, ,115-102,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Butler),,4,102,115,-13,2753.0
1:42.0,Offensive foul by J. Nurkić (drawn by C. Martin),115-102, ,,4,102,115,-13,2778.0
1:42.0,Turnover by J. Nurkić (offensive foul),115-102, ,,4,102,115,-13,2778.0
1:42.0,D. Eubanks enters the game for J. Nurkić,115-102, ,,4,102,115,-13,2778.0
1:33.0, ,115-105,J. Butler makes 3-pt jump shot from 27 ft (assist by J. Richardson),,4,105,115,-10,2787.0
1:12.0,D. Booker misses 3-pt jump shot from 26 ft,115-105, ,,4,105,115,-10,2808.0
1:11.0,Offensive rebound by Team,115-105, ,,4,105,115,-10,2809.0
1:06.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by D. Booker),118-105, ,,4,105,118,-13,2814.0
0:50.0, ,118-105,T. Herro misses 2-pt jump shot from 13 ft,,4,105,118,-13,2830.0
0:47.0,Defensive rebound by B. Beal,118-105, ,,4,105,118,-13,2833.0
0:25.0,Turnover by Team (shot clock),118-105, ,,4,105,118,-13,2855.0
0:01.0, ,118-105,Turnover by Team (shot clock),,4,105,118,-13,2879.0
0:00.0,End of 4th quarter,118-105,,,4,105,118,-13,2880.0
