Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:17.0,Offensive rebound by J. Thor,55-72, ,,3,72,55,17,1963.0
3:17.0,J. Thor misses 2-pt layup at rim,55-72, ,,3,72,55,17,1963.0
3:16.0, ,55-72,Defensive rebound by N. Jović,,3,72,55,17,1964.0
3:16.0, ,55-72,C. Martin misses 3-pt jump shot from 26 ft (block by J. Thor),,3,72,55,17,1964.0
3:16.0, ,55-72,Offensive rebound by Team,,3,72,55,17,1964.0
3:16.0,L. Ball enters the game for T. Rozier,55-72, ,,3,72,55,17,1964.0
3:11.0, ,55-72,Turnover by N. Jović (bad pass; steal by M. Bridges),,3,72,55,17,1969.0
2:58.0,L. Ball makes 2-pt layup from 3 ft (assist by J. Thor),57-72, ,,3,72,57,15,1982.0
2:57.0, ,57-72,Miami full timeout,,3,72,57,15,1983.0
2:40.0, ,57-74,T. Herro makes 2-pt jump shot from 5 ft,,3,74,57,17,2000.0
2:22.0,P. Washington misses 3-pt jump shot from 24 ft,57-74, ,,3,74,57,17,2018.0
2:18.0,Offensive rebound by J. Thor,57-74, ,,3,74,57,17,2022.0
2:17.0,J. Thor misses 2-pt layup at rim,57-74, ,,3,74,57,17,2023.0
2:17.0,Offensive rebound by J. Thor,57-74, ,,3,74,57,17,2023.0
2:12.0,J. Thor misses 2-pt layup at rim,57-74, ,,3,74,57,17,2028.0
2:11.0, ,57-74,Defensive rebound by N. Jović,,3,74,57,17,2029.0
2:04.0, ,57-77,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Herro),,3,77,57,20,2036.0
1:44.0,L. Ball misses 3-pt jump shot from 24 ft,57-77, ,,3,77,57,20,2056.0
1:40.0, ,57-77,Defensive rebound by H. Highsmith,,3,77,57,20,2060.0
1:33.0, ,57-77,H. Highsmith misses 2-pt layup from 2 ft,,3,77,57,20,2067.0
1:33.0,Defensive rebound by I. Smith,57-77, ,,3,77,57,20,2067.0
1:23.0,I. Smith misses 2-pt layup from 4 ft,57-77, ,,3,77,57,20,2077.0
1:19.0,Offensive rebound by L. Ball,57-77, ,,3,77,57,20,2081.0
1:19.0,L. Ball misses 2-pt layup at rim,57-77, ,,3,77,57,20,2081.0
1:16.0,Offensive rebound by L. Ball,57-77, ,,3,77,57,20,2084.0
1:16.0,L. Ball makes 2-pt layup at rim,59-77, ,,3,77,59,18,2084.0
1:01.0, ,59-77,Offensive foul by T. Herro (drawn by J. Thor),,3,77,59,18,2099.0
1:01.0, ,59-77,Turnover by T. Herro (offensive foul),,3,77,59,18,2099.0
1:01.0, ,59-77,B. Adebayo enters the game for T. Herro,,3,77,59,18,2099.0
1:01.0, ,59-77,J. Richardson enters the game for N. Jović,,3,77,59,18,2099.0
0:41.0,M. Bridges makes 2-pt jump shot from 23 ft,61-77, ,,3,77,61,16,2119.0
0:25.0, ,61-77,B. Adebayo misses 2-pt layup from 3 ft,,3,77,61,16,2135.0
0:22.0,Defensive rebound by M. Bridges,61-77, ,,3,77,61,16,2138.0
0:03.0,L. Ball misses 3-pt jump shot from 28 ft,61-77, ,,3,77,61,16,2157.0
0:00.0, ,61-77,Defensive rebound by D. Robinson,,3,77,61,16,2160.0
0:00.0, ,61-77,D. Robinson misses 3-pt jump shot from 53 ft,,3,77,61,16,2160.0
0:00.0, ,61-77,Offensive rebound by Team,,3,77,61,16,2160.0
0:00.0,End of 3rd quarter,61-77,,,3,77,61,16,2160.0
12:00.0,Start of 4th quarter,61-77,,,4,77,61,16,2160.0
11:39.0, ,61-77,J. Richardson misses 2-pt layup from 4 ft,,4,77,61,16,2181.0
11:37.0,Defensive rebound by N. Richards,61-77, ,,4,77,61,16,2183.0
11:26.0,L. Ball makes 2-pt layup from 4 ft,63-77, ,,4,77,63,14,2194.0
11:06.0, ,63-77,C. Martin misses 2-pt jump shot from 15 ft (block by C. Martin),,4,77,63,14,2214.0
11:03.0,Defensive rebound by L. Ball,63-77, ,,4,77,63,14,2217.0
10:50.0,Personal foul by D. Robinson (drawn by L. Ball),63-77, ,,4,77,63,14,2230.0
10:44.0,L. Ball makes 3-pt jump shot from 27 ft,66-77, ,,4,77,66,11,2236.0
10:30.0, ,66-77,Personal foul by L. Ball (drawn by B. Adebayo),,4,77,66,11,2250.0
10:25.0, ,66-77,D. Robinson misses 3-pt jump shot from 26 ft,,4,77,66,11,2255.0
10:23.0,Defensive rebound by N. Smith,66-77, ,,4,77,66,11,2257.0
10:13.0,Turnover by C. Martin (bad pass; steal by C. Martin),66-77, ,,4,77,66,11,2267.0
10:03.0,Violation by Team (kicked ball),66-77, ,,4,77,66,11,2277.0
9:55.0, ,66-77,Shooting foul by P. Washington (drawn by B. Adebayo),,4,77,66,11,2285.0
9:55.0, ,66-78,B. Adebayo makes free throw 1 of 2,,4,78,66,12,2285.0
9:55.0, ,66-79,B. Adebayo makes free throw 2 of 2,,4,79,66,13,2285.0
9:36.0,Turnover by N. Smith (out of bounds lost ball),66-79, ,,4,79,66,13,2304.0
9:27.0, ,66-79,B. Adebayo misses 2-pt jump shot from 13 ft,,4,79,66,13,2313.0
9:24.0,Defensive rebound by N. Richards,66-79, ,,4,79,66,13,2316.0
9:16.0,N. Smith misses 3-pt jump shot from 25 ft,66-79, ,,4,79,66,13,2324.0
9:12.0, ,66-79,Defensive rebound by B. Adebayo,,4,79,66,13,2328.0
9:06.0, ,66-82,J. Richardson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,4,82,66,16,2334.0
9:06.0,Charlotte full timeout,66-82, ,,4,82,66,16,2334.0
9:06.0,T. Rozier enters the game for L. Ball,66-82, ,,4,82,66,16,2334.0
8:46.0,P. Washington makes 2-pt jump shot from 8 ft (assist by T. Rozier),68-82, ,,4,82,68,14,2354.0
8:46.0, ,68-82,Violation by Team (def goaltending),,4,82,68,14,2354.0
8:32.0, ,68-84,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,4,84,68,16,2368.0
8:12.0,Shooting foul by C. Martin (drawn by P. Washington),68-84, ,,4,84,68,16,2388.0
8:12.0,P. Washington misses free throw 1 of 2,68-84, ,,4,84,68,16,2388.0
8:12.0,Offensive rebound by Team,68-84, ,,4,84,68,16,2388.0
8:12.0,P. Washington misses free throw 2 of 2,68-84, ,,4,84,68,16,2388.0
8:12.0, ,68-84,Defensive rebound by K. Lowry,,4,84,68,16,2388.0
8:05.0, ,68-87,D. Robinson makes 3-pt jump shot from 25 ft (assist by C. Martin),,4,87,68,19,2395.0
7:57.0,C. Martin makes 3-pt jump shot from 24 ft (assist by T. Rozier),71-87, ,,4,87,71,16,2403.0
7:57.0,M. Bridges enters the game for P. Washington,71-87, ,,4,87,71,16,2403.0
7:41.0, ,71-90,J. Richardson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,4,90,71,19,2419.0
7:25.0,T. Rozier misses 2-pt jump shot from 10 ft,71-90, ,,4,90,71,19,2435.0
7:23.0, ,71-90,Defensive rebound by B. Adebayo,,4,90,71,19,2437.0
7:14.0, ,71-92,D. Robinson makes 2-pt layup from 4 ft (assist by B. Adebayo),,4,92,71,21,2446.0
6:59.0,N. Smith misses 2-pt jump shot from 18 ft,71-92, ,,4,92,71,21,2461.0
6:57.0, ,71-92,Defensive rebound by C. Martin,,4,92,71,21,2463.0
6:51.0, ,71-92,K. Lowry misses 2-pt jump shot from 7 ft,,4,92,71,21,2469.0
6:48.0,Defensive rebound by N. Richards,71-92, ,,4,92,71,21,2472.0
6:41.0,Def 3 sec tech foul by Team,71-92, ,,4,92,71,21,2479.0
6:41.0,T. Rozier makes technical free throw,72-92, ,,4,92,72,20,2479.0
6:41.0,J. Thor enters the game for C. Martin,72-92, ,,4,92,72,20,2479.0
6:33.0,J. Thor misses 2-pt jump shot from 20 ft,72-92, ,,4,92,72,20,2487.0
6:30.0, ,72-92,Defensive rebound by B. Adebayo,,4,92,72,20,2490.0
6:17.0, ,72-92,Def 3 sec tech foul by Team,,4,92,72,20,2503.0
6:17.0, ,72-93,J. Richardson makes technical free throw,,4,93,72,21,2503.0
6:09.0, ,72-95,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Robinson),,4,95,72,23,2511.0
6:09.0,L. Ball enters the game for N. Smith,72-95, ,,4,95,72,23,2511.0
5:45.0,J. Thor misses 2-pt jump shot from 2 ft,72-95, ,,4,95,72,23,2535.0
5:44.0,Offensive rebound by Team,72-95, ,,4,95,72,23,2536.0
5:44.0,Turnover by Team (shot clock),72-95, ,,4,95,72,23,2536.0
5:30.0, ,72-95,Turnover by D. Robinson (bad pass; steal by L. Ball),,4,95,72,23,2550.0
5:26.0,T. Rozier makes 2-pt layup from 6 ft (assist by L. Ball),74-95, ,,4,95,74,21,2554.0
5:11.0, ,74-95,Offensive foul by B. Adebayo (drawn by L. Ball),,4,95,74,21,2569.0
5:11.0, ,74-95,Turnover by B. Adebayo (offensive foul),,4,95,74,21,2569.0
5:11.0,P. Washington enters the game for J. Thor,74-95, ,,4,95,74,21,2569.0
5:00.0,M. Bridges misses 3-pt jump shot from 26 ft,74-95, ,,4,95,74,21,2580.0
4:57.0, ,74-95,Defensive rebound by B. Adebayo,,4,95,74,21,2583.0
4:47.0, ,74-97,B. Adebayo makes 2-pt jump shot from 10 ft,,4,97,74,23,2593.0
4:38.0,Personal foul by B. Adebayo (drawn by T. Rozier),74-97, ,,4,97,74,23,2602.0
4:36.0,Shooting foul by K. Lowry (drawn by M. Bridges),74-97, ,,4,97,74,23,2604.0
4:36.0,M. Bridges makes free throw 1 of 2,75-97, ,,4,97,75,22,2604.0
4:36.0,M. Bridges makes free throw 2 of 2,76-97, ,,4,97,76,21,2604.0
4:15.0, ,76-97,B. Adebayo misses 2-pt jump shot from 13 ft,,4,97,76,21,2625.0
4:13.0,Defensive rebound by L. Ball,76-97, ,,4,97,76,21,2627.0
4:04.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Bridges),79-97, ,,4,97,79,18,2636.0
4:04.0, ,79-97,Miami full timeout,,4,97,79,18,2636.0
4:04.0, ,79-97,T. Herro enters the game for K. Lowry,,4,97,79,18,2636.0
4:04.0, ,79-97,H. Highsmith enters the game for J. Richardson,,4,97,79,18,2636.0
3:50.0, ,79-99,D. Robinson makes 2-pt jump shot from 3 ft (assist by B. Adebayo),,4,99,79,20,2650.0
3:50.0,Violation by Team (def goaltending),79-99, ,,4,99,79,20,2650.0
3:38.0,Shooting foul by C. Martin (drawn by T. Rozier),79-99, ,,4,99,79,20,2662.0
3:38.0,T. Rozier makes free throw 1 of 2,80-99, ,,4,99,80,19,2662.0
3:38.0,T. Rozier makes free throw 2 of 2,81-99, ,,4,99,81,18,2662.0
3:31.0, ,81-99,Turnover by B. Adebayo (lost ball; steal by L. Ball),,4,99,81,18,2669.0
3:23.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by L. Ball),84-99, ,,4,99,84,15,2677.0
3:00.0, ,84-102,H. Highsmith makes 3-pt jump shot from 25 ft (assist by C. Martin),,4,102,84,18,2700.0
2:44.0,M. Bridges misses 2-pt layup from 4 ft,84-102, ,,4,102,84,18,2716.0
2:42.0, ,84-102,Defensive rebound by B. Adebayo,,4,102,84,18,2718.0
2:35.0, ,84-102,H. Highsmith misses 2-pt layup from 3 ft,,4,102,84,18,2725.0
2:33.0,Defensive rebound by N. Richards,84-102, ,,4,102,84,18,2727.0
2:25.0,M. Bridges misses 3-pt jump shot from 24 ft (block by D. Robinson),84-102, ,,4,102,84,18,2735.0
2:21.0, ,84-102,Defensive rebound by C. Martin,,4,102,84,18,2739.0
2:11.0, ,84-102,D. Robinson misses 2-pt layup from 3 ft,,4,102,84,18,2749.0
2:10.0,Defensive rebound by N. Richards,84-102, ,,4,102,84,18,2750.0
2:10.0,Charlotte full timeout,84-102, ,,4,102,84,18,2750.0
2:10.0,L. Black enters the game for L. Ball,84-102, ,,4,102,84,18,2750.0
2:10.0,J. Bouknight enters the game for M. Bridges,84-102, ,,4,102,84,18,2750.0
2:10.0,B. McGowens enters the game for N. Richards,84-102, ,,4,102,84,18,2750.0
2:10.0,N. Mensah enters the game for T. Rozier,84-102, ,,4,102,84,18,2750.0
2:10.0,N. Smith enters the game for P. Washington,84-102, ,,4,102,84,18,2750.0
2:10.0, ,84-102,N. Jović enters the game for B. Adebayo,,4,102,84,18,2750.0
2:10.0, ,84-102,J. Richardson enters the game for T. Herro,,4,102,84,18,2750.0
2:10.0, ,84-102,O. Robinson enters the game for C. Martin,,4,102,84,18,2750.0
1:50.0,J. Bouknight misses 2-pt jump shot from 15 ft,84-102, ,,4,102,84,18,2770.0
1:47.0,Offensive rebound by N. Mensah,84-102, ,,4,102,84,18,2773.0
1:42.0,N. Smith makes 2-pt jump shot from 7 ft,86-102, ,,4,102,86,16,2778.0
1:17.0, ,86-104,J. Richardson makes 2-pt layup from 2 ft,,4,104,86,18,2803.0
1:17.0,Violation by Team (def goaltending),86-104, ,,4,104,86,18,2803.0
0:53.0,Shooting foul by O. Robinson (drawn by J. Bouknight),86-104, ,,4,104,86,18,2827.0
0:53.0,J. Bouknight misses free throw 1 of 2,86-104, ,,4,104,86,18,2827.0
0:53.0,Offensive rebound by Team,86-104, ,,4,104,86,18,2827.0
0:53.0,J. Bouknight makes free throw 2 of 2,87-104, ,,4,104,87,17,2827.0
0:33.0, ,87-104,J. Richardson misses 3-pt jump shot from 25 ft,,4,104,87,17,2847.0
0:29.0,Defensive rebound by B. McGowens,87-104, ,,4,104,87,17,2851.0
0:22.0,B. McGowens misses 3-pt jump shot from 27 ft,87-104, ,,4,104,87,17,2858.0
0:18.0, ,87-104,Defensive rebound by H. Highsmith,,4,104,87,17,2862.0
0:00.0,End of 4th quarter,87-104,,,4,104,87,17,2880.0
