Time,Miami,Score,Utah,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:10.0,Defensive rebound by K. Love,80-79, ,,3,80,79,1,2030.0
2:01.0,T. Herro makes 2-pt jump shot from 19 ft (assist by J. Cain),82-79, ,,3,82,79,3,2039.0
1:39.0, ,82-81,J. Clarkson makes 2-pt jump shot from 7 ft (assist by K. Olynyk),,3,82,81,1,2061.0
1:23.0,T. Herro misses 2-pt layup from 5 ft,82-81, ,,3,82,81,1,2077.0
1:21.0, ,82-81,Defensive rebound by K. Olynyk,,3,82,81,1,2079.0
1:07.0, ,82-83,K. Olynyk makes 2-pt layup from 4 ft (assist by K. George),Lead change,3,82,83,-1,2093.0
0:56.0,K. Love makes 3-pt jump shot from 26 ft (assist by T. Herro),85-83, ,Lead change,3,85,83,2,2104.0
0:44.0, ,85-86,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Olynyk),Lead change,3,85,86,-1,2116.0
0:31.0,T. Herro makes 3-pt jump shot from 26 ft,88-86, ,Lead change,3,88,86,2,2129.0
0:13.0, ,88-88,W. Kessler makes 2-pt dunk from 1 ft (assist by K. Olynyk),Tie,3,88,88,0,2147.0
0:02.0,K. Love misses 3-pt jump shot from 27 ft,88-88, ,,3,88,88,0,2158.0
0:02.0, ,88-88,Defensive rebound by K. Olynyk,,3,88,88,0,2158.0
0:00.0,End of 3rd quarter,88-88,,,3,88,88,0,2160.0
12:00.0,Start of 4th quarter,88-88,,,4,88,88,0,2160.0
11:45.0,K. Love makes 2-pt hook shot from 6 ft (assist by D. Robinson),90-88, ,,4,90,88,2,2175.0
11:24.0, ,90-90,J. Collins makes 2-pt layup from 3 ft (assist by J. Clarkson),Tie,4,90,90,0,2196.0
11:11.0,K. Love misses 3-pt jump shot from 26 ft,90-90, ,,4,90,90,0,2209.0
11:10.0, ,90-90,Defensive rebound by Team,,4,90,90,0,2210.0
11:00.0, ,90-90,J. Collins misses 2-pt hook shot from 7 ft,,4,90,90,0,2220.0
10:57.0,Defensive rebound by K. Love,90-90, ,,4,90,90,0,2223.0
10:43.0,Personal foul by K. George (drawn by T. Herro),90-90, ,,4,90,90,0,2237.0
10:33.0,D. Robinson misses 3-pt jump shot from 24 ft,90-90, ,,4,90,90,0,2247.0
10:30.0, ,90-90,Defensive rebound by J. Collins,,4,90,90,0,2250.0
10:15.0, ,90-90,O. Agbaji misses 3-pt jump shot from 22 ft,,4,90,90,0,2265.0
10:13.0,Defensive rebound by K. Love,90-90, ,,4,90,90,0,2267.0
10:09.0,Personal foul by K. Olynyk (drawn by J. Jaquez),90-90, ,,4,90,90,0,2271.0
10:01.0,J. Cain makes 2-pt dunk from 3 ft (assist by K. Love),92-90, ,,4,92,90,2,2279.0
9:44.0, ,92-90,Personal foul by J. Cain (drawn by O. Agbaji),,4,92,90,2,2296.0
9:44.0,B. Adebayo enters the game for K. Love,92-90, ,,4,92,90,2,2296.0
9:36.0, ,92-90,Personal foul by J. Jaquez (drawn by K. Olynyk),,4,92,90,2,2304.0
9:24.0, ,92-93,J. Collins makes 3-pt jump shot from 23 ft (assist by K. Olynyk),Lead change,4,92,93,-1,2316.0
9:12.0,T. Herro misses 3-pt jump shot from 25 ft,92-93, ,,4,92,93,-1,2328.0
9:10.0, ,92-93,Defensive rebound by J. Collins,,4,92,93,-1,2330.0
8:48.0, ,92-93,Turnover by J. Collins (off goaltending),,4,92,93,-1,2352.0
8:41.0,J. Jaquez misses 2-pt layup from 5 ft,92-93, ,,4,92,93,-1,2359.0
8:38.0, ,92-93,Defensive rebound by J. Collins,,4,92,93,-1,2362.0
8:34.0, ,92-93,K. George misses 3-pt jump shot from 25 ft,,4,92,93,-1,2366.0
8:32.0,Defensive rebound by J. Cain,92-93, ,,4,92,93,-1,2368.0
8:23.0,Miami full timeout,92-93, ,,4,92,93,-1,2377.0
8:17.0,J. Cain makes 2-pt hook shot from 8 ft (assist by T. Herro),94-93, ,Lead change,4,94,93,1,2383.0
8:00.0, ,94-93,J. Collins misses 2-pt hook shot from 8 ft (block by B. Adebayo),,4,94,93,1,2400.0
7:57.0,Defensive rebound by B. Adebayo,94-93, ,,4,94,93,1,2403.0
7:55.0,J. Cain makes 2-pt dunk from 3 ft (assist by B. Adebayo),96-93, ,,4,96,93,3,2405.0
7:39.0, ,96-96,J. Collins makes 3-pt jump shot from 24 ft (assist by J. Clarkson),Tie,4,96,96,0,2421.0
7:23.0,Turnover by J. Cain (step out of bounds),96-96, ,,4,96,96,0,2437.0
7:06.0, ,96-96,K. Olynyk misses 2-pt layup from 4 ft,,4,96,96,0,2454.0
7:05.0, ,96-96,Offensive rebound by K. Olynyk,,4,96,96,0,2455.0
7:05.0, ,96-96,K. Olynyk misses 2-pt layup at rim,,4,96,96,0,2455.0
7:02.0, ,96-98,K. Olynyk makes 2-pt layup at rim,Lead change,4,96,98,-2,2458.0
6:53.0,T. Herro misses 2-pt jump shot from 17 ft,96-98, ,,4,96,98,-2,2467.0
6:51.0,Offensive rebound by B. Adebayo,96-98, ,,4,96,98,-2,2469.0
6:48.0,B. Adebayo misses 2-pt jump shot from 3 ft (block by K. Olynyk),96-98, ,,4,96,98,-2,2472.0
6:48.0, ,96-98,Defensive rebound by Team,,4,96,98,-2,2472.0
6:37.0, ,96-98,K. Olynyk misses 2-pt layup from 4 ft,,4,96,98,-2,2483.0
6:35.0,Defensive rebound by B. Adebayo,96-98, ,,4,96,98,-2,2485.0
6:31.0,Shooting foul by J. Collins (drawn by B. Adebayo),96-98, ,,4,96,98,-2,2489.0
6:31.0,B. Adebayo misses free throw 1 of 2,96-98, ,,4,96,98,-2,2489.0
6:31.0,Offensive rebound by Team,96-98, ,,4,96,98,-2,2489.0
6:31.0,B. Adebayo makes free throw 2 of 2,97-98, ,,4,97,98,-1,2489.0
6:17.0, ,97-100,K. George makes 2-pt layup from 3 ft (assist by K. Olynyk),,4,97,100,-3,2503.0
5:57.0,D. Robinson makes 2-pt layup from 9 ft,99-100, ,,4,99,100,-1,2523.0
5:42.0, ,99-103,K. George makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,4,99,103,-4,2538.0
5:14.0,J. Cain misses 2-pt jump shot from 8 ft,99-103, ,,4,99,103,-4,2566.0
5:11.0, ,99-103,Defensive rebound by J. Collins,,4,99,103,-4,2569.0
5:00.0, ,99-103,J. Clarkson misses 3-pt jump shot from 26 ft,,4,99,103,-4,2580.0
4:57.0,Defensive rebound by B. Adebayo,99-103, ,,4,99,103,-4,2583.0
4:51.0,T. Herro misses 3-pt jump shot from 27 ft,99-103, ,,4,99,103,-4,2589.0
4:48.0, ,99-103,Defensive rebound by K. George,,4,99,103,-4,2592.0
4:35.0, ,99-103,Personal foul by J. Jaquez (drawn by K. Olynyk),,4,99,103,-4,2605.0
4:35.0, ,99-103,L. Markkanen enters the game for J. Collins,,4,99,103,-4,2605.0
4:35.0, ,99-103,Utah full timeout,,4,99,103,-4,2605.0
4:35.0,H. Highsmith enters the game for J. Cain,99-103, ,,4,99,103,-4,2605.0
4:35.0, ,99-103,S. Fontecchio enters the game for O. Agbaji,,4,99,103,-4,2605.0
4:35.0, ,99-103,C. Sexton enters the game for J. Clarkson,,4,99,103,-4,2605.0
4:21.0, ,99-105,K. Olynyk makes 2-pt jump shot from 9 ft,,4,99,105,-6,2619.0
4:02.0,Shooting foul by S. Fontecchio (drawn by B. Adebayo),99-105, ,,4,99,105,-6,2638.0
4:02.0,B. Adebayo misses free throw 1 of 2,99-105, ,,4,99,105,-6,2638.0
4:02.0,Offensive rebound by Team,99-105, ,,4,99,105,-6,2638.0
4:02.0,B. Adebayo makes free throw 2 of 2,100-105, ,,4,100,105,-5,2638.0
3:42.0, ,100-108,K. George makes 3-pt jump shot from 26 ft (assist by C. Sexton),,4,100,108,-8,2658.0
3:27.0,T. Herro makes 2-pt jump shot from 6 ft,102-108, ,,4,102,108,-6,2673.0
3:27.0, ,102-108,Utah full timeout,,4,102,108,-6,2673.0
3:13.0, ,102-108,Turnover by K. Olynyk (traveling),,4,102,108,-6,2687.0
2:54.0,Personal foul by K. George (drawn by J. Jaquez),102-108, ,,4,102,108,-6,2706.0
2:54.0,J. Jaquez makes free throw 1 of 2,103-108, ,,4,103,108,-5,2706.0
2:54.0,J. Jaquez makes free throw 2 of 2,104-108, ,,4,104,108,-4,2706.0
2:49.0, ,104-108,C. Sexton misses 2-pt jump shot from 6 ft (block by D. Robinson),,4,104,108,-4,2711.0
2:49.0, ,104-108,Offensive rebound by Team,,4,104,108,-4,2711.0
2:46.0, ,104-108,S. Fontecchio misses 2-pt layup from 2 ft (block by T. Herro),,4,104,108,-4,2714.0
2:43.0,Defensive rebound by D. Robinson,104-108, ,,4,104,108,-4,2717.0
2:41.0,Personal foul by K. Olynyk (drawn by H. Highsmith),104-108, ,,4,104,108,-4,2719.0
2:41.0,H. Highsmith makes free throw 1 of 2,105-108, ,,4,105,108,-3,2719.0
2:41.0,H. Highsmith makes free throw 2 of 2,106-108, ,,4,106,108,-2,2719.0
2:25.0, ,106-111,K. George makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,4,106,111,-5,2735.0
2:02.0,Turnover by B. Adebayo (lost ball; steal by L. Markkanen),106-111, ,,4,106,111,-5,2758.0
2:02.0, ,106-111,Personal foul by D. Robinson (drawn by K. Olynyk),,4,106,111,-5,2758.0
1:53.0, ,106-114,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,4,106,114,-8,2767.0
1:38.0,T. Herro misses 2-pt jump shot from 6 ft,106-114, ,,4,106,114,-8,2782.0
1:37.0,Offensive rebound by B. Adebayo,106-114, ,,4,106,114,-8,2783.0
1:37.0,Shooting foul by K. Olynyk (drawn by B. Adebayo),106-114, ,,4,106,114,-8,2783.0
1:37.0,B. Adebayo makes free throw 1 of 2,107-114, ,,4,107,114,-7,2783.0
1:37.0,B. Adebayo misses free throw 2 of 2,107-114, ,,4,107,114,-7,2783.0
1:35.0, ,107-114,Defensive rebound by S. Fontecchio,,4,107,114,-7,2785.0
1:16.0, ,107-114,C. Sexton misses 2-pt layup from 4 ft,,4,107,114,-7,2804.0
1:14.0,Defensive rebound by H. Highsmith,107-114, ,,4,107,114,-7,2806.0
1:11.0,T. Herro misses 3-pt jump shot from 27 ft,107-114, ,,4,107,114,-7,2809.0
1:08.0, ,107-114,Defensive rebound by S. Fontecchio,,4,107,114,-7,2812.0
0:46.0, ,107-114,S. Fontecchio misses 3-pt jump shot from 25 ft,,4,107,114,-7,2834.0
0:43.0,Defensive rebound by D. Robinson,107-114, ,,4,107,114,-7,2837.0
0:37.0,Shooting foul by K. Olynyk (drawn by B. Adebayo),107-114, ,,4,107,114,-7,2843.0
0:37.0,J. Cain enters the game for H. Highsmith,107-114, ,,4,107,114,-7,2843.0
0:37.0,B. Adebayo makes free throw 1 of 2,108-114, ,,4,108,114,-6,2843.0
0:37.0,B. Adebayo makes free throw 2 of 2,109-114, ,,4,109,114,-5,2843.0
0:23.0, ,109-114,Personal foul by J. Cain (drawn by K. George),,4,109,114,-5,2857.0
0:23.0, ,109-114,K. George misses free throw 1 of 2,,4,109,114,-5,2857.0
0:23.0, ,109-114,Offensive rebound by Team,,4,109,114,-5,2857.0
0:23.0, ,109-114,W. Kessler enters the game for K. Olynyk,,4,109,114,-5,2857.0
0:23.0, ,109-115,K. George makes free throw 2 of 2,,4,109,115,-6,2857.0
0:18.0,J. Jaquez misses 2-pt layup from 4 ft (block by S. Fontecchio),109-115, ,,4,109,115,-6,2862.0
0:18.0,Offensive rebound by Team,109-115, ,,4,109,115,-6,2862.0
0:18.0,Turnover by J. Jaquez (bad pass),109-115, ,,4,109,115,-6,2862.0
0:18.0, ,109-115,K. Olynyk enters the game for W. Kessler,,4,109,115,-6,2862.0
0:17.0, ,109-115,Personal foul by B. Adebayo (drawn by C. Sexton),,4,109,115,-6,2863.0
0:17.0, ,109-116,C. Sexton makes free throw 1 of 2,,4,109,116,-7,2863.0
0:17.0, ,109-116,W. Kessler enters the game for K. Olynyk,,4,109,116,-7,2863.0
0:17.0, ,109-117,C. Sexton makes free throw 2 of 2,,4,109,117,-8,2863.0
0:17.0,Miami full timeout,109-117, ,,4,109,117,-8,2863.0
0:14.0,D. Robinson misses 3-pt jump shot from 30 ft,109-117, ,,4,109,117,-8,2866.0
0:11.0, ,109-117,Defensive rebound by W. Kessler,,4,109,117,-8,2869.0
0:00.0,End of 4th quarter,109-117,,,4,109,117,-8,2880.0
