Time,Miami,Score,Toronto,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:04.0,K. Love misses 3-pt jump shot from 27 ft,84-74, ,,3,84,74,10,1976.0
3:01.0, ,84-74,Defensive rebound by O. Porter,,3,84,74,10,1979.0
2:40.0, ,84-74,Shooting foul by J. Richardson (drawn by P. Siakam),,3,84,74,10,2000.0
2:40.0, ,84-75,P. Siakam makes free throw 1 of 2,,3,84,75,9,2000.0
2:40.0, ,84-75,S. Barnes enters the game for D. Schröder,,3,84,75,9,2000.0
2:40.0, ,84-76,P. Siakam makes free throw 2 of 2,,3,84,76,8,2000.0
2:15.0,J. Richardson misses 3-pt jump shot from 26 ft,84-76, ,,3,84,76,8,2025.0
2:12.0, ,84-76,Defensive rebound by O. Anunoby,,3,84,76,8,2028.0
2:07.0, ,84-76,O. Porter misses 3-pt jump shot from 24 ft,,3,84,76,8,2033.0
2:04.0,Defensive rebound by K. Lowry,84-76, ,,3,84,76,8,2036.0
1:49.0,J. Jaquez makes 3-pt jump shot from 23 ft (assist by J. Butler),87-76, ,,3,87,76,11,2051.0
1:29.0, ,87-78,O. Anunoby makes 2-pt layup from 1 ft (assist by P. Siakam),,3,87,78,9,2071.0
1:19.0,K. Love misses 3-pt jump shot from 26 ft,87-78, ,,3,87,78,9,2081.0
1:16.0, ,87-78,Defensive rebound by G. Trent,,3,87,78,9,2084.0
1:11.0, ,87-81,G. Trent makes 3-pt jump shot from 27 ft (assist by S. Barnes),,3,87,81,6,2089.0
0:53.0,Turnover by K. Lowry (bad pass),87-81, ,,3,87,81,6,2107.0
0:53.0,C. Martin enters the game for K. Lowry,87-81, ,,3,87,81,6,2107.0
0:53.0, ,87-81,P. Achiuwa enters the game for P. Siakam,,3,87,81,6,2107.0
0:34.0, ,87-84,G. Trent makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,3,87,84,3,2126.0
0:10.0,J. Butler misses 2-pt hook shot from 4 ft,87-84, ,,3,87,84,3,2150.0
0:08.0, ,87-84,Defensive rebound by O. Porter,,3,87,84,3,2152.0
0:01.0, ,87-84,O. Anunoby misses 3-pt jump shot from 23 ft,,3,87,84,3,2159.0
0:01.0, ,87-84,Offensive rebound by Team,,3,87,84,3,2159.0
0:00.0,End of 3rd quarter,87-84,,,3,87,84,3,2160.0
12:00.0,Start of 4th quarter,87-84,,,4,87,84,3,2160.0
11:36.0, ,87-84,G. Trent misses 2-pt jump shot from 18 ft,,4,87,84,3,2184.0
11:33.0,Defensive rebound by C. Martin,87-84, ,,4,87,84,3,2187.0
11:23.0,C. Martin misses 3-pt jump shot from 23 ft,87-84, ,,4,87,84,3,2197.0
11:20.0, ,87-84,Defensive rebound by S. Barnes,,4,87,84,3,2200.0
11:14.0, ,87-84,P. Achiuwa misses 3-pt jump shot from 25 ft,,4,87,84,3,2206.0
11:11.0,Defensive rebound by J. Richardson,87-84, ,,4,87,84,3,2209.0
11:00.0,D. Robinson misses 2-pt layup from 2 ft,87-84, ,,4,87,84,3,2220.0
11:00.0, ,87-84,Defensive rebound by C. Boucher,,4,87,84,3,2220.0
11:00.0,Jump ball: O. Robinson vs. C. Boucher (J. Richardson gains possession),87-84,,,4,87,84,3,2220.0
10:59.0, ,87-84,Turnover by C. Boucher (lost ball; steal by O. Robinson),,4,87,84,3,2221.0
10:54.0,J. Jaquez misses 3-pt jump shot from 26 ft,87-84, ,,4,87,84,3,2226.0
10:49.0, ,87-84,Defensive rebound by P. Achiuwa,,4,87,84,3,2231.0
10:41.0, ,87-84,S. Barnes misses 2-pt jump shot from 16 ft,,4,87,84,3,2239.0
10:39.0,Defensive rebound by C. Martin,87-84, ,,4,87,84,3,2241.0
10:30.0,J. Richardson misses 3-pt jump shot from 26 ft,87-84, ,,4,87,84,3,2250.0
10:28.0, ,87-84,Defensive rebound by P. Achiuwa,,4,87,84,3,2252.0
10:11.0, ,87-84,G. Trent misses 2-pt jump shot from 3 ft,,4,87,84,3,2269.0
10:10.0,Defensive rebound by O. Robinson,87-84, ,,4,87,84,3,2270.0
10:00.0,D. Robinson misses 3-pt jump shot from 27 ft,87-84, ,,4,87,84,3,2280.0
9:57.0, ,87-84,Defensive rebound by C. Boucher,,4,87,84,3,2283.0
9:41.0, ,87-87,S. Barnes makes 3-pt jump shot from 28 ft (assist by G. Trent),Tie,4,87,87,0,2299.0
9:41.0, ,87-87,O. Anunoby enters the game for O. Porter,,4,87,87,0,2299.0
9:15.0,O. Robinson makes 2-pt layup from 3 ft (assist by D. Robinson),89-87, ,,4,89,87,2,2325.0
9:15.0,Shooting foul by O. Anunoby (drawn by O. Robinson),89-87, ,,4,89,87,2,2325.0
9:15.0,O. Robinson makes free throw 1 of 1,90-87, ,,4,90,87,3,2325.0
9:00.0, ,90-87,S. Barnes misses 3-pt jump shot from 26 ft,,4,90,87,3,2340.0
8:56.0,Defensive rebound by J. Richardson,90-87, ,,4,90,87,3,2344.0
8:52.0,Turnover by J. Richardson (bad pass; steal by P. Achiuwa),90-87, ,,4,90,87,3,2348.0
8:49.0, ,90-87,Turnover by P. Achiuwa (palming),,4,90,87,3,2351.0
8:34.0,J. Jaquez makes 2-pt layup from 5 ft (assist by D. Robinson),92-87, ,,4,92,87,5,2366.0
8:09.0, ,92-87,S. Barnes misses 3-pt jump shot from 23 ft,,4,92,87,5,2391.0
8:06.0,Defensive rebound by C. Martin,92-87, ,,4,92,87,5,2394.0
7:58.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by C. Martin),95-87, ,,4,95,87,8,2402.0
7:39.0, ,95-87,Personal foul by J. Richardson (drawn by O. Anunoby),,4,95,87,8,2421.0
7:39.0, ,95-87,J. Poeltl enters the game for P. Achiuwa,,4,95,87,8,2421.0
7:39.0, ,95-87,D. Schröder enters the game for G. Trent,,4,95,87,8,2421.0
7:31.0, ,95-87,C. Boucher misses 2-pt layup from 2 ft (block by O. Robinson),,4,95,87,8,2429.0
7:27.0,Defensive rebound by C. Martin,95-87, ,,4,95,87,8,2433.0
7:11.0,D. Robinson makes 2-pt jump shot from 8 ft,97-87, ,,4,97,87,10,2449.0
7:01.0, ,97-87,O. Anunoby misses 3-pt jump shot from 25 ft,,4,97,87,10,2459.0
6:58.0,Defensive rebound by C. Martin,97-87, ,,4,97,87,10,2462.0
6:47.0,O. Robinson misses 2-pt hook shot from 7 ft,97-87, ,,4,97,87,10,2473.0
6:46.0, ,97-87,Defensive rebound by J. Poeltl,,4,97,87,10,2474.0
6:37.0, ,97-87,C. Boucher misses 3-pt jump shot from 23 ft,,4,97,87,10,2483.0
6:33.0,Defensive rebound by D. Robinson,97-87, ,,4,97,87,10,2487.0
6:30.0,J. Richardson misses 3-pt jump shot from 26 ft,97-87, ,,4,97,87,10,2490.0
6:28.0, ,97-87,Defensive rebound by C. Boucher,,4,97,87,10,2492.0
6:21.0, ,97-87,S. Barnes misses 2-pt jump shot from 5 ft,,4,97,87,10,2499.0
6:19.0, ,97-87,Offensive rebound by S. Barnes,,4,97,87,10,2501.0
6:18.0, ,97-89,S. Barnes makes 2-pt dunk at rim,,4,97,89,8,2502.0
6:18.0,Miami full timeout,97-89, ,,4,97,89,8,2502.0
6:18.0,J. Butler enters the game for C. Martin,97-89, ,,4,97,89,8,2502.0
6:18.0, ,97-89,P. Siakam enters the game for C. Boucher,,4,97,89,8,2502.0
5:53.0,D. Robinson misses 3-pt jump shot from 30 ft,97-89, ,,4,97,89,8,2527.0
5:51.0, ,97-89,Defensive rebound by J. Poeltl,,4,97,89,8,2529.0
5:40.0, ,97-89,S. Barnes misses 2-pt jump shot from 7 ft,,4,97,89,8,2540.0
5:38.0,Defensive rebound by O. Robinson,97-89, ,,4,97,89,8,2542.0
5:27.0,J. Butler misses 2-pt jump shot from 11 ft,97-89, ,,4,97,89,8,2553.0
5:25.0, ,97-89,Defensive rebound by J. Poeltl,,4,97,89,8,2555.0
5:14.0, ,97-92,S. Barnes makes 3-pt jump shot from 26 ft (assist by P. Siakam),,4,97,92,5,2566.0
4:56.0,J. Jaquez misses 2-pt jump shot from 9 ft,97-92, ,,4,97,92,5,2584.0
4:55.0, ,97-92,Defensive rebound by S. Barnes,,4,97,92,5,2585.0
4:50.0, ,97-92,P. Siakam misses 2-pt layup from 7 ft,,4,97,92,5,2590.0
4:50.0,Defensive rebound by Team,97-92, ,,4,97,92,5,2590.0
4:32.0,O. Robinson misses 3-pt jump shot from 26 ft,97-92, ,,4,97,92,5,2608.0
4:28.0, ,97-92,Defensive rebound by J. Poeltl,,4,97,92,5,2612.0
4:19.0, ,97-92,Turnover by D. Schröder (bad pass),,4,97,92,5,2621.0
4:08.0,J. Butler misses 2-pt jump shot from 6 ft,97-92, ,,4,97,92,5,2632.0
4:07.0, ,97-92,Defensive rebound by Team,,4,97,92,5,2633.0
4:07.0,Loose ball foul by O. Robinson (drawn by J. Poeltl),97-92, ,,4,97,92,5,2633.0
3:59.0, ,97-92,D. Schröder misses 3-pt jump shot from 25 ft,,4,97,92,5,2641.0
3:56.0, ,97-92,Offensive rebound by S. Barnes,,4,97,92,5,2644.0
3:56.0, ,97-92,S. Barnes misses 2-pt layup at rim,,4,97,92,5,2644.0
3:56.0, ,97-94,S. Barnes makes 2-pt layup at rim,,4,97,94,3,2644.0
3:56.0,Miami full timeout,97-94, ,,4,97,94,3,2644.0
3:42.0,J. Butler misses 2-pt layup from 3 ft (block by O. Anunoby),97-94, ,,4,97,94,3,2658.0
3:39.0, ,97-94,Defensive rebound by S. Barnes,,4,97,94,3,2661.0
3:35.0, ,97-94,D. Schröder misses 2-pt layup from 2 ft,,4,97,94,3,2665.0
3:33.0,Defensive rebound by O. Robinson,97-94, ,,4,97,94,3,2667.0
3:25.0,O. Robinson makes 2-pt hook shot from 6 ft (assist by J. Butler),99-94, ,,4,99,94,5,2675.0
3:02.0, ,99-96,P. Siakam makes 2-pt layup from 7 ft,,4,99,96,3,2698.0
2:44.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),102-96, ,,4,102,96,6,2716.0
2:28.0, ,102-96,D. Schröder misses 2-pt layup from 6 ft,,4,102,96,6,2732.0
2:26.0,Defensive rebound by O. Robinson,102-96, ,,4,102,96,6,2734.0
2:12.0,O. Robinson makes 2-pt hook shot from 4 ft (assist by D. Robinson),104-96, ,,4,104,96,8,2748.0
1:57.0, ,104-96,S. Barnes misses 2-pt hook shot from 9 ft,,4,104,96,8,2763.0
1:56.0,Defensive rebound by O. Robinson,104-96, ,,4,104,96,8,2764.0
1:56.0,Personal foul by J. Poeltl (drawn by O. Robinson),104-96, ,,4,104,96,8,2764.0
1:43.0,D. Robinson makes 2-pt layup from 2 ft (assist by J. Butler),106-96, ,,4,106,96,10,2777.0
1:43.0, ,106-96,Toronto full timeout,,4,106,96,10,2777.0
1:43.0, ,106-96,G. Trent enters the game for J. Poeltl,,4,106,96,10,2777.0
1:28.0, ,106-99,O. Anunoby makes 3-pt jump shot from 26 ft (assist by D. Schröder),,4,106,99,7,2792.0
1:05.0,J. Butler makes 2-pt jump shot from 21 ft (assist by J. Jaquez),108-99, ,,4,108,99,9,2815.0
0:52.0, ,108-101,P. Siakam makes 2-pt layup from 1 ft (assist by S. Barnes),,4,108,101,7,2828.0
0:36.0,Personal foul by D. Schröder (drawn by J. Richardson),108-101, ,,4,108,101,7,2844.0
0:36.0, ,108-101,Toronto full timeout,,4,108,101,7,2844.0
0:36.0, ,108-101,Instant Replay (Challenge: Ruling Stands),,4,108,101,7,2844.0
0:36.0,J. Richardson makes free throw 1 of 2,109-101, ,,4,109,101,8,2844.0
0:36.0,J. Richardson makes free throw 2 of 2,110-101, ,,4,110,101,9,2844.0
0:30.0, ,110-101,G. Trent misses 3-pt jump shot from 25 ft,,4,110,101,9,2850.0
0:28.0, ,110-101,Offensive rebound by P. Siakam,,4,110,101,9,2852.0
0:28.0, ,110-103,P. Siakam makes 2-pt layup at rim,,4,110,103,7,2852.0
0:22.0,Personal foul by S. Barnes (drawn by O. Robinson),110-103, ,,4,110,103,7,2858.0
0:22.0,O. Robinson makes free throw 1 of 2,111-103, ,,4,111,103,8,2858.0
0:22.0,O. Robinson makes free throw 2 of 2,112-103, ,,4,112,103,9,2858.0
0:15.0, ,112-103,O. Anunoby misses 3-pt jump shot from 26 ft,,4,112,103,9,2865.0
0:12.0,Defensive rebound by O. Robinson,112-103, ,,4,112,103,9,2868.0
0:00.0,End of 4th quarter,112-103,,,4,112,103,9,2880.0
