Time,Brooklyn,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:37.0,Loose ball foul by L. Walker (drawn by B. Adebayo),111-120, ,,4,120,111,9,2783.0
1:24.0, ,111-120,Turnover by J. Butler (bad pass; steal by C. Johnson),,4,120,111,9,2796.0
1:22.0,C. Johnson makes 2-pt layup from 2 ft (assist by T. Watford),113-120, ,,4,120,113,7,2798.0
1:03.0, ,113-122,J. Butler makes 2-pt layup from 1 ft,,4,122,113,9,2817.0
1:03.0,Brooklyn full timeout,113-122, ,,4,122,113,9,2817.0
1:03.0,D. Sharpe enters the game for M. Bridges,113-122, ,,4,122,113,9,2817.0
1:03.0,D. Smith enters the game for C. Johnson,113-122, ,,4,122,113,9,2817.0
0:53.0,D. Sharpe makes 2-pt hook shot from 3 ft (assist by S. Dinwiddie),115-122, ,,4,122,115,7,2827.0
0:35.0, ,115-122,J. Jaquez misses 3-pt jump shot from 30 ft,,4,122,115,7,2845.0
0:31.0,Defensive rebound by D. Sharpe,115-122, ,,4,122,115,7,2849.0
0:19.0,D. Sharpe misses 2-pt jump shot from 9 ft,115-122, ,,4,122,115,7,2861.0
0:19.0,Offensive rebound by Team,115-122, ,,4,122,115,7,2861.0
0:13.0,D. Sharpe misses 2-pt hook shot from 5 ft,115-122, ,,4,122,115,7,2867.0
0:11.0, ,115-122,Defensive rebound by B. Adebayo,,4,122,115,7,2869.0
0:00.0,End of 4th quarter,115-122,,,4,122,115,7,2880.0
