Time,Indiana,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:00.0,Shooting foul by C. Martin (drawn by B. Brown),125-134, ,,4,134,125,9,2820.0
1:00.0,B. Brown makes free throw 1 of 1,126-134, ,,4,134,126,8,2820.0
0:53.0, ,126-134,Turnover by C. Martin (lost ball; steal by B. Hield),,4,134,126,8,2827.0
0:52.0,T. Haliburton makes 2-pt dunk from 6 ft (assist by B. Hield),128-134, ,,4,134,128,6,2828.0
0:52.0, ,128-134,Miami full timeout,,4,134,128,6,2828.0
0:33.0, ,128-134,Personal foul by B. Hield (drawn by D. Robinson),,4,134,128,6,2847.0
0:33.0, ,128-135,D. Robinson makes free throw 1 of 2,,4,135,128,7,2847.0
0:33.0, ,128-136,D. Robinson makes free throw 2 of 2,,4,136,128,8,2847.0
0:26.0,T. Haliburton makes 2-pt layup from 5 ft,130-136, ,,4,136,130,6,2854.0
0:26.0,Shooting foul by C. Martin (drawn by T. Haliburton),130-136, ,,4,136,130,6,2854.0
0:26.0, ,130-136,K. Love enters the game for D. Robinson,,4,136,130,6,2854.0
0:26.0,T. Haliburton misses free throw 1 of 1,130-136, ,,4,136,130,6,2854.0
0:26.0, ,130-136,Defensive rebound by Team,,4,136,130,6,2854.0
0:26.0, ,130-136,Miami full timeout,,4,136,130,6,2854.0
0:26.0, ,130-136,D. Robinson enters the game for K. Love,,4,136,130,6,2854.0
0:26.0, ,130-136,Personal take foul by O. Toppin (drawn by J. Butler),,4,136,130,6,2854.0
0:26.0, ,130-137,J. Butler makes free throw 1 of 2,,4,137,130,7,2854.0
0:26.0, ,130-138,J. Butler makes free throw 2 of 2,,4,138,130,8,2854.0
0:21.0,B. Brown makes 2-pt layup from 6 ft,132-138, ,,4,138,132,6,2859.0
0:21.0,Shooting foul by D. Robinson (drawn by B. Brown),132-138, ,,4,138,132,6,2859.0
0:21.0, ,132-138,K. Love enters the game for D. Robinson,,4,138,132,6,2859.0
0:21.0,B. Brown misses free throw 1 of 1,132-138, ,,4,138,132,6,2859.0
0:19.0, ,132-138,Defensive rebound by J. Jaquez,,4,138,132,6,2861.0
0:19.0, ,132-138,Personal take foul by O. Toppin (drawn by J. Jaquez),,4,138,132,6,2861.0
0:19.0, ,132-139,J. Jaquez makes free throw 1 of 2,,4,139,132,7,2861.0
0:19.0, ,132-140,J. Jaquez makes free throw 2 of 2,,4,140,132,8,2861.0
0:11.0,B. Brown misses 3-pt jump shot from 26 ft,132-140, ,,4,140,132,8,2869.0
0:08.0, ,132-140,Defensive rebound by K. Love,,4,140,132,8,2872.0
0:08.0, ,132-140,Personal take foul by B. Hield (drawn by K. Love),,4,140,132,8,2872.0
0:08.0,B. Sheppard enters the game for T. Haliburton,132-140, ,,4,140,132,8,2872.0
0:08.0,J. Walker enters the game for B. Hield,132-140, ,,4,140,132,8,2872.0
0:08.0, ,132-141,K. Love makes free throw 1 of 2,,4,141,132,9,2872.0
0:08.0, ,132-141,H. Highsmith enters the game for J. Butler,,4,141,132,9,2872.0
0:08.0, ,132-142,K. Love makes free throw 2 of 2,,4,142,132,10,2872.0
0:00.0,O. Toppin misses 3-pt jump shot from 23 ft,132-142, ,,4,142,132,10,2880.0
0:00.0,Offensive rebound by Team,132-142, ,,4,142,132,10,2880.0
0:00.0,End of 4th quarter,132-142,,,4,142,132,10,2880.0
