A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Philadelphia,
12:00.0,Jump ball: B. Adebayo vs. P. Millsap (P. Tucker gains possession),
11:43.0,Turnover by K. Lowry (bad pass; steal by P. Millsap), ,0-0, , ,
11:29.0, , ,0-2,+2,T. Harris makes 2-pt layup from 3 ft,
11:05.0,J. Butler misses 3-pt jump shot from 28 ft, ,0-2, , ,
11:01.0, , ,0-2, ,Defensive rebound by P. Millsap,
10:57.0, , ,0-2, ,T. Maxey misses 3-pt jump shot from 28 ft,
10:54.0,Defensive rebound by D. Robinson, ,0-2, , ,
10:48.0,K. Lowry makes 2-pt layup from 2 ft,+2,2-2, , ,Tie
10:29.0, , ,2-2, ,Offensive foul by P. Millsap (drawn by D. Robinson),
10:29.0, , ,2-2, ,Turnover by P. Millsap (offensive foul),
10:17.0,D. Robinson misses 3-pt jump shot from 28 ft, ,2-2, , ,
10:13.0,Offensive rebound by B. Adebayo, ,2-2, , ,
10:12.0,B. Adebayo misses 2-pt hook shot from 8 ft, ,2-2, , ,
10:10.0, , ,2-2, ,Defensive rebound by T. Harris,
10:06.0, , ,2-4,+2,T. Maxey makes 2-pt layup from 2 ft (assist by T. Harris),
9:55.0,J. Butler makes 2-pt jump shot from 8 ft,+2,4-4, , ,Tie
9:48.0, , ,4-4, ,T. Maxey misses 3-pt jump shot from 29 ft,
9:45.0,Defensive rebound by J. Butler, ,4-4, , ,
9:37.0,Def 3 sec tech foul by Team, ,4-4, , ,
9:37.0,J. Butler makes technical free throw,+1,5-4, , ,Lead change
9:33.0,Personal foul by M. Thybulle (drawn by B. Adebayo), ,5-4, , ,
9:23.0,K. Lowry misses 3-pt jump shot from 25 ft, ,5-4, , ,
9:21.0, , ,5-4, ,Defensive rebound by T. Harris,
9:10.0, , ,5-7,+3,G. Niang makes 3-pt jump shot from 25 ft (assist by T. Maxey),Lead change
9:00.0,Shooting foul by T. Maxey (drawn by J. Butler), ,5-7, , ,
9:00.0,J. Butler makes free throw 1 of 2,+1,6-7, , ,
9:00.0,J. Butler makes free throw 2 of 2,+1,7-7, , ,Tie
8:48.0, , ,7-7, ,T. Harris misses 3-pt jump shot from 26 ft,
8:45.0,Defensive rebound by K. Lowry, ,7-7, , ,
8:30.0,Turnover by B. Adebayo (out of bounds lost ball), ,7-7, , ,
8:13.0, , ,7-7, ,T. Harris misses 2-pt jump shot from 5 ft,
8:10.0,Defensive rebound by K. Lowry, ,7-7, , ,
8:03.0,J. Butler misses 2-pt layup from 10 ft (block by P. Millsap), ,7-7, , ,
8:00.0, , ,7-7, ,Defensive rebound by P. Millsap,
