A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,San Antonio,
12:00.0,Jump ball: B. Adebayo vs. T. Young (K. Lowry gains possession),
11:43.0,Turnover by K. Lowry (bad pass; steal by T. Young), ,0-0, , ,
11:32.0, , ,0-0, ,Turnover by D. White (bad pass),
11:13.0,B. Adebayo makes 2-pt layup from 1 ft,+2,2-0, , ,
10:59.0, , ,2-0, ,D. Vassell misses 3-pt jump shot from 26 ft,
10:56.0,Defensive rebound by J. Butler, ,2-0, , ,
10:44.0,J. Butler misses 2-pt jump shot from 12 ft, ,2-0, , ,
10:42.0, , ,2-0, ,Defensive rebound by D. White,
10:35.0, , ,2-0, ,K. Johnson misses 2-pt jump shot from 10 ft,
10:32.0,Defensive rebound by D. Robinson, ,2-0, , ,
10:10.0,B. Adebayo makes 2-pt layup from 1 ft,+2,4-0, , ,
9:56.0, , ,4-0, ,K. Johnson misses 3-pt jump shot from 25 ft,
9:53.0,Defensive rebound by D. Robinson, ,4-0, , ,
9:46.0,D. Robinson misses 3-pt jump shot from 26 ft, ,4-0, , ,
9:43.0, , ,4-0, ,Defensive rebound by K. Johnson,
9:29.0, , ,4-0, ,Personal foul by J. Butler (drawn by D. White),
9:18.0, , ,4-3,+3,D. White makes 3-pt jump shot from 25 ft (assist by T. Jones),
8:57.0,P. Tucker misses 3-pt jump shot from 24 ft, ,4-3, , ,
8:54.0, , ,4-3, ,Defensive rebound by T. Young,
8:50.0, , ,4-3, ,Personal foul by B. Adebayo (drawn by T. Young),
8:41.0, , ,4-3, ,D. Vassell misses 2-pt jump shot from 18 ft,
8:38.0,Defensive rebound by K. Lowry, ,4-3, , ,
8:30.0,B. Adebayo makes 2-pt layup at rim (assist by K. Lowry),+2,6-3, , ,
8:18.0, , ,6-3, ,K. Johnson misses 3-pt jump shot from 26 ft,
8:15.0,Defensive rebound by J. Butler, ,6-3, , ,
7:56.0,D. Robinson misses 2-pt jump shot from 6 ft, ,6-3, , ,
7:54.0, , ,6-3, ,Defensive rebound by T. Young,
7:38.0, , ,6-5,+2,T. Jones makes 2-pt jump shot from 10 ft (assist by D. Vassell),
7:24.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),+3,9-5, , ,
7:11.0, , ,9-8,+3,D. White makes 3-pt jump shot from 23 ft (assist by D. Vassell),
6:58.0,Personal foul by T. Jones (drawn by B. Adebayo), ,9-8, , ,
6:58.0, , ,9-8, ,San Antonio full timeout,
6:58.0,D. Dedmon enters the game for B. Adebayo, ,9-8, , ,
6:58.0, , ,9-8, ,D. Eubanks enters the game for T. Jones,
6:58.0, , ,9-8, ,L. Walker enters the game for T. Young,
6:43.0,J. Butler misses 2-pt jump shot from 16 ft, ,9-8, , ,
6:43.0, , ,9-8, ,Defensive rebound by D. Vassell,
6:41.0, , ,9-8, ,Shooting foul by K. Lowry (drawn by D. Vassell),
6:41.0, , ,9-9,+1,D. Vassell makes free throw 1 of 2,Tie
