A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Denver,
12:00.0, , ,0-0, ,Violation by Team (jump ball),
11:46.0,D. Robinson misses 3-pt jump shot from 27 ft, ,0-0, , ,
11:43.0, , ,0-0, ,Defensive rebound by A. Gordon,
11:27.0, , ,0-3,+3,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Morris),
11:11.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),+3,3-3, , ,Tie
10:58.0,Violation by Team (kicked ball), ,3-3, , ,
10:52.0, , ,3-3, ,J. Green misses 2-pt hook shot from 5 ft,
10:50.0,Defensive rebound by K. Lowry, ,3-3, , ,
10:34.0,K. Lowry misses 2-pt layup from 8 ft, ,3-3, , ,
10:31.0, , ,3-3, ,Defensive rebound by A. Gordon,
10:27.0, , ,3-5,+2,M. Morris makes 2-pt jump shot from 16 ft,
10:14.0,B. Adebayo misses 2-pt jump shot from 18 ft, ,3-5, , ,
10:12.0, , ,3-5, ,Defensive rebound by A. Gordon,
9:51.0, , ,3-5, ,J. Green misses 2-pt jump shot from 12 ft,
9:47.0,Defensive rebound by J. Butler, ,3-5, , ,
9:44.0,Personal foul by W. Barton (drawn by B. Adebayo), ,3-5, , ,
9:40.0,K. Lowry misses 3-pt jump shot from 25 ft, ,3-5, , ,
9:38.0, , ,3-5, ,Defensive rebound by Team,
9:20.0, , ,3-5, ,J. Green misses 3-pt jump shot from 22 ft,
9:17.0,Defensive rebound by B. Adebayo, ,3-5, , ,
9:13.0,Turnover by K. Lowry (bad pass; steal by W. Barton), ,3-5, , ,
9:09.0, , ,3-7,+2,J. Green makes 2-pt layup from 3 ft (assist by W. Barton),
8:48.0,J. Butler misses 2-pt jump shot from 8 ft, ,3-7, , ,
8:46.0,Offensive rebound by P. Tucker, ,3-7, , ,
8:44.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by P. Tucker),+3,6-7, , ,
8:34.0, , ,6-7, ,Shooting foul by P. Tucker (drawn by A. Gordon),
8:34.0, , ,6-8,+1,A. Gordon makes free throw 1 of 2,
8:34.0, , ,6-9,+1,A. Gordon makes free throw 2 of 2,
8:25.0,Def 3 sec tech foul by Team, ,6-9, , ,
8:25.0,J. Butler makes technical free throw,+1,7-9, , ,
8:18.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),+3,10-9, , ,Lead change
8:02.0, , ,10-11,+2,M. Morris makes 2-pt jump shot from 11 ft (assist by N. Jokić),Lead change
7:54.0,J. Butler makes 2-pt layup from 3 ft (assist by K. Lowry),+2,12-11, , ,Lead change
7:41.0, , ,12-13,+2,N. Jokić makes 2-pt layup from 3 ft (assist by M. Morris),Lead change
7:23.0,D. Robinson misses 3-pt jump shot from 23 ft, ,12-13, , ,
7:21.0, , ,12-13, ,Defensive rebound by N. Jokić,
7:17.0, , ,12-16,+3,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Gordon),
7:06.0,Turnover by J. Butler (bad pass; steal by N. Jokić), ,12-16, , ,
7:01.0, , ,12-18,+2,N. Jokić makes 2-pt layup from 2 ft,
6:54.0,Miami full timeout, ,12-18, , ,
6:45.0,Turnover by B. Adebayo (bad pass; steal by N. Jokić), ,12-18, , ,
6:32.0, , ,12-21,+3,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Jokić),
6:16.0,B. Adebayo misses 2-pt jump shot from 6 ft, ,12-21, , ,
6:12.0, , ,12-21, ,Defensive rebound by N. Jokić,
5:49.0, , ,12-21, ,W. Barton misses 2-pt jump shot from 19 ft,
5:45.0,Defensive rebound by B. Adebayo, ,12-21, , ,
5:38.0,Shooting foul by A. Gordon (drawn by J. Butler), ,12-21, , ,
5:38.0,J. Butler makes free throw 1 of 2,+1,13-21, , ,
5:38.0,T. Herro enters the game for K. Lowry, ,13-21, , ,
5:38.0, , ,13-21, ,P. Dozier enters the game for W. Barton,
5:38.0,J. Butler makes free throw 2 of 2,+1,14-21, , ,
5:26.0, , ,14-21, ,Personal foul by D. Robinson (drawn by N. Jokić),
5:26.0, , ,14-21, ,J. Green enters the game for J. Green,
5:17.0, , ,14-21, ,A. Gordon misses 3-pt jump shot from 25 ft,
5:11.0, , ,14-21, ,Offensive rebound by J. Green,
5:11.0, , ,14-23,+2,J. Green makes 2-pt layup at rim,
4:58.0,T. Herro misses 3-pt jump shot from 23 ft, ,14-23, , ,
