A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Milwaukee,
12:00.0,Jump ball: B. Adebayo vs. B. Portis (P. Tucker gains possession),
11:42.0,P. Tucker makes 2-pt layup from 1 ft (assist by G. Vincent),+2,2-0, , ,
11:27.0, , ,2-3,+3,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Middleton),Lead change
11:14.0,B. Adebayo misses 2-pt jump shot from 13 ft, ,2-3, , ,
11:11.0, , ,2-3, ,Defensive rebound by G. Antetokounmpo,
11:06.0, , ,2-3, ,Personal foul by P. Tucker (drawn by G. Antetokounmpo),
10:58.0, , ,2-3, ,K. Middleton misses 2-pt jump shot from 10 ft,
10:56.0, , ,2-3, ,Offensive rebound by G. Antetokounmpo,
10:56.0, , ,2-3, ,Personal foul by B. Adebayo (drawn by G. Antetokounmpo),
10:48.0, , ,2-3, ,G. Allen misses 3-pt jump shot from 26 ft,
10:45.0,Defensive rebound by P. Tucker, ,2-3, , ,
10:38.0,G. Vincent makes 2-pt jump shot from 11 ft,+2,4-3, , ,Lead change
10:29.0, , ,4-3, ,J. Holiday misses 2-pt layup from 4 ft,
10:27.0,Defensive rebound by P. Tucker, ,4-3, , ,
10:22.0,G. Vincent misses 3-pt jump shot from 26 ft, ,4-3, , ,
10:19.0,Offensive rebound by P. Tucker, ,4-3, , ,
10:16.0,G. Vincent misses 2-pt layup from 3 ft, ,4-3, , ,
10:13.0, , ,4-3, ,Defensive rebound by G. Allen,
10:08.0, , ,4-6,+3,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Holiday),Lead change
9:51.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),+3,7-6, , ,Lead change
9:39.0, , ,7-9,+3,J. Holiday makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),Lead change
9:23.0,B. Adebayo misses 2-pt jump shot from 12 ft, ,7-9, , ,
9:21.0, , ,7-9, ,Defensive rebound by J. Holiday,
9:10.0, , ,7-12,+3,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by B. Portis),
8:49.0,J. Butler misses 3-pt jump shot from 26 ft, ,7-12, , ,
8:47.0, , ,7-12, ,Defensive rebound by G. Antetokounmpo,
8:42.0, , ,7-12, ,Shooting foul by G. Vincent (drawn by K. Middleton),
8:42.0, , ,7-13,+1,K. Middleton makes free throw 1 of 2,
8:42.0, , ,7-14,+1,K. Middleton makes free throw 2 of 2,
8:32.0,Shooting foul by J. Holiday (drawn by J. Butler), ,7-14, , ,
8:32.0,J. Butler makes free throw 1 of 2,+1,8-14, , ,
8:32.0,J. Butler makes free throw 2 of 2,+1,9-14, , ,
8:21.0, , ,9-14, ,J. Holiday misses 3-pt jump shot from 27 ft,
8:17.0,Defensive rebound by D. Robinson, ,9-14, , ,
8:13.0,B. Adebayo misses 2-pt layup from 3 ft (block by B. Portis), ,9-14, , ,
8:13.0,Offensive rebound by B. Adebayo, ,9-14, , ,
8:13.0,Shooting foul by G. Antetokounmpo (drawn by B. Adebayo), ,9-14, , ,
8:13.0,B. Adebayo misses free throw 1 of 2, ,9-14, , ,
8:13.0,Offensive rebound by Team, ,9-14, , ,
8:13.0,B. Adebayo makes free throw 2 of 2,+1,10-14, , ,
8:00.0, , ,10-16,+2,K. Middleton makes 2-pt jump shot from 16 ft,
7:48.0,B. Adebayo misses 2-pt dunk from 7 ft, ,10-16, , ,
7:44.0,Offensive rebound by P. Tucker, ,10-16, , ,
7:43.0,P. Tucker makes 2-pt layup from 3 ft,+2,12-16, , ,
7:33.0, , ,12-19,+3,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Allen),
7:22.0,Turnover by G. Vincent (bad pass; steal by G. Antetokounmpo), ,12-19, , ,
7:22.0, , ,12-19, ,W. Matthews enters the game for B. Portis,
7:15.0, , ,12-21,+2,G. Allen makes 2-pt layup from 1 ft (assist by J. Holiday),
7:06.0,Personal foul by G. Antetokounmpo (drawn by D. Robinson), ,12-21, , ,
7:06.0, , ,12-21, ,B. Portis enters the game for G. Antetokounmpo,
6:52.0,G. Vincent misses 3-pt jump shot from 28 ft, ,12-21, , ,
6:47.0, , ,12-21, ,Defensive rebound by J. Holiday,
6:44.0, , ,12-21, ,Turnover by J. Holiday (bad pass; steal by B. Adebayo),
6:42.0,B. Adebayo makes 2-pt layup from 2 ft,+2,14-21, , ,
6:42.0,Shooting foul by W. Matthews (drawn by B. Adebayo), ,14-21, , ,
6:42.0, , ,14-21, ,Milwaukee full timeout,
6:42.0,B. Adebayo misses free throw 1 of 1, ,14-21, , ,
6:39.0, , ,14-21, ,Defensive rebound by B. Portis,
