A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,LA Clippers,
12:00.0,Jump ball: B. Adebayo vs. I. Zubac (N. Batum gains possession),
11:46.0, , ,0-0, ,E. Bledsoe misses 2-pt jump shot from 4 ft,
11:43.0,Defensive rebound by T. Herro, ,0-0, , ,
11:24.0,T. Herro misses 3-pt jump shot from 25 ft (block by N. Batum), ,0-0, , ,
11:24.0,Offensive rebound by Team, ,0-0, , ,
11:24.0, , ,0-0, ,Loose ball foul by E. Bledsoe (drawn by T. Herro),
11:11.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),+2,2-0, , ,
10:56.0, , ,2-0, ,P. George misses 2-pt jump shot from 7 ft,
10:54.0,Defensive rebound by T. Herro, ,2-0, , ,
10:49.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by K. Lowry),+3,5-0, , ,
10:32.0, , ,5-0, ,Turnover by P. George (bad pass; steal by K. Lowry),
10:19.0,Turnover by P. Tucker (out of bounds lost ball), ,5-0, , ,
10:05.0, , ,5-0, ,P. George misses 2-pt jump shot from 16 ft,
10:01.0,Defensive rebound by P. Tucker, ,5-0, , ,
9:53.0,B. Adebayo misses 2-pt jump shot from 12 ft, ,5-0, , ,
9:50.0, , ,5-0, ,Defensive rebound by I. Zubac,
9:45.0, , ,5-0, ,Shooting foul by P. Tucker (drawn by P. George),
9:45.0, , ,5-1,+1,P. George makes free throw 1 of 2,
9:45.0, , ,5-2,+1,P. George makes free throw 2 of 2,
9:27.0,B. Adebayo makes 2-pt jump shot from 8 ft,+2,7-2, , ,
9:20.0, , ,7-2, ,P. George misses 2-pt layup from 3 ft,
9:18.0,Defensive rebound by B. Adebayo, ,7-2, , ,
9:12.0,T. Herro makes 2-pt layup from 2 ft,+2,9-2, , ,
8:58.0, , ,9-2, ,Shooting foul by B. Adebayo (drawn by I. Zubac),
8:58.0, , ,9-2, ,I. Zubac misses free throw 1 of 2,
8:58.0, , ,9-2, ,Offensive rebound by Team,
8:58.0, , ,9-3,+1,I. Zubac makes free throw 2 of 2,
8:41.0,K. Lowry misses 3-pt jump shot from 24 ft, ,9-3, , ,
8:39.0, , ,9-3, ,Defensive rebound by I. Zubac,
8:29.0, , ,9-6,+3,N. Batum makes 3-pt jump shot from 23 ft (assist by P. George),
8:16.0,D. Robinson misses 3-pt jump shot from 23 ft, ,9-6, , ,
8:14.0,Offensive rebound by P. Tucker, ,9-6, , ,
8:13.0,P. Tucker misses 2-pt layup from 2 ft, ,9-6, , ,
8:11.0,Offensive rebound by B. Adebayo, ,9-6, , ,
8:00.0,B. Adebayo makes 2-pt layup from 1 ft (assist by T. Herro),+2,11-6, , ,
7:52.0, , ,11-6, ,Personal foul by P. Tucker (drawn by P. George),
7:52.0,C. Martin enters the game for P. Tucker, ,11-6, , ,
7:38.0, , ,11-6, ,R. Jackson misses 3-pt jump shot from 24 ft,
7:36.0,Defensive rebound by B. Adebayo, ,11-6, , ,
7:33.0,Shooting foul by I. Zubac (drawn by B. Adebayo), ,11-6, , ,
7:33.0,B. Adebayo makes free throw 1 of 2,+1,12-6, , ,
7:33.0,B. Adebayo makes free throw 2 of 2,+1,13-6, , ,
7:19.0, , ,13-6, ,I. Zubac misses 2-pt layup from 3 ft,
7:14.0,Defensive rebound by T. Herro, ,13-6, , ,
7:06.0,T. Herro makes 2-pt layup from 3 ft,+2,15-6, , ,
7:06.0, , ,15-6, ,LA Clippers full timeout,
6:51.0, , ,15-8,+2,I. Zubac makes 2-pt dunk from 2 ft (assist by P. George),
6:36.0,B. Adebayo makes 2-pt jump shot from 5 ft (assist by T. Herro),+2,17-8, , ,
6:36.0,Shooting foul by R. Jackson (drawn by B. Adebayo), ,17-8, , ,
6:36.0,B. Adebayo makes free throw 1 of 1,+1,18-8, , ,
6:21.0, , ,18-10,+2,I. Zubac makes 2-pt hook shot from 3 ft (assist by R. Jackson),
6:00.0,B. Adebayo makes 2-pt jump shot from 11 ft,+2,20-10, , ,
6:00.0,G. Vincent enters the game for K. Lowry, ,20-10, , ,
5:45.0, , ,20-10, ,E. Bledsoe misses 2-pt jump shot from 2 ft,
5:42.0, , ,20-10, ,Offensive rebound by I. Zubac,
5:42.0, , ,20-12,+2,I. Zubac makes 2-pt layup at rim,
5:34.0,B. Adebayo makes 2-pt jump shot from 16 ft (assist by G. Vincent),+2,22-12, , ,
5:15.0, , ,22-14,+2,P. George makes 2-pt jump shot from 10 ft,
5:12.0,Turnover by B. Adebayo (bad pass; steal by N. Batum), ,22-14, , ,
5:08.0, , ,22-14, ,N. Batum misses 3-pt jump shot from 27 ft,
5:06.0,Defensive rebound by T. Herro, ,22-14, , ,
5:01.0,B. Adebayo makes 2-pt layup from 3 ft (assist by D. Robinson),+2,24-14, , ,
4:46.0, , ,24-16,+2,P. George makes 2-pt jump shot from 11 ft (assist by N. Batum),
4:34.0,B. Adebayo makes 2-pt jump shot from 19 ft (assist by G. Vincent),+2,26-16, , ,
4:21.0, , ,26-16, ,Turnover by N. Batum (bad pass),
4:21.0, , ,26-16, ,I. Hartenstein enters the game for E. Bledsoe,
4:21.0, , ,26-16, ,T. Mann enters the game for I. Zubac,
4:08.0,T. Herro makes 2-pt jump shot from 6 ft,+2,28-16, , ,
4:02.0, , ,28-16, ,Personal foul by D. Robinson (drawn by T. Mann),
3:55.0, , ,28-16, ,Personal foul by D. Robinson (drawn by I. Hartenstein),
3:55.0, , ,28-17,+1,I. Hartenstein makes free throw 1 of 2,
3:55.0,M. Strus enters the game for D. Robinson, ,28-17, , ,
3:55.0, , ,28-17, ,L. Kennard enters the game for N. Batum,
3:55.0, , ,28-18,+1,I. Hartenstein makes free throw 2 of 2,
3:43.0,T. Herro makes 2-pt jump shot from 3 ft,+2,30-18, , ,
3:32.0, , ,30-21,+3,P. George makes 3-pt jump shot from 26 ft,
3:19.0,Turnover by M. Strus (bad pass; steal by L. Kennard), ,30-21, , ,
3:15.0, , ,30-21, ,Turnover by I. Hartenstein (bad pass),
3:00.0,T. Herro misses 2-pt jump shot from 13 ft, ,30-21, , ,
2:57.0,Offensive rebound by M. Strus, ,30-21, , ,
2:55.0,T. Herro misses 3-pt jump shot from 27 ft, ,30-21, , ,
2:53.0, , ,30-21, ,Defensive rebound by Team,
2:53.0,Miami full timeout, ,30-21, , ,
2:53.0,D. Dedmon enters the game for B. Adebayo, ,30-21, , ,
2:53.0, , ,30-21, ,J. Winslow enters the game for R. Jackson,
2:39.0, , ,30-21, ,Turnover by P. George (bad pass; steal by C. Martin),
