A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Toronto,
12:00.0,Jump ball: B. Adebayo vs. S. Barnes (G. Trent gains possession),
11:38.0, , ,0-0, ,G. Trent misses 2-pt jump shot from 8 ft,
11:36.0,Defensive rebound by C. Martin, ,0-0, , ,
11:21.0,M. Morris misses 2-pt layup from 3 ft, ,0-0, , ,
11:19.0, , ,0-0, ,Defensive rebound by P. Siakam,
11:10.0, , ,0-0, ,F. VanVleet misses 2-pt jump shot from 17 ft,
11:08.0, , ,0-0, ,Offensive rebound by K. Birch,
11:06.0, , ,0-0, ,K. Birch misses 2-pt layup from 2 ft,
11:05.0, , ,0-0, ,Offensive rebound by S. Barnes,
11:04.0, , ,0-2,+2,S. Barnes makes 2-pt layup from 2 ft,
10:44.0,Shooting foul by K. Birch (drawn by K. Lowry), ,0-2, , ,
10:44.0,K. Lowry makes free throw 1 of 3,+1,1-2, , ,
10:44.0,K. Lowry makes free throw 2 of 3,+1,2-2, , ,Tie
10:44.0,K. Lowry makes free throw 3 of 3,+1,3-2, , ,Lead change
10:28.0, , ,3-4,+2,P. Siakam makes 2-pt hook shot from 6 ft,Lead change
10:17.0,M. Morris misses 3-pt jump shot from 23 ft, ,3-4, , ,
10:14.0, , ,3-4, ,Defensive rebound by P. Siakam,
10:08.0, , ,3-7,+3,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),
9:56.0,M. Morris makes 2-pt jump shot from 19 ft (assist by K. Lowry),+2,5-7, , ,
9:41.0, , ,5-7, ,S. Barnes misses 2-pt hook shot from 7 ft,
9:38.0,Defensive rebound by B. Adebayo, ,5-7, , ,
9:28.0,B. Adebayo misses 2-pt jump shot from 14 ft, ,5-7, , ,
9:25.0, , ,5-7, ,Defensive rebound by G. Trent,
9:10.0, , ,5-7, ,K. Birch misses 3-pt jump shot from 22 ft,
9:08.0,Defensive rebound by M. Strus, ,5-7, , ,
8:59.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by M. Morris),+2,7-7, , ,Tie
8:47.0, , ,7-10,+3,F. VanVleet makes 3-pt jump shot from 26 ft,
8:30.0,Turnover by B. Adebayo (lost ball; steal by F. VanVleet), ,7-10, , ,
8:28.0, , ,7-10, ,Shooting foul by C. Martin (drawn by F. VanVleet),
8:28.0, , ,7-11,+1,F. VanVleet makes free throw 1 of 2,
8:28.0, , ,7-12,+1,F. VanVleet makes free throw 2 of 2,
