A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Washington,
12:00.0,Jump ball: B. Adebayo vs. T. Bryant (P. Tucker gains possession),
11:40.0,B. Adebayo makes 2-pt jump shot from 16 ft,+2,2-0, , ,
11:16.0, , ,2-2,+2,A. Holiday makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),Tie
10:53.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),+3,5-2, , ,
10:33.0, , ,5-2, ,A. Holiday misses 3-pt jump shot from 23 ft,
10:30.0,Defensive rebound by P. Tucker, ,5-2, , ,
10:26.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by P. Tucker),+3,8-2, , ,
10:16.0, , ,8-2, ,T. Bryant misses 3-pt jump shot from 26 ft,
10:13.0,Defensive rebound by B. Adebayo, ,8-2, , ,
10:08.0,B. Adebayo misses 2-pt layup from 3 ft, ,8-2, , ,
10:06.0, , ,8-2, ,Defensive rebound by K. Kuzma,
10:01.0, , ,8-2, ,Turnover by K. Kuzma (bad pass; steal by B. Adebayo),
9:51.0,J. Butler makes 2-pt layup from 3 ft,+2,10-2, , ,
9:28.0, , ,10-4,+2,T. Bryant makes 2-pt layup from 1 ft (assist by S. Dinwiddie),
9:17.0,Shooting foul by K. Kuzma (drawn by J. Butler), ,10-4, , ,
9:17.0,J. Butler makes free throw 1 of 2,+1,11-4, , ,
9:17.0,J. Butler makes free throw 2 of 2,+1,12-4, , ,
9:02.0, , ,12-4, ,Shooting foul by D. Robinson (drawn by K. Caldwell-Pope),
9:02.0, , ,12-5,+1,K. Caldwell-Pope makes free throw 1 of 2,
9:02.0, , ,12-6,+1,K. Caldwell-Pope makes free throw 2 of 2,
8:52.0,J. Butler makes 2-pt jump shot from 13 ft,+2,14-6, , ,
8:30.0, , ,14-6, ,A. Holiday misses 3-pt jump shot from 30 ft,
8:26.0,Defensive rebound by P. Tucker, ,14-6, , ,
8:18.0,D. Robinson misses 3-pt jump shot from 29 ft, ,14-6, , ,
8:15.0, , ,14-6, ,Defensive rebound by S. Dinwiddie,
8:04.0, , ,14-8,+2,T. Bryant makes 2-pt layup from 3 ft (assist by K. Kuzma),
7:53.0,J. Butler misses 2-pt jump shot from 14 ft, ,14-8, , ,
7:51.0, , ,14-8, ,Defensive rebound by T. Bryant,
7:44.0, , ,14-8, ,K. Caldwell-Pope misses 2-pt layup from 5 ft,
7:41.0,Defensive rebound by B. Adebayo, ,14-8, , ,
7:34.0,J. Butler misses 2-pt jump shot from 11 ft, ,14-8, , ,
7:31.0, , ,14-8, ,Defensive rebound by T. Bryant,
7:28.0, , ,14-8, ,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,
7:25.0,Defensive rebound by K. Lowry, ,14-8, , ,
7:20.0,Shooting foul by K. Caldwell-Pope (drawn by B. Adebayo), ,14-8, , ,
7:20.0,B. Adebayo makes free throw 1 of 2,+1,15-8, , ,
7:20.0,B. Adebayo makes free throw 2 of 2,+1,16-8, , ,
7:09.0, , ,16-8, ,A. Holiday misses 2-pt jump shot from 7 ft,
7:05.0,Defensive rebound by J. Butler, ,16-8, , ,
6:59.0,Turnover by J. Butler (bad pass; steal by A. Holiday), ,16-8, , ,
6:55.0, , ,16-8, ,A. Holiday misses 2-pt layup from 3 ft,
6:52.0,Defensive rebound by P. Tucker, ,16-8, , ,
6:48.0,D. Robinson misses 3-pt jump shot from 27 ft, ,16-8, , ,
6:45.0,Offensive rebound by P. Tucker, ,16-8, , ,
6:45.0,P. Tucker makes 2-pt layup from 2 ft,+2,18-8, , ,
6:45.0, , ,18-8, ,Washington full timeout,
6:45.0, , ,18-8, ,Technical foul by A. Holiday,
6:45.0,J. Butler misses technical free throw, ,18-8, , ,
6:45.0, , ,18-8, ,Defensive rebound by Team,
6:45.0, , ,18-8, ,D. Avdija enters the game for A. Holiday,
6:45.0, , ,18-8, ,C. Kispert enters the game for K. Kuzma,
6:33.0, , ,18-8, ,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,
6:30.0,Defensive rebound by B. Adebayo, ,18-8, , ,
6:20.0,K. Lowry misses 3-pt jump shot from 24 ft, ,18-8, , ,
6:17.0, , ,18-8, ,Defensive rebound by S. Dinwiddie,
6:03.0, , ,18-10,+2,S. Dinwiddie makes 2-pt hook shot from 2 ft,
5:47.0,D. Robinson makes 3-pt jump shot from 27 ft,+3,21-10, , ,
5:25.0, , ,21-10, ,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,
5:23.0,Defensive rebound by K. Lowry, ,21-10, , ,
5:16.0,Turnover by B. Adebayo (bad pass; steal by S. Dinwiddie), ,21-10, , ,
5:13.0, , ,21-12,+2,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by S. Dinwiddie),
5:02.0,J. Butler makes 2-pt layup from 3 ft,+2,23-12, , ,
4:43.0, , ,23-12, ,S. Dinwiddie misses 3-pt jump shot from 25 ft,
4:41.0,Defensive rebound by B. Adebayo, ,23-12, , ,
