A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Chicago,
12:00.0,Jump ball: B. Adebayo vs. N. Vučević (P. Tucker gains possession),
11:40.0,K. Lowry makes 2-pt jump shot from 13 ft (assist by B. Adebayo),+2,2-0, , ,
11:22.0, , ,2-0, ,Turnover by D. DeRozan (bad pass; steal by K. Lowry),
11:18.0,K. Lowry makes 2-pt layup at rim (assist by B. Adebayo),+2,4-0, , ,
11:02.0, , ,4-0, ,Turnover by N. Vučević (lost ball; steal by D. Robinson),
10:51.0,J. Butler misses 2-pt jump shot from 22 ft, ,4-0, , ,
10:48.0, , ,4-0, ,Defensive rebound by N. Vučević,
10:39.0, , ,4-3,+3,Z. LaVine makes 3-pt jump shot from 25 ft (assist by L. Ball),
10:20.0,D. Robinson misses 3-pt jump shot from 25 ft, ,4-3, , ,
10:18.0, , ,4-3, ,Defensive rebound by N. Vučević,
9:57.0, , ,4-3, ,N. Vučević misses 2-pt jump shot from 7 ft,
9:55.0,Defensive rebound by B. Adebayo, ,4-3, , ,
9:51.0,K. Lowry misses 3-pt jump shot from 30 ft, ,4-3, , ,
9:51.0, , ,4-3, ,Defensive rebound by Team,
9:40.0, , ,4-3, ,Z. LaVine misses 2-pt jump shot from 13 ft,
9:36.0, , ,4-3, ,Offensive rebound by D. DeRozan,
9:32.0, , ,4-6,+3,J. Green makes 3-pt jump shot from 24 ft (assist by L. Ball),Lead change
9:22.0,Shooting foul by D. DeRozan (drawn by J. Butler), ,4-6, , ,
9:22.0,J. Butler makes free throw 1 of 2,+1,5-6, , ,
9:22.0,J. Butler makes free throw 2 of 2,+1,6-6, , ,Tie
9:11.0, , ,6-6, ,L. Ball misses 3-pt jump shot from 26 ft,
9:08.0,Defensive rebound by J. Butler, ,6-6, , ,
8:57.0,D. Robinson misses 3-pt jump shot from 26 ft, ,6-6, , ,
8:54.0, , ,6-6, ,Defensive rebound by L. Ball,
8:52.0, , ,6-6, ,Z. LaVine misses 3-pt jump shot from 22 ft,
8:49.0,Defensive rebound by Team, ,6-6, , ,
8:49.0, , ,6-6, ,Loose ball foul by L. Ball (drawn by J. Butler),
