A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Orlando,
12:00.0,Jump ball: O. Yurtseven vs. M. Bamba (R. Hampton gains possession),
11:36.0, , ,0-0, ,M. Fultz misses 2-pt jump shot from 15 ft,
11:33.0,Defensive rebound by D. Robinson, ,0-0, , ,
11:19.0,V. Oladipo makes 2-pt jump shot from 14 ft,+2,2-0, , ,
11:09.0, , ,2-0, ,Turnover by M. Fultz (lost ball; steal by D. Robinson),
10:58.0,V. Oladipo makes 2-pt layup from 1 ft,+2,4-0, , ,
10:48.0, , ,4-3,+3,R. Hampton makes 3-pt jump shot from 26 ft (assist by M. Fultz),
10:36.0,D. Robinson misses 3-pt jump shot from 28 ft, ,4-3, , ,
10:36.0, , ,4-3, ,Defensive rebound by M. Fultz,
10:21.0, , ,4-5,+2,M. Wagner makes 2-pt layup from 1 ft (assist by M. Fultz),Lead change
10:12.0,M. Mulder misses 3-pt jump shot from 27 ft, ,4-5, , ,
10:08.0, , ,4-5, ,Defensive rebound by M. Wagner,
9:56.0, , ,4-8,+3,M. Bamba makes 3-pt jump shot from 22 ft (assist by M. Fultz),
9:43.0,M. Mulder misses 2-pt layup from 3 ft (block by M. Bamba), ,4-8, , ,
9:40.0, , ,4-8, ,Defensive rebound by C. Okeke,
9:31.0, , ,4-8, ,M. Wagner misses 3-pt jump shot from 23 ft,
9:25.0,Defensive rebound by D. Robinson, ,4-8, , ,
9:22.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Robinson),+3,7-8, , ,
9:04.0, , ,7-8, ,M. Fultz misses 2-pt jump shot from 18 ft,
9:01.0,Defensive rebound by O. Yurtseven, ,7-8, , ,
8:57.0,H. Highsmith makes 2-pt jump shot from 19 ft (assist by D. Robinson),+2,9-8, , ,Lead change
8:40.0, , ,9-8, ,Offensive foul by M. Wagner (drawn by V. Oladipo),
8:40.0, , ,9-8, ,Turnover by M. Wagner (offensive foul),
8:29.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by V. Oladipo),+3,12-8, , ,
8:11.0, , ,12-8, ,M. Fultz misses 3-pt jump shot from 25 ft,
8:07.0,Defensive rebound by V. Oladipo, ,12-8, , ,
8:03.0,M. Mulder misses 3-pt jump shot from 23 ft, ,12-8, , ,
7:58.0, , ,12-8, ,Defensive rebound by M. Wagner,
7:49.0, , ,12-10,+2,M. Wagner makes 2-pt dunk from 1 ft (assist by R. Hampton),
7:37.0,H. Highsmith misses 3-pt jump shot from 25 ft, ,12-10, , ,
7:32.0, , ,12-10, ,Defensive rebound by M. Bamba,
7:22.0, , ,12-10, ,Turnover by M. Fultz (bad pass; steal by V. Oladipo),
7:17.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by V. Oladipo),+3,15-10, , ,
6:58.0, , ,15-13,+3,M. Wagner makes 3-pt jump shot from 24 ft (assist by M. Fultz),
6:46.0,H. Highsmith misses 3-pt jump shot from 25 ft, ,15-13, , ,
6:42.0, , ,15-13, ,Defensive rebound by R. Hampton,
6:35.0, , ,15-13, ,M. Bamba misses 3-pt jump shot from 26 ft,
6:32.0,Defensive rebound by D. Robinson, ,15-13, , ,
6:25.0,V. Oladipo makes 2-pt layup from 2 ft,+2,17-13, , ,
6:00.0, , ,17-13, ,M. Fultz misses 2-pt jump shot from 16 ft,
5:57.0, , ,17-13, ,Offensive rebound by M. Bamba,
5:51.0, , ,17-15,+2,R. Hampton makes 2-pt layup from 5 ft,
5:40.0,O. Yurtseven misses 3-pt jump shot from 29 ft, ,17-15, , ,
5:38.0, , ,17-15, ,Defensive rebound by Team,
5:38.0, , ,17-15, ,Orlando full timeout,
5:38.0, , ,17-15, ,D. Cannady enters the game for R. Hampton,
5:26.0, , ,17-15, ,Personal foul by V. Oladipo (drawn by M. Fultz),
5:13.0, , ,17-17,+2,M. Fultz makes 2-pt jump shot from 13 ft,Tie
5:02.0,O. Yurtseven misses 2-pt jump shot from 4 ft, ,17-17, , ,
5:01.0,Offensive rebound by O. Yurtseven, ,17-17, , ,
5:00.0,O. Yurtseven makes 2-pt layup at rim,+2,19-17, , ,
4:38.0, , ,19-20,+3,M. Bamba makes 3-pt jump shot from 23 ft (assist by M. Fultz),Lead change
4:25.0,Turnover by V. Oladipo (bad pass; steal by C. Okeke), ,19-20, , ,
4:19.0, , ,19-22,+2,C. Okeke makes 2-pt dunk at rim,
4:12.0,O. Yurtseven misses 2-pt hook shot from 6 ft, ,19-22, , ,
4:11.0,Offensive rebound by H. Highsmith, ,19-22, , ,
4:10.0,H. Highsmith makes 2-pt layup at rim,+2,21-22, , ,
3:55.0, , ,21-22, ,Turnover by M. Wagner (bad pass),
3:55.0,U. Haslem enters the game for H. Highsmith, ,21-22, , ,
3:55.0,J. Smart enters the game for D. Robinson, ,21-22, , ,
3:55.0, , ,21-22, ,R. Hampton enters the game for M. Bamba,
3:55.0, , ,21-22, ,R. Lopez enters the game for M. Fultz,
3:36.0,O. Yurtseven misses 2-pt jump shot from 14 ft, ,21-22, , ,
3:32.0, , ,21-22, ,Defensive rebound by C. Okeke,
3:28.0, , ,21-24,+2,R. Hampton makes 2-pt jump shot from 2 ft (assist by M. Wagner),
3:28.0, , ,21-24, ,Shooting foul by J. Smart (drawn by R. Hampton),
3:28.0, , ,21-25,+1,R. Hampton makes free throw 1 of 1,
3:18.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by V. Oladipo),+2,23-25, , ,
