A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,LA Lakers,
12:00.0,Jump ball: B. Adebayo vs. D. Jordan (P. Tucker gains possession),
11:40.0,P. Tucker misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:38.0, , ,0-0, ,Defensive rebound by D. Jordan,
11:20.0, , ,0-0, ,K. Bazemore misses 3-pt jump shot from 25 ft,
11:16.0,Defensive rebound by K. Lowry, ,0-0, , ,
11:12.0,Shooting foul by D. Jordan (drawn by J. Butler), ,0-0, , ,
11:12.0,J. Butler makes free throw 1 of 2,+1,1-0, , ,
11:12.0,J. Butler makes free throw 2 of 2,+1,2-0, , ,
10:52.0, , ,2-0, ,A. Davis misses 2-pt jump shot from 20 ft,
10:50.0,Defensive rebound by B. Adebayo, ,2-0, , ,
10:42.0,B. Adebayo misses 2-pt jump shot from 11 ft, ,2-0, , ,
10:38.0, , ,2-0, ,Defensive rebound by D. Jordan,
10:33.0, , ,2-0, ,Shooting foul by B. Adebayo (drawn by D. Jordan),
10:33.0, , ,2-1,+1,D. Jordan makes free throw 1 of 2,
10:33.0, , ,2-1, ,D. Jordan misses free throw 2 of 2,
10:31.0,Defensive rebound by P. Tucker, ,2-1, , ,
10:18.0,B. Adebayo misses 2-pt jump shot from 12 ft, ,2-1, , ,
10:16.0, , ,2-1, ,Defensive rebound by D. Jordan,
10:08.0, , ,2-1, ,Personal foul by P. Tucker (drawn by R. Westbrook),
9:54.0, , ,2-1, ,Turnover by R. Westbrook (bad pass; steal by B. Adebayo),
9:38.0,J. Butler misses 2-pt jump shot from 14 ft, ,2-1, , ,
9:34.0, , ,2-1, ,Defensive rebound by D. Jordan,
9:30.0, , ,2-1, ,R. Westbrook misses 2-pt layup from 1 ft,
9:26.0, , ,2-1, ,Offensive rebound by A. Davis,
9:26.0, , ,2-1, ,A. Davis misses 2-pt layup at rim,
9:25.0, , ,2-1, ,Offensive rebound by A. Davis,
