A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Portland,
12:00.0,Jump ball: O. Yurtseven vs. J. Nurkić (M. Strus gains possession),
11:42.0,Turnover by P. Tucker (bad pass; steal by J. Nurkić), ,0-0, , ,
11:30.0, , ,0-0, ,A. Simons misses 2-pt jump shot from 20 ft,
11:28.0,Defensive rebound by M. Strus, ,0-0, , ,
11:20.0,O. Yurtseven misses 2-pt layup from 2 ft (block by N. Powell), ,0-0, , ,
11:18.0, , ,0-0, ,Defensive rebound by J. Nurkić,
11:11.0, , ,0-2,+2,N. Powell makes 2-pt jump shot from 22 ft,
11:00.0,M. Strus makes 3-pt jump shot from 25 ft (assist by O. Yurtseven),+3,3-2, , ,Lead change
10:32.0, , ,3-5,+3,A. Simons makes 3-pt jump shot from 25 ft (assist by N. Little),Lead change
10:16.0,Shooting foul by N. Little (drawn by K. Lowry), ,3-5, , ,
10:16.0,K. Lowry makes free throw 1 of 2,+1,4-5, , ,
10:16.0,K. Lowry makes free throw 2 of 2,+1,5-5, , ,Tie
9:56.0, , ,5-5, ,N. Powell misses 2-pt jump shot from 3 ft,
9:55.0,Defensive rebound by O. Yurtseven, ,5-5, , ,
9:47.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by K. Lowry),+3,8-5, , ,Lead change
9:27.0, , ,8-5, ,Turnover by J. Nurkić (lost ball; steal by P. Tucker),
9:22.0,M. Strus makes 2-pt layup from 1 ft (assist by P. Tucker),+2,10-5, , ,
9:02.0, , ,10-5, ,N. Little misses 3-pt jump shot from 25 ft,
9:01.0, , ,10-5, ,Offensive rebound by L. Nance,
9:01.0, , ,10-5, ,Shooting foul by O. Yurtseven (drawn by L. Nance),
9:01.0, , ,10-6,+1,L. Nance makes free throw 1 of 2,
9:01.0, , ,10-7,+1,L. Nance makes free throw 2 of 2,
8:50.0,M. Strus misses 2-pt layup at rim, ,10-7, , ,
8:49.0, , ,10-7, ,Defensive rebound by Team,
8:35.0, , ,10-7, ,A. Simons misses 3-pt jump shot from 25 ft,
8:32.0,Defensive rebound by K. Lowry, ,10-7, , ,
8:29.0,C. Martin makes 2-pt dunk from 1 ft (assist by K. Lowry),+2,12-7, , ,
8:08.0, , ,12-7, ,N. Little misses 3-pt jump shot from 25 ft,
8:05.0,Defensive rebound by M. Strus, ,12-7, , ,
7:52.0,P. Tucker misses 2-pt layup from 2 ft (block by N. Little), ,12-7, , ,
7:50.0,Offensive rebound by P. Tucker, ,12-7, , ,
7:49.0,P. Tucker misses 2-pt layup from 2 ft (block by J. Nurkić), ,12-7, , ,
7:49.0,Offensive rebound by P. Tucker, ,12-7, , ,
7:45.0,M. Strus misses 3-pt jump shot from 25 ft, ,12-7, , ,
7:45.0, , ,12-7, ,Defensive rebound by J. Nurkić,
7:31.0, , ,12-10,+3,L. Nance makes 3-pt jump shot from 23 ft (assist by N. Little),
7:09.0,O. Yurtseven makes 2-pt hook shot from 2 ft (assist by K. Lowry),+2,14-10, , ,
6:56.0, , ,14-10, ,J. Nurkić misses 3-pt jump shot from 26 ft,
6:51.0,Defensive rebound by P. Tucker, ,14-10, , ,
6:49.0,K. Lowry misses 3-pt jump shot from 30 ft, ,14-10, , ,
6:48.0, , ,14-10, ,Defensive rebound by Team,
6:48.0, , ,14-10, ,Portland full timeout,
6:36.0, , ,14-10, ,N. Powell misses 3-pt jump shot from 25 ft,
6:32.0,Defensive rebound by M. Strus, ,14-10, , ,
6:27.0,M. Strus makes 3-pt jump shot from 25 ft (assist by K. Lowry),+3,17-10, , ,
6:16.0, , ,17-10, ,Personal foul by O. Yurtseven (drawn by N. Powell),
6:16.0,C. Silva enters the game for O. Yurtseven, ,17-10, , ,
6:00.0, , ,17-10, ,N. Powell misses 2-pt jump shot from 20 ft,
5:57.0,Defensive rebound by K. Lowry, ,17-10, , ,
5:46.0,C. Silva makes 2-pt layup from 1 ft (assist by K. Lowry),+2,19-10, , ,
5:30.0, , ,19-12,+2,J. Nurkić makes 2-pt layup at rim (assist by A. Simons),
5:05.0,M. Strus misses 2-pt jump shot from 18 ft, ,19-12, , ,
5:01.0, , ,19-12, ,Defensive rebound by J. Nurkić,
5:01.0,T. Herro enters the game for C. Martin, ,19-12, , ,
5:01.0,D. Robinson enters the game for M. Strus, ,19-12, , ,
5:01.0, , ,19-12, ,R. Covington enters the game for N. Little,
5:01.0, , ,19-12, ,B. McLemore enters the game for J. Nurkić,
4:51.0, , ,19-12, ,R. Covington misses 3-pt jump shot from 26 ft,
4:48.0,Defensive rebound by P. Tucker, ,19-12, , ,
4:39.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),+3,22-12, , ,
4:29.0, , ,22-12, ,Shooting foul by C. Silva (drawn by N. Powell),
4:29.0, , ,22-13,+1,N. Powell makes free throw 1 of 2,
4:29.0, , ,22-14,+1,N. Powell makes free throw 2 of 2,
4:10.0,D. Robinson misses 3-pt jump shot from 26 ft, ,22-14, , ,
4:06.0,Offensive rebound by C. Silva, ,22-14, , ,
4:04.0,Jump ball: C. Silva vs. R. Covington (P. Tucker gains possession),
