Time,Detroit,Score,Miami,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:47.0, ,83-88,C. Martin misses 3-pt jump shot from 25 ft,,3,83,88,-5,1993.0
2:43.0, ,83-88,Offensive rebound by H. Highsmith,,3,83,88,-5,1997.0
2:42.0, ,83-88,T. Rozier misses 2-pt layup from 6 ft,,3,83,88,-5,1998.0
2:40.0, ,83-88,Offensive rebound by B. Adebayo,,3,83,88,-5,2000.0
2:39.0, ,83-88,B. Adebayo misses 2-pt layup from 3 ft,,3,83,88,-5,2001.0
2:38.0,Defensive rebound by S. Fontecchio,83-88, ,,3,83,88,-5,2002.0
2:23.0,E. Fournier misses 3-pt jump shot from 22 ft,83-88, ,,3,83,88,-5,2017.0
2:18.0,Offensive rebound by C. Cunningham,83-88, ,,3,83,88,-5,2022.0
2:13.0,S. Fontecchio makes 2-pt layup from 5 ft (assist by C. Cunningham),85-88, ,,3,85,88,-3,2027.0
2:01.0, ,85-88,Turnover by T. Rozier (bad pass; steal by S. Fontecchio),,3,85,88,-3,2039.0
1:58.0,Turnover by S. Fontecchio (bad pass; steal by C. Martin),85-88, ,,3,85,88,-3,2042.0
1:55.0, ,85-88,T. Rozier misses 3-pt jump shot from 24 ft (block by A. Thompson),,3,85,88,-3,2045.0
1:55.0, ,85-88,Offensive rebound by Team,,3,85,88,-3,2045.0
1:55.0,M. Sasser enters the game for C. Cunningham,85-88, ,,3,85,88,-3,2045.0
1:47.0, ,85-88,T. Rozier misses 2-pt jump shot from 15 ft,,3,85,88,-3,2053.0
1:43.0,Defensive rebound by A. Thompson,85-88, ,,3,85,88,-3,2057.0
1:22.0,A. Thompson misses 3-pt jump shot from 26 ft,85-88, ,,3,85,88,-3,2078.0
1:20.0, ,85-88,Defensive rebound by C. Martin,,3,85,88,-3,2080.0
1:16.0, ,85-90,B. Adebayo makes 2-pt jump shot from 11 ft,,3,85,90,-5,2084.0
1:16.0, ,85-90,Shooting foul by E. Fournier (drawn by B. Adebayo),,3,85,90,-5,2084.0
1:16.0,I. Stewart enters the game for J. Duren,85-90, ,,3,85,90,-5,2084.0
1:16.0,J. Wiseman enters the game for A. Thompson,85-90, ,,3,85,90,-5,2084.0
1:16.0, ,85-90,J. Butler enters the game for T. Rozier,,3,85,90,-5,2084.0
1:16.0, ,85-91,B. Adebayo makes free throw 1 of 1,,3,85,91,-6,2084.0
1:00.0,S. Fontecchio misses 3-pt jump shot from 23 ft,85-91, ,,3,85,91,-6,2100.0
0:56.0, ,85-91,Defensive rebound by H. Highsmith,,3,85,91,-6,2104.0
0:36.0, ,85-93,J. Butler makes 2-pt jump shot from 18 ft (assist by J. Jaquez),,3,85,93,-8,2124.0
0:15.0,S. Fontecchio makes 3-pt jump shot from 23 ft (assist by E. Fournier),88-93, ,,3,88,93,-5,2145.0
0:01.0, ,88-93,J. Butler misses 2-pt jump shot from 21 ft,,3,88,93,-5,2159.0
0:01.0,Defensive rebound by E. Fournier,88-93, ,,3,88,93,-5,2159.0
0:00.0,End of 3rd quarter,88-93,,,3,88,93,-5,2160.0
12:00.0,Start of 4th quarter,88-93,,,4,88,93,-5,2160.0
11:46.0, ,88-95,J. Butler makes 2-pt layup from 3 ft (assist by J. Jaquez),,4,88,95,-7,2174.0
11:35.0,Offensive foul by J. Wiseman (drawn by H. Highsmith),88-95, ,,4,88,95,-7,2185.0
11:35.0,Turnover by J. Wiseman (offensive foul),88-95, ,,4,88,95,-7,2185.0
11:20.0, ,88-95,Turnover by J. Butler (bad pass; steal by M. Sasser),,4,88,95,-7,2200.0
11:16.0,E. Fournier makes 3-pt jump shot from 25 ft,91-95, ,,4,91,95,-4,2204.0
10:58.0, ,91-95,J. Jaquez misses 2-pt hook shot from 5 ft,,4,91,95,-4,2222.0
10:58.0, ,91-95,Offensive rebound by J. Jaquez,,4,91,95,-4,2222.0
10:55.0, ,91-97,J. Jaquez makes 2-pt layup from 4 ft,,4,91,97,-6,2225.0
10:48.0,S. Fontecchio misses 2-pt layup from 4 ft (block by H. Highsmith),91-97, ,,4,91,97,-6,2232.0
10:46.0,Offensive rebound by Team,91-97, ,,4,91,97,-6,2234.0
10:46.0, ,91-97,D. Robinson enters the game for H. Highsmith,,4,91,97,-6,2234.0
10:36.0,I. Stewart misses 3-pt jump shot from 23 ft,91-97, ,,4,91,97,-6,2244.0
10:32.0, ,91-97,Defensive rebound by C. Martin,,4,91,97,-6,2248.0
10:24.0, ,91-99,J. Butler makes 2-pt layup from 3 ft,,4,91,99,-8,2256.0
10:00.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by I. Stewart),94-99, ,,4,94,99,-5,2280.0
9:35.0, ,94-99,D. Robinson misses 3-pt jump shot from 25 ft,,4,94,99,-5,2305.0
9:32.0,Defensive rebound by M. Sasser,94-99, ,,4,94,99,-5,2308.0
9:23.0,M. Sasser misses 3-pt jump shot from 26 ft,94-99, ,,4,94,99,-5,2317.0
9:21.0, ,94-99,Defensive rebound by J. Jaquez,,4,94,99,-5,2319.0
9:12.0, ,94-99,T. Bryant misses 3-pt jump shot from 26 ft,,4,94,99,-5,2328.0
9:09.0,Defensive rebound by I. Stewart,94-99, ,,4,94,99,-5,2331.0
8:55.0,S. Fontecchio misses 3-pt jump shot from 23 ft,94-99, ,,4,94,99,-5,2345.0
8:52.0,Offensive rebound by J. Wiseman,94-99, ,,4,94,99,-5,2348.0
8:51.0,E. Fournier misses 3-pt jump shot from 23 ft,94-99, ,,4,94,99,-5,2349.0
8:48.0, ,94-99,Defensive rebound by J. Butler,,4,94,99,-5,2352.0
8:43.0, ,94-99,J. Jaquez misses 3-pt jump shot from 23 ft,,4,94,99,-5,2357.0
8:39.0, ,94-99,Offensive rebound by Team,,4,94,99,-5,2361.0
8:39.0,Violation by Team (jump ball),94-99, ,,4,94,99,-5,2361.0
8:39.0,C. Cunningham enters the game for M. Sasser,94-99, ,,4,94,99,-5,2361.0
8:35.0, ,94-99,D. Robinson misses 3-pt jump shot from 26 ft,,4,94,99,-5,2365.0
8:32.0,Defensive rebound by E. Fournier,94-99, ,,4,94,99,-5,2368.0
8:20.0,J. Wiseman makes 2-pt dunk from 4 ft (assist by C. Cunningham),96-99, ,,4,96,99,-3,2380.0
8:05.0, ,96-99,Shooting foul by E. Fournier (drawn by J. Butler),,4,96,99,-3,2395.0
8:05.0, ,96-100,J. Butler makes free throw 1 of 2,,4,96,100,-4,2395.0
8:05.0, ,96-101,J. Butler makes free throw 2 of 2,,4,96,101,-5,2395.0
7:49.0,E. Fournier misses 2-pt jump shot from 18 ft,96-101, ,,4,96,101,-5,2411.0
7:46.0, ,96-101,Defensive rebound by J. Butler,,4,96,101,-5,2414.0
7:41.0, ,96-101,J. Butler misses 3-pt jump shot from 26 ft,,4,96,101,-5,2419.0
7:35.0,Defensive rebound by J. Wiseman,96-101, ,,4,96,101,-5,2425.0
7:26.0,Personal foul by D. Robinson (drawn by J. Wiseman),96-101, ,,4,96,101,-5,2434.0
7:26.0,J. Duren enters the game for E. Fournier,96-101, ,,4,96,101,-5,2434.0
7:26.0,J. Ivey enters the game for J. Wiseman,96-101, ,,4,96,101,-5,2434.0
7:18.0,C. Cunningham misses 2-pt dunk from 4 ft (block by T. Bryant),96-101, ,,4,96,101,-5,2442.0
7:17.0,Offensive rebound by Team,96-101, ,,4,96,101,-5,2443.0
7:17.0,Jump ball: C. Cunningham vs. J. Jaquez (D. Robinson gains possession),96-101,,,4,96,101,-5,2443.0
7:11.0,C. Cunningham misses 2-pt layup from 5 ft (block by T. Bryant),96-101, ,,4,96,101,-5,2449.0
7:10.0, ,96-101,Defensive rebound by J. Jaquez,,4,96,101,-5,2450.0
7:00.0, ,96-101,J. Butler misses 3-pt jump shot from 24 ft,,4,96,101,-5,2460.0
6:57.0,Defensive rebound by J. Duren,96-101, ,,4,96,101,-5,2463.0
6:44.0,C. Cunningham makes 2-pt layup from 4 ft,98-101, ,,4,98,101,-3,2476.0
6:44.0, ,98-101,Miami full timeout,,4,98,101,-3,2476.0
6:44.0, ,98-101,B. Adebayo enters the game for T. Bryant,,4,98,101,-3,2476.0
6:44.0, ,98-101,T. Rozier enters the game for J. Butler,,4,98,101,-3,2476.0
6:23.0, ,98-103,J. Jaquez makes 2-pt jump shot from 7 ft (assist by D. Robinson),,4,98,103,-5,2497.0
5:57.0,J. Ivey misses 3-pt jump shot from 26 ft,98-103, ,,4,98,103,-5,2523.0
5:54.0, ,98-103,Defensive rebound by B. Adebayo,,4,98,103,-5,2526.0
5:39.0, ,98-103,Shooting foul by J. Duren (drawn by B. Adebayo),,4,98,103,-5,2541.0
5:39.0, ,98-104,B. Adebayo makes free throw 1 of 2,,4,98,104,-6,2541.0
5:39.0,A. Thompson enters the game for I. Stewart,98-104, ,,4,98,104,-6,2541.0
5:39.0, ,98-104,B. Adebayo misses free throw 2 of 2,,4,98,104,-6,2541.0
5:36.0,Defensive rebound by J. Duren,98-104, ,,4,98,104,-6,2544.0
5:15.0,J. Ivey misses 3-pt jump shot from 26 ft,98-104, ,,4,98,104,-6,2565.0
5:14.0,Offensive rebound by Team,98-104, ,,4,98,104,-6,2566.0
5:14.0,Turnover by Team (shot clock),98-104, ,,4,98,104,-6,2566.0
5:04.0, ,98-104,D. Robinson misses 3-pt jump shot from 26 ft,,4,98,104,-6,2576.0
5:01.0,Defensive rebound by S. Fontecchio,98-104, ,,4,98,104,-6,2579.0
4:44.0,C. Cunningham misses 2-pt layup from 6 ft (block by B. Adebayo),98-104, ,,4,98,104,-6,2596.0
4:44.0,Offensive rebound by Team,98-104, ,,4,98,104,-6,2596.0
4:39.0,C. Cunningham misses 2-pt jump shot from 13 ft,98-104, ,,4,98,104,-6,2601.0
4:35.0, ,98-104,Defensive rebound by J. Jaquez,,4,98,104,-6,2605.0
4:19.0, ,98-104,B. Adebayo misses 2-pt jump shot from 8 ft,,4,98,104,-6,2621.0
4:18.0,Defensive rebound by S. Fontecchio,98-104, ,,4,98,104,-6,2622.0
4:16.0,J. Ivey makes 2-pt layup from 5 ft (assist by S. Fontecchio),100-104, ,,4,100,104,-4,2624.0
4:16.0,Shooting foul by D. Robinson (drawn by J. Ivey),100-104, ,,4,100,104,-4,2624.0
4:16.0, ,100-104,J. Butler enters the game for J. Jaquez,,4,100,104,-4,2624.0
4:16.0,J. Ivey makes free throw 1 of 1,101-104, ,,4,101,104,-3,2624.0
3:57.0, ,101-104,T. Rozier misses 3-pt jump shot from 27 ft,,4,101,104,-3,2643.0
3:54.0,Defensive rebound by A. Thompson,101-104, ,,4,101,104,-3,2646.0
3:47.0,C. Cunningham misses 2-pt jump shot from 19 ft,101-104, ,,4,101,104,-3,2653.0
3:44.0, ,101-104,Defensive rebound by C. Martin,,4,101,104,-3,2656.0
3:39.0, ,101-104,Shooting foul by J. Duren (drawn by J. Butler),,4,101,104,-3,2661.0
3:39.0, ,101-105,J. Butler makes free throw 1 of 2,,4,101,105,-4,2661.0
3:39.0,Detroit full timeout,101-105, ,,4,101,105,-4,2661.0
3:39.0, ,101-106,J. Butler makes free throw 2 of 2,,4,101,106,-5,2661.0
3:22.0,J. Ivey makes 2-pt jump shot from 9 ft,103-106, ,,4,103,106,-3,2678.0
2:54.0, ,103-106,C. Martin misses 3-pt jump shot from 26 ft,,4,103,106,-3,2706.0
2:51.0,Defensive rebound by A. Thompson,103-106, ,,4,103,106,-3,2709.0
2:40.0,Shooting foul by J. Butler (drawn by J. Duren),103-106, ,,4,103,106,-3,2720.0
2:40.0,J. Duren makes free throw 1 of 2,104-106, ,,4,104,106,-2,2720.0
2:40.0,J. Duren makes free throw 2 of 2,105-106, ,,4,105,106,-1,2720.0
2:28.0, ,105-108,T. Rozier makes 2-pt layup from 5 ft,,4,105,108,-3,2732.0
2:10.0,Turnover by J. Ivey (lost ball; steal by B. Adebayo),105-108, ,,4,105,108,-3,2750.0
2:06.0, ,105-111,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Rozier),,4,105,111,-6,2754.0
2:05.0,Detroit full timeout,105-111, ,,4,105,111,-6,2755.0
1:47.0,S. Fontecchio misses 3-pt jump shot from 26 ft,105-111, ,,4,105,111,-6,2773.0
1:43.0, ,105-111,Defensive rebound by T. Rozier,,4,105,111,-6,2777.0
1:43.0,I. Stewart enters the game for J. Ivey,105-111, ,,4,105,111,-6,2777.0
1:26.0, ,105-111,Turnover by T. Rozier (bad pass),,4,105,111,-6,2794.0
1:15.0,S. Fontecchio makes 3-pt jump shot from 26 ft (assist by C. Cunningham),108-111, ,,4,108,111,-3,2805.0
0:52.0, ,108-113,J. Butler makes 2-pt hook shot from 6 ft,,4,108,113,-5,2828.0
0:41.0,S. Fontecchio misses 3-pt jump shot from 23 ft,108-113, ,,4,108,113,-5,2839.0
0:38.0, ,108-113,Defensive rebound by J. Butler,,4,108,113,-5,2842.0
0:22.0, ,108-116,J. Butler makes 3-pt jump shot from 26 ft,,4,108,116,-8,2858.0
0:21.0,Detroit full timeout,108-116, ,,4,108,116,-8,2859.0
0:21.0,E. Fournier enters the game for A. Thompson,108-116, ,,4,108,116,-8,2859.0
0:16.0,C. Cunningham makes 2-pt jump shot from 12 ft,110-116, ,,4,110,116,-6,2864.0
0:14.0, ,110-116,Personal take foul by S. Fontecchio (drawn by J. Butler),,4,110,116,-6,2866.0
0:12.0, ,110-116,Personal take foul by I. Stewart (drawn by J. Butler),,4,110,116,-6,2868.0
0:12.0, ,110-117,J. Butler makes free throw 1 of 2,,4,110,117,-7,2868.0
0:12.0, ,110-118,J. Butler makes free throw 2 of 2,,4,110,118,-8,2868.0
0:07.0,E. Fournier misses 3-pt jump shot from 27 ft,110-118, ,,4,110,118,-8,2873.0
0:04.0, ,110-118,Defensive rebound by C. Martin,,4,110,118,-8,2876.0
0:00.0,End of 4th quarter,110-118,,,4,110,118,-8,2880.0
