Time,Detroit,Score,Chicago,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:34.0,A. Thompson enters the game for M. Sasser,91-99, ,,4,91,99,-8,2426.0
7:34.0, ,91-99,N. Vučević enters the game for A. Drummond,,4,91,99,-8,2426.0
7:18.0,Personal foul by A. Dosunmu (drawn by C. Cunningham),91-99, ,,4,91,99,-8,2442.0
7:06.0,K. Hayes misses 2-pt jump shot from 13 ft,91-99, ,,4,91,99,-8,2454.0
7:04.0,Offensive rebound by A. Thompson,91-99, ,,4,91,99,-8,2456.0
7:02.0,K. Knox makes 3-pt jump shot from 27 ft (assist by A. Thompson),94-99, ,,4,94,99,-5,2458.0
6:45.0, ,94-102,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,4,94,102,-8,2475.0
6:25.0,M. Bagley misses 2-pt layup from 1 ft (block by N. Vučević),94-102, ,,4,94,102,-8,2495.0
6:25.0,Offensive rebound by Team,94-102, ,,4,94,102,-8,2495.0
6:25.0, ,94-102,Z. LaVine enters the game for D. DeRozan,,4,94,102,-8,2495.0
6:25.0, ,94-102,C. White enters the game for A. Dosunmu,,4,94,102,-8,2495.0
6:21.0,M. Bagley makes 2-pt layup from 1 ft (assist by K. Knox),96-102, ,,4,96,102,-6,2499.0
6:07.0, ,96-102,N. Vučević misses 3-pt jump shot from 24 ft,,4,96,102,-6,2513.0
6:04.0,Defensive rebound by K. Hayes,96-102, ,,4,96,102,-6,2516.0
6:00.0,Turnover by M. Bagley (traveling),96-102, ,,4,96,102,-6,2520.0
5:50.0, ,96-102,N. Vučević misses 2-pt hook shot from 7 ft (block by M. Bagley),,4,96,102,-6,2530.0
5:48.0,Defensive rebound by C. Cunningham,96-102, ,,4,96,102,-6,2532.0
5:45.0,Shooting foul by C. White (drawn by C. Cunningham),96-102, ,,4,96,102,-6,2535.0
5:45.0,C. Cunningham makes free throw 1 of 2,97-102, ,,4,97,102,-5,2535.0
5:45.0,I. Stewart enters the game for M. Bagley,97-102, ,,4,97,102,-5,2535.0
5:45.0, ,97-102,A. Dosunmu enters the game for P. Williams,,4,97,102,-5,2535.0
5:45.0,C. Cunningham makes free throw 2 of 2,98-102, ,,4,98,102,-4,2535.0
5:30.0, ,98-102,C. White misses 2-pt jump shot from 7 ft,,4,98,102,-4,2550.0
5:29.0,Defensive rebound by A. Thompson,98-102, ,,4,98,102,-4,2551.0
5:12.0,K. Knox misses 3-pt jump shot from 24 ft,98-102, ,,4,98,102,-4,2568.0
5:07.0, ,98-102,Defensive rebound by A. Dosunmu,,4,98,102,-4,2573.0
5:02.0, ,98-104,A. Dosunmu makes 2-pt layup from 1 ft,,4,98,104,-6,2578.0
4:43.0,Turnover by I. Stewart (lost ball; steal by A. Dosunmu),98-104, ,,4,98,104,-6,2597.0
4:37.0, ,98-104,C. White misses 2-pt layup from 1 ft,,4,98,104,-6,2603.0
4:36.0,Defensive rebound by A. Thompson,98-104, ,,4,98,104,-6,2604.0
4:27.0,Turnover by A. Thompson (bad pass; steal by N. Vučević),98-104, ,,4,98,104,-6,2613.0
4:26.0, ,98-104,Chicago full timeout,,4,98,104,-6,2614.0
4:26.0,A. Burks enters the game for K. Hayes,98-104, ,,4,98,104,-6,2614.0
4:26.0, ,98-104,D. DeRozan enters the game for T. Craig,,4,98,104,-6,2614.0
4:14.0, ,98-107,Z. LaVine makes 3-pt jump shot from 26 ft,,4,98,107,-9,2626.0
4:03.0,A. Thompson misses 2-pt layup from 2 ft (block by D. DeRozan),98-107, ,,4,98,107,-9,2637.0
4:03.0,Offensive rebound by Team,98-107, ,,4,98,107,-9,2637.0
3:51.0,Personal foul by C. White (drawn by K. Knox),98-107, ,,4,98,107,-9,2649.0
3:44.0,I. Stewart makes 2-pt layup from 1 ft (assist by C. Cunningham),100-107, ,,4,100,107,-7,2656.0
3:33.0, ,100-107,Shooting foul by C. Cunningham (drawn by A. Dosunmu),,4,100,107,-7,2667.0
3:33.0, ,100-108,A. Dosunmu makes free throw 1 of 2,,4,100,108,-8,2667.0
3:33.0, ,100-108,A. Dosunmu misses free throw 2 of 2,,4,100,108,-8,2667.0
3:30.0,Defensive rebound by I. Stewart,100-108, ,,4,100,108,-8,2670.0
3:21.0,A. Burks misses 3-pt jump shot from 25 ft,100-108, ,,4,100,108,-8,2679.0
3:17.0, ,100-108,Defensive rebound by N. Vučević,,4,100,108,-8,2683.0
3:04.0, ,100-108,A. Dosunmu misses 3-pt jump shot from 23 ft,,4,100,108,-8,2696.0
3:01.0,Defensive rebound by A. Burks,100-108, ,,4,100,108,-8,2699.0
2:46.0,C. Cunningham misses 2-pt layup from 2 ft,100-108, ,,4,100,108,-8,2714.0
2:46.0,Offensive rebound by Team,100-108, ,,4,100,108,-8,2714.0
2:46.0, ,100-108,Loose ball foul by A. Dosunmu (drawn by I. Stewart),,4,100,108,-8,2714.0
2:46.0,I. Stewart misses free throw 1 of 2,100-108, ,,4,100,108,-8,2714.0
2:46.0,I. Stewart makes free throw 2 of 2,101-108, ,,4,101,108,-7,2714.0
2:26.0, ,101-110,D. DeRozan makes 2-pt jump shot from 14 ft,,4,101,110,-9,2734.0
2:13.0,I. Stewart makes 2-pt dunk from 1 ft (assist by C. Cunningham),103-110, ,,4,103,110,-7,2747.0
1:58.0, ,103-113,N. Vučević makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,4,103,113,-10,2762.0
1:49.0,C. Cunningham misses 3-pt jump shot from 25 ft,103-113, ,,4,103,113,-10,2771.0
1:45.0,Offensive rebound by A. Burks,103-113, ,,4,103,113,-10,2775.0
1:42.0,Shooting foul by C. White (drawn by A. Burks),103-113, ,,4,103,113,-10,2778.0
1:42.0,A. Burks makes free throw 1 of 2,104-113, ,,4,104,113,-9,2778.0
1:42.0,A. Burks makes free throw 2 of 2,105-113, ,,4,105,113,-8,2778.0
1:25.0, ,105-113,Shooting foul by K. Knox (drawn by N. Vučević),,4,105,113,-8,2795.0
1:25.0, ,105-114,N. Vučević makes free throw 1 of 2,,4,105,114,-9,2795.0
1:25.0,Detroit full timeout,105-114, ,,4,105,114,-9,2795.0
1:25.0, ,105-115,N. Vučević makes free throw 2 of 2,,4,105,115,-10,2795.0
1:05.0,C. Cunningham makes 2-pt jump shot from 7 ft,107-115, ,,4,107,115,-8,2815.0
0:48.0, ,107-117,N. Vučević makes 2-pt jump shot from 10 ft,,4,107,117,-10,2832.0
0:40.0,Shooting foul by C. White (drawn by A. Burks),107-117, ,,4,107,117,-10,2840.0
0:40.0, ,107-117,T. Craig enters the game for C. White,,4,107,117,-10,2840.0
0:40.0,A. Burks misses free throw 1 of 2,107-117, ,,4,107,117,-10,2840.0
0:40.0,Offensive rebound by Team,107-117, ,,4,107,117,-10,2840.0
0:40.0,A. Burks makes free throw 2 of 2,108-117, ,,4,108,117,-9,2840.0
0:29.0, ,108-117,Personal foul by A. Burks (drawn by Z. LaVine),,4,108,117,-9,2851.0
0:29.0, ,108-118,Z. LaVine makes free throw 1 of 2,,4,108,118,-10,2851.0
0:29.0, ,108-119,Z. LaVine makes free throw 2 of 2,,4,108,119,-11,2851.0
0:29.0,Detroit full timeout,108-119, ,,4,108,119,-11,2851.0
0:29.0,K. Hayes enters the game for A. Thompson,108-119, ,,4,108,119,-11,2851.0
0:27.0,A. Burks misses 3-pt jump shot from 23 ft,108-119, ,,4,108,119,-11,2853.0
0:24.0, ,108-119,Defensive rebound by T. Craig,,4,108,119,-11,2856.0
0:02.0, ,108-119,Turnover by Team (shot clock),,4,108,119,-11,2878.0
0:00.0,End of 4th quarter,108-119,,,4,108,119,-11,2880.0
