Time,Milwaukee,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
9:07.0, ,113-111,J. Duren enters the game for M. Muscala,,4,111,113,-2,2333.0
8:50.0, ,113-114,A. Burks makes 3-pt jump shot from 26 ft,Lead change,4,114,113,1,2350.0
8:39.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,113-114, ,,4,114,113,1,2361.0
8:36.0, ,113-114,Defensive rebound by A. Burks,,4,114,113,1,2364.0
8:32.0, ,113-114,A. Burks misses 3-pt jump shot from 27 ft,,4,114,113,1,2368.0
8:28.0,Defensive rebound by P. Connaughton,113-114, ,,4,114,113,1,2372.0
8:19.0,G. Antetokounmpo makes 2-pt layup from 4 ft,115-114, ,Lead change,4,114,115,-1,2381.0
8:06.0, ,115-114,Def 3 sec tech foul by Team,,4,114,115,-1,2394.0
8:06.0, ,115-115,D. Gallinari makes technical free throw,Tie,4,115,115,0,2394.0
8:06.0,M. Beasley enters the game for A. Jackson,115-115, ,,4,115,115,0,2394.0
7:59.0, ,115-115,Shooting foul by P. Connaughton (drawn by A. Burks),,4,115,115,0,2401.0
7:59.0, ,115-116,A. Burks makes free throw 1 of 2,Lead change,4,116,115,1,2401.0
7:59.0, ,115-117,A. Burks makes free throw 2 of 2,,4,117,115,2,2401.0
7:51.0,Milwaukee full timeout,115-117, ,,4,117,115,2,2409.0
7:51.0,Instant Replay (Challenge: Ruling Stands),115-117, ,,4,117,115,2,2409.0
7:51.0,D. Lillard enters the game for P. Connaughton,115-117, ,,4,117,115,2,2409.0
7:43.0,Turnover by D. Lillard (bad pass; steal by J. Duren),115-117, ,,4,117,115,2,2417.0
7:27.0, ,115-117,Shooting foul by K. Middleton (drawn by A. Burks),,4,117,115,2,2433.0
7:27.0, ,115-118,A. Burks makes free throw 1 of 2,,4,118,115,3,2433.0
7:27.0, ,115-119,A. Burks makes free throw 2 of 2,,4,119,115,4,2433.0
7:06.0,B. Lopez makes 2-pt hook shot from 5 ft,117-119, ,,4,119,117,2,2454.0
6:49.0, ,117-119,Shooting foul by M. Beasley (drawn by M. Sasser),,4,119,117,2,2471.0
6:49.0, ,117-120,M. Sasser makes free throw 1 of 2,,4,120,117,3,2471.0
6:49.0, ,117-120,B. Bogdanović enters the game for A. Burks,,4,120,117,3,2471.0
6:49.0, ,117-120,J. Ivey enters the game for D. Gallinari,,4,120,117,3,2471.0
6:49.0, ,117-121,M. Sasser makes free throw 2 of 2,,4,121,117,4,2471.0
6:34.0,M. Beasley makes 2-pt layup from 6 ft (assist by D. Lillard),119-121, ,,4,121,119,2,2486.0
6:14.0, ,119-121,J. Ivey misses 2-pt layup from 9 ft,,4,121,119,2,2506.0
6:10.0,Defensive rebound by G. Antetokounmpo,119-121, ,,4,121,119,2,2510.0
6:04.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by M. Beasley),121-121, ,Tie,4,121,121,0,2516.0
6:04.0,Shooting foul by J. Duren (drawn by G. Antetokounmpo),121-121, ,,4,121,121,0,2516.0
6:04.0, ,121-121,K. Hayes enters the game for M. Sasser,,4,121,121,0,2516.0
6:04.0,G. Antetokounmpo makes free throw 1 of 1,122-121, ,Lead change,4,121,122,-1,2516.0
5:45.0, ,122-121,Turnover by J. Ivey (bad pass; steal by B. Lopez),,4,121,122,-1,2535.0
5:45.0,Turnover by G. Antetokounmpo (traveling),122-121, ,,4,121,122,-1,2535.0
5:31.0, ,122-121,J. Duren misses 2-pt hook shot from 7 ft,,4,121,122,-1,2549.0
5:27.0,Defensive rebound by G. Antetokounmpo,122-121, ,,4,121,122,-1,2553.0
5:15.0,Shooting foul by B. Bogdanović (drawn by K. Middleton),122-121, ,,4,121,122,-1,2565.0
5:15.0,K. Middleton makes free throw 1 of 2,123-121, ,,4,121,123,-2,2565.0
5:15.0,K. Middleton makes free throw 2 of 2,124-121, ,,4,121,124,-3,2565.0
4:55.0, ,124-121,A. Thompson misses 2-pt layup from 5 ft,,4,121,124,-3,2585.0
4:51.0,Defensive rebound by G. Antetokounmpo,124-121, ,,4,121,124,-3,2589.0
4:40.0,G. Antetokounmpo makes 2-pt layup from 4 ft (assist by B. Lopez),126-121, ,,4,121,126,-5,2600.0
4:40.0, ,126-121,Detroit full timeout,,4,121,126,-5,2600.0
4:40.0, ,126-121,A. Burks enters the game for K. Hayes,,4,121,126,-5,2600.0
4:30.0, ,126-124,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by A. Burks),,4,124,126,-2,2610.0
4:03.0,Shooting foul by J. Duren (drawn by G. Antetokounmpo),126-124, ,,4,124,126,-2,2637.0
4:03.0,G. Antetokounmpo makes free throw 1 of 2,127-124, ,,4,124,127,-3,2637.0
4:03.0,G. Antetokounmpo misses free throw 2 of 2,127-124, ,,4,124,127,-3,2637.0
3:58.0, ,127-124,Defensive rebound by A. Burks,,4,124,127,-3,2642.0
3:58.0,Jump ball: A. Burks vs. B. Lopez (J. Duren gains possession),127-124,,,4,124,127,-3,2642.0
3:39.0, ,127-124,B. Bogdanović misses 3-pt jump shot from 30 ft,,4,124,127,-3,2661.0
3:35.0,Defensive rebound by D. Lillard,127-124, ,,4,124,127,-3,2665.0
3:33.0,Shooting foul by B. Bogdanović (drawn by G. Antetokounmpo),127-124, ,,4,124,127,-3,2667.0
3:33.0,G. Antetokounmpo makes free throw 1 of 2,128-124, ,,4,124,128,-4,2667.0
3:33.0,G. Antetokounmpo makes free throw 2 of 2,129-124, ,,4,124,129,-5,2667.0
3:20.0, ,129-124,A. Burks misses 2-pt jump shot from 21 ft,,4,124,129,-5,2680.0
3:17.0, ,129-124,Offensive rebound by J. Ivey,,4,124,129,-5,2683.0
3:10.0, ,129-126,A. Burks makes 2-pt jump shot from 11 ft (assist by J. Ivey),,4,126,129,-3,2690.0
2:51.0,B. Lopez misses 2-pt layup from 3 ft,129-126, ,,4,126,129,-3,2709.0
2:48.0, ,129-126,Defensive rebound by B. Bogdanović,,4,126,129,-3,2712.0
2:41.0, ,129-126,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,126,129,-3,2719.0
2:37.0,Defensive rebound by D. Lillard,129-126, ,,4,126,129,-3,2723.0
2:30.0,Personal foul by A. Thompson (drawn by D. Lillard),129-126, ,,4,126,129,-3,2730.0
2:30.0,D. Lillard makes free throw 1 of 2,130-126, ,,4,126,130,-4,2730.0
2:30.0,D. Lillard makes free throw 2 of 2,131-126, ,,4,126,131,-5,2730.0
2:14.0, ,131-126,Turnover by J. Ivey (bad pass; steal by D. Lillard),,4,126,131,-5,2746.0
2:11.0,D. Lillard makes 2-pt layup from 2 ft,133-126, ,,4,126,133,-7,2749.0
2:11.0,Shooting foul by J. Ivey (drawn by D. Lillard),133-126, ,,4,126,133,-7,2749.0
2:11.0,D. Lillard makes free throw 1 of 1,134-126, ,,4,126,134,-8,2749.0
1:59.0, ,134-128,A. Thompson makes 2-pt layup from 3 ft (assist by J. Ivey),,4,128,134,-6,2761.0
1:53.0,K. Middleton makes 2-pt layup from 2 ft (assist by D. Lillard),136-128, ,,4,128,136,-8,2767.0
1:43.0, ,136-128,A. Burks misses 2-pt jump shot from 20 ft,,4,128,136,-8,2777.0
1:39.0,Defensive rebound by M. Beasley,136-128, ,,4,128,136,-8,2781.0
1:23.0,D. Lillard misses 3-pt jump shot from 29 ft,136-128, ,,4,128,136,-8,2797.0
1:20.0, ,136-128,Defensive rebound by J. Ivey,,4,128,136,-8,2800.0
1:17.0, ,136-130,J. Ivey makes 2-pt layup from 4 ft,,4,130,136,-6,2803.0
1:17.0, ,136-130,Shooting foul by M. Beasley (drawn by J. Ivey),,4,130,136,-6,2803.0
1:17.0, ,136-130,J. Ivey misses free throw 1 of 1,,4,130,136,-6,2803.0
1:09.0,Defensive rebound by G. Antetokounmpo,136-130, ,,4,130,136,-6,2811.0
1:00.0,Personal foul by A. Thompson (drawn by D. Lillard),136-130, ,,4,130,136,-6,2820.0
1:00.0,D. Lillard makes free throw 1 of 2,137-130, ,,4,130,137,-7,2820.0
1:00.0,D. Lillard makes free throw 2 of 2,138-130, ,,4,130,138,-8,2820.0
1:00.0, ,138-130,Detroit full timeout,,4,130,138,-8,2820.0
0:43.0, ,138-132,A. Thompson makes 2-pt jump shot from 22 ft (assist by B. Bogdanović),,4,132,138,-6,2837.0
0:23.0,K. Middleton misses 3-pt jump shot from 28 ft,138-132, ,,4,132,138,-6,2857.0
0:20.0,Offensive rebound by G. Antetokounmpo,138-132, ,,4,132,138,-6,2860.0
0:20.0,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),138-132, ,,4,132,138,-6,2860.0
0:20.0,G. Antetokounmpo misses free throw 1 of 2,138-132, ,,4,132,138,-6,2860.0
0:20.0,Offensive rebound by Team,138-132, ,,4,132,138,-6,2860.0
0:20.0,G. Antetokounmpo makes free throw 2 of 2,139-132, ,,4,132,139,-7,2860.0
0:20.0, ,139-132,Detroit full timeout,,4,132,139,-7,2860.0
0:20.0, ,139-132,K. Hayes enters the game for A. Thompson,,4,132,139,-7,2860.0
0:18.0, ,139-135,A. Burks makes 3-pt jump shot from 26 ft (assist by K. Hayes),,4,135,139,-4,2862.0
0:16.0,Personal take foul by A. Burks (drawn by D. Lillard),139-135, ,,4,135,139,-4,2864.0
0:16.0,D. Lillard makes free throw 1 of 2,140-135, ,,4,135,140,-5,2864.0
0:16.0,D. Lillard makes free throw 2 of 2,141-135, ,,4,135,141,-6,2864.0
0:11.0, ,141-135,J. Ivey misses 3-pt jump shot from 28 ft,,4,135,141,-6,2869.0
0:08.0,Defensive rebound by G. Antetokounmpo,141-135, ,,4,135,141,-6,2872.0
0:00.0,End of 4th quarter,141-135,,,4,135,141,-6,2880.0
