Time,Detroit,Score,Phoenix,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
9:48.0,S. Fontecchio makes 2-pt layup from 1 ft,47-76, ,,3,47,76,-29,1572.0
9:34.0, ,47-76,Offensive foul by J. Nurkić (drawn by S. Fontecchio),,3,47,76,-29,1586.0
9:34.0, ,47-76,Turnover by J. Nurkić (offensive foul),,3,47,76,-29,1586.0
9:20.0,S. Fontecchio misses 2-pt jump shot from 4 ft,47-76, ,,3,47,76,-29,1600.0
9:18.0,Offensive rebound by J. Duren,47-76, ,,3,47,76,-29,1602.0
9:17.0,J. Duren misses 2-pt dunk from 1 ft (block by J. Nurkić),47-76, ,,3,47,76,-29,1603.0
9:13.0, ,47-76,Defensive rebound by R. O'Neale,,3,47,76,-29,1607.0
9:08.0, ,47-78,K. Durant makes 2-pt layup from 3 ft (assist by J. Nurkić),,3,47,78,-31,1612.0
8:55.0,S. Fontecchio misses 3-pt jump shot from 23 ft,47-78, ,,3,47,78,-31,1625.0
8:52.0,Offensive rebound by J. Duren,47-78, ,,3,47,78,-31,1628.0
8:50.0,A. Thompson makes 2-pt layup from 3 ft (assist by J. Duren),49-78, ,,3,49,78,-29,1630.0
8:25.0, ,49-81,G. Allen makes 3-pt jump shot from 29 ft (assist by J. Nurkić),,3,49,81,-32,1655.0
8:11.0,S. Fontecchio makes 2-pt layup from 2 ft (assist by C. Cunningham),51-81, ,,3,51,81,-30,1669.0
7:54.0, ,51-83,K. Durant makes 2-pt jump shot from 10 ft (assist by J. Nurkić),,3,51,83,-32,1686.0
7:45.0,Shooting foul by J. Nurkić (drawn by J. Ivey),51-83, ,,3,51,83,-32,1695.0
7:45.0,J. Ivey makes free throw 1 of 2,52-83, ,,3,52,83,-31,1695.0
7:45.0,J. Ivey makes free throw 2 of 2,53-83, ,,3,53,83,-30,1695.0
7:35.0, ,53-83,Personal foul by J. Duren (drawn by J. Nurkić),,3,53,83,-30,1705.0
7:31.0, ,53-85,K. Durant makes 2-pt jump shot from 5 ft (assist by J. Nurkić),,3,53,85,-32,1709.0
7:15.0,C. Cunningham makes 2-pt layup from 2 ft (assist by J. Duren),55-85, ,,3,55,85,-30,1725.0
6:54.0, ,55-85,E. Gordon misses 3-pt jump shot from 24 ft,,3,55,85,-30,1746.0
6:52.0,Defensive rebound by J. Duren,55-85, ,,3,55,85,-30,1748.0
6:46.0,J. Ivey misses 2-pt layup from 1 ft,55-85, ,,3,55,85,-30,1754.0
6:43.0, ,55-85,Defensive rebound by J. Nurkić,,3,55,85,-30,1757.0
6:36.0, ,55-85,Personal foul by C. Cunningham (drawn by K. Durant),,3,55,85,-30,1764.0
6:36.0, ,55-85,Phoenix full timeout,,3,55,85,-30,1764.0
6:30.0, ,55-85,G. Allen misses 3-pt jump shot from 25 ft,,3,55,85,-30,1770.0
6:26.0, ,55-85,Offensive rebound by E. Gordon,,3,55,85,-30,1774.0
6:24.0, ,55-85,R. O'Neale misses 3-pt jump shot from 22 ft,,3,55,85,-30,1776.0
6:21.0, ,55-85,Offensive rebound by J. Nurkić,,3,55,85,-30,1779.0
6:20.0, ,55-85,Shooting foul by J. Duren (drawn by J. Nurkić),,3,55,85,-30,1780.0
6:20.0, ,55-86,J. Nurkić makes free throw 1 of 2,,3,55,86,-31,1780.0
6:20.0, ,55-87,J. Nurkić makes free throw 2 of 2,,3,55,87,-32,1780.0
5:58.0,A. Thompson misses 2-pt jump shot from 10 ft,55-87, ,,3,55,87,-32,1802.0
5:53.0,Offensive rebound by A. Thompson,55-87, ,,3,55,87,-32,1807.0
5:53.0,A. Thompson misses 2-pt dunk at rim,55-87, ,,3,55,87,-32,1807.0
5:53.0, ,55-87,Defensive rebound by R. O'Neale,,3,55,87,-32,1807.0
5:52.0,Violation by Team (kicked ball),55-87, ,,3,55,87,-32,1808.0
5:52.0, ,55-87,S. Lee enters the game for G. Allen,,3,55,87,-32,1808.0
5:43.0, ,55-87,Shooting foul by J. Duren (drawn by J. Nurkić),,3,55,87,-32,1817.0
5:43.0, ,55-87,J. Nurkić misses free throw 1 of 2,,3,55,87,-32,1817.0
5:43.0, ,55-87,Offensive rebound by Team,,3,55,87,-32,1817.0
5:43.0, ,55-88,J. Nurkić makes free throw 2 of 2,,3,55,88,-33,1817.0
5:31.0,Turnover by J. Ivey (bad pass; steal by S. Lee),55-88, ,,3,55,88,-33,1829.0
5:28.0, ,55-88,S. Lee misses 2-pt dunk from 1 ft (block by C. Cunningham),,3,55,88,-33,1832.0
5:27.0, ,55-88,Offensive rebound by Team,,3,55,88,-33,1833.0
5:20.0, ,55-88,Turnover by K. Durant (lost ball; steal by A. Thompson),,3,55,88,-33,1840.0
5:15.0,A. Thompson makes 2-pt layup from 1 ft (assist by S. Fontecchio),57-88, ,,3,57,88,-31,1845.0
5:00.0, ,57-88,Personal foul by C. Cunningham (drawn by J. Nurkić),,3,57,88,-31,1860.0
5:00.0, ,57-88,J. Nurkić misses free throw 1 of 2,,3,57,88,-31,1860.0
5:00.0, ,57-88,Offensive rebound by Team,,3,57,88,-31,1860.0
5:00.0, ,57-89,J. Nurkić makes free throw 2 of 2,,3,57,89,-32,1860.0
4:49.0,C. Cunningham misses 2-pt layup from 3 ft,57-89, ,,3,57,89,-32,1871.0
4:45.0,Offensive rebound by C. Cunningham,57-89, ,,3,57,89,-32,1875.0
4:43.0,Shooting foul by J. Nurkić (drawn by A. Thompson),57-89, ,,3,57,89,-32,1877.0
4:43.0,A. Thompson misses free throw 1 of 2,57-89, ,,3,57,89,-32,1877.0
4:43.0,Offensive rebound by Team,57-89, ,,3,57,89,-32,1877.0
4:43.0,E. Fournier enters the game for J. Ivey,57-89, ,,3,57,89,-32,1877.0
4:43.0, ,57-89,D. Eubanks enters the game for J. Nurkić,,3,57,89,-32,1877.0
4:43.0,A. Thompson misses free throw 2 of 2,57-89, ,,3,57,89,-32,1877.0
4:40.0, ,57-89,Defensive rebound by D. Eubanks,,3,57,89,-32,1880.0
4:28.0, ,57-89,K. Durant misses 2-pt jump shot from 20 ft,,3,57,89,-32,1892.0
4:23.0, ,57-89,Offensive rebound by K. Durant,,3,57,89,-32,1897.0
4:19.0, ,57-92,E. Gordon makes 3-pt jump shot from 26 ft (assist by K. Durant),,3,57,92,-35,1901.0
4:03.0,Def 3 sec tech foul by Team,57-92, ,,3,57,92,-35,1917.0
4:03.0,C. Cunningham misses technical free throw,57-92, ,,3,57,92,-35,1917.0
4:03.0,Offensive rebound by Team,57-92, ,,3,57,92,-35,1917.0
4:03.0,J. Wiseman enters the game for J. Duren,57-92, ,,3,57,92,-35,1917.0
4:03.0, ,57-92,J. Okogie enters the game for E. Gordon,,3,57,92,-35,1917.0
3:58.0,S. Fontecchio misses 3-pt jump shot from 26 ft,57-92, ,,3,57,92,-35,1922.0
3:56.0,Offensive rebound by J. Wiseman,57-92, ,,3,57,92,-35,1924.0
3:54.0,J. Wiseman misses 2-pt layup from 1 ft (block by J. Okogie),57-92, ,,3,57,92,-35,1926.0
3:54.0, ,57-92,Defensive rebound by K. Durant,,3,57,92,-35,1926.0
3:45.0, ,57-92,K. Durant misses 2-pt jump shot from 15 ft,,3,57,92,-35,1935.0
3:39.0,Defensive rebound by C. Cunningham,57-92, ,,3,57,92,-35,1941.0
3:37.0,S. Fontecchio makes 3-pt jump shot from 25 ft (assist by C. Cunningham),60-92, ,,3,60,92,-32,1943.0
3:19.0, ,60-92,Shooting foul by A. Thompson (drawn by K. Durant),,3,60,92,-32,1961.0
3:19.0, ,60-93,K. Durant makes free throw 1 of 2,,3,60,93,-33,1961.0
3:19.0, ,60-94,K. Durant makes free throw 2 of 2,,3,60,94,-34,1961.0
3:09.0,J. Wiseman misses 2-pt layup from 3 ft,60-94, ,,3,60,94,-34,1971.0
3:06.0, ,60-94,Defensive rebound by R. O'Neale,,3,60,94,-34,1974.0
2:57.0, ,60-94,Shooting foul by J. Wiseman (drawn by S. Lee),,3,60,94,-34,1983.0
2:57.0,Detroit full timeout,60-94, ,,3,60,94,-34,1983.0
2:57.0,M. Muscala enters the game for C. Cunningham,60-94, ,,3,60,94,-34,1983.0
2:57.0,M. Sasser enters the game for J. Wiseman,60-94, ,,3,60,94,-34,1983.0
2:57.0, ,60-94,D. Roddy enters the game for R. O'Neale,,3,60,94,-34,1983.0
2:57.0, ,60-95,S. Lee makes free throw 1 of 2,,3,60,95,-35,1983.0
2:57.0, ,60-95,S. Lee misses free throw 2 of 2,,3,60,95,-35,1983.0
2:52.0,Defensive rebound by M. Sasser,60-95, ,,3,60,95,-35,1988.0
2:43.0,A. Thompson makes 2-pt dunk from 2 ft (assist by M. Sasser),62-95, ,,3,62,95,-33,1997.0
2:34.0, ,62-95,Phoenix full timeout,,3,62,95,-33,2006.0
2:15.0, ,62-95,Turnover by D. Eubanks (bad pass; steal by A. Thompson),,3,62,95,-33,2025.0
2:09.0,Turnover by M. Sasser (bad pass; steal by K. Durant),62-95, ,,3,62,95,-33,2031.0
1:55.0, ,62-97,K. Durant makes 2-pt jump shot from 19 ft,,3,62,97,-35,2045.0
1:40.0,M. Sasser misses 3-pt jump shot from 25 ft,62-97, ,,3,62,97,-35,2060.0
1:37.0, ,62-97,Defensive rebound by S. Lee,,3,62,97,-35,2063.0
1:21.0, ,62-97,S. Lee misses 3-pt jump shot from 24 ft,,3,62,97,-35,2079.0
1:17.0,Defensive rebound by A. Thompson,62-97, ,,3,62,97,-35,2083.0
1:06.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by M. Sasser),65-97, ,,3,65,97,-32,2094.0
0:51.0, ,65-97,Turnover by K. Durant (bad pass; steal by E. Fournier),,3,65,97,-32,2109.0
0:47.0,E. Fournier makes 2-pt layup from 2 ft,67-97, ,,3,67,97,-30,2113.0
0:34.0, ,67-99,S. Lee makes 2-pt dunk from 1 ft (assist by K. Durant),,3,67,99,-32,2126.0
0:27.0,Turnover by M. Sasser (lost ball; steal by S. Lee),67-99, ,,3,67,99,-32,2133.0
0:22.0, ,67-99,Turnover by D. Roddy (lost ball; steal by M. Muscala),,3,67,99,-32,2138.0
0:02.0,M. Sasser misses 3-pt jump shot from 26 ft,67-99, ,,3,67,99,-32,2158.0
0:02.0,Offensive rebound by A. Thompson,67-99, ,,3,67,99,-32,2158.0
0:00.0,A. Thompson makes 2-pt layup at rim,69-99, ,,3,69,99,-30,2160.0
0:00.0,End of 3rd quarter,69-99,,,3,69,99,-30,2160.0
12:00.0,Start of 4th quarter,69-99,,,4,69,99,-30,2160.0
11:38.0, ,69-99,G. Allen misses 2-pt layup from 5 ft,,4,69,99,-30,2182.0
11:37.0, ,69-99,Offensive rebound by D. Eubanks,,4,69,99,-30,2183.0
11:37.0, ,69-99,D. Eubanks misses 2-pt layup from 3 ft (block by A. Thompson),,4,69,99,-30,2183.0
11:37.0, ,69-99,Offensive rebound by Team,,4,69,99,-30,2183.0
11:27.0, ,69-99,S. Lee misses 3-pt jump shot from 27 ft,,4,69,99,-30,2193.0
11:24.0,Defensive rebound by T. Brown,69-99, ,,4,69,99,-30,2196.0
11:20.0,E. Fournier misses 2-pt layup from 2 ft,69-99, ,,4,69,99,-30,2200.0
11:17.0, ,69-99,Defensive rebound by S. Lee,,4,69,99,-30,2203.0
11:01.0, ,69-99,Turnover by S. Lee (bad pass; steal by T. Brown),,4,69,99,-30,2219.0
10:56.0,E. Fournier misses 3-pt jump shot from 25 ft,69-99, ,,4,69,99,-30,2224.0
10:54.0, ,69-99,Defensive rebound by S. Lee,,4,69,99,-30,2226.0
10:54.0, ,69-99,Personal foul by M. Sasser (drawn by J. Okogie),,4,69,99,-30,2226.0
10:54.0,S. Milton enters the game for A. Thompson,69-99, ,,4,69,99,-30,2226.0
10:46.0, ,69-99,G. Allen misses 3-pt jump shot from 23 ft,,4,69,99,-30,2234.0
10:42.0,Defensive rebound by M. Muscala,69-99, ,,4,69,99,-30,2238.0
10:37.0,E. Fournier misses 2-pt layup from 2 ft (block by D. Eubanks),69-99, ,,4,69,99,-30,2243.0
10:32.0,Offensive rebound by S. Milton,69-99, ,,4,69,99,-30,2248.0
10:31.0,T. Brown makes 3-pt jump shot from 26 ft (assist by S. Milton),72-99, ,,4,72,99,-27,2249.0
10:15.0, ,72-99,S. Lee misses 3-pt jump shot from 23 ft,,4,72,99,-27,2265.0
10:13.0,Defensive rebound by T. Brown,72-99, ,,4,72,99,-27,2267.0
10:09.0,M. Sasser misses 3-pt jump shot from 25 ft,72-99, ,,4,72,99,-27,2271.0
10:04.0, ,72-99,Defensive rebound by B. Bol,,4,72,99,-27,2276.0
9:55.0, ,72-99,D. Eubanks misses 2-pt jump shot from 8 ft,,4,72,99,-27,2285.0
9:53.0,Defensive rebound by T. Brown,72-99, ,,4,72,99,-27,2287.0
9:53.0, ,72-99,N. Little enters the game for S. Lee,,4,72,99,-27,2287.0
9:53.0, ,72-99,T. Maledon enters the game for J. Okogie,,4,72,99,-27,2287.0
9:36.0,S. Milton makes 2-pt jump shot from 21 ft (assist by M. Sasser),74-99, ,,4,74,99,-25,2304.0
9:20.0, ,74-99,D. Eubanks misses 2-pt hook shot from 4 ft,,4,74,99,-25,2320.0
9:19.0,Defensive rebound by T. Brown,74-99, ,,4,74,99,-25,2321.0
9:08.0,S. Milton makes 3-pt jump shot from 25 ft (assist by M. Muscala),77-99, ,,4,77,99,-22,2332.0
9:08.0,Shooting foul by B. Bol (drawn by S. Milton),77-99, ,,4,77,99,-22,2332.0
9:08.0, ,77-99,Phoenix full timeout,,4,77,99,-22,2332.0
9:08.0,S. Milton makes free throw 1 of 1,78-99, ,,4,78,99,-21,2332.0
8:50.0, ,78-99,Shooting foul by M. Sasser (drawn by T. Maledon),,4,78,99,-21,2350.0
8:50.0, ,78-100,T. Maledon makes free throw 1 of 2,,4,78,100,-22,2350.0
8:50.0, ,78-101,T. Maledon makes free throw 2 of 2,,4,78,101,-23,2350.0
8:35.0,M. Muscala misses 3-pt jump shot from 26 ft,78-101, ,,4,78,101,-23,2365.0
8:30.0, ,78-101,Defensive rebound by N. Little,,4,78,101,-23,2370.0
8:24.0, ,78-103,D. Eubanks makes 2-pt dunk from 1 ft (assist by B. Bol),,4,78,103,-25,2376.0
8:09.0,T. Brown misses 3-pt jump shot from 29 ft,78-103, ,,4,78,103,-25,2391.0
8:06.0, ,78-103,Defensive rebound by D. Eubanks,,4,78,103,-25,2394.0
7:54.0, ,78-103,D. Eubanks misses 2-pt layup from 2 ft,,4,78,103,-25,2406.0
7:52.0,Defensive rebound by E. Fournier,78-103, ,,4,78,103,-25,2408.0
7:46.0,M. Muscala misses 3-pt jump shot from 25 ft,78-103, ,,4,78,103,-25,2414.0
7:44.0,Offensive rebound by E. Fournier,78-103, ,,4,78,103,-25,2416.0
7:43.0,E. Fournier misses 3-pt jump shot from 25 ft,78-103, ,,4,78,103,-25,2417.0
7:39.0,Offensive rebound by M. Muscala,78-103, ,,4,78,103,-25,2421.0
7:38.0,M. Muscala misses 2-pt layup from 3 ft (block by B. Bol),78-103, ,,4,78,103,-25,2422.0
7:34.0, ,78-103,Defensive rebound by D. Eubanks,,4,78,103,-25,2426.0
7:25.0, ,78-103,D. Eubanks misses 2-pt hook shot from 10 ft,,4,78,103,-25,2435.0
7:22.0,Defensive rebound by S. Milton,78-103, ,,4,78,103,-25,2438.0
7:19.0,Shooting foul by T. Maledon (drawn by S. Milton),78-103, ,,4,78,103,-25,2441.0
7:19.0,S. Milton makes free throw 1 of 2,79-103, ,,4,79,103,-24,2441.0
7:19.0,S. Milton misses free throw 2 of 2,79-103, ,,4,79,103,-24,2441.0
7:19.0,M. Flynn enters the game for T. Brown,79-103, ,,4,79,103,-24,2441.0
7:19.0,A. Thompson enters the game for E. Fournier,79-103, ,,4,79,103,-24,2441.0
7:19.0,J. Wiseman enters the game for M. Muscala,79-103, ,,4,79,103,-24,2441.0
7:19.0, ,79-103,S. Lee enters the game for G. Allen,,4,79,103,-24,2441.0
7:19.0, ,79-103,D. Roddy enters the game for D. Eubanks,,4,79,103,-24,2441.0
7:17.0, ,79-103,Defensive rebound by N. Little,,4,79,103,-24,2443.0
7:03.0, ,79-103,Personal foul by M. Flynn (drawn by D. Roddy),,4,79,103,-24,2457.0
6:52.0, ,79-103,T. Maledon misses 2-pt layup from 6 ft,,4,79,103,-24,2468.0
6:48.0, ,79-103,Offensive rebound by B. Bol,,4,79,103,-24,2472.0
6:48.0, ,79-105,B. Bol makes 2-pt layup at rim,,4,79,105,-26,2472.0
6:29.0,Personal foul by D. Roddy (drawn by S. Milton),79-105, ,,4,79,105,-26,2491.0
6:18.0,Personal foul by B. Bol (drawn by A. Thompson),79-105, ,,4,79,105,-26,2502.0
6:12.0,M. Flynn misses 2-pt layup from 5 ft,79-105, ,,4,79,105,-26,2508.0
6:07.0,Offensive rebound by A. Thompson,79-105, ,,4,79,105,-26,2513.0
6:07.0,A. Thompson makes 2-pt layup at rim,81-105, ,,4,81,105,-24,2513.0
5:51.0, ,81-108,D. Roddy makes 3-pt jump shot from 23 ft (assist by S. Lee),,4,81,108,-27,2529.0
5:33.0,A. Thompson misses 2-pt jump shot from 20 ft,81-108, ,,4,81,108,-27,2547.0
5:31.0, ,81-108,Defensive rebound by D. Roddy,,4,81,108,-27,2549.0
5:25.0, ,81-108,B. Bol misses 2-pt jump shot from 12 ft,,4,81,108,-27,2555.0
5:21.0,Defensive rebound by J. Wiseman,81-108, ,,4,81,108,-27,2559.0
5:14.0,M. Flynn misses 2-pt layup from 2 ft (block by B. Bol),81-108, ,,4,81,108,-27,2566.0
5:11.0, ,81-108,Defensive rebound by N. Little,,4,81,108,-27,2569.0
5:10.0, ,81-110,D. Roddy makes 2-pt layup from 2 ft (assist by S. Lee),,4,81,110,-29,2570.0
5:10.0,Violation by Team (def goaltending),81-110, ,,4,81,110,-29,2570.0
4:53.0,A. Thompson misses 2-pt jump shot from 5 ft,81-110, ,,4,81,110,-29,2587.0
4:51.0, ,81-110,Defensive rebound by B. Bol,,4,81,110,-29,2589.0
4:41.0, ,81-110,D. Roddy misses 3-pt jump shot from 24 ft,,4,81,110,-29,2599.0
4:38.0,Defensive rebound by A. Thompson,81-110, ,,4,81,110,-29,2602.0
4:27.0,J. Wiseman makes 2-pt hook shot from 2 ft,83-110, ,,4,83,110,-27,2613.0
4:27.0,Shooting foul by T. Maledon (drawn by J. Wiseman),83-110, ,,4,83,110,-27,2613.0
4:27.0, ,83-110,U. Azubuike enters the game for B. Bol,,4,83,110,-27,2613.0
4:27.0,J. Wiseman makes free throw 1 of 1,84-110, ,,4,84,110,-26,2613.0
4:15.0, ,84-110,Shooting foul by J. Wiseman (drawn by S. Lee),,4,84,110,-26,2625.0
4:15.0,M. Muscala enters the game for J. Wiseman,84-110, ,,4,84,110,-26,2625.0
4:15.0, ,84-111,S. Lee makes free throw 1 of 2,,4,84,111,-27,2625.0
4:15.0, ,84-111,S. Lee misses free throw 2 of 2,,4,84,111,-27,2625.0
4:12.0,Defensive rebound by M. Flynn,84-111, ,,4,84,111,-27,2628.0
4:02.0,S. Milton makes 3-pt jump shot from 23 ft (assist by M. Sasser),87-111, ,,4,87,111,-24,2638.0
3:46.0, ,87-111,N. Little misses 2-pt jump shot from 19 ft,,4,87,111,-24,2654.0
3:44.0,Defensive rebound by S. Milton,87-111, ,,4,87,111,-24,2656.0
3:24.0,Turnover by S. Milton (bad pass; steal by U. Azubuike),87-111, ,,4,87,111,-24,2676.0
3:21.0, ,87-111,Turnover by T. Maledon (bad pass; steal by S. Milton),,4,87,111,-24,2679.0
3:18.0,Shooting foul by N. Little (drawn by M. Muscala),87-111, ,,4,87,111,-24,2682.0
3:18.0,M. Muscala makes free throw 1 of 2,88-111, ,,4,88,111,-23,2682.0
3:18.0,M. Muscala misses free throw 2 of 2,88-111, ,,4,88,111,-23,2682.0
3:16.0, ,88-111,Defensive rebound by U. Azubuike,,4,88,111,-23,2684.0
3:00.0, ,88-111,N. Little misses 2-pt layup from 9 ft (block by S. Milton),,4,88,111,-23,2700.0
2:57.0,Defensive rebound by S. Milton,88-111, ,,4,88,111,-23,2703.0
2:51.0,S. Milton misses 3-pt jump shot from 24 ft,88-111, ,,4,88,111,-23,2709.0
2:49.0, ,88-111,Defensive rebound by S. Lee,,4,88,111,-23,2711.0
2:47.0, ,88-111,Personal foul by M. Sasser (drawn by S. Lee),,4,88,111,-23,2713.0
2:47.0,Detroit full timeout,88-111, ,,4,88,111,-23,2713.0
2:47.0,T. Evbuomwan enters the game for A. Thompson,88-111, ,,4,88,111,-23,2713.0
2:47.0, ,88-111,S. Lee misses free throw 1 of 2,,4,88,111,-23,2713.0
2:47.0, ,88-111,Offensive rebound by Team,,4,88,111,-23,2713.0
2:47.0, ,88-112,S. Lee makes free throw 2 of 2,,4,88,112,-24,2713.0
2:35.0,M. Sasser makes 2-pt jump shot from 12 ft,90-112, ,,4,90,112,-22,2725.0
2:14.0,Violation by Team (kicked ball),90-112, ,,4,90,112,-22,2746.0
2:04.0, ,90-112,N. Little misses 3-pt jump shot from 26 ft,,4,90,112,-22,2756.0
2:00.0,Defensive rebound by T. Evbuomwan,90-112, ,,4,90,112,-22,2760.0
1:48.0,M. Flynn misses 3-pt jump shot from 26 ft,90-112, ,,4,90,112,-22,2772.0
1:44.0, ,90-112,Defensive rebound by T. Maledon,,4,90,112,-22,2776.0
1:42.0, ,90-112,Turnover by T. Maledon (traveling),,4,90,112,-22,2778.0
1:25.0,T. Evbuomwan makes 3-pt jump shot from 23 ft (assist by M. Sasser),93-112, ,,4,93,112,-19,2795.0
1:17.0, ,93-112,Offensive foul by T. Maledon (drawn by S. Milton),,4,93,112,-19,2803.0
1:17.0, ,93-112,Turnover by T. Maledon (offensive foul),,4,93,112,-19,2803.0
1:03.0,T. Evbuomwan makes 2-pt layup from 2 ft (assist by M. Sasser),95-112, ,,4,95,112,-17,2817.0
0:58.0, ,95-114,T. Maledon makes 2-pt jump shot from 10 ft,,4,95,114,-19,2822.0
0:58.0, ,95-114,Shooting foul by M. Sasser (drawn by T. Maledon),,4,95,114,-19,2822.0
0:58.0, ,95-115,T. Maledon makes free throw 1 of 1,,4,95,115,-20,2822.0
0:45.0,S. Milton misses 3-pt jump shot from 23 ft,95-115, ,,4,95,115,-20,2835.0
0:40.0,Offensive rebound by M. Muscala,95-115, ,,4,95,115,-20,2840.0
0:39.0,M. Muscala makes 2-pt layup from 2 ft,97-115, ,,4,97,115,-18,2841.0
0:32.0, ,97-115,Shooting foul by M. Muscala (drawn by S. Lee),,4,97,115,-18,2848.0
0:32.0, ,97-116,S. Lee makes free throw 1 of 2,,4,97,116,-19,2848.0
0:32.0, ,97-116,S. Lee misses free throw 2 of 2,,4,97,116,-19,2848.0
0:31.0,Defensive rebound by T. Evbuomwan,97-116, ,,4,97,116,-19,2849.0
0:23.0,M. Flynn makes 3-pt jump shot from 26 ft (assist by M. Muscala),100-116, ,,4,100,116,-16,2857.0
0:00.0,End of 4th quarter,100-116,,,4,100,116,-16,2880.0
