Time,Washington,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:16.0, ,81-70,C. Cunningham misses 3-pt jump shot from 25 ft,,3,70,81,-11,1904.0
4:16.0, ,81-70,Offensive rebound by J. Wiseman,,3,70,81,-11,1904.0
4:06.0, ,81-72,M. Sasser makes 2-pt layup from 2 ft (assist by I. Livers),,3,72,81,-9,1914.0
3:56.0,K. Kuzma makes 2-pt jump shot from 8 ft,83-72, ,,3,72,83,-11,1924.0
3:56.0,Shooting foul by I. Livers (drawn by K. Kuzma),83-72, ,,3,72,83,-11,1924.0
3:56.0, ,83-72,A. Burks enters the game for C. Cunningham,,3,72,83,-11,1924.0
3:56.0, ,83-72,I. Stewart enters the game for J. Wiseman,,3,72,83,-11,1924.0
3:56.0,K. Kuzma makes free throw 1 of 1,84-72, ,,3,72,84,-12,1924.0
3:44.0, ,84-72,A. Burks misses 3-pt jump shot from 24 ft,,3,72,84,-12,1936.0
3:40.0,Defensive rebound by C. Kispert,84-72, ,,3,72,84,-12,1940.0
3:36.0,K. Kuzma makes 2-pt hook shot from 9 ft,86-72, ,,3,72,86,-14,1944.0
3:25.0, ,86-74,M. Sasser makes 2-pt jump shot from 10 ft (assist by I. Livers),,3,74,86,-12,1955.0
3:02.0,K. Kuzma misses 3-pt jump shot from 25 ft,86-74, ,,3,74,86,-12,1978.0
3:02.0, ,86-74,Defensive rebound by Team,,3,74,86,-12,1978.0
3:02.0,Loose ball foul by J. Poole (drawn by I. Stewart),86-74, ,,3,74,86,-12,1978.0
3:02.0,Technical foul by J. Poole,86-74, ,,3,74,86,-12,1978.0
3:02.0, ,86-75,A. Burks makes technical free throw,,3,75,86,-11,1978.0
2:45.0, ,86-77,I. Stewart makes 2-pt layup from 3 ft (assist by M. Sasser),,3,77,86,-9,1995.0
2:33.0,Turnover by D. Gallinari (lost ball; steal by I. Stewart),86-77, ,,3,77,86,-9,2007.0
2:27.0, ,86-77,Turnover by M. Sasser (lost ball; steal by C. Kispert),,3,77,86,-9,2013.0
2:24.0,C. Kispert misses 2-pt layup from 2 ft (block by K. Hayes),86-77, ,,3,77,86,-9,2016.0
2:24.0, ,86-77,Defensive rebound by Team,,3,77,86,-9,2016.0
2:24.0,Washington full timeout,86-77, ,,3,77,86,-9,2016.0
2:24.0,L. Shamet enters the game for J. Poole,86-77, ,,3,77,86,-9,2016.0
2:08.0, ,86-77,M. Sasser misses 3-pt jump shot from 26 ft,,3,77,86,-9,2032.0
2:07.0,Defensive rebound by B. Coulibaly,86-77, ,,3,77,86,-9,2033.0
1:46.0,C. Kispert makes 2-pt layup from 1 ft (assist by L. Shamet),88-77, ,,3,77,88,-11,2054.0
1:33.0, ,88-80,I. Livers makes 3-pt jump shot from 27 ft (assist by K. Hayes),,3,80,88,-8,2067.0
1:20.0,Def 3 sec tech foul by Team,88-80, ,,3,80,88,-8,2080.0
1:20.0,D. Gallinari makes technical free throw,89-80, ,,3,80,89,-9,2080.0
1:12.0,D. Gallinari misses 3-pt jump shot from 26 ft,89-80, ,,3,80,89,-9,2088.0
1:08.0, ,89-80,Defensive rebound by I. Stewart,,3,80,89,-9,2092.0
0:59.0, ,89-80,Personal foul by C. Kispert (drawn by I. Stewart),,3,80,89,-9,2101.0
0:53.0, ,89-80,I. Livers misses 2-pt layup from 2 ft,,3,80,89,-9,2107.0
0:51.0,Defensive rebound by K. Kuzma,89-80, ,,3,80,89,-9,2109.0
0:47.0,Personal foul by M. Sasser (drawn by K. Kuzma),89-80, ,,3,80,89,-9,2113.0
0:42.0,K. Kuzma makes 2-pt jump shot from 7 ft,91-80, ,,3,80,91,-11,2118.0
0:34.0, ,91-80,K. Hayes misses 2-pt jump shot from 7 ft,,3,80,91,-11,2126.0
0:31.0,Defensive rebound by K. Kuzma,91-80, ,,3,80,91,-11,2129.0
0:14.0,K. Kuzma misses 3-pt jump shot from 29 ft,91-80, ,,3,80,91,-11,2146.0
0:10.0, ,91-80,Defensive rebound by I. Stewart,,3,80,91,-11,2150.0
0:05.0, ,91-82,A. Burks makes 2-pt layup from 4 ft (assist by K. Hayes),,3,82,91,-9,2155.0
0:05.0, ,91-82,Shooting foul by D. Gallinari (drawn by A. Burks),,3,82,91,-9,2155.0
0:05.0, ,91-82,A. Thompson enters the game for M. Sasser,,3,82,91,-9,2155.0
0:05.0, ,91-83,A. Burks makes free throw 1 of 1,,3,83,91,-8,2155.0
0:01.0,K. Kuzma makes 3-pt jump shot from 32 ft (assist by C. Kispert),94-83, ,,3,83,94,-11,2159.0
0:01.0, ,94-83,Turnover by A. Thompson (bad pass),,3,83,94,-11,2159.0
0:00.0, ,94-83,Instant Replay (Request: Ruling Stands),,3,83,94,-11,2160.0
0:00.0,Turnover by L. Shamet (bad pass),94-83, ,,3,83,94,-11,2160.0
0:00.0,End of 3rd quarter,94-83,,,3,83,94,-11,2160.0
12:00.0,Start of 4th quarter,94-83,,,4,83,94,-11,2160.0
11:46.0, ,94-83,A. Burks misses 3-pt jump shot from 26 ft,,4,83,94,-11,2174.0
11:42.0,Defensive rebound by B. Coulibaly,94-83, ,,4,83,94,-11,2178.0
11:33.0,D. Avdija makes 2-pt layup from 3 ft,96-83, ,,4,83,96,-13,2187.0
11:33.0,Shooting foul by K. Hayes (drawn by D. Avdija),96-83, ,,4,83,96,-13,2187.0
11:33.0, ,96-83,J. Duren enters the game for I. Stewart,,4,83,96,-13,2187.0
11:33.0,D. Avdija makes free throw 1 of 1,97-83, ,,4,83,97,-14,2187.0
11:20.0, ,97-83,M. Sasser misses 2-pt jump shot from 9 ft,,4,83,97,-14,2200.0
11:17.0, ,97-83,Offensive rebound by K. Hayes,,4,83,97,-14,2203.0
11:15.0, ,97-83,A. Burks misses 3-pt jump shot from 23 ft,,4,83,97,-14,2205.0
11:10.0,Defensive rebound by L. Shamet,97-83, ,,4,83,97,-14,2210.0
10:54.0,D. Gallinari makes 2-pt jump shot from 14 ft,99-83, ,,4,83,99,-16,2226.0
10:41.0, ,99-83,I. Livers misses 3-pt jump shot from 23 ft,,4,83,99,-16,2239.0
10:39.0,Defensive rebound by C. Kispert,99-83, ,,4,83,99,-16,2241.0
10:36.0,D. Avdija misses 2-pt layup from 5 ft (block by K. Hayes),99-83, ,,4,83,99,-16,2244.0
10:33.0, ,99-83,Defensive rebound by Team,,4,83,99,-16,2247.0
10:33.0,Jump ball: K. Hayes vs. D. Avdija (C. Kispert gains possession),99-83,,,4,83,99,-16,2247.0
10:33.0, ,99-83,C. Cunningham enters the game for A. Burks,,4,83,99,-16,2247.0
10:33.0, ,99-83,A. Thompson enters the game for K. Hayes,,4,83,99,-16,2247.0
10:20.0, ,99-85,A. Thompson makes 2-pt layup from 1 ft (assist by C. Cunningham),,4,85,99,-14,2260.0
10:10.0,L. Shamet makes 2-pt layup from 3 ft,101-85, ,,4,85,101,-16,2270.0
9:51.0, ,101-85,Turnover by I. Livers (bad pass; steal by B. Coulibaly),,4,85,101,-16,2289.0
9:47.0,B. Coulibaly makes 2-pt dunk from 1 ft,103-85, ,,4,85,103,-18,2293.0
9:45.0, ,103-85,Detroit full timeout,,4,85,103,-18,2295.0
9:45.0, ,103-85,J. Ivey enters the game for I. Livers,,4,85,103,-18,2295.0
9:29.0, ,103-85,C. Cunningham misses 3-pt jump shot from 26 ft,,4,85,103,-18,2311.0
9:26.0, ,103-85,Offensive rebound by J. Duren,,4,85,103,-18,2314.0
9:24.0, ,103-85,C. Cunningham misses 3-pt jump shot from 27 ft,,4,85,103,-18,2316.0
9:21.0,Defensive rebound by C. Kispert,103-85, ,,4,85,103,-18,2319.0
9:16.0,Personal foul by A. Thompson (drawn by D. Avdija),103-85, ,,4,85,103,-18,2324.0
9:08.0,Personal foul by A. Thompson (drawn by D. Avdija),103-85, ,,4,85,103,-18,2332.0
9:08.0,Offensive foul by D. Avdija (drawn by A. Thompson),103-85, ,,4,85,103,-18,2332.0
9:08.0,Turnover by D. Avdija (offensive foul),103-85, ,,4,85,103,-18,2332.0
8:57.0, ,103-88,M. Sasser makes 3-pt jump shot from 26 ft (assist by C. Cunningham),,4,88,103,-15,2343.0
8:44.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by L. Shamet),106-88, ,,4,88,106,-18,2356.0
8:32.0, ,106-90,J. Duren makes 2-pt layup from 2 ft (assist by M. Sasser),,4,90,106,-16,2368.0
8:32.0, ,106-90,Shooting foul by L. Shamet (drawn by J. Duren),,4,90,106,-16,2368.0
8:32.0, ,106-90,S. Umude enters the game for A. Thompson,,4,90,106,-16,2368.0
8:32.0, ,106-90,J. Duren misses free throw 1 of 1,,4,90,106,-16,2368.0
8:28.0, ,106-90,Offensive rebound by S. Umude,,4,90,106,-16,2372.0
8:27.0, ,106-90,Turnover by S. Umude (bad pass; steal by L. Shamet),,4,90,106,-16,2373.0
8:17.0,Def 3 sec tech foul by Team,106-90, ,,4,90,106,-16,2383.0
8:17.0,D. Gallinari makes technical free throw,107-90, ,,4,90,107,-17,2383.0
8:09.0,D. Avdija misses 3-pt jump shot from 24 ft,107-90, ,,4,90,107,-17,2391.0
8:04.0, ,107-90,Defensive rebound by J. Ivey,,4,90,107,-17,2396.0
8:04.0, ,107-90,Shooting foul by C. Kispert (drawn by J. Ivey),,4,90,107,-17,2396.0
8:04.0, ,107-90,J. Ivey misses free throw 1 of 2,,4,90,107,-17,2396.0
8:04.0, ,107-90,Offensive rebound by Team,,4,90,107,-17,2396.0
8:04.0, ,107-91,J. Ivey makes free throw 2 of 2,,4,91,107,-16,2396.0
7:46.0,D. Gallinari misses 3-pt jump shot from 25 ft,107-91, ,,4,91,107,-16,2414.0
7:42.0, ,107-91,Defensive rebound by J. Duren,,4,91,107,-16,2418.0
7:38.0, ,107-93,J. Ivey makes 2-pt layup from 2 ft,,4,93,107,-14,2422.0
7:38.0,Washington full timeout,107-93, ,,4,93,107,-14,2422.0
7:38.0,D. Gafford enters the game for D. Avdija,107-93, ,,4,93,107,-14,2422.0
7:38.0,T. Jones enters the game for D. Gallinari,107-93, ,,4,93,107,-14,2422.0
7:38.0,K. Kuzma enters the game for C. Kispert,107-93, ,,4,93,107,-14,2422.0
7:19.0,Shooting foul by S. Umude (drawn by K. Kuzma),107-93, ,,4,93,107,-14,2441.0
7:19.0,K. Kuzma makes free throw 1 of 2,108-93, ,,4,93,108,-15,2441.0
7:19.0,K. Kuzma misses free throw 2 of 2,108-93, ,,4,93,108,-15,2441.0
7:17.0, ,108-93,Defensive rebound by C. Cunningham,,4,93,108,-15,2443.0
6:57.0, ,108-93,J. Ivey misses 2-pt layup from 4 ft (block by L. Shamet),,4,93,108,-15,2463.0
6:55.0,Defensive rebound by D. Gafford,108-93, ,,4,93,108,-15,2465.0
6:52.0,Shooting foul by S. Umude (drawn by K. Kuzma),108-93, ,,4,93,108,-15,2468.0
6:52.0,K. Kuzma makes free throw 1 of 2,109-93, ,,4,93,109,-16,2468.0
6:52.0,K. Kuzma makes free throw 2 of 2,110-93, ,,4,93,110,-17,2468.0
6:39.0, ,110-93,M. Sasser misses 3-pt jump shot from 27 ft,,4,93,110,-17,2481.0
6:36.0, ,110-93,Offensive rebound by C. Cunningham,,4,93,110,-17,2484.0
6:35.0, ,110-93,S. Umude misses 3-pt jump shot from 26 ft,,4,93,110,-17,2485.0
6:31.0,Defensive rebound by K. Kuzma,110-93, ,,4,93,110,-17,2489.0
6:25.0,K. Kuzma misses 2-pt jump shot from 7 ft,110-93, ,,4,93,110,-17,2495.0
6:25.0, ,110-93,Defensive rebound by Team,,4,93,110,-17,2495.0
6:24.0,Loose ball foul by D. Gafford (drawn by S. Umude),110-93, ,,4,93,110,-17,2496.0
6:24.0, ,110-93,I. Stewart enters the game for S. Umude,,4,93,110,-17,2496.0
6:14.0, ,110-95,C. Cunningham makes 2-pt jump shot from 16 ft,,4,95,110,-15,2506.0
5:58.0,Personal foul by I. Stewart (drawn by K. Kuzma),110-95, ,,4,95,110,-15,2522.0
5:58.0,K. Kuzma makes free throw 1 of 2,111-95, ,,4,95,111,-16,2522.0
5:58.0,K. Kuzma makes free throw 2 of 2,112-95, ,,4,95,112,-17,2522.0
5:40.0, ,112-95,C. Cunningham misses 2-pt jump shot from 16 ft,,4,95,112,-17,2540.0
5:38.0,Defensive rebound by L. Shamet,112-95, ,,4,95,112,-17,2542.0
5:31.0,K. Kuzma misses 2-pt jump shot from 2 ft,112-95, ,,4,95,112,-17,2549.0
5:29.0, ,112-95,Defensive rebound by I. Stewart,,4,95,112,-17,2551.0
5:26.0, ,112-98,J. Ivey makes 3-pt jump shot from 22 ft (assist by C. Cunningham),,4,98,112,-14,2554.0
5:10.0,Personal foul by J. Ivey (drawn by L. Shamet),112-98, ,,4,98,112,-14,2570.0
5:10.0,L. Shamet makes free throw 1 of 2,113-98, ,,4,98,113,-15,2570.0
5:10.0,L. Shamet makes free throw 2 of 2,114-98, ,,4,98,114,-16,2570.0
4:59.0, ,114-98,Turnover by J. Ivey (traveling),,4,98,114,-16,2581.0
4:42.0,K. Kuzma misses 2-pt jump shot from 4 ft (block by M. Sasser),114-98, ,,4,98,114,-16,2598.0
4:42.0, ,114-98,Defensive rebound by J. Ivey,,4,98,114,-16,2598.0
4:29.0, ,114-98,I. Stewart misses 3-pt jump shot from 24 ft,,4,98,114,-16,2611.0
4:26.0,Defensive rebound by B. Coulibaly,114-98, ,,4,98,114,-16,2614.0
4:12.0,B. Coulibaly misses 2-pt layup at rim (block by J. Duren),114-98, ,,4,98,114,-16,2628.0
4:09.0, ,114-98,Defensive rebound by J. Ivey,,4,98,114,-16,2631.0
3:59.0, ,114-98,J. Ivey misses 2-pt layup from 4 ft,,4,98,114,-16,2641.0
3:59.0, ,114-98,Offensive rebound by Team,,4,98,114,-16,2641.0
3:59.0, ,114-98,Turnover by J. Ivey (traveling),,4,98,114,-16,2641.0
3:59.0,Washington full timeout,114-98, ,,4,98,114,-16,2641.0
3:42.0,L. Shamet misses 2-pt layup from 4 ft (block by J. Duren),114-98, ,,4,98,114,-16,2658.0
3:42.0, ,114-98,Defensive rebound by I. Stewart,,4,98,114,-16,2658.0
3:35.0, ,114-98,Shooting foul by L. Shamet (drawn by C. Cunningham),,4,98,114,-16,2665.0
3:35.0, ,114-99,C. Cunningham makes free throw 1 of 2,,4,99,114,-15,2665.0
3:35.0, ,114-100,C. Cunningham makes free throw 2 of 2,,4,100,114,-14,2665.0
3:15.0,T. Jones makes 2-pt layup from 3 ft,116-100, ,,4,100,116,-16,2685.0
3:01.0, ,116-100,Offensive foul by J. Duren (drawn by D. Gafford),,4,100,116,-16,2699.0
3:01.0, ,116-100,Turnover by J. Duren (offensive foul),,4,100,116,-16,2699.0
3:01.0,Washington full timeout,116-100, ,,4,100,116,-16,2699.0
3:01.0,Instant Replay (Challenge: Ruling Stands),116-100, ,,4,100,116,-16,2699.0
2:46.0,K. Kuzma makes 2-pt hook shot from 1 ft (assist by D. Gafford),118-100, ,,4,100,118,-18,2714.0
2:32.0, ,118-100,Turnover by J. Duren (lost ball; steal by D. Gafford),,4,100,118,-18,2728.0
2:26.0,K. Kuzma misses 2-pt hook shot from 1 ft,118-100, ,,4,100,118,-18,2734.0
2:25.0,Offensive rebound by D. Gafford,118-100, ,,4,100,118,-18,2735.0
2:25.0,D. Gafford makes 2-pt dunk at rim,120-100, ,,4,100,120,-20,2735.0
2:16.0, ,120-100,M. Sasser misses 2-pt layup from 1 ft,,4,100,120,-20,2744.0
2:15.0, ,120-100,Offensive rebound by J. Duren,,4,100,120,-20,2745.0
2:15.0, ,120-102,J. Duren makes 2-pt dunk at rim,,4,102,120,-18,2745.0
1:58.0,L. Shamet makes 3-pt jump shot from 25 ft,123-102, ,,4,102,123,-21,2762.0
1:50.0, ,123-104,C. Cunningham makes 2-pt layup from 2 ft,,4,104,123,-19,2770.0
1:50.0,Washington full timeout,123-104, ,,4,104,123,-19,2770.0
1:50.0,J. Butler enters the game for B. Coulibaly,123-104, ,,4,104,123,-19,2770.0
1:50.0,J. Davis enters the game for D. Gafford,123-104, ,,4,104,123,-19,2770.0
1:50.0,A. Gill enters the game for T. Jones,123-104, ,,4,104,123,-19,2770.0
1:50.0,E. Omoruyi enters the game for K. Kuzma,123-104, ,,4,104,123,-19,2770.0
1:50.0, ,123-104,A. Thompson enters the game for M. Sasser,,4,104,123,-19,2770.0
1:32.0,J. Butler misses 3-pt jump shot from 27 ft,123-104, ,,4,104,123,-19,2788.0
1:30.0, ,123-104,Defensive rebound by C. Cunningham,,4,104,123,-19,2790.0
1:22.0, ,123-106,C. Cunningham makes 2-pt jump shot from 9 ft,,4,106,123,-17,2798.0
1:11.0,E. Omoruyi makes 3-pt jump shot from 25 ft (assist by L. Shamet),126-106, ,,4,106,126,-20,2809.0
1:01.0, ,126-106,Shooting foul by J. Butler (drawn by J. Duren),,4,106,126,-20,2819.0
1:01.0, ,126-106,J. Duren misses free throw 1 of 2,,4,106,126,-20,2819.0
1:01.0, ,126-106,Offensive rebound by Team,,4,106,126,-20,2819.0
1:01.0, ,126-106,I. Livers enters the game for C. Cunningham,,4,106,126,-20,2819.0
1:01.0, ,126-106,M. Sasser enters the game for I. Stewart,,4,106,126,-20,2819.0
1:01.0, ,126-107,J. Duren makes free throw 2 of 2,,4,107,126,-19,2819.0
0:47.0,J. Davis misses 2-pt jump shot from 12 ft,126-107, ,,4,107,126,-19,2833.0
0:43.0,Offensive rebound by E. Omoruyi,126-107, ,,4,107,126,-19,2837.0
0:42.0,E. Omoruyi misses 2-pt layup at rim,126-107, ,,4,107,126,-19,2838.0
0:42.0,Offensive rebound by E. Omoruyi,126-107, ,,4,107,126,-19,2838.0
0:38.0,E. Omoruyi misses 2-pt layup from 1 ft,126-107, ,,4,107,126,-19,2842.0
0:38.0, ,126-107,Defensive rebound by I. Livers,,4,107,126,-19,2842.0
0:27.0, ,126-107,I. Livers misses 3-pt jump shot from 28 ft,,4,107,126,-19,2853.0
0:23.0,Defensive rebound by J. Butler,126-107, ,,4,107,126,-19,2857.0
0:02.0,Turnover by Team (shot clock),126-107, ,,4,107,126,-19,2878.0
0:00.0, ,126-107,I. Livers misses 2-pt jump shot from 8 ft,,4,107,126,-19,2880.0
0:00.0, ,126-107,Offensive rebound by Team,,4,107,126,-19,2880.0
0:00.0,End of 4th quarter,126-107,,,4,107,126,-19,2880.0
