Time,Cleveland,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:38.0, ,65-72,B. Bogdanović makes 2-pt layup from 3 ft (assist by C. Cunningham),,3,72,65,7,1882.0
4:37.0,Cleveland full timeout,65-72, ,,3,72,65,7,1883.0
4:37.0,D. Garland enters the game for D. Mitchell,65-72, ,,3,72,65,7,1883.0
4:37.0,G. Niang enters the game for E. Mobley,65-72, ,,3,72,65,7,1883.0
4:37.0, ,65-72,M. Bagley enters the game for J. Duren,,3,72,65,7,1883.0
4:37.0, ,65-72,M. Sasser enters the game for K. Hayes,,3,72,65,7,1883.0
4:23.0,S. Merrill misses 3-pt jump shot from 25 ft,65-72, ,,3,72,65,7,1897.0
4:19.0, ,65-72,Defensive rebound by M. Bagley,,3,72,65,7,1901.0
4:08.0, ,65-72,Personal foul by S. Merrill (drawn by B. Bogdanović),,3,72,65,7,1912.0
4:08.0, ,65-73,B. Bogdanović makes free throw 1 of 2,,3,73,65,8,1912.0
4:08.0, ,65-73,A. Thompson enters the game for I. Stewart,,3,73,65,8,1912.0
4:08.0, ,65-73,B. Bogdanović misses free throw 2 of 2,,3,73,65,8,1912.0
4:04.0,Defensive rebound by G. Niang,65-73, ,,3,73,65,8,1916.0
4:01.0,Personal foul by M. Sasser (drawn by S. Merrill),65-73, ,,3,73,65,8,1919.0
3:56.0,D. Garland makes 2-pt jump shot from 19 ft,67-73, ,,3,73,67,6,1924.0
3:56.0,Shooting foul by A. Thompson (drawn by D. Garland),67-73, ,,3,73,67,6,1924.0
3:56.0,J. Allen enters the game for S. Merrill,67-73, ,,3,73,67,6,1924.0
3:56.0,M. Strus enters the game for T. Thompson,67-73, ,,3,73,67,6,1924.0
3:56.0,D. Garland misses free throw 1 of 1,67-73, ,,3,73,67,6,1924.0
3:53.0, ,67-73,Defensive rebound by A. Thompson,,3,73,67,6,1927.0
3:39.0, ,67-73,C. Cunningham misses 2-pt layup from 6 ft,,3,73,67,6,1941.0
3:36.0,Defensive rebound by J. Allen,67-73, ,,3,73,67,6,1944.0
3:27.0,G. Niang makes 2-pt layup from 3 ft (assist by D. Garland),69-73, ,,3,73,69,4,1953.0
3:11.0, ,69-75,C. Cunningham makes 2-pt jump shot from 15 ft,,3,75,69,6,1969.0
2:57.0,D. Garland misses 2-pt jump shot from 16 ft,69-75, ,,3,75,69,6,1983.0
2:56.0,Offensive rebound by J. Allen,69-75, ,,3,75,69,6,1984.0
2:56.0,Shooting foul by C. Cunningham (drawn by J. Allen),69-75, ,,3,75,69,6,1984.0
2:56.0,J. Allen misses free throw 1 of 2,69-75, ,,3,75,69,6,1984.0
2:56.0,Offensive rebound by Team,69-75, ,,3,75,69,6,1984.0
2:56.0, ,69-75,I. Livers enters the game for C. Cunningham,,3,75,69,6,1984.0
2:56.0,J. Allen makes free throw 2 of 2,70-75, ,,3,75,70,5,1984.0
2:40.0, ,70-77,B. Bogdanović makes 2-pt jump shot from 11 ft,,3,77,70,7,2000.0
2:24.0,Turnover by D. Garland (bad pass; steal by M. Bagley),70-77, ,,3,77,70,7,2016.0
2:15.0, ,70-77,B. Bogdanović misses 3-pt jump shot from 24 ft,,3,77,70,7,2025.0
2:12.0,Defensive rebound by I. Okoro,70-77, ,,3,77,70,7,2028.0
2:07.0,G. Niang makes 3-pt jump shot from 27 ft (assist by I. Okoro),73-77, ,,3,77,73,4,2033.0
1:46.0, ,73-77,M. Sasser misses 3-pt jump shot from 27 ft,,3,77,73,4,2054.0
1:43.0,Defensive rebound by G. Niang,73-77, ,,3,77,73,4,2057.0
1:33.0,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Niang),76-77, ,,3,77,76,1,2067.0
1:18.0, ,76-77,Turnover by M. Sasser (bad pass; steal by D. Garland),,3,77,76,1,2082.0
1:13.0,Shooting foul by A. Thompson (drawn by D. Garland),76-77, ,,3,77,76,1,2087.0
1:13.0,D. Garland makes free throw 1 of 2,77-77, ,Tie,3,77,77,0,2087.0
1:13.0, ,77-77,J. Ivey enters the game for A. Thompson,,3,77,77,0,2087.0
1:13.0,D. Garland makes free throw 2 of 2,78-77, ,Lead change,3,77,78,-1,2087.0
0:54.0, ,78-77,J. Ivey misses 2-pt layup from 5 ft,,3,77,78,-1,2106.0
0:50.0, ,78-77,Offensive rebound by M. Bagley,,3,77,78,-1,2110.0
0:50.0, ,78-77,M. Bagley misses 2-pt layup at rim,,3,77,78,-1,2110.0
0:49.0,Defensive rebound by M. Strus,78-77, ,,3,77,78,-1,2111.0
0:46.0,M. Strus makes 3-pt jump shot from 26 ft (assist by D. Garland),81-77, ,,3,77,81,-4,2114.0
0:34.0, ,81-79,M. Sasser makes 2-pt jump shot from 15 ft,,3,79,81,-2,2126.0
0:28.0,D. Garland makes 2-pt jump shot from 6 ft,83-79, ,,3,79,83,-4,2132.0
0:08.0, ,83-82,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by M. Sasser),,3,82,83,-1,2152.0
0:02.0,J. Allen makes 2-pt layup from 6 ft (assist by D. Garland),85-82, ,,3,82,85,-3,2158.0
0:02.0,Shooting foul by B. Bogdanović (drawn by J. Allen),85-82, ,,3,82,85,-3,2158.0
0:02.0,E. Mobley enters the game for G. Niang,85-82, ,,3,82,85,-3,2158.0
0:02.0,J. Allen misses free throw 1 of 1,85-82, ,,3,82,85,-3,2158.0
0:01.0, ,85-82,Defensive rebound by M. Sasser,,3,82,85,-3,2159.0
0:00.0, ,85-82,J. Ivey misses 3-pt jump shot from 50 ft,,3,82,85,-3,2160.0
0:00.0, ,85-82,Offensive rebound by Team,,3,82,85,-3,2160.0
0:00.0,End of 3rd quarter,85-82,,,3,82,85,-3,2160.0
12:00.0,Start of 4th quarter,85-82,,,4,82,85,-3,2160.0
11:42.0, ,85-82,Turnover by M. Sasser (bad pass; steal by J. Allen),,4,82,85,-3,2178.0
11:28.0,I. Okoro makes 3-pt jump shot from 26 ft (assist by M. Strus),88-82, ,,4,82,88,-6,2192.0
11:08.0, ,88-82,Offensive foul by I. Livers (drawn by I. Okoro),,4,82,88,-6,2212.0
11:08.0, ,88-82,Turnover by I. Livers (offensive foul),,4,82,88,-6,2212.0
10:52.0,M. Strus makes 2-pt jump shot from 12 ft (assist by J. Allen),90-82, ,,4,82,90,-8,2228.0
10:29.0, ,90-82,J. Ivey misses 3-pt jump shot from 25 ft,,4,82,90,-8,2251.0
10:27.0,Defensive rebound by D. Garland,90-82, ,,4,82,90,-8,2253.0
10:21.0,I. Okoro makes 2-pt layup from 3 ft,92-82, ,,4,82,92,-10,2259.0
10:20.0, ,92-82,Detroit full timeout,,4,82,92,-10,2260.0
10:20.0, ,92-82,C. Cunningham enters the game for M. Sasser,,4,82,92,-10,2260.0
10:04.0, ,92-82,Turnover by I. Stewart (bad pass; steal by I. Okoro),,4,82,92,-10,2276.0
9:50.0,D. Garland misses 2-pt jump shot from 18 ft,92-82, ,,4,82,92,-10,2290.0
9:47.0, ,92-82,Defensive rebound by J. Ivey,,4,82,92,-10,2293.0
9:34.0, ,92-82,Personal foul by D. Garland (drawn by J. Ivey),,4,82,92,-10,2306.0
9:34.0, ,92-82,B. Bogdanović enters the game for I. Livers,,4,82,92,-10,2306.0
9:29.0, ,92-84,C. Cunningham makes 2-pt layup from 6 ft (assist by I. Stewart),,4,84,92,-8,2311.0
9:03.0,D. Garland misses 2-pt jump shot from 12 ft,92-84, ,,4,84,92,-8,2337.0
9:00.0,Offensive rebound by J. Allen,92-84, ,,4,84,92,-8,2340.0
8:58.0,M. Strus misses 3-pt jump shot from 32 ft,92-84, ,,4,84,92,-8,2342.0
8:55.0, ,92-84,Defensive rebound by I. Stewart,,4,84,92,-8,2345.0
8:51.0, ,92-84,Shooting foul by M. Strus (drawn by C. Cunningham),,4,84,92,-8,2349.0
8:51.0, ,92-85,C. Cunningham makes free throw 1 of 2,,4,85,92,-7,2349.0
8:51.0,D. Mitchell enters the game for J. Allen,92-85, ,,4,85,92,-7,2349.0
8:51.0,E. Mobley enters the game for M. Strus,92-85, ,,4,85,92,-7,2349.0
8:51.0, ,92-85,J. Duren enters the game for J. Ivey,,4,85,92,-7,2349.0
8:51.0, ,92-85,A. Thompson enters the game for I. Stewart,,4,85,92,-7,2349.0
8:51.0, ,92-86,C. Cunningham makes free throw 2 of 2,,4,86,92,-6,2349.0
8:31.0,D. Garland makes 2-pt jump shot from 7 ft,94-86, ,,4,86,94,-8,2369.0
8:12.0, ,94-88,C. Cunningham makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),,4,88,94,-6,2388.0
7:47.0,D. Mitchell makes 2-pt jump shot from 17 ft (assist by I. Okoro),96-88, ,,4,88,96,-8,2413.0
7:31.0, ,96-88,Turnover by A. Thompson (out of bounds lost ball),,4,88,96,-8,2429.0
7:16.0,D. Mitchell misses 2-pt layup from 5 ft,96-88, ,,4,88,96,-8,2444.0
7:13.0, ,96-88,Defensive rebound by A. Thompson,,4,88,96,-8,2447.0
7:11.0, ,96-88,Turnover by A. Thompson (bad pass; steal by D. Garland),,4,88,96,-8,2449.0
7:06.0,I. Okoro misses 2-pt layup from 5 ft (block by K. Hayes),96-88, ,,4,88,96,-8,2454.0
7:04.0, ,96-88,Defensive rebound by J. Duren,,4,88,96,-8,2456.0
6:58.0, ,96-88,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,88,96,-8,2462.0
6:54.0, ,96-88,Offensive rebound by A. Thompson,,4,88,96,-8,2466.0
6:48.0, ,96-88,Shooting foul by D. Mitchell (drawn by J. Duren),,4,88,96,-8,2472.0
6:48.0, ,96-89,J. Duren makes free throw 1 of 2,,4,89,96,-7,2472.0
6:48.0,M. Strus enters the game for D. Garland,96-89, ,,4,89,96,-7,2472.0
6:48.0, ,96-89,J. Ivey enters the game for A. Thompson,,4,89,96,-7,2472.0
6:48.0, ,96-89,J. Duren misses free throw 2 of 2,,4,89,96,-7,2472.0
6:43.0,Defensive rebound by E. Mobley,96-89, ,,4,89,96,-7,2477.0
6:28.0,I. Okoro misses 3-pt jump shot from 22 ft,96-89, ,,4,89,96,-7,2492.0
6:25.0, ,96-89,Defensive rebound by K. Hayes,,4,89,96,-7,2495.0
6:20.0, ,96-91,K. Hayes makes 2-pt jump shot from 6 ft,,4,91,96,-5,2500.0
6:05.0,Turnover by D. Mitchell (lost ball; steal by K. Hayes),96-91, ,,4,91,96,-5,2515.0
6:01.0, ,96-91,Shooting foul by E. Mobley (drawn by J. Ivey),,4,91,96,-5,2519.0
6:01.0, ,96-92,J. Ivey makes free throw 1 of 2,,4,92,96,-4,2519.0
6:01.0,J. Allen enters the game for G. Niang,96-92, ,,4,92,96,-4,2519.0
6:01.0, ,96-92,J. Ivey misses free throw 2 of 2,,4,92,96,-4,2519.0
6:00.0,Defensive rebound by Team,96-92, ,,4,92,96,-4,2520.0
5:46.0,Turnover by D. Mitchell (bad pass; steal by K. Hayes),96-92, ,,4,92,96,-4,2534.0
5:34.0, ,96-92,C. Cunningham misses 2-pt jump shot from 8 ft,,4,92,96,-4,2546.0
5:30.0,Defensive rebound by E. Mobley,96-92, ,,4,92,96,-4,2550.0
5:15.0,M. Strus makes 2-pt layup from 5 ft (assist by J. Allen),98-92, ,,4,92,98,-6,2565.0
5:00.0, ,98-94,K. Hayes makes 2-pt layup from 4 ft,,4,94,98,-4,2580.0
4:42.0,M. Strus makes 2-pt jump shot from 17 ft,100-94, ,,4,94,100,-6,2598.0
4:20.0, ,100-97,B. Bogdanović makes 3-pt jump shot from 26 ft,,4,97,100,-3,2620.0
3:56.0,E. Mobley misses 2-pt layup from 5 ft (block by J. Duren),100-97, ,,4,97,100,-3,2644.0
3:53.0, ,100-97,Defensive rebound by K. Hayes,,4,97,100,-3,2647.0
3:43.0, ,100-97,C. Cunningham misses 2-pt jump shot from 3 ft,,4,97,100,-3,2657.0
3:40.0, ,100-97,Offensive rebound by J. Duren,,4,97,100,-3,2660.0
3:29.0, ,100-97,B. Bogdanović misses 3-pt jump shot from 30 ft,,4,97,100,-3,2671.0
3:25.0,Defensive rebound by M. Strus,100-97, ,,4,97,100,-3,2675.0
3:25.0,Cleveland full timeout,100-97, ,,4,97,100,-3,2675.0
3:25.0,D. Garland enters the game for I. Okoro,100-97, ,,4,97,100,-3,2675.0
3:06.0,D. Garland makes 2-pt jump shot from 9 ft,102-97, ,,4,97,102,-5,2694.0
2:47.0, ,102-97,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,97,102,-5,2713.0
2:42.0,Defensive rebound by D. Mitchell,102-97, ,,4,97,102,-5,2718.0
2:33.0,D. Mitchell makes 2-pt jump shot from 15 ft,104-97, ,,4,97,104,-7,2727.0
2:13.0, ,104-97,Shooting foul by E. Mobley (drawn by J. Duren),,4,97,104,-7,2747.0
2:13.0,Cleveland full timeout,104-97, ,,4,97,104,-7,2747.0
2:13.0,Instant Replay (Challenge: Stands),104-97, ,,4,97,104,-7,2747.0
2:13.0, ,104-97,J. Duren misses free throw 1 of 2,,4,97,104,-7,2747.0
2:13.0, ,104-97,Offensive rebound by Team,,4,97,104,-7,2747.0
2:13.0, ,104-97,J. Duren misses free throw 2 of 2,,4,97,104,-7,2747.0
2:10.0,Defensive rebound by M. Strus,104-97, ,,4,97,104,-7,2750.0
1:54.0,Offensive foul by J. Allen (drawn by K. Hayes),104-97, ,,4,97,104,-7,2766.0
1:54.0,Turnover by J. Allen (offensive foul),104-97, ,,4,97,104,-7,2766.0
1:31.0, ,104-97,C. Cunningham misses 2-pt layup from 2 ft,,4,97,104,-7,2789.0
1:28.0,Defensive rebound by M. Strus,104-97, ,,4,97,104,-7,2792.0
1:14.0,D. Garland misses 2-pt jump shot from 13 ft,104-97, ,,4,97,104,-7,2806.0
1:14.0,Offensive rebound by J. Allen,104-97, ,,4,97,104,-7,2806.0
1:14.0,J. Allen makes 2-pt layup at rim,106-97, ,,4,97,106,-9,2806.0
1:14.0, ,106-97,Detroit full timeout,,4,97,106,-9,2806.0
1:04.0,Jump ball: K. Hayes vs. D. Mitchell (B. Bogdanović gains possession),106-97,,,4,97,106,-9,2816.0
1:01.0, ,106-97,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,97,106,-9,2819.0
0:59.0,Defensive rebound by J. Allen,106-97, ,,4,97,106,-9,2821.0
0:41.0,D. Mitchell makes 3-pt jump shot from 27 ft,109-97, ,,4,97,109,-12,2839.0
0:34.0, ,109-99,B. Bogdanović makes 2-pt layup from 6 ft (assist by C. Cunningham),,4,99,109,-10,2846.0
0:23.0,Personal foul by K. Hayes (drawn by D. Mitchell),109-99, ,,4,99,109,-10,2857.0
0:21.0,Personal take foul by K. Hayes (drawn by D. Mitchell),109-99, ,,4,99,109,-10,2859.0
0:21.0,D. Mitchell makes free throw 1 of 2,110-99, ,,4,99,110,-11,2859.0
0:21.0,I. Okoro enters the game for D. Garland,110-99, ,,4,99,110,-11,2859.0
0:21.0,D. Mitchell misses free throw 2 of 2,110-99, ,,4,99,110,-11,2859.0
0:16.0, ,110-99,Defensive rebound by C. Cunningham,,4,99,110,-11,2864.0
0:11.0, ,110-101,C. Cunningham makes 2-pt layup from 3 ft,,4,101,110,-9,2869.0
0:00.0,End of 4th quarter,110-101,,,4,101,110,-9,2880.0
