Time,Detroit,Score,Brooklyn,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:26.0,Offensive rebound by Team,103-104, ,,4,103,104,-1,2734.0
2:26.0,Turnover by Team (shot clock),103-104, ,,4,103,104,-1,2734.0
2:13.0, ,103-104,Shooting foul by J. Ivey (drawn by D. Schröder),,4,103,104,-1,2747.0
2:13.0, ,103-105,D. Schröder makes free throw 1 of 2,,4,103,105,-2,2747.0
2:13.0,Detroit full timeout,103-105, ,,4,103,105,-2,2747.0
2:13.0, ,103-106,D. Schröder makes free throw 2 of 2,,4,103,106,-3,2747.0
1:58.0,J. Ivey misses 2-pt layup from 4 ft (block by N. Claxton),103-106, ,,4,103,106,-3,2762.0
1:54.0, ,103-106,Defensive rebound by J. Wilson,,4,103,106,-3,2766.0
1:46.0, ,103-108,D. Schröder makes 2-pt jump shot from 12 ft,,4,103,108,-5,2774.0
1:36.0,M. Sasser misses 3-pt jump shot from 26 ft,103-108, ,,4,103,108,-5,2784.0
1:34.0, ,103-108,Defensive rebound by C. Thomas,,4,103,108,-5,2786.0
1:14.0, ,103-108,C. Thomas misses 2-pt jump shot from 7 ft,,4,103,108,-5,2806.0
1:12.0,Defensive rebound by T. Brown,103-108, ,,4,103,108,-5,2808.0
1:03.0,T. Brown misses 2-pt jump shot from 5 ft (block by N. Claxton),103-108, ,,4,103,108,-5,2817.0
1:03.0, ,103-108,Defensive rebound by Team,,4,103,108,-5,2817.0
1:03.0, ,103-108,Instant Replay (Request: Ruling Stands),,4,103,108,-5,2817.0
0:40.0, ,103-111,J. Wilson makes 3-pt jump shot from 24 ft (assist by D. Schröder),,4,103,111,-8,2840.0
0:35.0,M. Sasser misses 3-pt jump shot from 28 ft,103-111, ,,4,103,111,-8,2845.0
0:31.0, ,103-111,Defensive rebound by J. Wilson,,4,103,111,-8,2849.0
0:25.0, ,103-111,Personal foul by M. Sasser (drawn by D. Schröder),,4,103,111,-8,2855.0
0:25.0, ,103-112,D. Schröder makes free throw 1 of 2,,4,103,112,-9,2855.0
0:25.0, ,103-112,D. Sharpe enters the game for N. Claxton,,4,103,112,-9,2855.0
0:25.0, ,103-112,T. Watford enters the game for C. Thomas,,4,103,112,-9,2855.0
0:25.0, ,103-113,D. Schröder makes free throw 2 of 2,,4,103,113,-10,2855.0
0:25.0,Detroit full timeout,103-113, ,,4,103,113,-10,2855.0
0:25.0, ,103-113,L. Walker enters the game for D. Schröder,,4,103,113,-10,2855.0
0:23.0,T. Brown misses 3-pt jump shot from 24 ft,103-113, ,,4,103,113,-10,2857.0
0:19.0, ,103-113,Defensive rebound by L. Walker,,4,103,113,-10,2861.0
0:00.0,End of 4th quarter,103-113,,,4,103,113,-10,2880.0
