Time,Detroit,Score,New York,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:46.0,Defensive rebound by J. Duren,106-115, ,,4,106,115,-9,2834.0
0:41.0,C. Cunningham makes 2-pt layup from 1 ft,108-115, ,,4,108,115,-7,2839.0
0:30.0, ,108-115,Personal foul by K. Hayes (drawn by J. Brunson),,4,108,115,-7,2850.0
0:30.0, ,108-116,J. Brunson makes free throw 1 of 2,,4,108,116,-8,2850.0
0:30.0, ,108-116,J. Brunson misses free throw 2 of 2,,4,108,116,-8,2850.0
0:30.0,Defensive rebound by J. Duren,108-116, ,,4,108,116,-8,2850.0
0:30.0,Detroit full timeout,108-116, ,,4,108,116,-8,2850.0
0:21.0,J. Duren makes 2-pt dunk from 1 ft (assist by K. Hayes),110-116, ,,4,110,116,-6,2859.0
0:18.0, ,110-116,Personal take foul by I. Stewart (drawn by J. Brunson),,4,110,116,-6,2862.0
0:18.0, ,110-117,J. Brunson makes free throw 1 of 2,,4,110,117,-7,2862.0
0:18.0, ,110-118,J. Brunson makes free throw 2 of 2,,4,110,118,-8,2862.0
0:09.0,K. Hayes makes 2-pt jump shot from 17 ft,112-118, ,,4,112,118,-6,2871.0
0:00.0,End of 4th quarter,112-118,,,4,112,118,-6,2880.0
