Time,Detroit,Score,New York,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:47.0, ,73-86,D. DiVincenzo makes 2-pt jump shot from 3 ft (assist by I. Hartenstein),,3,73,86,-13,1873.0
4:20.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by J. Ivey),76-86, ,,3,76,86,-10,1900.0
4:01.0, ,76-86,P. Achiuwa misses 3-pt jump shot from 23 ft,,3,76,86,-10,1919.0
3:59.0,Defensive rebound by Team,76-86, ,,3,76,86,-10,1921.0
3:59.0, ,76-86,Loose ball foul by J. Hart (drawn by J. Ivey),,3,76,86,-10,1921.0
3:59.0,E. Fournier enters the game for J. Ivey,76-86, ,,3,76,86,-10,1921.0
3:59.0,Q. Grimes enters the game for A. Thompson,76-86, ,,3,76,86,-10,1921.0
3:59.0, ,76-86,J. Sims enters the game for I. Hartenstein,,3,76,86,-10,1921.0
3:44.0,C. Cunningham misses 2-pt jump shot from 6 ft,76-86, ,,3,76,86,-10,1936.0
3:42.0,Offensive rebound by J. Duren,76-86, ,,3,76,86,-10,1938.0
3:41.0,J. Duren misses 2-pt layup at rim,76-86, ,,3,76,86,-10,1939.0
3:40.0,Offensive rebound by C. Cunningham,76-86, ,,3,76,86,-10,1940.0
3:39.0,Shooting foul by P. Achiuwa (drawn by J. Duren),76-86, ,,3,76,86,-10,1941.0
3:39.0,J. Duren makes free throw 1 of 2,77-86, ,,3,77,86,-9,1941.0
3:39.0,J. Duren misses free throw 2 of 2,77-86, ,,3,77,86,-9,1941.0
3:37.0, ,77-86,Defensive rebound by J. Sims,,3,77,86,-9,1943.0
3:22.0, ,77-88,J. Sims makes 2-pt dunk at rim (assist by J. Hart),,3,77,88,-11,1958.0
3:06.0,C. Cunningham makes 3-pt jump shot from 23 ft,80-88, ,,3,80,88,-8,1974.0
2:58.0,Detroit full timeout,80-88, ,,3,80,88,-8,1982.0
2:58.0,J. Wiseman enters the game for J. Duren,80-88, ,,3,80,88,-8,1982.0
2:58.0, ,80-88,A. Burks enters the game for D. DiVincenzo,,3,80,88,-8,1982.0
2:45.0, ,80-88,Shooting foul by Q. Grimes (drawn by J. Brunson),,3,80,88,-8,1995.0
2:45.0, ,80-89,J. Brunson makes free throw 1 of 2,,3,80,89,-9,1995.0
2:45.0, ,80-90,J. Brunson makes free throw 2 of 2,,3,80,90,-10,1995.0
2:32.0,S. Fontecchio misses 3-pt jump shot from 24 ft (block by P. Achiuwa),80-90, ,,3,80,90,-10,2008.0
2:31.0,Offensive rebound by Team,80-90, ,,3,80,90,-10,2009.0
2:31.0, ,80-90,B. Bogdanović enters the game for J. Hart,,3,80,90,-10,2009.0
2:24.0,E. Fournier makes 2-pt jump shot from 21 ft (assist by J. Wiseman),82-90, ,,3,82,90,-8,2016.0
2:09.0, ,82-90,J. Brunson misses 2-pt jump shot from 15 ft,,3,82,90,-8,2031.0
2:07.0,Defensive rebound by J. Wiseman,82-90, ,,3,82,90,-8,2033.0
1:55.0,C. Cunningham misses 2-pt jump shot from 10 ft,82-90, ,,3,82,90,-8,2045.0
1:53.0, ,82-90,Defensive rebound by P. Achiuwa,,3,82,90,-8,2047.0
1:46.0, ,82-92,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by J. Brunson),,3,82,92,-10,2054.0
1:32.0,Turnover by E. Fournier (bad pass; steal by P. Achiuwa),82-92, ,,3,82,92,-10,2068.0
1:26.0, ,82-92,A. Burks misses 3-pt jump shot from 23 ft,,3,82,92,-10,2074.0
1:24.0,Defensive rebound by S. Fontecchio,82-92, ,,3,82,92,-10,2076.0
1:16.0,J. Wiseman makes 2-pt layup from 2 ft (assist by C. Cunningham),84-92, ,,3,84,92,-8,2084.0
0:51.0, ,84-92,Turnover by A. Burks (lost ball; steal by J. Wiseman),,3,84,92,-8,2109.0
0:34.0,C. Cunningham misses 3-pt jump shot from 26 ft,84-92, ,,3,84,92,-8,2126.0
0:32.0, ,84-92,Defensive rebound by B. Bogdanović,,3,84,92,-8,2128.0
0:10.0, ,84-92,Turnover by J. Brunson (out of bounds lost ball),,3,84,92,-8,2150.0
0:10.0, ,84-92,M. McBride enters the game for J. Brunson,,3,84,92,-8,2150.0
0:02.0,C. Cunningham misses 2-pt layup from 2 ft,84-92, ,,3,84,92,-8,2158.0
0:01.0, ,84-92,Defensive rebound by B. Bogdanović,,3,84,92,-8,2159.0
0:00.0,End of 3rd quarter,84-92,,,3,84,92,-8,2160.0
12:00.0,Start of 4th quarter,84-92,,,4,84,92,-8,2160.0
11:42.0,Q. Grimes makes 3-pt jump shot from 25 ft (assist by M. Flynn),87-92, ,,4,87,92,-5,2178.0
11:30.0, ,87-92,Turnover by A. Burks (lost ball; steal by Q. Grimes),,4,87,92,-5,2190.0
11:30.0,Personal foul by A. Burks (drawn by Q. Grimes),87-92, ,,4,87,92,-5,2190.0
11:14.0,M. Flynn makes 2-pt layup at rim,89-92, ,,4,89,92,-3,2206.0
10:56.0, ,89-92,B. Bogdanović misses 2-pt jump shot from 9 ft,,4,89,92,-3,2224.0
10:55.0,Defensive rebound by Team,89-92, ,,4,89,92,-3,2225.0
10:41.0,M. Flynn misses 2-pt layup from 2 ft,89-92, ,,4,89,92,-3,2239.0
10:39.0, ,89-92,Defensive rebound by B. Bogdanović,,4,89,92,-3,2241.0
10:18.0, ,89-94,J. Hart makes 2-pt jump shot from 14 ft,,4,89,94,-5,2262.0
9:52.0,Q. Grimes misses 3-pt jump shot from 24 ft,89-94, ,,4,89,94,-5,2288.0
9:50.0, ,89-94,Defensive rebound by B. Bogdanović,,4,89,94,-5,2290.0
9:40.0, ,89-94,A. Burks misses 2-pt layup from 4 ft,,4,89,94,-5,2300.0
9:38.0,Defensive rebound by M. Flynn,89-94, ,,4,89,94,-5,2302.0
9:34.0,M. Flynn misses 2-pt layup from 2 ft,89-94, ,,4,89,94,-5,2306.0
9:33.0,Offensive rebound by Team,89-94, ,,4,89,94,-5,2307.0
9:33.0,A. Thompson enters the game for T. Evbuomwan,89-94, ,,4,89,94,-5,2307.0
9:33.0, ,89-94,J. Brunson enters the game for A. Burks,,4,89,94,-5,2307.0
9:31.0,E. Fournier misses 3-pt jump shot from 22 ft,89-94, ,,4,89,94,-5,2309.0
9:29.0, ,89-94,Defensive rebound by B. Bogdanović,,4,89,94,-5,2311.0
9:14.0, ,89-94,Shooting foul by E. Fournier (drawn by J. Brunson),,4,89,94,-5,2326.0
9:14.0,Technical foul by E. Fournier,89-94, ,,4,89,94,-5,2326.0
9:14.0, ,89-95,J. Brunson makes technical free throw,,4,89,95,-6,2326.0
9:14.0, ,89-96,J. Brunson makes free throw 1 of 2,,4,89,96,-7,2326.0
9:14.0, ,89-97,J. Brunson makes free throw 2 of 2,,4,89,97,-8,2326.0
8:55.0,E. Fournier misses 3-pt jump shot from 22 ft,89-97, ,,4,89,97,-8,2345.0
8:53.0,Offensive rebound by J. Wiseman,89-97, ,,4,89,97,-8,2347.0
8:49.0,Shooting foul by M. McBride (drawn by M. Flynn),89-97, ,,4,89,97,-8,2351.0
8:49.0,M. Flynn misses free throw 1 of 2,89-97, ,,4,89,97,-8,2351.0
8:49.0,Offensive rebound by Team,89-97, ,,4,89,97,-8,2351.0
8:49.0,M. Flynn makes free throw 2 of 2,90-97, ,,4,90,97,-7,2351.0
8:30.0, ,90-97,Turnover by J. Brunson (lost ball; steal by E. Fournier),,4,90,97,-7,2370.0
8:25.0,Turnover by A. Thompson (off goaltending),90-97, ,,4,90,97,-7,2375.0
8:05.0, ,90-97,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,90,97,-7,2395.0
8:03.0,Defensive rebound by M. Flynn,90-97, ,,4,90,97,-7,2397.0
7:40.0,Q. Grimes makes 3-pt jump shot from 27 ft (assist by E. Fournier),93-97, ,,4,93,97,-4,2420.0
7:30.0, ,93-97,Shooting foul by Q. Grimes (drawn by J. Hart),,4,93,97,-4,2430.0
7:30.0, ,93-98,J. Hart makes free throw 1 of 2,,4,93,98,-5,2430.0
7:30.0,C. Cunningham enters the game for M. Flynn,93-98, ,,4,93,98,-5,2430.0
7:30.0,J. Duren enters the game for J. Wiseman,93-98, ,,4,93,98,-5,2430.0
7:30.0, ,93-98,D. DiVincenzo enters the game for M. McBride,,4,93,98,-5,2430.0
7:30.0, ,93-98,J. Hart misses free throw 2 of 2,,4,93,98,-5,2430.0
7:28.0,Defensive rebound by J. Duren,93-98, ,,4,93,98,-5,2432.0
7:15.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by C. Cunningham),96-98, ,,4,96,98,-2,2445.0
6:53.0, ,96-101,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Hart),,4,96,101,-5,2467.0
6:36.0,C. Cunningham misses 2-pt jump shot from 13 ft,96-101, ,,4,96,101,-5,2484.0
6:34.0, ,96-101,Defensive rebound by B. Bogdanović,,4,96,101,-5,2486.0
6:17.0, ,96-101,Personal foul by E. Fournier (drawn by D. DiVincenzo),,4,96,101,-5,2503.0
6:17.0, ,96-101,New York full timeout,,4,96,101,-5,2503.0
6:12.0, ,96-101,J. Brunson misses 3-pt jump shot from 26 ft,,4,96,101,-5,2508.0
6:10.0,Defensive rebound by C. Cunningham,96-101, ,,4,96,101,-5,2510.0
5:47.0,J. Duren makes 2-pt layup at rim (assist by Q. Grimes),98-101, ,,4,98,101,-3,2533.0
5:29.0, ,98-101,Turnover by J. Brunson (bad pass; steal by E. Fournier),,4,98,101,-3,2551.0
5:23.0,Shooting foul by B. Bogdanović (drawn by Q. Grimes),98-101, ,,4,98,101,-3,2557.0
5:23.0,Q. Grimes makes free throw 1 of 3,99-101, ,,4,99,101,-2,2557.0
5:23.0,Q. Grimes makes free throw 2 of 3,100-101, ,,4,100,101,-1,2557.0
5:23.0, ,100-101,I. Hartenstein enters the game for J. Sims,,4,100,101,-1,2557.0
5:23.0,Q. Grimes makes free throw 3 of 3,101-101, ,Tie,4,101,101,0,2557.0
5:12.0, ,101-101,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,101,101,0,2568.0
5:10.0,Defensive rebound by J. Duren,101-101, ,,4,101,101,0,2570.0
4:55.0,Turnover by C. Cunningham (bad pass; steal by D. DiVincenzo),101-101, ,,4,101,101,0,2585.0
4:50.0, ,101-104,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by J. Brunson),,4,101,104,-3,2590.0
4:31.0,Q. Grimes misses 2-pt jump shot from 16 ft,101-104, ,,4,101,104,-3,2609.0
4:30.0,Offensive rebound by J. Duren,101-104, ,,4,101,104,-3,2610.0
4:30.0,J. Duren makes 2-pt layup at rim,103-104, ,,4,103,104,-1,2610.0
4:14.0, ,103-104,J. Brunson misses 3-pt jump shot from 25 ft,,4,103,104,-1,2626.0
4:12.0, ,103-104,Offensive rebound by I. Hartenstein,,4,103,104,-1,2628.0
4:12.0, ,103-104,Personal foul by E. Fournier (drawn by J. Hart),,4,103,104,-1,2628.0
4:12.0,S. Fontecchio enters the game for E. Fournier,103-104, ,,4,103,104,-1,2628.0
4:12.0, ,103-104,P. Achiuwa enters the game for B. Bogdanović,,4,103,104,-1,2628.0
4:02.0, ,103-104,P. Achiuwa misses 2-pt layup from 2 ft,,4,103,104,-1,2638.0
4:00.0,Defensive rebound by Q. Grimes,103-104, ,,4,103,104,-1,2640.0
3:49.0,Q. Grimes makes 3-pt jump shot from 25 ft (assist by A. Thompson),106-104, ,Lead change,4,106,104,2,2651.0
3:22.0, ,106-104,J. Hart misses 2-pt jump shot from 6 ft,,4,106,104,2,2678.0
3:21.0, ,106-104,Offensive rebound by P. Achiuwa,,4,106,104,2,2679.0
3:21.0, ,106-106,P. Achiuwa makes 2-pt layup from 1 ft,Tie,4,106,106,0,2679.0
3:01.0,C. Cunningham misses 2-pt jump shot from 9 ft,106-106, ,,4,106,106,0,2699.0
2:59.0, ,106-106,Defensive rebound by D. DiVincenzo,,4,106,106,0,2701.0
2:55.0, ,106-108,J. Brunson makes 2-pt layup from 4 ft (assist by D. DiVincenzo),Lead change,4,106,108,-2,2705.0
2:34.0,C. Cunningham misses 2-pt jump shot from 21 ft,106-108, ,,4,106,108,-2,2726.0
2:32.0, ,106-108,Defensive rebound by J. Hart,,4,106,108,-2,2728.0
2:22.0, ,106-110,J. Brunson makes 2-pt jump shot from 15 ft,,4,106,110,-4,2738.0
2:00.0,A. Thompson makes 3-pt jump shot from 24 ft (assist by C. Cunningham),109-110, ,,4,109,110,-1,2760.0
1:45.0, ,109-110,J. Brunson misses 3-pt jump shot from 25 ft,,4,109,110,-1,2775.0
1:43.0,Defensive rebound by Q. Grimes,109-110, ,,4,109,110,-1,2777.0
1:24.0,J. Duren misses 2-pt dunk from 2 ft (block by I. Hartenstein),109-110, ,,4,109,110,-1,2796.0
1:22.0, ,109-110,Defensive rebound by J. Hart,,4,109,110,-1,2798.0
1:00.0, ,109-110,J. Hart misses 2-pt jump shot from 14 ft,,4,109,110,-1,2820.0
0:58.0,Defensive rebound by Team,109-110, ,,4,109,110,-1,2822.0
0:58.0,Detroit full timeout,109-110, ,,4,109,110,-1,2822.0
0:37.0,Q. Grimes makes 2-pt layup from 1 ft (assist by S. Fontecchio),111-110, ,Lead change,4,111,110,1,2843.0
0:20.0, ,111-110,J. Brunson misses 3-pt jump shot from 25 ft,,4,111,110,1,2860.0
0:17.0,Defensive rebound by Q. Grimes,111-110, ,,4,111,110,1,2863.0
0:12.0,Turnover by S. Fontecchio (lost ball; steal by J. Hart),111-110, ,,4,111,110,1,2868.0
0:08.0, ,111-110,Turnover by D. DiVincenzo (bad pass; steal by A. Thompson),,4,111,110,1,2872.0
0:04.0,Turnover by A. Thompson (lost ball; steal by J. Brunson),111-110, ,,4,111,110,1,2876.0
0:02.0, ,111-112,J. Hart makes 2-pt layup from 1 ft (assist by J. Brunson),Lead change,4,111,112,-1,2878.0
0:02.0, ,111-112,Shooting foul by J. Duren (drawn by J. Hart),,4,111,112,-1,2878.0
0:02.0, ,111-112,J. Hart misses free throw 1 of 1,,4,111,112,-1,2878.0
0:01.0, ,111-112,Offensive rebound by I. Hartenstein,,4,111,112,-1,2879.0
0:01.0, ,111-112,Personal foul by A. Thompson (drawn by J. Hart),,4,111,112,-1,2879.0
0:01.0, ,111-113,J. Hart makes free throw 1 of 2,,4,111,113,-2,2879.0
0:01.0, ,111-113,J. Hart misses free throw 2 of 2,,4,111,113,-2,2879.0
0:01.0, ,111-113,Offensive rebound by J. Hart,,4,111,113,-2,2879.0
0:00.0,End of 4th quarter,111-113,,,4,111,113,-2,2880.0
