A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Milwaukee,
12:00.0,Jump ball: M. Bagley vs. B. Lopez (D. Lillard gains possession),
11:39.0, , ,0-0, ,M. Beauchamp misses 3-pt jump shot from 23 ft,
11:35.0,Defensive rebound by K. Hayes, ,0-0, , ,
11:24.0,M. Bagley misses 2-pt layup from 4 ft (block by B. Lopez), ,0-0, , ,
11:18.0, , ,0-0, ,Defensive rebound by D. Lillard,
11:18.0, , ,0-0, ,Shooting foul by C. Cunningham (drawn by M. Beauchamp),
11:18.0, , ,0-1,+1,M. Beauchamp makes free throw 1 of 2,
11:18.0, , ,0-2,+1,M. Beauchamp makes free throw 2 of 2,
11:08.0,B. Bogdanović misses 3-pt jump shot from 26 ft, ,0-2, , ,
11:05.0, , ,0-2, ,Defensive rebound by A. Jackson,
10:54.0, , ,0-2, ,D. Lillard misses 2-pt jump shot from 10 ft,
10:51.0,Defensive rebound by M. Bagley, ,0-2, , ,
10:40.0,M. Bagley misses 2-pt jump shot from 16 ft, ,0-2, , ,
10:37.0, , ,0-2, ,Defensive rebound by G. Antetokounmpo,
10:32.0, , ,0-2, ,D. Lillard misses 3-pt jump shot from 27 ft (block by M. Bagley),
10:28.0,Defensive rebound by K. Hayes, ,0-2, , ,
10:23.0,C. Cunningham misses 3-pt jump shot from 28 ft, ,0-2, , ,
10:20.0, , ,0-2, ,Defensive rebound by A. Jackson,
10:11.0, , ,0-2, ,Personal foul by B. Bogdanović (drawn by B. Lopez),
10:01.0, , ,0-5,+3,M. Beauchamp makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),
9:48.0,K. Hayes misses 2-pt jump shot from 16 ft, ,0-5, , ,
9:44.0, , ,0-5, ,Defensive rebound by M. Beauchamp,
9:42.0, , ,0-5, ,A. Jackson misses 2-pt layup from 3 ft,
9:38.0, , ,0-5, ,Offensive rebound by M. Beauchamp,
9:38.0, , ,0-7,+2,M. Beauchamp makes 2-pt layup at rim,
9:27.0,C. Cunningham makes 2-pt layup from 4 ft (assist by K. Hayes),+2,2-7, , ,
9:13.0, , ,2-7, ,D. Lillard misses 3-pt jump shot from 27 ft,
9:11.0,Defensive rebound by M. Bagley, ,2-7, , ,
9:04.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by K. Hayes),+2,4-7, , ,
8:42.0, , ,4-7, ,G. Antetokounmpo misses 2-pt hook shot from 5 ft,
8:38.0,Defensive rebound by C. Cunningham, ,4-7, , ,
8:35.0,Turnover by C. Cunningham (lost ball; steal by G. Antetokounmpo), ,4-7, , ,
8:30.0, , ,4-9,+2,A. Jackson makes 2-pt layup from 1 ft (assist by D. Lillard),
8:12.0,B. Bogdanović misses 2-pt jump shot from 12 ft, ,4-9, , ,
8:09.0, , ,4-9, ,Defensive rebound by M. Beauchamp,
8:01.0, , ,4-12,+3,B. Lopez makes 3-pt jump shot from 26 ft (assist by M. Beauchamp),
7:43.0,C. Cunningham makes 2-pt hook shot from 7 ft,+2,6-12, , ,
7:30.0, , ,6-15,+3,A. Jackson makes 3-pt jump shot from 23 ft (assist by B. Lopez),
7:22.0,B. Bogdanović misses 2-pt jump shot from 7 ft, ,6-15, , ,
7:19.0, , ,6-15, ,Defensive rebound by G. Antetokounmpo,
7:17.0, , ,6-15, ,Shooting foul by A. Thompson (drawn by G. Antetokounmpo),
7:17.0, , ,6-16,+1,G. Antetokounmpo makes free throw 1 of 2,
7:17.0, , ,6-17,+1,G. Antetokounmpo makes free throw 2 of 2,
7:01.0,M. Bagley makes 2-pt layup from 2 ft (assist by K. Hayes),+2,8-17, , ,
6:55.0, , ,8-19,+2,G. Antetokounmpo makes 2-pt layup from 2 ft,
6:55.0, , ,8-19, ,Shooting foul by M. Bagley (drawn by G. Antetokounmpo),
6:55.0, , ,8-19, ,Milwaukee full timeout,
6:55.0,J. Ivey enters the game for M. Bagley, ,8-19, , ,
6:55.0,I. Livers enters the game for K. Hayes, ,8-19, , ,
6:55.0,J. Wiseman enters the game for A. Thompson, ,8-19, , ,
6:55.0, , ,8-20,+1,G. Antetokounmpo makes free throw 1 of 1,
6:40.0,J. Ivey makes 2-pt jump shot from 14 ft (assist by J. Wiseman),+2,10-20, , ,
6:23.0, , ,10-22,+2,G. Antetokounmpo makes 2-pt layup from 1 ft,
6:04.0,I. Livers misses 3-pt jump shot from 24 ft, ,10-22, , ,
6:01.0, , ,10-22, ,Defensive rebound by A. Jackson,
5:55.0, , ,10-24,+2,D. Lillard makes 2-pt jump shot from 18 ft,
5:39.0,C. Cunningham makes 2-pt jump shot from 12 ft (assist by J. Wiseman),+2,12-24, , ,
5:17.0, , ,12-24, ,Personal foul by J. Wiseman (drawn by G. Antetokounmpo),
5:17.0, , ,12-24, ,G. Antetokounmpo misses free throw 1 of 2,
5:17.0, , ,12-24, ,Offensive rebound by Team,
5:17.0, , ,12-24, ,B. Portis enters the game for B. Lopez,
5:17.0, , ,12-25,+1,G. Antetokounmpo makes free throw 2 of 2,
4:59.0,I. Livers makes 2-pt layup from 1 ft (assist by B. Bogdanović),+2,14-25, , ,
4:38.0, , ,14-27,+2,M. Beauchamp makes 2-pt dunk from 1 ft,
4:26.0,Shooting foul by G. Antetokounmpo (drawn by C. Cunningham), ,14-27, , ,
4:26.0,C. Cunningham makes free throw 1 of 2,+1,15-27, , ,
