A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Houston,
12:00.0,Jump ball: J. Duren vs. A. Sengun (K. Knox gains possession),
11:45.0,K. Knox makes 2-pt jump shot from 7 ft (assist by B. Bogdanović),+2,2-0, , ,
11:27.0, , ,2-3,+3,J. Smith makes 3-pt jump shot from 26 ft (assist by A. Sengun),Lead change
11:10.0,B. Bogdanović misses 2-pt layup from 3 ft, ,2-3, , ,
11:10.0,Offensive rebound by B. Bogdanović, ,2-3, , ,
11:09.0,B. Bogdanović makes 2-pt layup from 3 ft,+2,4-3, , ,Lead change
10:55.0, , ,4-5,+2,A. Sengun makes 2-pt jump shot from 15 ft (assist by J. Green),Lead change
10:45.0,K. Knox misses 3-pt jump shot from 26 ft, ,4-5, , ,
10:43.0,Offensive rebound by J. Ivey, ,4-5, , ,
10:28.0,Turnover by Team (shot clock), ,4-5, , ,
10:18.0, , ,4-8,+3,J. Green makes 3-pt jump shot from 26 ft (assist by A. Sengun),
9:59.0,C. Cunningham misses 2-pt layup from 3 ft, ,4-8, , ,
9:58.0, , ,4-8, ,Defensive rebound by J. Tate,
9:41.0, , ,4-8, ,Shooting foul by J. Duren (drawn by J. Tate),
9:41.0, , ,4-8, ,J. Tate misses free throw 1 of 2,
9:41.0, , ,4-8, ,Offensive rebound by Team,
9:41.0, , ,4-8, ,J. Tate misses free throw 2 of 2,
9:41.0,Defensive rebound by J. Duren, ,4-8, , ,
9:29.0,J. Ivey makes 3-pt jump shot from 23 ft (assist by C. Cunningham),+3,7-8, , ,
9:16.0, , ,7-8, ,F. VanVleet misses 3-pt jump shot from 26 ft,
9:13.0,Defensive rebound by Team, ,7-8, , ,
9:01.0,Turnover by B. Bogdanović (lost ball; steal by J. Green), ,7-8, , ,
8:59.0, , ,7-8, ,Turnover by J. Tate (step out of bounds),
8:45.0,C. Cunningham makes 2-pt jump shot from 10 ft,+2,9-8, , ,Lead change
8:24.0, , ,9-8, ,A. Sengun misses 2-pt jump shot from 9 ft,
8:23.0,Defensive rebound by C. Cunningham, ,9-8, , ,
8:12.0,C. Cunningham misses 2-pt layup from 7 ft, ,9-8, , ,
8:11.0, , ,9-8, ,Defensive rebound by A. Sengun,
8:06.0, , ,9-8, ,Shooting foul by K. Knox (drawn by J. Green),
8:06.0, , ,9-9,+1,J. Green makes free throw 1 of 2,Tie
8:06.0, , ,9-10,+1,J. Green makes free throw 2 of 2,Lead change
7:52.0,C. Cunningham misses 3-pt jump shot from 28 ft, ,9-10, , ,
