A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Sacramento,
12:00.0,Jump ball: J. Duren vs. D. Sabonis (K. Hayes gains possession),
11:43.0, , ,0-3,+3,K. Huerter makes 3-pt jump shot from 27 ft (assist by D. Sabonis),
11:22.0,Turnover by J. Duren (bad pass; steal by D. Fox), ,0-3, , ,
11:18.0, , ,0-3, ,Turnover by D. Fox (lost ball; steal by A. Thompson),
11:10.0,K. Hayes makes 3-pt jump shot from 26 ft (assist by A. Thompson),+3,3-3, , ,Tie
10:49.0, , ,3-5,+2,D. Sabonis makes 2-pt layup from 2 ft (assist by K. Murray),
10:34.0,A. Thompson makes 2-pt layup from 2 ft (assist by J. Duren),+2,5-5, , ,Tie
10:20.0, , ,5-5, ,Turnover by D. Fox (lost ball; steal by A. Thompson),
10:17.0,Personal foul by K. Murray (drawn by J. Ivey), ,5-5, , ,
10:06.0,Turnover by A. Thompson (lost ball; steal by D. Fox), ,5-5, , ,
9:59.0, , ,5-8,+3,K. Huerter makes 3-pt jump shot from 22 ft (assist by K. Murray),
9:42.0,J. Ivey misses 3-pt jump shot from 25 ft, ,5-8, , ,
9:38.0, , ,5-8, ,Defensive rebound by D. Sabonis,
9:35.0, , ,5-8, ,Personal foul by J. Duren (drawn by D. Sabonis),
9:21.0, , ,5-8, ,Turnover by K. Murray (traveling),
9:10.0,J. Ivey misses 2-pt jump shot from 11 ft, ,5-8, , ,
9:08.0,Offensive rebound by A. Thompson, ,5-8, , ,
9:05.0,Turnover by A. Thompson (bad pass; steal by K. Murray), ,5-8, , ,
8:57.0, , ,5-11,+3,D. Fox makes 3-pt jump shot from 27 ft (assist by K. Murray),
8:57.0,Detroit full timeout, ,5-11, , ,
8:43.0,J. Ivey misses 2-pt layup from 3 ft, ,5-11, , ,
8:42.0,Offensive rebound by J. Duren, ,5-11, , ,
8:42.0,J. Duren misses 2-pt layup at rim, ,5-11, , ,
8:41.0, , ,5-11, ,Defensive rebound by H. Barnes,
8:24.0, , ,5-14,+3,K. Huerter makes 3-pt jump shot from 26 ft (assist by D. Fox),
8:15.0,J. Duren misses 2-pt jump shot from 1 ft, ,5-14, , ,
8:12.0, , ,5-14, ,Defensive rebound by H. Barnes,
8:05.0, , ,5-14, ,H. Barnes misses 3-pt jump shot from 26 ft,
8:02.0,Defensive rebound by J. Ivey, ,5-14, , ,
7:58.0,M. Muscala misses 3-pt jump shot from 25 ft, ,5-14, , ,
7:55.0, , ,5-14, ,Defensive rebound by D. Sabonis,
7:46.0, , ,5-14, ,D. Fox misses 2-pt jump shot from 17 ft,
7:42.0,Defensive rebound by K. Hayes, ,5-14, , ,
7:40.0,J. Ivey makes 2-pt layup from 2 ft (assist by K. Hayes),+2,7-14, , ,
7:22.0, , ,7-14, ,K. Murray misses 3-pt jump shot from 27 ft,
7:19.0,Defensive rebound by A. Thompson, ,7-14, , ,
7:17.0,Personal foul by K. Murray (drawn by J. Duren), ,7-14, , ,
7:08.0,J. Duren makes 2-pt jump shot from 11 ft (assist by J. Ivey),+2,9-14, , ,
6:57.0, , ,9-14, ,D. Sabonis misses 3-pt jump shot from 26 ft,
