A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,New Orleans,
12:00.0,Jump ball: J. Duren vs. J. Valančiūnas (J. Valančiūnas gains possession),
11:33.0, , ,0-0, ,J. Valančiūnas misses 2-pt jump shot from 11 ft,
11:30.0,Defensive rebound by K. Hayes, ,0-0, , ,
11:16.0,Turnover by A. Thompson (bad pass), ,0-0, , ,
11:00.0, , ,0-2,+2,C. McCollum makes 2-pt jump shot from 17 ft,
10:48.0,J. Duren makes 2-pt layup from 1 ft (assist by C. Cunningham),+2,2-2, , ,Tie
10:37.0, , ,2-4,+2,H. Jones makes 2-pt layup from 5 ft (assist by J. Valančiūnas),
10:20.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by A. Thompson),+3,5-4, , ,Lead change
10:06.0, , ,5-7,+3,M. Ryan makes 3-pt jump shot from 27 ft (assist by C. McCollum),Lead change
9:51.0,J. Duren makes 2-pt dunk from 2 ft (assist by A. Thompson),+2,7-7, , ,Tie
9:37.0, , ,7-9,+2,J. Valančiūnas makes 2-pt layup from 4 ft (assist by C. McCollum),
9:22.0,A. Thompson makes 2-pt layup from 3 ft (assist by C. Cunningham),+2,9-9, , ,Tie
9:09.0, , ,9-12,+3,M. Ryan makes 3-pt jump shot from 27 ft (assist by J. Valančiūnas),
8:53.0,J. Duren makes 2-pt layup from 4 ft,+2,11-12, , ,
8:39.0, , ,11-12, ,J. Valančiūnas misses 3-pt jump shot from 26 ft,
8:35.0,Defensive rebound by J. Duren, ,11-12, , ,
8:30.0,I. Stewart makes 3-pt jump shot from 25 ft (assist by C. Cunningham),+3,14-12, , ,Lead change
8:14.0, , ,14-15,+3,C. McCollum makes 3-pt jump shot from 27 ft (assist by H. Jones),Lead change
7:49.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by K. Hayes),+3,17-15, , ,Lead change
7:38.0, , ,17-15, ,Offensive foul by J. Valančiūnas (drawn by J. Duren),
7:38.0, , ,17-15, ,Turnover by J. Valančiūnas (offensive foul),
7:38.0,M. Sasser enters the game for K. Hayes, ,17-15, , ,
7:21.0,A. Thompson misses 2-pt jump shot from 18 ft, ,17-15, , ,
7:18.0, , ,17-15, ,Defensive rebound by J. Valančiūnas,
7:07.0, , ,17-15, ,C. McCollum misses 2-pt jump shot from 8 ft,
7:05.0, , ,17-15, ,Offensive rebound by C. McCollum,
7:03.0, , ,17-18,+3,M. Ryan makes 3-pt jump shot from 26 ft (assist by C. McCollum),Lead change
7:02.0,Detroit full timeout, ,17-18, , ,
7:02.0, , ,17-18, ,D. Daniels enters the game for J. Hawkins,
7:02.0, , ,17-18, ,K. Lewis enters the game for C. McCollum,
6:50.0,A. Thompson misses 3-pt jump shot from 23 ft, ,17-18, , ,
6:48.0, , ,17-18, ,Defensive rebound by H. Jones,
6:46.0, , ,17-18, ,Shooting foul by M. Sasser (drawn by H. Jones),
6:46.0, , ,17-19,+1,H. Jones makes free throw 1 of 2,
6:46.0, , ,17-20,+1,H. Jones makes free throw 2 of 2,
6:35.0,A. Thompson misses 3-pt jump shot from 25 ft, ,17-20, , ,
6:31.0,Offensive rebound by M. Sasser, ,17-20, , ,
6:30.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,17-20, , ,
6:26.0, , ,17-20, ,Defensive rebound by M. Ryan,
6:18.0, , ,17-20, ,K. Lewis misses 3-pt jump shot from 27 ft,
6:15.0,Defensive rebound by J. Duren, ,17-20, , ,
6:07.0,Turnover by C. Cunningham (bad pass; steal by K. Lewis), ,17-20, , ,
6:02.0, , ,17-22,+2,H. Jones makes 2-pt dunk from 3 ft (assist by K. Lewis),
5:47.0,A. Thompson misses 3-pt jump shot from 23 ft, ,17-22, , ,
5:43.0, , ,17-22, ,Defensive rebound by D. Daniels,
5:34.0, , ,17-24,+2,H. Jones makes 2-pt layup from 6 ft (assist by D. Daniels),
5:14.0,A. Thompson misses 3-pt jump shot from 25 ft, ,17-24, , ,
5:11.0, , ,17-24, ,Defensive rebound by J. Valančiūnas,
5:06.0, , ,17-24, ,Personal foul by I. Stewart (drawn by J. Valančiūnas),
5:06.0,M. Bagley enters the game for J. Duren, ,17-24, , ,
5:06.0,J. Ivey enters the game for A. Thompson, ,17-24, , ,
4:55.0, , ,17-26,+2,M. Ryan makes 2-pt jump shot from 15 ft (assist by D. Daniels),
