A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Toronto,
12:00.0,Jump ball: I. Stewart vs. J. Poeltl (D. Schröder gains possession),
11:44.0, , ,0-2,+2,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Schröder),
11:22.0,Shooting foul by J. Poeltl (drawn by K. Knox), ,0-2, , ,
11:22.0,K. Knox makes free throw 1 of 2,+1,1-2, , ,
11:22.0,K. Knox misses free throw 2 of 2, ,1-2, , ,
11:20.0, , ,1-2, ,Defensive rebound by J. Poeltl,
11:07.0, , ,1-4,+2,P. Siakam makes 2-pt layup from 2 ft (assist by D. Schröder),
10:48.0,C. Cunningham makes 2-pt layup from 5 ft,+2,3-4, , ,
10:29.0, , ,3-4, ,Shooting foul by J. Ivey (drawn by D. Schröder),
10:29.0, , ,3-4, ,D. Schröder misses free throw 1 of 2,
10:29.0, , ,3-4, ,Offensive rebound by Team,
10:29.0, , ,3-5,+1,D. Schröder makes free throw 2 of 2,
10:20.0,J. Ivey misses 3-pt jump shot from 28 ft, ,3-5, , ,
10:16.0, , ,3-5, ,Defensive rebound by J. Poeltl,
10:05.0, , ,3-5, ,Turnover by S. Barnes (traveling),
9:49.0,K. Knox misses 3-pt jump shot from 24 ft, ,3-5, , ,
9:44.0,Offensive rebound by I. Stewart, ,3-5, , ,
9:41.0,K. Knox misses 2-pt dunk from 2 ft (block by J. Poeltl), ,3-5, , ,
9:38.0, , ,3-5, ,Defensive rebound by P. Siakam,
9:35.0, , ,3-8,+3,O. Anunoby makes 3-pt jump shot from 24 ft (assist by P. Siakam),
9:16.0,A. Thompson makes 2-pt jump shot from 9 ft,+2,5-8, , ,
9:02.0, , ,5-10,+2,O. Anunoby makes 2-pt jump shot from 17 ft (assist by D. Schröder),
8:46.0,I. Stewart misses 2-pt jump shot from 18 ft, ,5-10, , ,
8:44.0, , ,5-10, ,Defensive rebound by J. Poeltl,
8:39.0, , ,5-10, ,P. Siakam misses 3-pt jump shot from 25 ft,
8:36.0,Defensive rebound by A. Thompson, ,5-10, , ,
8:33.0,Turnover by A. Thompson (bad pass; steal by P. Siakam), ,5-10, , ,
8:26.0, , ,5-12,+2,D. Schröder makes 2-pt jump shot from 14 ft,
8:13.0,I. Stewart misses 2-pt jump shot from 16 ft, ,5-12, , ,
8:13.0, , ,5-12, ,Defensive rebound by Team,
7:59.0, , ,5-14,+2,D. Schröder makes 2-pt layup from 6 ft (assist by P. Siakam),
7:58.0,Detroit full timeout, ,5-14, , ,
7:44.0,J. Ivey makes 2-pt layup from 4 ft (assist by C. Cunningham),+2,7-14, , ,
7:29.0, , ,7-14, ,P. Siakam misses 2-pt layup from 3 ft,
7:25.0,Defensive rebound by A. Thompson, ,7-14, , ,
7:21.0,I. Stewart misses 3-pt jump shot from 26 ft, ,7-14, , ,
7:17.0, , ,7-14, ,Defensive rebound by S. Barnes,
7:10.0, , ,7-14, ,Turnover by S. Barnes (lost ball; steal by A. Thompson),
7:07.0,Shooting foul by O. Anunoby (drawn by A. Thompson), ,7-14, , ,
7:07.0,A. Thompson makes free throw 1 of 2,+1,8-14, , ,
7:07.0, , ,8-14, ,G. Trent enters the game for S. Barnes,
7:07.0,A. Thompson makes free throw 2 of 2,+1,9-14, , ,
6:53.0, , ,9-14, ,O. Anunoby misses 2-pt jump shot from 5 ft,
6:49.0, , ,9-14, ,Offensive rebound by O. Anunoby,
6:49.0, , ,9-14, ,O. Anunoby misses 2-pt layup at rim,
