A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Indiana,
12:00.0,Jump ball: M. Bagley vs. M. Turner (T. Haliburton gains possession),
11:39.0, , ,0-2,+2,M. Turner makes 2-pt hook shot from 9 ft,
11:18.0,C. Cunningham misses 2-pt jump shot from 6 ft, ,0-2, , ,
11:16.0, , ,0-2, ,Defensive rebound by Team,
11:09.0, , ,0-2, ,M. Turner misses 3-pt jump shot from 25 ft,
11:04.0,Defensive rebound by A. Thompson, ,0-2, , ,
10:44.0,A. Thompson misses 2-pt jump shot from 17 ft, ,0-2, , ,
10:41.0, , ,0-2, ,Defensive rebound by B. Hield,
10:22.0, , ,0-5,+3,M. Turner makes 3-pt jump shot from 25 ft (assist by T. Haliburton),
10:03.0,A. Thompson makes 2-pt dunk from 2 ft (assist by J. Ivey),+2,2-5, , ,
9:52.0, , ,2-5, ,B. Brown misses 2-pt jump shot from 8 ft,
9:50.0,Defensive rebound by A. Thompson, ,2-5, , ,
9:45.0,I. Stewart makes 2-pt layup from 3 ft (assist by A. Thompson),+2,4-5, , ,
9:34.0, , ,4-5, ,Shooting foul by A. Thompson (drawn by M. Turner),
9:34.0, , ,4-6,+1,M. Turner makes free throw 1 of 2,
9:34.0, , ,4-7,+1,M. Turner makes free throw 2 of 2,
9:21.0,J. Ivey misses 3-pt jump shot from 27 ft, ,4-7, , ,
9:17.0, , ,4-7, ,Defensive rebound by O. Toppin,
8:56.0, , ,4-7, ,Shooting foul by I. Stewart (drawn by M. Turner),
8:56.0, , ,4-8,+1,M. Turner makes free throw 1 of 2,
8:56.0, , ,4-9,+1,M. Turner makes free throw 2 of 2,
8:47.0,C. Cunningham makes 2-pt jump shot from 13 ft,+2,6-9, , ,
8:34.0, , ,6-11,+2,B. Brown makes 2-pt layup from 1 ft,
8:25.0,I. Stewart makes 2-pt dunk from 1 ft (assist by J. Ivey),+2,8-11, , ,
8:18.0, , ,8-11, ,O. Toppin misses 3-pt jump shot from 27 ft,
8:16.0,Defensive rebound by Team, ,8-11, , ,
8:04.0,C. Cunningham misses 2-pt jump shot from 18 ft, ,8-11, , ,
7:59.0,Offensive rebound by A. Thompson, ,8-11, , ,
7:47.0,I. Stewart misses 2-pt layup from 2 ft, ,8-11, , ,
7:45.0, , ,8-11, ,Defensive rebound by B. Brown,
7:30.0, , ,8-11, ,T. Haliburton misses 2-pt layup from 4 ft,
7:27.0,Defensive rebound by I. Stewart, ,8-11, , ,
7:20.0,M. Bagley makes 2-pt dunk from 1 ft (assist by J. Ivey),+2,10-11, , ,
7:20.0, , ,10-11, ,Indiana full timeout,
7:20.0,J. Duren enters the game for M. Bagley, ,10-11, , ,
7:06.0, , ,10-14,+3,O. Toppin makes 3-pt jump shot from 25 ft (assist by T. Haliburton),
6:47.0,C. Cunningham misses 2-pt layup from 4 ft (block by M. Turner), ,10-14, , ,
6:43.0,Offensive rebound by J. Duren, ,10-14, , ,
6:43.0,J. Duren makes 2-pt dunk at rim,+2,12-14, , ,
6:36.0, , ,12-14, ,T. Haliburton misses 3-pt jump shot from 27 ft,
6:34.0,Defensive rebound by A. Thompson, ,12-14, , ,
6:29.0,J. Ivey makes 2-pt layup from 4 ft (assist by A. Thompson),+2,14-14, , ,Tie
6:16.0, , ,14-14, ,T. Haliburton misses 2-pt jump shot from 14 ft (block by J. Ivey),
6:16.0, , ,14-14, ,Offensive rebound by Team,
6:16.0, , ,14-14, ,B. Mathurin enters the game for B. Brown,
6:14.0, , ,14-14, ,Personal foul by J. Ivey (drawn by B. Mathurin),
6:07.0, , ,14-14, ,M. Turner misses 2-pt dunk from 3 ft (block by I. Stewart),
6:04.0,Defensive rebound by J. Duren, ,14-14, , ,
6:02.0,J. Ivey makes 3-pt jump shot from 23 ft (assist by C. Cunningham),+3,17-14, , ,Lead change
5:48.0, , ,17-14, ,T. Haliburton misses 3-pt jump shot from 26 ft,
5:44.0,Defensive rebound by I. Stewart, ,17-14, , ,
5:40.0,J. Ivey misses 3-pt jump shot from 26 ft, ,17-14, , ,
5:36.0,Offensive rebound by I. Stewart, ,17-14, , ,
5:36.0,I. Stewart misses 2-pt layup at rim, ,17-14, , ,
5:35.0,Offensive rebound by I. Stewart, ,17-14, , ,
5:35.0,I. Stewart misses 2-pt layup at rim, ,17-14, , ,
5:35.0,Offensive rebound by I. Stewart, ,17-14, , ,
5:35.0,Shooting foul by M. Turner (drawn by I. Stewart), ,17-14, , ,
5:35.0,I. Stewart makes free throw 1 of 2,+1,18-14, , ,
5:35.0, , ,18-14, ,J. Smith enters the game for O. Toppin,
5:35.0,I. Stewart makes free throw 2 of 2,+1,19-14, , ,
5:20.0, , ,19-16,+2,T. Haliburton makes 2-pt jump shot from 4 ft,
5:08.0,Shooting foul by M. Turner (drawn by C. Cunningham), ,19-16, , ,
5:08.0,C. Cunningham makes free throw 1 of 2,+1,20-16, , ,
5:08.0,I. Livers enters the game for I. Stewart, ,20-16, , ,
5:08.0, , ,20-16, ,I. Jackson enters the game for M. Turner,
5:08.0,C. Cunningham makes free throw 2 of 2,+1,21-16, , ,
4:58.0, , ,21-16, ,Shooting foul by J. Duren (drawn by B. Mathurin),
4:58.0, , ,21-17,+1,B. Mathurin makes free throw 1 of 2,
4:58.0, , ,21-17, ,B. Brown enters the game for B. Hield,
4:58.0, , ,21-18,+1,B. Mathurin makes free throw 2 of 2,
4:54.0,Personal foul by J. Smith (drawn by I. Livers), ,21-18, , ,
4:54.0,A. Burks enters the game for J. Ivey, ,21-18, , ,
4:47.0,I. Livers makes 3-pt jump shot from 26 ft (assist by C. Cunningham),+3,24-18, , ,
4:33.0, , ,24-20,+2,I. Jackson makes 2-pt layup from 2 ft (assist by T. Haliburton),
4:21.0,J. Duren misses 2-pt hook shot from 6 ft, ,24-20, , ,
4:19.0, , ,24-20, ,Defensive rebound by Team,
4:03.0, , ,24-20, ,Shooting foul by A. Thompson (drawn by I. Jackson),
4:03.0, , ,24-21,+1,I. Jackson makes free throw 1 of 2,
4:03.0,K. Hayes enters the game for C. Cunningham, ,24-21, , ,
4:03.0,S. Umude enters the game for A. Thompson, ,24-21, , ,
4:03.0, , ,24-22,+1,I. Jackson makes free throw 2 of 2,
3:50.0,K. Hayes misses 2-pt jump shot from 10 ft, ,24-22, , ,
3:47.0, , ,24-22, ,Defensive rebound by I. Jackson,
3:34.0, , ,24-22, ,Turnover by B. Mathurin (lost ball; steal by S. Umude),
3:31.0,S. Umude misses 2-pt layup from 3 ft, ,24-22, , ,
3:27.0, , ,24-22, ,Defensive rebound by J. Smith,
3:19.0, , ,24-25,+3,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Haliburton),Lead change
3:05.0,A. Burks misses 2-pt jump shot from 19 ft, ,24-25, , ,
3:03.0, , ,24-25, ,Defensive rebound by J. Smith,
2:56.0, , ,24-27,+2,T. Haliburton makes 2-pt layup from 4 ft,
2:56.0,Detroit full timeout, ,24-27, , ,
2:56.0, , ,24-27, ,A. Nembhard enters the game for T. Haliburton,
2:44.0,Turnover by A. Burks (bad pass; steal by J. Smith), ,24-27, , ,
2:42.0, , ,24-29,+2,A. Nembhard makes 2-pt layup from 2 ft,
2:42.0, , ,24-29, ,Shooting foul by S. Umude (drawn by A. Nembhard),
2:42.0, , ,24-29, ,A. Nembhard misses free throw 1 of 1,
2:40.0,Defensive rebound by J. Duren, ,24-29, , ,
2:30.0,K. Hayes misses 2-pt jump shot from 17 ft, ,24-29, , ,
2:27.0, , ,24-29, ,Defensive rebound by J. Smith,
2:20.0, , ,24-29, ,B. Mathurin misses 2-pt layup from 2 ft (block by S. Umude),
2:20.0, , ,24-29, ,Offensive rebound by Team,
2:12.0, , ,24-29, ,A. Nembhard misses 2-pt layup from 4 ft,
2:08.0,Defensive rebound by J. Duren, ,24-29, , ,
2:01.0,Turnover by A. Burks (bad pass), ,24-29, , ,
1:40.0, , ,24-29, ,B. Brown misses 3-pt jump shot from 26 ft,
1:36.0, , ,24-29, ,Offensive rebound by A. Nembhard,
1:34.0, , ,24-29, ,Turnover by  (5 sec),
1:25.0,A. Burks misses 2-pt jump shot from 18 ft, ,24-29, , ,
1:22.0, , ,24-29, ,Defensive rebound by B. Brown,
1:00.0, , ,24-29, ,I. Jackson misses 2-pt jump shot from 11 ft,
0:59.0, , ,24-29, ,Offensive rebound by Team,
0:59.0,Loose ball foul by S. Umude (drawn by J. Smith), ,24-29, , ,
0:59.0, , ,24-30,+1,J. Smith makes free throw 1 of 2,
0:59.0,M. Sasser enters the game for S. Umude, ,24-30, , ,
0:59.0, , ,24-31,+1,J. Smith makes free throw 2 of 2,
0:46.0,J. Duren misses 2-pt hook shot from 4 ft (block by I. Jackson), ,24-31, , ,
0:45.0,Offensive rebound by Team, ,24-31, , ,
0:37.0,K. Hayes makes 2-pt jump shot from 11 ft,+2,26-31, , ,
0:18.0, , ,26-33,+2,A. Nembhard makes 2-pt jump shot from 15 ft,
0:08.0,Personal foul by B. Brown (drawn by K. Hayes), ,26-33, , ,
0:01.0,J. Duren misses 3-pt jump shot from 27 ft, ,26-33, , ,
0:01.0,Offensive rebound by Team, ,26-33, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Detroit,,Score,,Indiana,
12:00.0,Start of 2nd quarter,
11:37.0,Turnover by M. Bagley (bad pass; steal by B. Brown), ,26-33, , ,
11:32.0, , ,26-36,+3,J. Smith makes 3-pt jump shot from 26 ft (assist by B. Brown),
11:17.0,I. Livers makes 3-pt jump shot from 25 ft (assist by M. Bagley),+3,29-36, , ,
11:00.0, , ,29-38,+2,I. Jackson makes 2-pt hook shot from 3 ft (assist by A. Nembhard),
11:00.0,C. Cunningham enters the game for K. Hayes, ,29-38, , ,
11:00.0,A. Thompson enters the game for S. Umude, ,29-38, , ,
10:40.0,C. Cunningham makes 3-pt jump shot from 27 ft,+3,32-38, , ,
10:17.0, , ,32-38, ,B. Mathurin misses 2-pt layup from 5 ft (block by M. Bagley),
10:17.0, , ,32-38, ,Offensive rebound by Team,
10:17.0,I. Stewart enters the game for I. Livers, ,32-38, , ,
10:17.0, , ,32-38, ,B. Hield enters the game for B. Brown,
10:16.0, , ,32-38, ,I. Jackson misses 2-pt layup from 1 ft (block by M. Bagley),
10:13.0, , ,32-38, ,Offensive rebound by I. Jackson,
10:12.0, , ,32-38, ,I. Jackson misses 3-pt jump shot from 25 ft,
10:10.0,Defensive rebound by I. Stewart, ,32-38, , ,
10:02.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,32-38, , ,
9:58.0, , ,32-38, ,Defensive rebound by B. Mathurin,
9:52.0, , ,32-41,+3,B. Mathurin makes 3-pt jump shot from 27 ft (assist by A. Nembhard),
9:37.0,Personal foul by I. Jackson (drawn by C. Cunningham), ,32-41, , ,
9:32.0,C. Cunningham misses 2-pt layup from 4 ft (block by I. Jackson), ,32-41, , ,
9:29.0,Offensive rebound by M. Bagley, ,32-41, , ,
9:26.0,M. Sasser misses 2-pt jump shot from 14 ft, ,32-41, , ,
9:22.0,Offensive rebound by M. Bagley, ,32-41, , ,
9:22.0,M. Bagley makes 2-pt layup at rim,+2,34-41, , ,
9:06.0, , ,34-41, ,A. Nembhard misses 3-pt jump shot from 28 ft,
9:04.0,Defensive rebound by A. Thompson, ,34-41, , ,
8:57.0,Turnover by A. Thompson (traveling), ,34-41, , ,
8:57.0,J. Ivey enters the game for M. Sasser, ,34-41, , ,
8:47.0, , ,34-41, ,A. Nembhard misses 2-pt jump shot from 8 ft,
8:45.0,Defensive rebound by M. Bagley, ,34-41, , ,
8:41.0,Offensive foul by J. Ivey (drawn by A. Nembhard), ,34-41, , ,
8:41.0,Turnover by J. Ivey (offensive foul), ,34-41, , ,
8:41.0, , ,34-41, ,T. Haliburton enters the game for I. Jackson,
8:41.0, , ,34-41, ,O. Toppin enters the game for A. Nembhard,
8:41.0, , ,34-41, ,M. Turner enters the game for J. Smith,
8:31.0, , ,34-41, ,O. Toppin misses 3-pt jump shot from 23 ft,
8:26.0,Defensive rebound by M. Bagley, ,34-41, , ,
8:13.0,C. Cunningham makes 2-pt jump shot from 15 ft,+2,36-41, , ,
8:04.0, , ,36-44,+3,B. Hield makes 3-pt jump shot from 24 ft (assist by O. Toppin),
7:52.0,M. Bagley misses 2-pt dunk from 2 ft (block by M. Turner), ,36-44, , ,
7:49.0,Offensive rebound by J. Ivey, ,36-44, , ,
7:49.0,J. Ivey misses 2-pt layup from 3 ft, ,36-44, , ,
7:47.0,Offensive rebound by J. Ivey, ,36-44, , ,
7:46.0,J. Ivey makes 2-pt layup from 3 ft,+2,38-44, , ,
7:36.0, , ,38-46,+2,B. Hield makes 2-pt layup from 1 ft (assist by T. Haliburton),
7:13.0,C. Cunningham misses 2-pt jump shot from 9 ft, ,38-46, , ,
7:11.0,Offensive rebound by M. Bagley, ,38-46, , ,
7:08.0,M. Bagley misses 2-pt layup from 2 ft, ,38-46, , ,
7:08.0, , ,38-46, ,Defensive rebound by B. Hield,
6:58.0, , ,38-46, ,Indiana full timeout,
6:58.0,J. Duren enters the game for M. Bagley, ,38-46, , ,
6:51.0, , ,38-49,+3,T. Haliburton makes 3-pt jump shot from 27 ft,
6:34.0,C. Cunningham makes 2-pt jump shot from 13 ft (assist by J. Duren),+2,40-49, , ,
6:17.0, , ,40-52,+3,T. Haliburton makes 3-pt jump shot from 26 ft,
6:00.0,C. Cunningham makes 2-pt layup from 3 ft,+2,42-52, , ,
6:00.0, , ,42-52, ,Violation by Team (def goaltending),
5:50.0, , ,42-52, ,T. Haliburton misses 3-pt jump shot from 27 ft,
5:50.0,Defensive rebound by J. Duren, ,42-52, , ,
5:42.0,Shooting foul by B. Mathurin (drawn by C. Cunningham), ,42-52, , ,
5:42.0,C. Cunningham makes free throw 1 of 2,+1,43-52, , ,
5:42.0,C. Cunningham makes free throw 2 of 2,+1,44-52, , ,
5:32.0, , ,44-54,+2,B. Hield makes 2-pt layup from 2 ft (assist by T. Haliburton),
5:16.0,C. Cunningham misses 2-pt jump shot from 7 ft, ,44-54, , ,
5:14.0,Offensive rebound by J. Duren, ,44-54, , ,
5:12.0,J. Duren makes 2-pt layup from 2 ft,+2,46-54, , ,
5:06.0, , ,46-54, ,B. Mathurin misses 2-pt layup from 3 ft,
5:06.0, , ,46-54, ,Offensive rebound by Team,
5:06.0,I. Livers enters the game for I. Stewart, ,46-54, , ,
5:06.0, , ,46-54, ,B. Brown enters the game for B. Mathurin,
5:02.0, , ,46-54, ,Turnover by T. Haliburton (bad pass; steal by J. Duren),
5:00.0,Shooting foul by B. Hield (drawn by J. Ivey), ,46-54, , ,
5:00.0,J. Ivey misses free throw 1 of 2, ,46-54, , ,
5:00.0,Offensive rebound by Team, ,46-54, , ,
5:00.0,J. Ivey makes free throw 2 of 2,+1,47-54, , ,
4:49.0, , ,47-54, ,B. Hield misses 3-pt jump shot from 24 ft,
4:46.0,Defensive rebound by J. Duren, ,47-54, , ,
4:37.0,J. Duren makes 2-pt dunk from 2 ft (assist by C. Cunningham),+2,49-54, , ,
4:24.0, , ,49-56,+2,O. Toppin makes 2-pt dunk from 1 ft (assist by T. Haliburton),
4:11.0,A. Thompson makes 2-pt layup from 3 ft,+2,51-56, , ,
3:56.0, , ,51-56, ,M. Turner misses 2-pt jump shot from 6 ft,
3:54.0,Defensive rebound by A. Thompson, ,51-56, , ,
3:50.0,J. Ivey makes 2-pt layup from 5 ft (assist by A. Thompson),+2,53-56, , ,
3:50.0,Shooting foul by B. Hield (drawn by J. Ivey), ,53-56, , ,
3:50.0,J. Ivey makes free throw 1 of 1,+1,54-56, , ,
3:31.0, , ,54-56, ,T. Haliburton misses 3-pt jump shot from 27 ft,
3:26.0,Defensive rebound by I. Livers, ,54-56, , ,
3:11.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,54-56, , ,
3:10.0, , ,54-56, ,Defensive rebound by Team,
3:01.0, , ,54-59,+3,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Haliburton),
2:59.0,Detroit full timeout, ,54-59, , ,
2:45.0,C. Cunningham makes 2-pt jump shot from 16 ft,+2,56-59, , ,
2:29.0, , ,56-59, ,Offensive foul by M. Turner (drawn by A. Thompson),
