A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Oklahoma City,
12:00.0,Jump ball: J. Duren vs. C. Holmgren (K. Hayes gains possession),
11:47.0,I. Stewart misses 2-pt layup from 5 ft (block by J. Williams), ,0-0, , ,
11:47.0,Offensive rebound by Team, ,0-0, , ,
11:37.0,Shooting foul by S. Gilgeous-Alexander (drawn by K. Hayes), ,0-0, , ,
11:37.0,K. Hayes makes free throw 1 of 2,+1,1-0, , ,
11:37.0,K. Hayes misses free throw 2 of 2, ,1-0, , ,
11:35.0, , ,1-0, ,Defensive rebound by L. Dort,
11:18.0, , ,1-2,+2,J. Williams makes 2-pt jump shot from 23 ft,Lead change
11:00.0,Shooting foul by J. Williams (drawn by C. Cunningham), ,1-2, , ,
11:00.0,C. Cunningham makes free throw 1 of 2,+1,2-2, , ,Tie
11:00.0,C. Cunningham makes free throw 2 of 2,+1,3-2, , ,Lead change
10:42.0, , ,3-5,+3,C. Holmgren makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),Lead change
10:22.0,J. Duren misses 2-pt layup from 2 ft, ,3-5, , ,
10:21.0, , ,3-5, ,Defensive rebound by J. Giddey,
10:13.0, , ,3-5, ,J. Giddey misses 2-pt layup from 2 ft (block by A. Thompson),
10:13.0, , ,3-5, ,Offensive rebound by Team,
10:11.0, , ,3-7,+2,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft (assist by J. Giddey),
10:00.0,K. Hayes misses 2-pt jump shot from 12 ft (block by C. Holmgren), ,3-7, , ,
9:57.0,Offensive rebound by A. Thompson, ,3-7, , ,
9:56.0,A. Thompson misses 2-pt jump shot from 18 ft, ,3-7, , ,
9:54.0, , ,3-7, ,Defensive rebound by S. Gilgeous-Alexander,
9:44.0, , ,3-7, ,J. Giddey misses 3-pt jump shot from 26 ft,
9:42.0,Defensive rebound by I. Stewart, ,3-7, , ,
9:36.0,Turnover by C. Cunningham (bad pass), ,3-7, , ,
9:21.0, , ,3-7, ,S. Gilgeous-Alexander misses 2-pt layup from 5 ft,
9:19.0,Defensive rebound by K. Hayes, ,3-7, , ,
9:12.0,I. Stewart misses 2-pt layup from 5 ft, ,3-7, , ,
9:10.0,Offensive rebound by J. Duren, ,3-7, , ,
9:05.0,Shooting foul by C. Holmgren (drawn by A. Thompson), ,3-7, , ,
9:05.0,A. Thompson makes free throw 1 of 2,+1,4-7, , ,
9:05.0,A. Thompson misses free throw 2 of 2, ,4-7, , ,
9:02.0, , ,4-7, ,Defensive rebound by J. Williams,
8:52.0, , ,4-7, ,Turnover by S. Gilgeous-Alexander (lost ball; steal by K. Hayes),
8:52.0,Jump ball: S. Gilgeous-Alexander vs. A. Thompson (C. Holmgren gains possession),
8:52.0,Turnover by A. Thompson (lost ball; steal by S. Gilgeous-Alexander), ,4-7, , ,
8:48.0, , ,4-10,+3,L. Dort makes 3-pt jump shot from 26 ft (assist by C. Holmgren),
8:30.0,K. Hayes makes 2-pt jump shot from 13 ft (assist by J. Duren),+2,6-10, , ,
8:21.0, , ,6-10, ,L. Dort misses 2-pt layup from 5 ft (block by K. Hayes),
8:18.0,Defensive rebound by K. Hayes, ,6-10, , ,
8:12.0,Turnover by J. Duren (bad pass), ,6-10, , ,
7:55.0, , ,6-10, ,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,
7:54.0, , ,6-10, ,Offensive rebound by S. Gilgeous-Alexander,
7:46.0, , ,6-10, ,J. Williams misses 2-pt jump shot from 6 ft,
7:44.0,Defensive rebound by I. Stewart, ,6-10, , ,
7:38.0,C. Cunningham misses 2-pt jump shot from 20 ft, ,6-10, , ,
7:35.0, , ,6-10, ,Defensive rebound by C. Holmgren,
7:27.0, , ,6-10, ,J. Giddey misses 2-pt jump shot from 5 ft,
7:26.0, , ,6-10, ,Offensive rebound by J. Giddey,
7:25.0, , ,6-10, ,J. Giddey misses 2-pt layup from 4 ft,
7:23.0,Defensive rebound by J. Duren, ,6-10, , ,
7:17.0,I. Stewart makes 2-pt layup from 1 ft (assist by A. Thompson),+2,8-10, , ,
7:17.0, , ,8-10, ,Violation by Team (def goaltending),
7:07.0, , ,8-10, ,J. Williams misses 3-pt jump shot from 26 ft,
7:04.0,Defensive rebound by J. Duren, ,8-10, , ,
6:56.0,K. Hayes misses 3-pt jump shot from 25 ft, ,8-10, , ,
6:54.0, , ,8-10, ,Defensive rebound by J. Williams,
6:41.0, , ,8-13,+3,C. Holmgren makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),
6:25.0,C. Cunningham misses 3-pt jump shot from 25 ft, ,8-13, , ,
6:23.0, , ,8-13, ,Defensive rebound by J. Williams,
6:17.0, , ,8-16,+3,C. Holmgren makes 3-pt jump shot from 26 ft (assist by J. Williams),
6:16.0,Detroit full timeout, ,8-16, , ,
6:16.0,A. Burks enters the game for K. Hayes, ,8-16, , ,
5:57.0,Turnover by C. Cunningham (bad pass; steal by C. Holmgren), ,8-16, , ,
5:57.0, , ,8-16, ,Turnover by C. Holmgren (out of bounds lost ball),
5:47.0,J. Duren misses 2-pt dunk from 1 ft, ,8-16, , ,
5:44.0,Offensive rebound by A. Thompson, ,8-16, , ,
5:40.0,A. Burks makes 3-pt jump shot from 22 ft (assist by A. Thompson),+3,11-16, , ,
5:15.0, , ,11-16, ,L. Dort misses 3-pt jump shot from 25 ft,
5:11.0,Defensive rebound by A. Thompson, ,11-16, , ,
5:05.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by A. Burks),+3,14-16, , ,
4:49.0, , ,14-16, ,Shooting foul by A. Burks (drawn by J. Giddey),
4:49.0, , ,14-16, ,J. Giddey misses free throw 1 of 2,
4:49.0, , ,14-16, ,Offensive rebound by Team,
4:49.0,M. Bagley enters the game for J. Duren, ,14-16, , ,
4:49.0, , ,14-16, ,O. Sarr enters the game for C. Holmgren,
4:49.0, , ,14-17,+1,J. Giddey makes free throw 2 of 2,
4:30.0,Turnover by I. Stewart (lost ball; steal by J. Williams), ,14-17, , ,
4:18.0, , ,14-17, ,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,
4:14.0, , ,14-17, ,Offensive rebound by O. Sarr,
4:14.0,J. Harris enters the game for C. Cunningham, ,14-17, , ,
4:14.0,J. Ivey enters the game for I. Stewart, ,14-17, , ,
4:14.0, , ,14-17, ,D. Bertāns enters the game for J. Giddey,
4:14.0, , ,14-17, ,I. Joe enters the game for J. Williams,
4:05.0, , ,14-19,+2,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft,
3:49.0,M. Bagley misses 2-pt jump shot from 15 ft, ,14-19, , ,
3:46.0, , ,14-19, ,Defensive rebound by O. Sarr,
3:37.0, , ,14-21,+2,L. Dort makes 2-pt layup from 1 ft,
3:13.0,A. Burks misses 2-pt layup from 2 ft, ,14-21, , ,
3:11.0,Offensive rebound by M. Bagley, ,14-21, , ,
3:11.0,Turnover by Team (shot clock), ,14-21, , ,
3:11.0, , ,14-21, ,Oklahoma City full timeout,
3:11.0,M. Sasser enters the game for A. Thompson, ,14-21, , ,
3:11.0, , ,14-21, ,C. Wallace enters the game for L. Dort,
2:57.0, , ,14-21, ,Shooting foul by A. Burks (drawn by D. Bertāns),
2:57.0, , ,14-22,+1,D. Bertāns makes free throw 1 of 3,
2:57.0, , ,14-23,+1,D. Bertāns makes free throw 2 of 3,
2:57.0, , ,14-24,+1,D. Bertāns makes free throw 3 of 3,
2:36.0,A. Burks makes 3-pt jump shot from 26 ft,+3,17-24, , ,
2:17.0, , ,17-26,+2,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,
2:11.0,J. Ivey makes 2-pt layup from 3 ft (assist by M. Sasser),+2,19-26, , ,
2:11.0, , ,19-26, ,Violation by Team (def goaltending),
1:59.0, , ,19-26, ,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,
1:57.0,Defensive rebound by J. Ivey, ,19-26, , ,
1:48.0,J. Ivey misses 2-pt jump shot from 19 ft, ,19-26, , ,
1:46.0, , ,19-26, ,Defensive rebound by D. Bertāns,
1:39.0, , ,19-29,+3,I. Joe makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),
1:24.0,J. Ivey misses 3-pt jump shot from 28 ft, ,19-29, , ,
1:21.0, , ,19-29, ,Defensive rebound by S. Gilgeous-Alexander,
1:16.0, , ,19-31,+2,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,
0:52.0,Shooting foul by O. Sarr (drawn by M. Bagley), ,19-31, , ,
0:52.0,M. Bagley makes free throw 1 of 2,+1,20-31, , ,
0:52.0, , ,20-31, ,C. Holmgren enters the game for O. Sarr,
0:52.0,M. Bagley makes free throw 2 of 2,+1,21-31, , ,
0:38.0, , ,21-31, ,Personal foul by J. Ivey (drawn by S. Gilgeous-Alexander),
