A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Brooklyn,
12:00.0,Jump ball: J. Wiseman vs. N. Claxton (M. Sasser gains possession),
11:48.0,J. Wiseman makes 2-pt dunk from 2 ft (assist by C. Metu),+2,2-0, , ,
11:27.0, , ,2-0, ,C. Thomas misses 2-pt jump shot from 18 ft,
11:25.0,Defensive rebound by C. Metu, ,2-0, , ,
11:13.0,J. Ivey misses 2-pt jump shot from 6 ft, ,2-0, , ,
11:09.0, , ,2-0, ,Defensive rebound by N. Claxton,
11:00.0, , ,2-0, ,Turnover by M. Bridges (lost ball; steal by T. Brown),
10:44.0,T. Brown misses 2-pt jump shot from 19 ft, ,2-0, , ,
10:41.0, , ,2-0, ,Defensive rebound by D. Finney-Smith,
10:32.0, , ,2-0, ,Def 3 sec tech foul by Team,
10:32.0, , ,2-1,+1,C. Thomas makes technical free throw,
10:23.0, , ,2-3,+2,M. Bridges makes 2-pt jump shot from 16 ft,Lead change
10:09.0,C. Metu makes 3-pt jump shot from 24 ft (assist by J. Ivey),+3,5-3, , ,Lead change
9:53.0, , ,5-3, ,Turnover by D. Finney-Smith (bad pass; steal by C. Metu),
9:48.0,M. Sasser misses 3-pt jump shot from 28 ft, ,5-3, , ,
9:46.0, , ,5-3, ,Defensive rebound by C. Thomas,
9:39.0, , ,5-3, ,Shooting foul by J. Wiseman (drawn by C. Thomas),
9:39.0, , ,5-4,+1,C. Thomas makes free throw 1 of 2,
9:39.0, , ,5-5,+1,C. Thomas makes free throw 2 of 2,Tie
9:28.0,J. Ivey makes 3-pt jump shot from 28 ft (assist by M. Sasser),+3,8-5, , ,
9:15.0, , ,8-5, ,D. Finney-Smith misses 3-pt jump shot from 25 ft,
9:14.0,Defensive rebound by C. Metu, ,8-5, , ,
9:08.0,J. Ivey makes 3-pt jump shot from 29 ft (assist by C. Metu),+3,11-5, , ,
9:06.0, , ,11-5, ,Brooklyn full timeout,
8:54.0, , ,11-5, ,Turnover by D. Schröder (bad pass),
8:33.0,M. Sasser makes 2-pt jump shot from 20 ft,+2,13-5, , ,
8:16.0, , ,13-5, ,M. Bridges misses 3-pt jump shot from 25 ft,
8:12.0,Defensive rebound by J. Wiseman, ,13-5, , ,
8:05.0,M. Sasser makes 3-pt jump shot from 27 ft (assist by J. Ivey),+3,16-5, , ,
7:51.0, , ,16-5, ,D. Finney-Smith misses 3-pt jump shot from 26 ft,
7:47.0,Defensive rebound by J. Ivey, ,16-5, , ,
7:32.0,J. Ivey makes 2-pt jump shot from 12 ft,+2,18-5, , ,
7:11.0, , ,18-5, ,D. Finney-Smith misses 3-pt jump shot from 23 ft,
7:06.0,Defensive rebound by J. Ivey, ,18-5, , ,
7:03.0,J. Ivey misses 2-pt jump shot from 8 ft, ,18-5, , ,
7:00.0, , ,18-5, ,Defensive rebound by N. Claxton,
6:56.0, , ,18-8,+3,C. Thomas makes 3-pt jump shot from 24 ft (assist by D. Schröder),
6:26.0,T. Brown misses 3-pt jump shot from 24 ft, ,18-8, , ,
6:24.0, , ,18-8, ,Defensive rebound by C. Thomas,
6:24.0,J. Rhoden enters the game for C. Metu, ,18-8, , ,
6:24.0, , ,18-8, ,N. Clowney enters the game for D. Finney-Smith,
6:24.0, , ,18-8, ,T. Watford enters the game for D. Schröder,
6:14.0, , ,18-8, ,Personal foul by J. Rhoden (drawn by N. Claxton),
6:04.0, , ,18-8, ,N. Clowney misses 3-pt jump shot from 24 ft,
6:00.0,Defensive rebound by J. Ivey, ,18-8, , ,
5:55.0,J. Rhoden misses 3-pt jump shot from 24 ft, ,18-8, , ,
5:50.0, , ,18-8, ,Defensive rebound by N. Claxton,
5:41.0, , ,18-8, ,Turnover by N. Claxton (bad pass; steal by M. Sasser),
5:34.0,T. Brown makes 3-pt jump shot from 23 ft (assist by J. Ivey),+3,21-8, , ,
5:15.0, , ,21-10,+2,N. Clowney makes 2-pt layup from 2 ft (assist by N. Claxton),
5:15.0, , ,21-10, ,Shooting foul by J. Wiseman (drawn by N. Clowney),
5:15.0,C. Metu enters the game for J. Wiseman, ,21-10, , ,
5:15.0, , ,21-10, ,N. Clowney misses free throw 1 of 1,
5:11.0,Defensive rebound by J. Rhoden, ,21-10, , ,
5:04.0,J. Rhoden misses 3-pt jump shot from 25 ft, ,21-10, , ,
5:01.0,Offensive rebound by T. Brown, ,21-10, , ,
5:00.0,Turnover by T. Brown (bad pass; steal by M. Bridges), ,21-10, , ,
4:57.0, , ,21-12,+2,M. Bridges makes 2-pt layup from 1 ft,
4:47.0,J. Ivey misses 3-pt jump shot from 27 ft, ,21-12, , ,
4:45.0, , ,21-12, ,Defensive rebound by M. Bridges,
4:38.0, , ,21-14,+2,C. Thomas makes 2-pt jump shot from 21 ft (assist by M. Bridges),
4:15.0,J. Rhoden makes 2-pt dunk from 2 ft (assist by J. Ivey),+2,23-14, , ,
4:04.0, , ,23-14, ,Offensive foul by T. Watford (drawn by J. Rhoden),
4:04.0, , ,23-14, ,Turnover by T. Watford (offensive foul),
4:04.0, , ,23-14, ,D. Sharpe enters the game for N. Claxton,
3:53.0,M. Sasser makes 3-pt jump shot from 28 ft,+3,26-14, , ,
3:42.0, , ,26-14, ,Shooting foul by J. Rhoden (drawn by C. Thomas),
