A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Washington,
12:00.0,Jump ball: J. Duren vs. M. Bagley (C. Cunningham gains possession),
11:44.0,T. Brown makes 3-pt jump shot from 26 ft (assist by C. Cunningham),+3,3-0, , ,
11:28.0, , ,3-0, ,J. Poole misses 2-pt jump shot from 12 ft,
11:24.0,Defensive rebound by J. Duren, ,3-0, , ,
11:04.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by T. Evbuomwan),+3,6-0, , ,
10:48.0, , ,6-2,+2,D. Avdija makes 2-pt layup from 3 ft,
10:42.0,C. Cunningham makes 2-pt layup from 3 ft,+2,8-2, , ,
10:42.0,Shooting foul by K. Kuzma (drawn by C. Cunningham), ,8-2, , ,
10:42.0,C. Cunningham makes free throw 1 of 1,+1,9-2, , ,
10:29.0, , ,9-4,+2,C. Kispert makes 2-pt jump shot from 16 ft (assist by J. Poole),
10:12.0,C. Cunningham misses 2-pt layup from 7 ft, ,9-4, , ,
10:12.0,Offensive rebound by Team, ,9-4, , ,
10:06.0,J. Ivey misses 2-pt jump shot from 11 ft, ,9-4, , ,
10:02.0, , ,9-4, ,Defensive rebound by K. Kuzma,
9:50.0, , ,9-4, ,D. Avdija misses 2-pt layup from 6 ft (block by J. Duren),
9:46.0,Defensive rebound by T. Brown, ,9-4, , ,
9:38.0,C. Cunningham misses 2-pt jump shot from 13 ft, ,9-4, , ,
9:35.0, , ,9-4, ,Defensive rebound by K. Kuzma,
9:27.0, , ,9-4, ,K. Kuzma misses 2-pt jump shot from 12 ft,
9:24.0,Defensive rebound by T. Evbuomwan, ,9-4, , ,
9:14.0,T. Brown misses 3-pt jump shot from 26 ft, ,9-4, , ,
9:12.0,Offensive rebound by J. Duren, ,9-4, , ,
9:05.0,T. Evbuomwan makes 2-pt jump shot from 2 ft (assist by J. Duren),+2,11-4, , ,
8:55.0, , ,11-6,+2,J. Poole makes 2-pt jump shot from 19 ft,
8:34.0,C. Cunningham misses 2-pt jump shot from 15 ft, ,11-6, , ,
8:32.0, , ,11-6, ,Defensive rebound by K. Kuzma,
8:24.0, , ,11-6, ,Turnover by K. Kuzma (bad pass; steal by J. Duren),
8:20.0,J. Duren makes 2-pt dunk from 2 ft (assist by C. Cunningham),+2,13-6, , ,
8:01.0, , ,13-8,+2,M. Bagley makes 2-pt dunk from 2 ft (assist by K. Kuzma),
7:43.0,J. Ivey misses 2-pt jump shot from 18 ft, ,13-8, , ,
7:41.0, , ,13-8, ,Defensive rebound by D. Avdija,
7:32.0, , ,13-8, ,C. Kispert misses 3-pt jump shot from 25 ft,
7:29.0,Defensive rebound by C. Cunningham, ,13-8, , ,
7:24.0,J. Ivey misses 3-pt jump shot from 27 ft, ,13-8, , ,
7:19.0, , ,13-8, ,Defensive rebound by D. Avdija,
7:14.0, , ,13-10,+2,C. Kispert makes 2-pt layup from 3 ft (assist by D. Avdija),
7:04.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,13-10, , ,
7:01.0, , ,13-10, ,Defensive rebound by C. Kispert,
6:53.0, , ,13-10, ,D. Avdija misses 3-pt jump shot from 23 ft,
6:51.0,Defensive rebound by J. Duren, ,13-10, , ,
6:48.0,Shooting foul by C. Kispert (drawn by T. Brown), ,13-10, , ,
6:48.0, , ,13-10, ,Washington full timeout,
6:48.0, , ,13-10, ,J. Davis enters the game for D. Avdija,
6:48.0, , ,13-10, ,A. Gill enters the game for M. Bagley,
6:48.0,T. Brown misses free throw 1 of 2, ,13-10, , ,
6:48.0,Offensive rebound by Team, ,13-10, , ,
6:48.0,T. Brown makes free throw 2 of 2,+1,14-10, , ,
6:37.0, , ,14-10, ,Turnover by C. Kispert (bad pass),
6:20.0,Shooting foul by A. Gill (drawn by T. Evbuomwan), ,14-10, , ,
6:20.0,T. Evbuomwan makes free throw 1 of 2,+1,15-10, , ,
6:20.0,T. Evbuomwan makes free throw 2 of 2,+1,16-10, , ,
6:04.0, , ,16-10, ,K. Kuzma misses 2-pt jump shot from 14 ft,
6:02.0,Defensive rebound by C. Cunningham, ,16-10, , ,
5:57.0,J. Duren misses 2-pt dunk from 3 ft, ,16-10, , ,
5:55.0,Offensive rebound by T. Evbuomwan, ,16-10, , ,
5:53.0,J. Ivey misses 3-pt jump shot from 24 ft, ,16-10, , ,
5:53.0,Offensive rebound by J. Duren, ,16-10, , ,
5:47.0,J. Duren makes 2-pt dunk from 3 ft,+2,18-10, , ,
5:39.0, , ,18-13,+3,C. Kispert makes 3-pt jump shot from 32 ft (assist by J. Poole),
5:28.0,Turnover by J. Duren (bad pass), ,18-13, , ,
5:28.0,C. Metu enters the game for T. Brown, ,18-13, , ,
5:13.0, , ,18-13, ,Personal foul by C. Cunningham (drawn by J. Poole),
5:13.0, , ,18-13, ,Personal foul by J. Duren (drawn by J. Poole),
5:02.0, , ,18-13, ,A. Gill misses 2-pt layup from 4 ft,
4:58.0, , ,18-13, ,Offensive rebound by A. Gill,
4:58.0, , ,18-13, ,A. Gill misses 2-pt layup at rim,
4:57.0,Defensive rebound by J. Ivey, ,18-13, , ,
4:54.0,Personal foul by A. Gill (drawn by J. Ivey), ,18-13, , ,
4:49.0,C. Metu misses 3-pt jump shot from 26 ft, ,18-13, , ,
4:45.0, , ,18-13, ,Defensive rebound by C. Kispert,
4:38.0, , ,18-13, ,J. Davis misses 3-pt jump shot from 23 ft,
4:36.0,Defensive rebound by J. Duren, ,18-13, , ,
4:32.0,Turnover by C. Cunningham (out of bounds lost ball), ,18-13, , ,
4:15.0, , ,18-13, ,A. Gill misses 2-pt jump shot from 13 ft,
4:13.0,Defensive rebound by C. Metu, ,18-13, , ,
4:06.0,J. Ivey makes 2-pt layup from 2 ft,+2,20-13, , ,
3:49.0, , ,20-16,+3,C. Kispert makes 3-pt jump shot from 28 ft (assist by K. Kuzma),
3:38.0,C. Cunningham misses 2-pt layup from 5 ft (block by J. Poole), ,20-16, , ,
3:35.0, , ,20-16, ,Defensive rebound by K. Kuzma,
3:30.0, , ,20-16, ,J. Poole misses 3-pt jump shot from 23 ft,
3:26.0,Defensive rebound by C. Metu, ,20-16, , ,
3:17.0,J. Ivey makes 2-pt jump shot from 8 ft,+2,22-16, , ,
3:15.0, , ,22-16, ,Washington full timeout,
3:15.0,M. Flynn enters the game for C. Cunningham, ,22-16, , ,
3:15.0,E. Fournier enters the game for J. Duren, ,22-16, , ,
3:15.0,J. Wiseman enters the game for J. Ivey, ,22-16, , ,
3:15.0, , ,22-16, ,D. Avdija enters the game for K. Kuzma,
3:15.0, , ,22-16, ,J. Butler enters the game for J. Poole,
3:03.0, , ,22-16, ,Shooting foul by T. Evbuomwan (drawn by D. Avdija),
3:03.0, , ,22-17,+1,D. Avdija makes free throw 1 of 2,
3:03.0,T. Brown enters the game for T. Evbuomwan, ,22-17, , ,
3:03.0, , ,22-18,+1,D. Avdija makes free throw 2 of 2,
2:44.0,C. Metu misses 2-pt layup from 4 ft, ,22-18, , ,
