A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Atlanta,
12:00.0,Jump ball: J. Duren vs. C. Capela (B. Bogdanović gains possession),
11:37.0, , ,0-0, ,D. Hunter misses 2-pt jump shot from 21 ft,
11:31.0,Defensive rebound by T. Evbuomwan, ,0-0, , ,
11:22.0,M. Sasser misses 2-pt jump shot from 16 ft, ,0-0, , ,
11:18.0, , ,0-0, ,Defensive rebound by C. Capela,
11:13.0, , ,0-0, ,Shooting foul by M. Sasser (drawn by J. Johnson),
11:13.0, , ,0-0, ,J. Johnson misses free throw 1 of 2,
11:13.0, , ,0-0, ,Offensive rebound by Team,
11:13.0, , ,0-1,+1,J. Johnson makes free throw 2 of 2,
11:00.0,Turnover by M. Sasser (bad pass; steal by D. Murray), ,0-1, , ,
10:56.0, , ,0-3,+2,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Murray),
10:45.0,J. Duren makes 2-pt layup from 1 ft (assist by M. Sasser),+2,2-3, , ,
10:32.0, , ,2-5,+2,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Murray),
10:23.0,J. Duren misses 2-pt jump shot from 18 ft, ,2-5, , ,
10:20.0, , ,2-5, ,Defensive rebound by D. Hunter,
10:08.0, , ,2-5, ,C. Capela misses 2-pt layup from 1 ft,
10:07.0, , ,2-5, ,Offensive rebound by C. Capela,
10:06.0, , ,2-7,+2,C. Capela makes 2-pt layup at rim,
9:49.0,M. Sasser misses 2-pt jump shot from 11 ft, ,2-7, , ,
9:47.0, , ,2-7, ,Defensive rebound by C. Capela,
9:38.0, , ,2-9,+2,D. Hunter makes 2-pt jump shot from 22 ft,
9:26.0,T. Brown misses 3-pt jump shot from 25 ft (block by B. Bogdanović), ,2-9, , ,
9:23.0, , ,2-9, ,Defensive rebound by J. Johnson,
9:17.0, , ,2-9, ,D. Murray misses 2-pt jump shot from 14 ft,
9:14.0,Defensive rebound by T. Evbuomwan, ,2-9, , ,
9:07.0,M. Sasser misses 3-pt jump shot from 23 ft, ,2-9, , ,
9:01.0,Offensive rebound by J. Duren, ,2-9, , ,
9:01.0,J. Duren misses 2-pt layup at rim, ,2-9, , ,
9:00.0, , ,2-9, ,Defensive rebound by D. Hunter,
8:58.0, , ,2-9, ,Turnover by D. Hunter (bad pass),
8:42.0,J. Duren makes 2-pt hook shot from 9 ft (assist by J. Ivey),+2,4-9, , ,
8:18.0, , ,4-9, ,J. Johnson misses 2-pt jump shot from 11 ft,
8:13.0,Defensive rebound by J. Duren, ,4-9, , ,
8:09.0,T. Evbuomwan misses 3-pt jump shot from 23 ft, ,4-9, , ,
8:04.0,Offensive rebound by J. Duren, ,4-9, , ,
8:03.0,J. Duren misses 2-pt hook shot from 4 ft, ,4-9, , ,
8:01.0, , ,4-9, ,Defensive rebound by D. Hunter,
7:55.0, , ,4-11,+2,C. Capela makes 2-pt hook shot from 4 ft (assist by J. Johnson),
7:54.0,Detroit full timeout, ,4-11, , ,
7:54.0,C. Metu enters the game for T. Brown, ,4-11, , ,
7:42.0,M. Sasser misses 3-pt jump shot from 25 ft, ,4-11, , ,
7:39.0, , ,4-11, ,Defensive rebound by J. Johnson,
7:36.0, , ,4-13,+2,D. Hunter makes 2-pt layup from 1 ft (assist by J. Johnson),
7:24.0,Turnover by M. Sasser (bad pass; steal by B. Bogdanović), ,4-13, , ,
7:18.0, , ,4-13, ,Turnover by J. Johnson (bad pass; steal by J. Duren),
7:08.0,J. Ivey misses 2-pt layup from 3 ft (block by B. Bogdanović), ,4-13, , ,
7:04.0, , ,4-13, ,Defensive rebound by C. Capela,
7:02.0, , ,4-13, ,B. Bogdanović misses 3-pt jump shot from 25 ft,
6:57.0,Defensive rebound by T. Evbuomwan, ,4-13, , ,
6:48.0,J. Duren misses 2-pt layup from 1 ft, ,4-13, , ,
6:44.0,Offensive rebound by C. Metu, ,4-13, , ,
6:44.0,C. Metu makes 2-pt layup at rim,+2,6-13, , ,
6:32.0, , ,6-15,+2,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by C. Capela),
6:19.0,Turnover by J. Duren (lost ball; steal by J. Johnson), ,6-15, , ,
6:11.0, , ,6-15, ,D. Hunter misses 3-pt jump shot from 26 ft,
6:08.0,Defensive rebound by T. Evbuomwan, ,6-15, , ,
5:53.0,J. Ivey misses 2-pt jump shot from 7 ft, ,6-15, , ,
5:50.0, , ,6-15, ,Defensive rebound by C. Capela,
5:41.0, , ,6-15, ,Turnover by D. Hunter (bad pass; steal by C. Metu),
5:38.0,Shooting foul by B. Bogdanović (drawn by J. Ivey), ,6-15, , ,
5:38.0,J. Ivey makes free throw 1 of 2,+1,7-15, , ,
5:38.0,T. Brown enters the game for T. Evbuomwan, ,7-15, , ,
5:38.0,M. Flynn enters the game for M. Sasser, ,7-15, , ,
5:38.0, , ,7-15, ,B. Fernando enters the game for B. Bogdanović,
5:38.0, , ,7-15, ,V. Krejci enters the game for C. Capela,
5:38.0, , ,7-15, ,G. Mathews enters the game for J. Johnson,
5:38.0,J. Ivey misses free throw 2 of 2, ,7-15, , ,
5:35.0, , ,7-15, ,Defensive rebound by B. Fernando,
5:22.0, , ,7-15, ,V. Krejci misses 3-pt jump shot from 25 ft,
5:18.0,Defensive rebound by J. Ivey, ,7-15, , ,
5:09.0,J. Duren makes 2-pt layup from 3 ft,+2,9-15, , ,
4:50.0, , ,9-17,+2,D. Hunter makes 2-pt jump shot from 13 ft,
4:41.0,J. Ivey misses 2-pt layup from 2 ft, ,9-17, , ,
4:38.0, , ,9-17, ,Defensive rebound by D. Murray,
4:31.0, , ,9-17, ,D. Murray misses 3-pt jump shot from 24 ft,
4:26.0,Defensive rebound by T. Brown, ,9-17, , ,
4:25.0,C. Metu makes 2-pt jump shot from 11 ft (assist by T. Brown),+2,11-17, , ,
4:25.0,Shooting foul by D. Hunter (drawn by C. Metu), ,11-17, , ,
4:25.0,E. Fournier enters the game for J. Ivey, ,11-17, , ,
4:25.0,C. Metu makes free throw 1 of 1,+1,12-17, , ,
4:14.0, , ,12-19,+2,D. Murray makes 2-pt layup from 2 ft,
4:03.0,J. Duren makes 2-pt layup from 7 ft,+2,14-19, , ,
4:03.0,Shooting foul by B. Fernando (drawn by J. Duren), ,14-19, , ,
4:03.0,J. Duren makes free throw 1 of 1,+1,15-19, , ,
3:48.0, , ,15-21,+2,V. Krejci makes 2-pt jump shot from 12 ft (assist by D. Hunter),
3:24.0,Shooting foul by B. Fernando (drawn by M. Flynn), ,15-21, , ,
3:24.0,M. Flynn makes free throw 1 of 2,+1,16-21, , ,
3:24.0,J. Wiseman enters the game for J. Duren, ,16-21, , ,
3:24.0,M. Flynn makes free throw 2 of 2,+1,17-21, , ,
3:06.0, , ,17-23,+2,D. Murray makes 2-pt jump shot from 19 ft,
2:54.0,M. Flynn makes 2-pt layup from 1 ft (assist by J. Wiseman),+2,19-23, , ,
2:54.0, , ,19-23, ,Atlanta full timeout,
2:54.0, , ,19-23, ,B. Bogdanović enters the game for D. Hunter,
