A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Charlotte,
12:00.0,Jump ball: J. Duren vs. M. Williams (P. Washington gains possession),
11:39.0, , ,0-0, ,P. Washington misses 2-pt layup from 2 ft (block by A. Thompson),
11:36.0,Defensive rebound by A. Thompson, ,0-0, , ,
11:28.0,Turnover by J. Duren (lost ball; steal by L. Ball), ,0-0, , ,
11:19.0, , ,0-0, ,T. Rozier misses 2-pt jump shot from 2 ft,
11:17.0,Defensive rebound by A. Thompson, ,0-0, , ,
11:08.0,J. Duren makes 2-pt dunk from 2 ft (assist by A. Thompson),+2,2-0, , ,
10:54.0, , ,2-0, ,P. Washington misses 3-pt jump shot from 25 ft,
10:51.0,Defensive rebound by J. Duren, ,2-0, , ,
10:41.0,C. Cunningham misses 2-pt jump shot from 10 ft, ,2-0, , ,
10:37.0, , ,2-0, ,Defensive rebound by G. Hayward,
10:35.0, , ,2-0, ,G. Hayward misses 2-pt layup from 4 ft (block by K. Hayes),
10:33.0,Defensive rebound by K. Hayes, ,2-0, , ,
10:27.0,Turnover by A. Thompson (bad pass; steal by G. Hayward), ,2-0, , ,
10:20.0, , ,2-2,+2,T. Rozier makes 2-pt layup from 1 ft (assist by G. Hayward),Tie
10:06.0,Turnover by A. Thompson (traveling), ,2-2, , ,
9:57.0, , ,2-4,+2,G. Hayward makes 2-pt jump shot from 15 ft (assist by L. Ball),Lead change
9:42.0,K. Hayes makes 2-pt jump shot from 14 ft (assist by C. Cunningham),+2,4-4, , ,Tie
9:30.0, , ,4-4, ,G. Hayward misses 3-pt jump shot from 25 ft,
9:27.0,Defensive rebound by J. Duren, ,4-4, , ,
9:18.0, , ,4-4, ,Violation by Team (kicked ball),
9:12.0,Turnover by J. Duren (out of bounds lost ball), ,4-4, , ,
8:56.0, , ,4-4, ,Turnover by T. Rozier (bad pass),
8:41.0,K. Hayes misses 2-pt jump shot from 15 ft, ,4-4, , ,
8:39.0, , ,4-4, ,Defensive rebound by G. Hayward,
8:39.0, , ,4-4, ,Personal foul by K. Hayes (drawn by L. Ball),
8:19.0, , ,4-4, ,P. Washington misses 2-pt jump shot from 10 ft,
8:17.0,Defensive rebound by J. Duren, ,4-4, , ,
8:07.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by I. Stewart),+3,7-4, , ,Lead change
7:49.0, , ,7-4, ,Shooting foul by K. Hayes (drawn by G. Hayward),
7:49.0, , ,7-5,+1,G. Hayward makes free throw 1 of 2,
7:49.0,A. Burks enters the game for K. Hayes, ,7-5, , ,
7:49.0, , ,7-6,+1,G. Hayward makes free throw 2 of 2,
7:38.0,Turnover by C. Cunningham (bad pass; steal by G. Hayward), ,7-6, , ,
7:28.0, , ,7-9,+3,P. Washington makes 3-pt jump shot from 25 ft (assist by G. Hayward),Lead change
7:14.0,C. Cunningham misses 2-pt jump shot from 14 ft, ,7-9, , ,
7:12.0,Offensive rebound by J. Duren, ,7-9, , ,
7:11.0,A. Thompson misses 2-pt layup from 3 ft (block by L. Ball), ,7-9, , ,
7:11.0,Offensive rebound by J. Duren, ,7-9, , ,
7:06.0,J. Duren makes 2-pt dunk from 2 ft,+2,9-9, , ,Tie
6:51.0, , ,9-9, ,L. Ball misses 2-pt jump shot from 4 ft,
6:45.0, , ,9-9, ,Offensive rebound by L. Ball,
6:45.0, , ,9-9, ,L. Ball misses 2-pt layup at rim,
6:43.0,Defensive rebound by A. Thompson, ,9-9, , ,
6:36.0,A. Burks makes 3-pt jump shot from 23 ft (assist by J. Duren),+3,12-9, , ,Lead change
6:23.0, , ,12-9, ,P. Washington misses 3-pt jump shot from 25 ft,
6:21.0,Defensive rebound by A. Thompson, ,12-9, , ,
6:15.0,Turnover by A. Thompson (lost ball; steal by T. Rozier), ,12-9, , ,
6:15.0, , ,12-9, ,Personal foul by A. Thompson (drawn by M. Williams),
6:15.0, , ,12-9, ,Charlotte full timeout,
6:15.0, , ,12-9, ,B. Miller enters the game for L. Ball,
6:02.0, , ,12-9, ,T. Rozier misses 2-pt layup from 2 ft,
6:00.0,Defensive rebound by A. Thompson, ,12-9, , ,
5:49.0,C. Cunningham misses 2-pt layup from 3 ft, ,12-9, , ,
5:43.0,Offensive rebound by J. Duren, ,12-9, , ,
5:43.0,J. Duren makes 2-pt layup at rim,+2,14-9, , ,
5:23.0, , ,14-9, ,Turnover by B. Miller (bad pass; steal by A. Burks),
5:19.0,C. Cunningham makes 2-pt layup from 1 ft (assist by A. Burks),+2,16-9, , ,
4:56.0, , ,16-9, ,B. Miller misses 3-pt jump shot from 26 ft,
4:53.0,Defensive rebound by I. Stewart, ,16-9, , ,
4:44.0,A. Burks misses 3-pt jump shot from 27 ft, ,16-9, , ,
4:40.0,Offensive rebound by J. Duren, ,16-9, , ,
4:37.0,A. Thompson makes 2-pt jump shot from 21 ft,+2,18-9, , ,
4:14.0, , ,18-9, ,T. Rozier misses 3-pt jump shot from 24 ft,
4:12.0,Defensive rebound by C. Cunningham, ,18-9, , ,
4:09.0,Offensive foul by I. Stewart (drawn by P. Washington), ,18-9, , ,
4:09.0,Turnover by I. Stewart (offensive foul), ,18-9, , ,
4:09.0,J. Ivey enters the game for C. Cunningham, ,18-9, , ,
4:09.0, , ,18-9, ,J. Thor enters the game for P. Washington,
3:49.0, , ,18-9, ,Turnover by G. Hayward (traveling),
3:49.0,M. Bagley enters the game for J. Duren, ,18-9, , ,
3:49.0,J. Harris enters the game for I. Stewart, ,18-9, , ,
3:49.0, , ,18-9, ,T. Maledon enters the game for G. Hayward,
3:49.0, , ,18-9, ,N. Richards enters the game for M. Williams,
3:30.0,M. Bagley makes 2-pt layup from 3 ft,+2,20-9, , ,
3:14.0, , ,20-12,+3,B. Miller makes 3-pt jump shot from 26 ft,
2:59.0,Shooting foul by N. Richards (drawn by A. Burks), ,20-12, , ,
2:59.0,Detroit full timeout, ,20-12, , ,
2:59.0,M. Sasser enters the game for A. Thompson, ,20-12, , ,
2:59.0, , ,20-12, ,L. Ball enters the game for T. Rozier,
2:59.0,A. Burks makes free throw 1 of 2,+1,21-12, , ,
2:59.0,A. Burks makes free throw 2 of 2,+1,22-12, , ,
2:48.0, , ,22-14,+2,L. Ball makes 2-pt layup from 2 ft,
2:32.0,M. Bagley misses 2-pt jump shot from 6 ft, ,22-14, , ,
2:30.0, , ,22-14, ,Defensive rebound by L. Ball,
2:23.0, , ,22-16,+2,B. Miller makes 2-pt jump shot from 11 ft (assist by L. Ball),
2:14.0,Def 3 sec tech foul by Team, ,22-16, , ,
2:14.0,A. Burks makes technical free throw,+1,23-16, , ,
2:08.0,J. Ivey makes 3-pt jump shot from 27 ft (assist by M. Bagley),+3,26-16, , ,
1:58.0, , ,26-19,+3,L. Ball makes 3-pt jump shot from 23 ft,
1:45.0,Turnover by J. Ivey (traveling), ,26-19, , ,
1:34.0, , ,26-19, ,Shooting foul by J. Ivey (drawn by L. Ball),
1:34.0, , ,26-20,+1,L. Ball makes free throw 1 of 2,
1:34.0, , ,26-21,+1,L. Ball makes free throw 2 of 2,
1:20.0,J. Harris misses 3-pt jump shot from 26 ft, ,26-21, , ,
1:18.0, , ,26-21, ,Defensive rebound by L. Ball,
1:10.0, , ,26-21, ,L. Ball misses 3-pt jump shot from 25 ft,
1:08.0, , ,26-21, ,Offensive rebound by N. Richards,
1:08.0, , ,26-21, ,Turnover by L. Ball (step out of bounds),
1:00.0,M. Sasser misses 3-pt jump shot from 26 ft, ,26-21, , ,
0:58.0, , ,26-21, ,Defensive rebound by T. Maledon,
0:52.0, , ,26-21, ,T. Maledon misses 2-pt layup from 2 ft,
0:50.0,Defensive rebound by A. Burks, ,26-21, , ,
0:47.0,Shooting foul by J. Thor (drawn by A. Burks), ,26-21, , ,
0:47.0,A. Burks misses free throw 1 of 2, ,26-21, , ,
0:47.0,Offensive rebound by Team, ,26-21, , ,
0:47.0,A. Burks makes free throw 2 of 2,+1,27-21, , ,
0:37.0, , ,27-21, ,Turnover by L. Ball (lost ball; steal by J. Ivey),
0:34.0,J. Ivey makes 2-pt layup from 2 ft,+2,29-21, , ,
0:28.0, , ,29-21, ,Offensive foul by B. Miller (drawn by A. Burks),
0:28.0, , ,29-21, ,Turnover by B. Miller (offensive foul),
0:28.0,C. Cunningham enters the game for J. Harris, ,29-21, , ,
0:12.0,Turnover by C. Cunningham (lost ball; steal by J. Thor), ,29-21, , ,
0:12.0, , ,29-21, ,Turnover by T. Maledon (bad pass; steal by C. Cunningham),
0:02.0,C. Cunningham makes 3-pt jump shot from 28 ft (assist by M. Sasser),+3,32-21, , ,
0:00.0, , ,32-21, ,B. Miller misses 3-pt jump shot from 53 ft,
0:00.0, , ,32-21, ,Offensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Detroit,,Score,,Charlotte,
12:00.0,Start of 2nd quarter,
11:45.0,A. Burks misses 2-pt jump shot from 16 ft, ,32-21, , ,
11:45.0,Offensive rebound by Team, ,32-21, , ,
11:45.0, , ,32-21, ,Loose ball foul by P. Washington (drawn by I. Stewart),
11:42.0,Turnover by J. Duren (bad pass; steal by T. Maledon), ,32-21, , ,
11:37.0, , ,32-21, ,Personal foul by J. Ivey (drawn by L. Ball),
11:27.0, , ,32-21, ,Turnover by P. Washington (bad pass; steal by J. Duren),
11:23.0,I. Stewart makes 2-pt dunk from 2 ft (assist by C. Cunningham),+2,34-21, , ,
11:01.0, , ,34-21, ,Offensive foul by N. Richards (drawn by A. Burks),
11:01.0, , ,34-21, ,Turnover by N. Richards (offensive foul),
10:40.0,J. Ivey makes 2-pt layup from 3 ft,+2,36-21, , ,
10:23.0, , ,36-21, ,P. Washington misses 2-pt jump shot from 8 ft,
10:23.0,Defensive rebound by Team, ,36-21, , ,
10:23.0, , ,36-21, ,Loose ball foul by P. Washington (drawn by J. Ivey),
10:23.0,K. Hayes enters the game for A. Burks, ,36-21, , ,
10:08.0,Turnover by K. Hayes (lost ball; steal by B. Miller), ,36-21, , ,
10:00.0, , ,36-23,+2,B. Miller makes 2-pt layup from 3 ft (assist by L. Ball),
9:48.0,Turnover by C. Cunningham (lost ball; steal by T. Maledon), ,36-23, , ,
9:46.0, , ,36-25,+2,T. Maledon makes 2-pt layup from 1 ft,
9:46.0, , ,36-25, ,Shooting foul by C. Cunningham (drawn by T. Maledon),
9:46.0, , ,36-25, ,T. Maledon misses free throw 1 of 1,
9:46.0,Defensive rebound by Team, ,36-25, , ,
9:46.0, , ,36-25, ,Loose ball foul by N. Richards (drawn by C. Cunningham),
9:46.0, , ,36-25, ,M. Williams enters the game for N. Richards,
9:36.0, , ,36-25, ,Violation by Team (kicked ball),
9:25.0,J. Ivey misses 3-pt jump shot from 27 ft, ,36-25, , ,
9:23.0, , ,36-25, ,Defensive rebound by B. Miller,
9:11.0, , ,36-25, ,L. Ball misses 3-pt jump shot from 28 ft,
9:08.0,Defensive rebound by I. Stewart, ,36-25, , ,
9:02.0,Personal foul by M. Williams (drawn by C. Cunningham), ,36-25, , ,
9:02.0,A. Thompson enters the game for J. Ivey, ,36-25, , ,
8:57.0,Turnover by C. Cunningham (bad pass), ,36-25, , ,
8:46.0, , ,36-27,+2,L. Ball makes 2-pt layup from 2 ft,
8:34.0,C. Cunningham misses 3-pt jump shot from 27 ft, ,36-27, , ,
8:31.0, , ,36-27, ,Defensive rebound by L. Ball,
8:23.0, , ,36-27, ,P. Washington misses 3-pt jump shot from 25 ft,
8:21.0,Defensive rebound by J. Duren, ,36-27, , ,
8:10.0,Turnover by I. Stewart (traveling), ,36-27, , ,
8:10.0, , ,36-27, ,G. Hayward enters the game for L. Ball,
8:10.0, , ,36-27, ,T. Rozier enters the game for T. Maledon,
8:10.0, , ,36-27, ,J. Thor enters the game for P. Washington,
7:55.0, , ,36-27, ,B. Miller misses 2-pt jump shot from 9 ft,
7:53.0,Defensive rebound by I. Stewart, ,36-27, , ,
7:48.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,36-27, , ,
7:44.0, , ,36-27, ,Defensive rebound by G. Hayward,
7:40.0, , ,36-27, ,G. Hayward misses 3-pt jump shot from 26 ft,
7:35.0, , ,36-27, ,Offensive rebound by B. Miller,
7:33.0, , ,36-27, ,B. Miller misses 2-pt layup from 1 ft,
7:33.0, , ,36-27, ,Offensive rebound by B. Miller,
7:32.0, , ,36-27, ,B. Miller misses 2-pt layup at rim,
7:32.0, , ,36-27, ,Offensive rebound by Team,
7:32.0,Loose ball foul by C. Cunningham (drawn by B. Miller), ,36-27, , ,
7:32.0,J. Harris enters the game for I. Stewart, ,36-27, , ,
7:17.0, , ,36-27, ,T. Rozier misses 3-pt jump shot from 25 ft,
7:14.0,Defensive rebound by K. Hayes, ,36-27, , ,
6:57.0,A. Thompson misses 2-pt layup from 2 ft, ,36-27, , ,
6:55.0, , ,36-27, ,Defensive rebound by G. Hayward,
6:51.0, , ,36-29,+2,G. Hayward makes 2-pt layup from 1 ft,
6:33.0,K. Hayes misses 2-pt jump shot from 16 ft, ,36-29, , ,
6:30.0, , ,36-29, ,Defensive rebound by G. Hayward,
6:24.0, , ,36-29, ,Shooting foul by J. Duren (drawn by G. Hayward),
6:24.0, , ,36-29, ,Charlotte full timeout,
6:24.0,M. Bagley enters the game for C. Cunningham, ,36-29, , ,
6:24.0,A. Burks enters the game for J. Duren, ,36-29, , ,
6:24.0, , ,36-30,+1,G. Hayward makes free throw 1 of 2,
6:24.0, , ,36-31,+1,G. Hayward makes free throw 2 of 2,
6:07.0,J. Harris misses 2-pt layup from 2 ft, ,36-31, , ,
6:05.0, , ,36-31, ,Defensive rebound by G. Hayward,
5:52.0, , ,36-33,+2,T. Rozier makes 2-pt layup from 3 ft (assist by G. Hayward),
5:39.0,Shooting foul by G. Hayward (drawn by A. Burks), ,36-33, , ,
5:39.0,A. Burks makes free throw 1 of 3,+1,37-33, , ,
5:39.0,A. Burks makes free throw 2 of 3,+1,38-33, , ,
5:39.0,A. Burks makes free throw 3 of 3,+1,39-33, , ,
5:21.0, , ,39-33, ,T. Rozier misses 3-pt jump shot from 25 ft,
5:16.0,Defensive rebound by A. Thompson, ,39-33, , ,
5:11.0,K. Hayes misses 3-pt jump shot from 26 ft, ,39-33, , ,
5:08.0, , ,39-33, ,Defensive rebound by T. Rozier,
4:56.0, , ,39-33, ,Turnover by M. Williams (bad pass; steal by J. Harris),
4:46.0,A. Burks makes 3-pt jump shot from 25 ft (assist by A. Thompson),+3,42-33, , ,
4:31.0, , ,42-33, ,T. Rozier misses 2-pt jump shot from 13 ft,
4:29.0,Defensive rebound by M. Bagley, ,42-33, , ,
4:21.0,M. Bagley makes 2-pt jump shot from 7 ft (assist by A. Thompson),+2,44-33, , ,
4:21.0, , ,44-33, ,Charlotte full timeout,
4:21.0, , ,44-33, ,L. Ball enters the game for B. Miller,
4:12.0, , ,44-33, ,Offensive foul by G. Hayward (drawn by A. Burks),
4:12.0, , ,44-33, ,Turnover by G. Hayward (offensive foul),
3:56.0,M. Bagley misses 3-pt jump shot from 27 ft, ,44-33, , ,
3:54.0, , ,44-33, ,Defensive rebound by L. Ball,
3:38.0, , ,44-35,+2,M. Williams makes 2-pt dunk at rim (assist by L. Ball),
3:30.0,M. Bagley makes 2-pt layup from 3 ft (assist by J. Harris),+2,46-35, , ,
3:30.0,Shooting foul by M. Williams (drawn by M. Bagley), ,46-35, , ,
3:30.0,M. Bagley makes free throw 1 of 1,+1,47-35, , ,
3:15.0, , ,47-38,+3,L. Ball makes 3-pt jump shot from 25 ft (assist by M. Williams),
3:03.0,Shooting foul by M. Williams (drawn by M. Bagley), ,47-38, , ,
3:03.0,M. Bagley misses free throw 1 of 2, ,47-38, , ,
3:03.0,Offensive rebound by Team, ,47-38, , ,
3:03.0,I. Stewart enters the game for J. Harris, ,47-38, , ,
3:03.0, , ,47-38, ,B. Miller enters the game for M. Williams,
3:03.0,M. Bagley makes free throw 2 of 2,+1,48-38, , ,
2:49.0, , ,48-38, ,G. Hayward misses 2-pt layup from 1 ft,
2:48.0, , ,48-38, ,Offensive rebound by G. Hayward,
2:44.0, , ,48-38, ,J. Thor misses 3-pt jump shot from 23 ft,
2:42.0,Defensive rebound by M. Bagley, ,48-38, , ,
2:29.0,A. Burks makes 2-pt layup from 2 ft,+2,50-38, , ,
2:10.0, , ,50-38, ,L. Ball misses 2-pt layup from 1 ft,
2:08.0,Defensive rebound by I. Stewart, ,50-38, , ,
2:01.0,A. Burks misses 3-pt jump shot from 26 ft, ,50-38, , ,
1:58.0, , ,50-38, ,Defensive rebound by J. Thor,
1:54.0, , ,50-40,+2,T. Rozier makes 2-pt jump shot from 1 ft,
1:54.0, , ,50-40, ,Shooting foul by A. Thompson (drawn by T. Rozier),
1:54.0,C. Cunningham enters the game for M. Bagley, ,50-40, , ,
1:54.0,J. Duren enters the game for K. Hayes, ,50-40, , ,
1:54.0, , ,50-41,+1,T. Rozier makes free throw 1 of 1,
1:44.0,J. Duren makes 2-pt dunk from 2 ft (assist by C. Cunningham),+2,52-41, , ,
1:38.0, , ,52-41, ,Personal foul by A. Thompson (drawn by L. Ball),
1:38.0, , ,52-42,+1,L. Ball makes free throw 1 of 2,
1:38.0,J. Ivey enters the game for A. Thompson, ,52-42, , ,
1:38.0, , ,52-43,+1,L. Ball makes free throw 2 of 2,
1:24.0,C. Cunningham makes 2-pt jump shot from 16 ft,+2,54-43, , ,
1:14.0, , ,54-45,+2,B. Miller makes 2-pt jump shot from 2 ft (assist by T. Rozier),
0:58.0,J. Ivey misses 2-pt jump shot from 2 ft, ,54-45, , ,
0:55.0, , ,54-45, ,Defensive rebound by L. Ball,
0:51.0, , ,54-45, ,Shooting foul by I. Stewart (drawn by B. Miller),
0:51.0, , ,54-46,+1,B. Miller makes free throw 1 of 2,
0:51.0, , ,54-47,+1,B. Miller makes free throw 2 of 2,
0:35.0,Turnover by J. Ivey (traveling), ,54-47, , ,
0:27.0, , ,54-47, ,L. Ball misses 3-pt jump shot from 26 ft,
0:24.0,Defensive rebound by J. Duren, ,54-47, , ,
0:01.0,Turnover by Team (shot clock), ,54-47, , ,
0:00.0, , ,54-47, ,T. Rozier misses 3-pt jump shot from 29 ft,
0:00.0, , ,54-47, ,Offensive rebound by Team,
0:00.0,End of 2nd quarter,
3rd Q,
Time,Detroit,,Score,,Charlotte,
12:00.0,Start of 3rd quarter,
11:42.0,C. Cunningham misses 2-pt layup from 1 ft (block by M. Williams), ,54-47, , ,
11:42.0,Offensive rebound by Team, ,54-47, , ,
11:37.0,J. Duren makes 2-pt hook shot from 4 ft (assist by K. Hayes),+2,56-47, , ,
11:28.0, , ,56-47, ,Offensive foul by P. Washington (drawn by I. Stewart),
11:28.0, , ,56-47, ,Turnover by P. Washington (offensive foul),
11:08.0,A. Thompson misses 2-pt jump shot from 11 ft, ,56-47, , ,
11:08.0,Offensive rebound by Team, ,56-47, , ,
11:08.0, , ,56-47, ,Loose ball foul by M. Williams (drawn by J. Duren),
11:08.0, , ,56-47, ,N. Richards enters the game for M. Williams,
10:55.0,J. Duren makes 2-pt dunk from 2 ft (assist by A. Thompson),+2,58-47, , ,
10:37.0, , ,58-47, ,Shooting foul by K. Hayes (drawn by G. Hayward),
10:37.0, , ,58-47, ,G. Hayward misses free throw 1 of 2,
10:37.0, , ,58-47, ,Offensive rebound by Team,
10:37.0, , ,58-48,+1,G. Hayward makes free throw 2 of 2,
10:28.0,Turnover by C. Cunningham (bad pass; steal by P. Washington), ,58-48, , ,
10:23.0, , ,58-50,+2,G. Hayward makes 2-pt layup from 1 ft (assist by P. Washington),
10:10.0,Turnover by I. Stewart (step out of bounds), ,58-50, , ,
10:00.0, , ,58-50, ,Personal foul by C. Cunningham (drawn by G. Hayward),
9:48.0, , ,58-53,+3,G. Hayward makes 3-pt jump shot from 23 ft (assist by L. Ball),
9:28.0,A. Thompson misses 3-pt jump shot from 24 ft, ,58-53, , ,
9:26.0,Offensive rebound by J. Duren, ,58-53, , ,
9:24.0,Turnover by J. Duren (lost ball; steal by P. Washington), ,58-53, , ,
9:22.0, , ,58-53, ,Personal foul by I. Stewart (drawn by L. Ball),
9:18.0, , ,58-53, ,G. Hayward misses 2-pt layup from 2 ft,
9:16.0,Defensive rebound by J. Duren, ,58-53, , ,
9:10.0,K. Hayes misses 2-pt layup from 1 ft, ,58-53, , ,
9:08.0,Offensive rebound by I. Stewart, ,58-53, , ,
9:07.0,I. Stewart makes 2-pt layup from 1 ft,+2,60-53, , ,
8:56.0, , ,60-55,+2,G. Hayward makes 2-pt jump shot from 3 ft (assist by L. Ball),
8:45.0,A. Thompson misses 2-pt jump shot from 7 ft, ,60-55, , ,
8:45.0,Offensive rebound by A. Thompson, ,60-55, , ,
8:42.0,C. Cunningham misses 3-pt jump shot from 25 ft, ,60-55, , ,
8:40.0, , ,60-55, ,Defensive rebound by Team,
8:40.0,Loose ball foul by A. Thompson (drawn by T. Rozier), ,60-55, , ,
8:40.0,A. Burks enters the game for A. Thompson, ,60-55, , ,
8:30.0, , ,60-55, ,Shooting foul by C. Cunningham (drawn by N. Richards),
8:30.0, , ,60-55, ,N. Richards misses free throw 1 of 2,
8:30.0, , ,60-55, ,Offensive rebound by Team,
8:30.0,J. Ivey enters the game for C. Cunningham, ,60-55, , ,
8:30.0, , ,60-55, ,N. Richards misses free throw 2 of 2,
8:27.0,Defensive rebound by I. Stewart, ,60-55, , ,
8:20.0,Shooting foul by L. Ball (drawn by K. Hayes), ,60-55, , ,
8:20.0,K. Hayes misses free throw 1 of 2, ,60-55, , ,
8:20.0,Offensive rebound by Team, ,60-55, , ,
8:20.0,K. Hayes makes free throw 2 of 2,+1,61-55, , ,
8:13.0, , ,61-55, ,Offensive foul by N. Richards (drawn by A. Burks),
8:13.0, , ,61-55, ,Turnover by N. Richards (offensive foul),
8:13.0, , ,61-55, ,J. Thor enters the game for N. Richards,
8:01.0,J. Ivey makes 3-pt jump shot from 23 ft (assist by K. Hayes),+3,64-55, , ,
7:49.0, , ,64-57,+2,P. Washington makes 2-pt hook shot from 7 ft (assist by G. Hayward),
7:32.0,K. Hayes makes 3-pt jump shot from 25 ft (assist by J. Duren),+3,67-57, , ,
7:20.0, , ,67-59,+2,P. Washington makes 2-pt layup from 1 ft (assist by L. Ball),
7:00.0,K. Hayes misses 2-pt jump shot from 11 ft, ,67-59, , ,
6:58.0, , ,67-59, ,Defensive rebound by L. Ball,
6:48.0, , ,67-59, ,P. Washington misses 3-pt jump shot from 25 ft,
6:45.0,Defensive rebound by A. Burks, ,67-59, , ,
6:40.0,A. Burks misses 3-pt jump shot from 25 ft, ,67-59, , ,
6:37.0, , ,67-59, ,Defensive rebound by P. Washington,
