A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Cleveland,
12:00.0,Jump ball: I. Stewart vs. J. Allen (D. Garland gains possession),
11:44.0, , ,0-2,+2,J. Allen makes 2-pt layup from 1 ft (assist by E. Mobley),
11:44.0, , ,0-2, ,Shooting foul by C. Cunningham (drawn by J. Allen),
11:44.0, , ,0-3,+1,J. Allen makes free throw 1 of 1,
11:30.0,Turnover by C. Cunningham (bad pass), ,0-3, , ,
11:19.0, , ,0-6,+3,M. Strus makes 3-pt jump shot from 25 ft (assist by E. Mobley),
10:59.0,C. Cunningham misses 3-pt jump shot from 25 ft, ,0-6, , ,
10:53.0,Offensive rebound by I. Stewart, ,0-6, , ,
10:53.0,I. Stewart misses 2-pt layup at rim, ,0-6, , ,
10:53.0,Offensive rebound by I. Stewart, ,0-6, , ,
10:51.0,I. Stewart makes 2-pt layup at rim,+2,2-6, , ,
10:42.0, , ,2-6, ,M. Strus misses 3-pt jump shot from 25 ft,
10:39.0,Defensive rebound by K. Knox, ,2-6, , ,
10:28.0,I. Stewart makes 2-pt dunk from 1 ft (assist by C. Cunningham),+2,4-6, , ,
10:16.0, , ,4-6, ,Turnover by D. Garland (bad pass; steal by I. Stewart),
10:09.0,K. Knox makes 2-pt layup from 1 ft,+2,6-6, , ,Tie
9:51.0, , ,6-6, ,Shooting foul by K. Knox (drawn by E. Mobley),
9:51.0, , ,6-7,+1,E. Mobley makes free throw 1 of 2,
9:51.0, , ,6-7, ,E. Mobley misses free throw 2 of 2,
9:50.0,Defensive rebound by K. Knox, ,6-7, , ,
9:33.0,K. Knox misses 3-pt jump shot from 23 ft, ,6-7, , ,
9:30.0, , ,6-7, ,Defensive rebound by D. Garland,
9:24.0, , ,6-9,+2,D. Garland makes 2-pt jump shot from 14 ft,
8:58.0,A. Thompson makes 2-pt jump shot from 11 ft,+2,8-9, , ,
8:50.0, , ,8-9, ,M. Strus misses 2-pt layup from 1 ft,
8:47.0,Defensive rebound by A. Thompson, ,8-9, , ,
8:36.0,K. Knox misses 3-pt jump shot from 25 ft, ,8-9, , ,
8:36.0, , ,8-9, ,Defensive rebound by Team,
8:36.0,Loose ball foul by A. Thompson (drawn by D. Wade), ,8-9, , ,
8:22.0, , ,8-11,+2,E. Mobley makes 2-pt dunk from 2 ft (assist by M. Strus),
8:10.0,K. Hayes makes 2-pt jump shot from 13 ft,+2,10-11, , ,
7:45.0, , ,10-11, ,D. Garland misses 3-pt jump shot from 23 ft,
7:43.0,Defensive rebound by C. Cunningham, ,10-11, , ,
7:39.0,Shooting foul by J. Allen (drawn by A. Thompson), ,10-11, , ,
7:39.0,A. Thompson misses free throw 1 of 2, ,10-11, , ,
7:39.0,Offensive rebound by Team, ,10-11, , ,
7:39.0,A. Thompson makes free throw 2 of 2,+1,11-11, , ,Tie
7:28.0, , ,11-13,+2,D. Garland makes 2-pt layup from 1 ft,
7:18.0,I. Stewart misses 2-pt layup from 1 ft, ,11-13, , ,
7:15.0,Offensive rebound by A. Thompson, ,11-13, , ,
7:13.0,C. Cunningham misses 3-pt jump shot from 27 ft, ,11-13, , ,
7:11.0,Offensive rebound by K. Knox, ,11-13, , ,
