A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,New York,
12:00.0,Jump ball: J. Duren vs. M. Robinson (R. Barrett gains possession),
11:45.0, , ,0-0, ,J. Brunson misses 2-pt jump shot from 8 ft,
11:41.0, , ,0-0, ,Offensive rebound by M. Robinson,
11:36.0, , ,0-0, ,Turnover by R. Barrett (bad pass; steal by C. Cunningham),
11:31.0,C. Cunningham makes 2-pt dunk at rim,+2,2-0, , ,
11:08.0, , ,2-2,+2,R. Barrett makes 2-pt layup from 1 ft,Tie
10:51.0,Turnover by C. Cunningham (bad pass), ,2-2, , ,
10:45.0, , ,2-2, ,Shooting foul by K. Hayes (drawn by J. Brunson),
10:45.0, , ,2-3,+1,J. Brunson makes free throw 1 of 2,Lead change
10:45.0, , ,2-4,+1,J. Brunson makes free throw 2 of 2,
10:35.0,K. Hayes misses 3-pt jump shot from 26 ft, ,2-4, , ,
10:33.0,Offensive rebound by I. Livers, ,2-4, , ,
10:29.0,Turnover by I. Stewart (lost ball; steal by Q. Grimes), ,2-4, , ,
10:28.0, , ,2-4, ,Q. Grimes misses 2-pt layup from 3 ft (block by K. Hayes),
10:26.0, , ,2-4, ,Offensive rebound by Team,
10:15.0, , ,2-4, ,Q. Grimes misses 3-pt jump shot from 23 ft,
10:13.0,Defensive rebound by I. Livers, ,2-4, , ,
10:08.0,Offensive foul by J. Duren (drawn by J. Brunson), ,2-4, , ,
10:08.0,Turnover by J. Duren (offensive foul), ,2-4, , ,
9:56.0, , ,2-6,+2,J. Brunson makes 2-pt jump shot from 18 ft,
9:44.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,2-6, , ,
9:42.0, , ,2-6, ,Defensive rebound by J. Randle,
9:31.0, , ,2-9,+3,J. Brunson makes 3-pt jump shot from 25 ft,
9:16.0,I. Stewart misses 3-pt jump shot from 24 ft, ,2-9, , ,
9:14.0, , ,2-9, ,Defensive rebound by Q. Grimes,
9:05.0, , ,2-9, ,Turnover by J. Randle (out of bounds lost ball),
8:46.0,K. Hayes makes 2-pt jump shot from 10 ft (assist by C. Cunningham),+2,4-9, , ,
8:33.0, , ,4-9, ,J. Brunson misses 2-pt jump shot from 14 ft,
8:31.0,Defensive rebound by Team, ,4-9, , ,
8:17.0,Turnover by I. Livers (bad pass; steal by J. Brunson), ,4-9, , ,
8:11.0, , ,4-9, ,R. Barrett misses 3-pt jump shot from 25 ft,
8:09.0,Defensive rebound by J. Duren, ,4-9, , ,
8:04.0,Shooting foul by J. Brunson (drawn by I. Livers), ,4-9, , ,
8:04.0,I. Livers makes free throw 1 of 3,+1,5-9, , ,
8:04.0,I. Livers misses free throw 2 of 3, ,5-9, , ,
8:04.0,Offensive rebound by Team, ,5-9, , ,
8:04.0,I. Livers misses free throw 3 of 3, ,5-9, , ,
8:02.0, , ,5-9, ,Defensive rebound by J. Brunson,
7:54.0, , ,5-9, ,J. Randle misses 3-pt jump shot from 25 ft,
7:52.0,Defensive rebound by Team, ,5-9, , ,
7:41.0,J. Duren misses 2-pt layup from 2 ft (block by M. Robinson), ,5-9, , ,
7:39.0, , ,5-9, ,Defensive rebound by J. Randle,
7:33.0, , ,5-9, ,J. Randle misses 2-pt layup from 2 ft,
7:31.0, , ,5-9, ,Offensive rebound by J. Randle,
7:23.0, , ,5-9, ,J. Randle misses 2-pt jump shot from 7 ft,
7:21.0,Defensive rebound by I. Stewart, ,5-9, , ,
7:17.0,Turnover by C. Cunningham (bad pass), ,5-9, , ,
7:03.0, , ,5-9, ,R. Barrett misses 3-pt jump shot from 24 ft,
7:01.0,Defensive rebound by J. Duren, ,5-9, , ,
6:53.0,C. Cunningham makes 3-pt jump shot from 22 ft (assist by K. Hayes),+3,8-9, , ,
6:34.0, , ,8-9, ,Q. Grimes misses 3-pt jump shot from 23 ft,
6:32.0,Defensive rebound by J. Duren, ,8-9, , ,
6:23.0,C. Cunningham makes 2-pt layup from 2 ft (assist by K. Hayes),+2,10-9, , ,Lead change
6:23.0, , ,10-9, ,New York full timeout,
6:12.0, , ,10-12,+3,J. Randle makes 3-pt jump shot from 22 ft (assist by J. Brunson),Lead change
5:56.0,Turnover by I. Livers (bad pass), ,10-12, , ,
5:45.0, , ,10-14,+2,J. Brunson makes 2-pt jump shot from 17 ft (assist by J. Randle),
5:33.0,K. Hayes misses 2-pt jump shot from 22 ft, ,10-14, , ,
5:31.0, , ,10-14, ,Defensive rebound by R. Barrett,
5:28.0, , ,10-14, ,Shooting foul by I. Livers (drawn by R. Barrett),
5:28.0, , ,10-15,+1,R. Barrett makes free throw 1 of 2,
5:28.0,M. Sasser enters the game for K. Hayes, ,10-15, , ,
5:28.0, , ,10-15, ,R. Barrett misses free throw 2 of 2,
5:26.0,Defensive rebound by I. Stewart, ,10-15, , ,
5:26.0, , ,10-15, ,J. Hart enters the game for R. Barrett,
5:05.0,C. Cunningham makes 2-pt layup from 1 ft,+2,12-15, , ,
4:55.0, , ,12-15, ,Personal foul by M. Sasser (drawn by J. Brunson),
4:55.0,A. Thompson enters the game for I. Livers, ,12-15, , ,
4:55.0, , ,12-15, ,I. Quickley enters the game for Q. Grimes,
4:50.0, , ,12-18,+3,J. Brunson makes 3-pt jump shot from 26 ft (assist by J. Randle),
4:37.0,J. Duren misses 2-pt layup from 3 ft, ,12-18, , ,
4:35.0, , ,12-18, ,Defensive rebound by J. Hart,
4:30.0, , ,12-18, ,Turnover by J. Hart (bad pass),
4:30.0,M. Bagley enters the game for J. Duren, ,12-18, , ,
4:20.0,I. Stewart makes 3-pt jump shot from 23 ft (assist by M. Sasser),+3,15-18, , ,
3:57.0, , ,15-18, ,J. Randle misses 3-pt jump shot from 25 ft,
3:55.0,Defensive rebound by A. Thompson, ,15-18, , ,
3:48.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,15-18, , ,
3:46.0, , ,15-18, ,Defensive rebound by Team,
3:46.0,K. Knox enters the game for I. Stewart, ,15-18, , ,
3:32.0, , ,15-21,+3,J. Brunson makes 3-pt jump shot from 26 ft (assist by I. Quickley),
3:24.0,Detroit full timeout, ,15-21, , ,
3:24.0,A. Burks enters the game for C. Cunningham, ,15-21, , ,
3:24.0, , ,15-21, ,I. Hartenstein enters the game for M. Robinson,
3:16.0,Turnover by K. Knox (bad pass; steal by I. Hartenstein), ,15-21, , ,
3:16.0, , ,15-21, ,Personal foul by A. Thompson (drawn by J. Brunson),
3:16.0, , ,15-22,+1,J. Brunson makes free throw 1 of 1,
2:58.0, , ,15-22, ,I. Quickley misses 3-pt jump shot from 23 ft,
2:56.0,Defensive rebound by A. Thompson, ,15-22, , ,
2:50.0,A. Thompson misses 2-pt layup from 3 ft, ,15-22, , ,
2:48.0,Offensive rebound by A. Thompson, ,15-22, , ,
2:47.0,Turnover by A. Thompson (lost ball; steal by I. Hartenstein), ,15-22, , ,
2:44.0, , ,15-24,+2,J. Randle makes 2-pt layup from 2 ft (assist by J. Brunson),
2:44.0,Violation by Team (def goaltending), ,15-24, , ,
2:29.0,K. Knox misses 3-pt jump shot from 24 ft, ,15-24, , ,
2:27.0, , ,15-24, ,Defensive rebound by J. Brunson,
2:24.0, , ,15-24, ,Shooting foul by M. Sasser (drawn by J. Randle),
2:24.0, , ,15-24, ,J. Randle misses free throw 1 of 2,
2:24.0, , ,15-24, ,Offensive rebound by Team,
2:24.0, , ,15-25,+1,J. Randle makes free throw 2 of 2,
2:15.0,M. Sasser misses 3-pt jump shot from 25 ft, ,15-25, , ,
2:13.0,Offensive rebound by M. Bagley, ,15-25, , ,
2:04.0,A. Burks misses 3-pt jump shot from 26 ft, ,15-25, , ,
2:02.0, , ,15-25, ,Defensive rebound by J. Randle,
1:54.0, , ,15-27,+2,J. Randle makes 2-pt layup from 1 ft,
