A,B,C,D,E,F,Event
1st Q
Time,Milwaukee,,Score,,Detroit,
12:00.0,Jump ball: B. Lopez vs. J. Duren (B. Bogdanović gains possession),
11:44.0, , ,0-0, ,K. Hayes misses 2-pt jump shot from 16 ft,
11:43.0,Defensive rebound by G. Antetokounmpo, ,0-0, , ,
11:35.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by D. Lillard),+3,3-0, , ,
11:22.0, , ,3-0, ,J. Ivey misses 2-pt jump shot from 15 ft,
11:20.0,Defensive rebound by G. Antetokounmpo, ,3-0, , ,
11:06.0,Turnover by G. Antetokounmpo (out of bounds lost ball), ,3-0, , ,
10:49.0, , ,3-0, ,Turnover by J. Duren (bad pass; steal by K. Middleton),
10:45.0,G. Antetokounmpo misses 2-pt layup from 3 ft, ,3-0, , ,
10:43.0, , ,3-0, ,Defensive rebound by J. Duren,
10:35.0, , ,3-2,+2,B. Bogdanović makes 2-pt jump shot from 12 ft (assist by K. Hayes),
10:18.0,Turnover by K. Middleton (bad pass; steal by K. Hayes), ,3-2, , ,
10:16.0, , ,3-4,+2,K. Hayes makes 2-pt dunk from 2 ft,Lead change
9:59.0,B. Lopez makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),+2,5-4, , ,Lead change
9:44.0, , ,5-6,+2,K. Knox makes 2-pt jump shot from 13 ft (assist by K. Hayes),Lead change
9:35.0,Shooting foul by K. Knox (drawn by D. Lillard), ,5-6, , ,
9:35.0,D. Lillard makes free throw 1 of 2,+1,6-6, , ,Tie
9:35.0,D. Lillard makes free throw 2 of 2,+1,7-6, , ,Lead change
9:13.0, , ,7-6, ,B. Bogdanović misses 3-pt jump shot from 24 ft,
9:08.0,Defensive rebound by G. Antetokounmpo, ,7-6, , ,
9:03.0,G. Antetokounmpo makes 2-pt layup from 3 ft,+2,9-6, , ,
9:03.0,Shooting foul by J. Duren (drawn by G. Antetokounmpo), ,9-6, , ,
9:03.0,G. Antetokounmpo makes free throw 1 of 1,+1,10-6, , ,
8:53.0, , ,10-6, ,Shooting foul by K. Middleton (drawn by B. Bogdanović),
8:53.0, , ,10-6, ,B. Bogdanović misses free throw 1 of 2,
8:53.0, , ,10-6, ,Offensive rebound by Team,
8:53.0, , ,10-7,+1,B. Bogdanović makes free throw 2 of 2,
8:43.0,Offensive foul by G. Antetokounmpo (drawn by J. Ivey), ,10-7, , ,
8:43.0,Turnover by G. Antetokounmpo (offensive foul), ,10-7, , ,
8:43.0, , ,10-7, ,I. Stewart enters the game for K. Knox,
8:24.0, , ,10-7, ,J. Duren misses 2-pt jump shot from 4 ft,
8:22.0,Defensive rebound by D. Lillard, ,10-7, , ,
8:18.0,M. Beasley makes 2-pt layup from 4 ft (assist by D. Lillard),+2,12-7, , ,
8:12.0, , ,12-9,+2,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by K. Hayes),
7:54.0,K. Middleton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),+3,15-9, , ,
7:43.0, , ,15-9, ,B. Bogdanović misses 3-pt jump shot from 25 ft,
7:40.0,Defensive rebound by G. Antetokounmpo, ,15-9, , ,
7:35.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,+3,18-9, , ,
7:17.0, , ,18-11,+2,J. Duren makes 2-pt jump shot from 4 ft (assist by J. Ivey),
7:04.0,D. Lillard misses 2-pt jump shot from 19 ft (block by K. Hayes), ,18-11, , ,
7:00.0, , ,18-11, ,Defensive rebound by J. Duren,
6:51.0, , ,18-11, ,Shooting foul by B. Lopez (drawn by J. Ivey),
6:51.0, , ,18-11, ,Detroit full timeout,
6:51.0,B. Portis enters the game for G. Antetokounmpo, ,18-11, , ,
6:51.0, , ,18-12,+1,J. Ivey makes free throw 1 of 2,
6:51.0, , ,18-13,+1,J. Ivey makes free throw 2 of 2,
6:38.0,D. Lillard misses 3-pt jump shot from 26 ft, ,18-13, , ,
6:37.0, , ,18-13, ,Defensive rebound by J. Ivey,
6:33.0, , ,18-13, ,J. Ivey misses 2-pt jump shot from 9 ft,
6:32.0, , ,18-13, ,Offensive rebound by J. Ivey,
6:31.0, , ,18-13, ,Shooting foul by B. Portis (drawn by J. Ivey),
6:31.0, , ,18-14,+1,J. Ivey makes free throw 1 of 2,
6:31.0, , ,18-15,+1,J. Ivey makes free throw 2 of 2,
6:22.0,K. Middleton misses 3-pt jump shot from 26 ft, ,18-15, , ,
6:20.0, , ,18-15, ,Defensive rebound by J. Duren,
6:05.0, , ,18-15, ,B. Bogdanović misses 2-pt jump shot from 5 ft,
6:02.0,Defensive rebound by B. Lopez, ,18-15, , ,
5:59.0,K. Middleton misses 2-pt layup from 2 ft (block by B. Bogdanović), ,18-15, , ,
5:59.0, , ,18-15, ,Defensive rebound by Team,
5:59.0, , ,18-15, ,Detroit full timeout,
5:59.0, , ,18-15, ,Instant Replay (Challenge: Ruling Stands),
5:59.0,J. Crowder enters the game for K. Middleton, ,18-15, , ,
5:36.0, , ,18-15, ,I. Stewart misses 3-pt jump shot from 26 ft,
5:33.0,Defensive rebound by D. Lillard, ,18-15, , ,
5:31.0,Personal foul by K. Hayes (drawn by D. Lillard), ,18-15, , ,
5:31.0, , ,18-15, ,D. Gallinari enters the game for J. Duren,
5:18.0,D. Lillard misses 2-pt jump shot from 19 ft, ,18-15, , ,
5:14.0, , ,18-15, ,Defensive rebound by D. Gallinari,
5:04.0, , ,18-15, ,J. Ivey misses 2-pt jump shot from 15 ft,
5:03.0, , ,18-15, ,Offensive rebound by Team,
4:58.0, , ,18-15, ,I. Stewart misses 3-pt jump shot from 27 ft,
4:55.0,Defensive rebound by J. Crowder, ,18-15, , ,
4:55.0, , ,18-15, ,A. Burks enters the game for K. Hayes,
4:41.0,B. Lopez misses 2-pt layup from 7 ft, ,18-15, , ,
4:41.0,Offensive rebound by Team, ,18-15, , ,
