A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,LA Lakers,
12:00.0,Jump ball: J. Duren vs. A. Davis (L. James gains possession),
11:49.0, , ,0-0, ,Shooting foul by A. Thompson (drawn by R. Hachimura),
11:49.0, , ,0-0, ,R. Hachimura misses free throw 1 of 2,
11:49.0, , ,0-0, ,Offensive rebound by Team,
11:49.0, , ,0-1,+1,R. Hachimura makes free throw 2 of 2,
11:31.0,A. Thompson makes 2-pt layup from 1 ft (assist by S. Fontecchio),+2,2-1, , ,Lead change
11:14.0, , ,2-1, ,D. Russell misses 2-pt jump shot from 6 ft,
11:11.0,Defensive rebound by C. Cunningham, ,2-1, , ,
11:02.0,J. Ivey misses 3-pt jump shot from 23 ft, ,2-1, , ,
10:58.0, , ,2-1, ,Defensive rebound by R. Hachimura,
10:47.0, , ,2-3,+2,R. Hachimura makes 2-pt layup from 4 ft,Lead change
10:23.0,Turnover by A. Thompson (off goaltending), ,2-3, , ,
10:02.0, , ,2-3, ,A. Davis misses 2-pt hook shot from 5 ft,
10:00.0,Defensive rebound by J. Duren, ,2-3, , ,
9:56.0,Offensive foul by J. Duren (drawn by A. Reaves), ,2-3, , ,
9:56.0,Turnover by J. Duren (offensive foul), ,2-3, , ,
9:44.0, , ,2-3, ,Turnover by L. James (out of bounds lost ball),
9:34.0,J. Ivey misses 2-pt jump shot from 6 ft (block by A. Davis), ,2-3, , ,
9:29.0,Offensive rebound by C. Cunningham, ,2-3, , ,
9:27.0,J. Duren makes 2-pt layup from 2 ft (assist by C. Cunningham),+2,4-3, , ,Lead change
9:15.0, , ,4-6,+3,D. Russell makes 3-pt jump shot from 24 ft (assist by A. Reaves),Lead change
8:57.0,J. Ivey misses 3-pt jump shot from 26 ft, ,4-6, , ,
8:57.0, , ,4-6, ,Defensive rebound by A. Reaves,
8:38.0, , ,4-6, ,Turnover by L. James (lost ball; steal by J. Duren),
8:32.0,J. Duren makes 2-pt dunk from 2 ft (assist by C. Cunningham),+2,6-6, , ,Tie
8:29.0, , ,6-6, ,A. Davis misses 2-pt layup from 3 ft (block by J. Ivey),
8:29.0, , ,6-6, ,Offensive rebound by Team,
8:26.0, , ,6-6, ,L. James misses 3-pt jump shot from 27 ft,
8:23.0,Defensive rebound by J. Duren, ,6-6, , ,
8:15.0,C. Cunningham misses 2-pt jump shot from 14 ft, ,6-6, , ,
8:11.0, , ,6-6, ,Defensive rebound by A. Davis,
8:09.0, , ,6-8,+2,R. Hachimura makes 2-pt dunk from 2 ft,
7:53.0,S. Fontecchio misses 2-pt jump shot from 6 ft, ,6-8, , ,
7:51.0, , ,6-8, ,Defensive rebound by Team,
7:39.0, , ,6-10,+2,R. Hachimura makes 2-pt layup from 1 ft (assist by D. Russell),
7:14.0,C. Cunningham misses 2-pt jump shot from 15 ft, ,6-10, , ,
7:12.0, , ,6-10, ,Defensive rebound by A. Davis,
7:06.0, , ,6-12,+2,L. James makes 2-pt layup from 2 ft (assist by A. Davis),
7:06.0,Detroit full timeout, ,6-12, , ,
6:54.0,A. Thompson makes 3-pt jump shot from 24 ft (assist by J. Ivey),+3,9-12, , ,
6:37.0, , ,9-15,+3,A. Reaves makes 3-pt jump shot from 24 ft (assist by L. James),
6:24.0,J. Ivey misses 2-pt jump shot from 3 ft (block by D. Russell), ,9-15, , ,
6:21.0, , ,9-15, ,Defensive rebound by A. Reaves,
6:20.0, , ,9-17,+2,L. James makes 2-pt dunk from 1 ft (assist by A. Reaves),
6:04.0,J. Duren misses 2-pt layup from 4 ft (block by A. Davis), ,9-17, , ,
6:01.0,Offensive rebound by J. Duren, ,9-17, , ,
5:57.0,J. Duren misses 2-pt hook shot from 4 ft, ,9-17, , ,
5:56.0, , ,9-17, ,Defensive rebound by A. Davis,
5:53.0, , ,9-19,+2,A. Reaves makes 2-pt layup from 2 ft (assist by L. James),
5:40.0,C. Cunningham makes 2-pt jump shot from 15 ft,+2,11-19, , ,
5:24.0, , ,11-19, ,Personal foul by A. Thompson (drawn by A. Davis),
5:24.0,T. Brown enters the game for J. Ivey, ,11-19, , ,
5:24.0,E. Fournier enters the game for A. Thompson, ,11-19, , ,
5:24.0, , ,11-19, ,S. Dinwiddie enters the game for D. Russell,
5:13.0, , ,11-21,+2,A. Davis makes 2-pt jump shot from 13 ft,
4:58.0,E. Fournier misses 3-pt jump shot from 23 ft, ,11-21, , ,
4:55.0, , ,11-21, ,Defensive rebound by A. Reaves,
4:50.0, , ,11-23,+2,A. Davis makes 2-pt dunk from 1 ft (assist by A. Reaves),
4:36.0,C. Cunningham misses 2-pt jump shot from 13 ft, ,11-23, , ,
4:33.0, , ,11-23, ,Defensive rebound by A. Davis,
4:24.0, , ,11-25,+2,L. James makes 2-pt layup from 2 ft (assist by A. Reaves),
4:09.0,C. Cunningham misses 2-pt layup from 2 ft (block by A. Davis), ,11-25, , ,
4:07.0, , ,11-25, ,Defensive rebound by A. Davis,
3:58.0, , ,11-25, ,A. Reaves misses 2-pt jump shot from 2 ft,
3:58.0,Defensive rebound by Team, ,11-25, , ,
3:58.0,M. Sasser enters the game for C. Cunningham, ,11-25, , ,
3:58.0,J. Wiseman enters the game for J. Duren, ,11-25, , ,
3:58.0, , ,11-25, ,T. Prince enters the game for R. Hachimura,
3:58.0, , ,11-25, ,C. Wood enters the game for L. James,
3:45.0,T. Brown makes 2-pt jump shot from 20 ft (assist by J. Wiseman),+2,13-25, , ,
3:23.0, , ,13-27,+2,A. Davis makes 2-pt hook shot from 6 ft,
3:01.0,M. Sasser misses 2-pt jump shot from 19 ft, ,13-27, , ,
2:57.0, , ,13-27, ,Defensive rebound by C. Wood,
2:52.0, , ,13-29,+2,C. Wood makes 2-pt layup from 2 ft (assist by S. Dinwiddie),
2:52.0,Detroit full timeout, ,13-29, , ,
2:52.0,M. Muscala enters the game for S. Fontecchio, ,13-29, , ,
2:52.0, , ,13-29, ,D. Russell enters the game for A. Reaves,
2:32.0,E. Fournier misses 2-pt jump shot from 12 ft, ,13-29, , ,
2:30.0,Offensive rebound by E. Fournier, ,13-29, , ,
2:28.0,E. Fournier makes 2-pt jump shot from 15 ft,+2,15-29, , ,
2:11.0, , ,15-29, ,D. Russell misses 2-pt layup from 10 ft,
2:09.0,Defensive rebound by T. Brown, ,15-29, , ,
2:04.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Brown),+3,18-29, , ,
1:52.0, , ,18-29, ,Turnover by D. Russell (bad pass),
1:39.0,Turnover by M. Sasser (lost ball; steal by C. Wood), ,18-29, , ,
1:30.0, , ,18-32,+3,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Russell),
1:09.0,M. Muscala misses 3-pt jump shot from 26 ft, ,18-32, , ,
1:04.0, , ,18-32, ,Defensive rebound by S. Dinwiddie,
1:02.0, , ,18-32, ,Turnover by S. Dinwiddie (bad pass; steal by M. Muscala),
1:02.0,Personal foul by A. Davis (drawn by E. Fournier), ,18-32, , ,
1:02.0,E. Fournier makes free throw 1 of 1,+1,19-32, , ,
0:52.0,J. Wiseman makes 2-pt layup from 5 ft (assist by M. Sasser),+2,21-32, , ,
0:43.0, , ,21-32, ,Turnover by D. Russell (bad pass; steal by M. Sasser),
0:35.0,T. Brown makes 3-pt jump shot from 22 ft (assist by M. Sasser),+3,24-32, , ,
0:31.0, , ,24-32, ,S. Dinwiddie misses 3-pt jump shot from 29 ft,
0:27.0,Defensive rebound by E. Fournier, ,24-32, , ,
0:10.0,M. Sasser misses 2-pt jump shot from 10 ft, ,24-32, , ,
0:08.0, , ,24-32, ,Defensive rebound by C. Wood,
0:04.0, , ,24-32, ,Personal foul by M. Sasser (drawn by D. Russell),
0:01.0, , ,24-32, ,Shooting foul by J. Wiseman (drawn by A. Davis),
0:01.0, , ,24-33,+1,A. Davis makes free throw 1 of 2,
0:01.0, , ,24-34,+1,A. Davis makes free throw 2 of 2,
0:00.0,T. Brown misses 3-pt jump shot from 57 ft, ,24-34, , ,
0:00.0,Offensive rebound by Team, ,24-34, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Detroit,,Score,,LA Lakers,
12:00.0,Start of 2nd quarter,
11:47.0,J. Wiseman makes 2-pt dunk from 2 ft (assist by M. Sasser),+2,26-34, , ,
11:26.0, , ,26-37,+3,D. Russell makes 3-pt jump shot from 26 ft (assist by L. James),
11:13.0,M. Sasser misses 2-pt jump shot from 6 ft, ,26-37, , ,
11:10.0, , ,26-37, ,Defensive rebound by T. Prince,
10:57.0, , ,26-37, ,Turnover by D. Russell (step out of bounds),
10:47.0,M. Sasser misses 2-pt jump shot from 3 ft, ,26-37, , ,
10:45.0,Offensive rebound by M. Sasser, ,26-37, , ,
10:45.0,M. Sasser misses 2-pt layup from 4 ft, ,26-37, , ,
10:42.0,Offensive rebound by J. Wiseman, ,26-37, , ,
10:39.0,J. Wiseman makes 2-pt dunk from 1 ft,+2,28-37, , ,
10:30.0, , ,28-39,+2,D. Russell makes 2-pt jump shot from 1 ft,
10:22.0,Turnover by E. Fournier (lost ball; steal by T. Prince), ,28-39, , ,
