A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Orlando,
12:00.0,Jump ball: M. Bagley vs. G. Bitadze (I. Stewart gains possession),
11:43.0,B. Bogdanović misses 2-pt hook shot from 10 ft, ,0-0, , ,
11:40.0, , ,0-0, ,Defensive rebound by G. Bitadze,
11:30.0, , ,0-0, ,Shooting foul by I. Stewart (drawn by P. Banchero),
11:30.0, , ,0-1,+1,P. Banchero makes free throw 1 of 2,
11:30.0, , ,0-2,+1,P. Banchero makes free throw 2 of 2,
11:17.0,M. Bagley makes 2-pt dunk from 1 ft (assist by I. Stewart),+2,2-2, , ,Tie
10:51.0, , ,2-2, ,F. Wagner misses 2-pt hook shot from 4 ft,
10:49.0,Defensive rebound by B. Bogdanović, ,2-2, , ,
10:43.0,Turnover by I. Stewart (bad pass; steal by P. Banchero), ,2-2, , ,
10:33.0, , ,2-2, ,P. Banchero misses 2-pt layup from 4 ft,
10:27.0,Defensive rebound by I. Stewart, ,2-2, , ,
10:22.0,M. Bagley makes 2-pt hook shot from 6 ft,+2,4-2, , ,Lead change
10:10.0, , ,4-4,+2,G. Bitadze makes 2-pt layup from 4 ft (assist by A. Black),Tie
10:04.0,B. Bogdanović misses 2-pt jump shot from 5 ft, ,4-4, , ,
10:03.0, , ,4-4, ,Defensive rebound by G. Bitadze,
9:55.0, , ,4-6,+2,G. Bitadze makes 2-pt dunk from 1 ft (assist by P. Banchero),Lead change
9:39.0,C. Cunningham makes 2-pt layup from 2 ft,+2,6-6, , ,Tie
9:12.0, , ,6-8,+2,G. Bitadze makes 2-pt dunk from 1 ft (assist by A. Black),
8:59.0,Personal foul by G. Harris (drawn by C. Cunningham), ,6-8, , ,
8:52.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by K. Hayes),+3,9-8, , ,Lead change
8:32.0, , ,9-8, ,A. Black misses 2-pt jump shot from 7 ft,
8:27.0, , ,9-8, ,Offensive rebound by G. Bitadze,
8:27.0, , ,9-10,+2,G. Bitadze makes 2-pt layup at rim,Lead change
8:16.0,K. Hayes makes 2-pt jump shot from 12 ft (assist by I. Stewart),+2,11-10, , ,Lead change
8:03.0, , ,11-10, ,P. Banchero misses 2-pt jump shot from 13 ft (block by K. Hayes),
7:59.0,Defensive rebound by K. Hayes, ,11-10, , ,
7:53.0,Turnover by M. Bagley (out of bounds lost ball), ,11-10, , ,
7:33.0, , ,11-10, ,F. Wagner misses 2-pt jump shot from 6 ft,
7:30.0,Defensive rebound by C. Cunningham, ,11-10, , ,
7:12.0,B. Bogdanović misses 3-pt jump shot from 28 ft, ,11-10, , ,
7:08.0, , ,11-10, ,Defensive rebound by A. Black,
6:56.0, , ,11-10, ,P. Banchero misses 2-pt jump shot from 9 ft,
6:54.0,Defensive rebound by I. Stewart, ,11-10, , ,
6:50.0,K. Hayes makes 2-pt layup from 3 ft (assist by C. Cunningham),+2,13-10, , ,
6:24.0, , ,13-12,+2,P. Banchero makes 2-pt jump shot from 8 ft,
6:08.0,M. Bagley makes 2-pt dunk from 1 ft (assist by C. Cunningham),+2,15-12, , ,
5:46.0, , ,15-12, ,Turnover by G. Harris (bad pass; steal by C. Cunningham),
5:38.0,I. Stewart makes 3-pt jump shot from 26 ft (assist by K. Hayes),+3,18-12, , ,
5:36.0, , ,18-12, ,Orlando full timeout,
5:36.0,J. Ivey enters the game for K. Hayes, ,18-12, , ,
5:36.0, , ,18-12, ,J. Ingles enters the game for F. Wagner,
5:15.0, , ,18-12, ,Turnover by G. Bitadze (bad pass; steal by B. Bogdanović),
5:11.0,Turnover by B. Bogdanović (bad pass), ,18-12, , ,
4:48.0, , ,18-12, ,J. Ingles misses 2-pt jump shot from 9 ft,
4:45.0,Defensive rebound by M. Bagley, ,18-12, , ,
