A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Phoenix,
12:00.0,Jump ball: J. Duren vs. J. Nurkić (G. Allen gains possession),
11:41.0, , ,0-0, ,Turnover by J. Nurkić (bad pass; steal by C. Cunningham),
11:36.0,J. Duren misses 2-pt layup from 1 ft (block by J. Nurkić), ,0-0, , ,
11:34.0, , ,0-0, ,Defensive rebound by J. Nurkić,
11:31.0, , ,0-0, ,Turnover by J. Nurkić (bad pass; steal by S. Fontecchio),
11:28.0,S. Fontecchio makes 2-pt layup from 1 ft,+2,2-0, , ,
11:19.0, , ,2-3,+3,E. Gordon makes 3-pt jump shot from 26 ft (assist by D. Booker),Lead change
11:03.0,J. Ivey misses 3-pt jump shot from 25 ft, ,2-3, , ,
11:00.0, , ,2-3, ,Defensive rebound by J. Nurkić,
10:51.0, , ,2-3, ,D. Booker misses 3-pt jump shot from 25 ft,
10:46.0,Defensive rebound by J. Duren, ,2-3, , ,
10:42.0,J. Duren misses 2-pt jump shot from 3 ft, ,2-3, , ,
10:40.0, , ,2-3, ,Defensive rebound by Team,
10:30.0, , ,2-6,+3,D. Booker makes 3-pt jump shot from 25 ft (assist by K. Durant),
10:16.0,C. Cunningham makes 2-pt jump shot from 17 ft (assist by J. Duren),+2,4-6, , ,
10:04.0, , ,4-6, ,Shooting foul by S. Fontecchio (drawn by D. Booker),
10:04.0, , ,4-7,+1,D. Booker makes free throw 1 of 2,
10:04.0, , ,4-8,+1,D. Booker makes free throw 2 of 2,
9:56.0,J. Ivey misses 3-pt jump shot from 25 ft, ,4-8, , ,
9:53.0, , ,4-8, ,Defensive rebound by J. Nurkić,
9:44.0, , ,4-8, ,G. Allen misses 2-pt layup from 3 ft,
9:43.0, , ,4-8, ,Offensive rebound by D. Booker,
9:41.0, , ,4-8, ,D. Booker misses 2-pt layup from 2 ft,
9:40.0,Defensive rebound by J. Duren, ,4-8, , ,
9:37.0,A. Thompson makes 2-pt layup from 1 ft (assist by C. Cunningham),+2,6-8, , ,
9:37.0,Shooting foul by E. Gordon (drawn by A. Thompson), ,6-8, , ,
9:37.0,A. Thompson misses free throw 1 of 1, ,6-8, , ,
9:35.0, , ,6-8, ,Defensive rebound by J. Nurkić,
9:29.0, , ,6-8, ,Personal foul by J. Ivey (drawn by G. Allen),
9:27.0, , ,6-8, ,Turnover by D. Booker (bad pass; steal by J. Duren),
9:19.0,S. Fontecchio makes 2-pt layup from 2 ft (assist by C. Cunningham),+2,8-8, , ,Tie
9:12.0, , ,8-10,+2,E. Gordon makes 2-pt layup from 2 ft (assist by G. Allen),
8:54.0,S. Fontecchio misses 3-pt jump shot from 24 ft, ,8-10, , ,
8:51.0, , ,8-10, ,Defensive rebound by G. Allen,
8:33.0, , ,8-10, ,E. Gordon misses 3-pt jump shot from 28 ft,
8:32.0,Defensive rebound by J. Duren, ,8-10, , ,
8:16.0,S. Fontecchio misses 2-pt layup from 5 ft (block by G. Allen), ,8-10, , ,
8:16.0, , ,8-10, ,Defensive rebound by Team,
8:02.0, , ,8-10, ,D. Booker misses 2-pt jump shot from 18 ft,
7:59.0,Defensive rebound by A. Thompson, ,8-10, , ,
7:49.0,C. Cunningham misses 2-pt jump shot from 12 ft, ,8-10, , ,
7:47.0, , ,8-10, ,Defensive rebound by J. Nurkić,
7:42.0, , ,8-10, ,Shooting foul by A. Thompson (drawn by E. Gordon),
7:42.0, , ,8-11,+1,E. Gordon makes free throw 1 of 2,
7:42.0, , ,8-12,+1,E. Gordon makes free throw 2 of 2,
7:34.0,Personal foul by D. Booker (drawn by J. Ivey), ,8-12, , ,
7:27.0,S. Fontecchio makes 2-pt layup from 4 ft (assist by J. Duren),+2,10-12, , ,
7:13.0, , ,10-12, ,K. Durant misses 3-pt jump shot from 25 ft,
7:12.0, , ,10-12, ,Offensive rebound by Team,
7:12.0,Loose ball foul by S. Fontecchio (drawn by J. Nurkić), ,10-12, , ,
7:10.0, , ,10-12, ,Offensive foul by K. Durant (drawn by A. Thompson),
7:10.0, , ,10-12, ,Turnover by K. Durant (offensive foul),
7:10.0,E. Fournier enters the game for S. Fontecchio, ,10-12, , ,
7:00.0,Turnover by J. Ivey (lost ball; steal by D. Booker), ,10-12, , ,
6:57.0, , ,10-14,+2,D. Booker makes 2-pt layup from 1 ft,
6:36.0,Def 3 sec tech foul by Team, ,10-14, , ,
6:36.0, , ,10-14, ,Phoenix full timeout,
6:36.0,C. Cunningham misses technical free throw, ,10-14, , ,
6:36.0,Offensive rebound by Team, ,10-14, , ,
6:36.0, , ,10-14, ,Technical foul by D. Booker,
6:36.0,C. Cunningham makes technical free throw,+1,11-14, , ,
6:36.0, , ,11-14, ,Technical foul by D. Booker,
6:36.0, , ,11-14, ,D. Booker ejected from game,
6:36.0,C. Cunningham makes technical free throw,+1,12-14, , ,
6:36.0, , ,12-14, ,Technical foul by F. Vogel,
6:36.0,C. Cunningham makes technical free throw,+1,13-14, , ,
6:36.0, , ,13-14, ,R. O'Neale enters the game for D. Booker,
6:29.0,C. Cunningham makes 2-pt jump shot from 12 ft,+2,15-14, , ,Lead change
6:13.0, , ,15-16,+2,K. Durant makes 2-pt jump shot from 7 ft (assist by E. Gordon),Lead change
5:56.0,Turnover by C. Cunningham (bad pass; steal by E. Gordon), ,15-16, , ,
5:56.0, , ,15-16, ,Personal foul by J. Ivey (drawn by E. Gordon),
5:56.0, , ,15-17,+1,E. Gordon makes free throw 1 of 1,
5:56.0,S. Milton enters the game for J. Ivey, ,15-17, , ,
5:51.0, , ,15-19,+2,J. Nurkić makes 2-pt hook shot from 5 ft (assist by K. Durant),
5:36.0,E. Fournier misses 3-pt jump shot from 25 ft, ,15-19, , ,
5:34.0, , ,15-19, ,Defensive rebound by R. O'Neale,
5:24.0, , ,15-19, ,R. O'Neale misses 3-pt jump shot from 25 ft,
5:20.0,Defensive rebound by J. Duren, ,15-19, , ,
5:05.0,Turnover by C. Cunningham (lost ball; steal by G. Allen), ,15-19, , ,
5:01.0, , ,15-21,+2,G. Allen makes 2-pt layup from 1 ft (assist by J. Nurkić),
4:52.0,Shooting foul by J. Nurkić (drawn by J. Duren), ,15-21, , ,
4:52.0,J. Duren misses free throw 1 of 2, ,15-21, , ,
4:52.0,Offensive rebound by Team, ,15-21, , ,
4:52.0, , ,15-21, ,D. Eubanks enters the game for J. Nurkić,
4:52.0,J. Duren makes free throw 2 of 2,+1,16-21, , ,
4:42.0, , ,16-23,+2,D. Eubanks makes 2-pt dunk from 1 ft (assist by G. Allen),
4:26.0,A. Thompson misses 2-pt jump shot from 20 ft, ,16-23, , ,
4:25.0, , ,16-23, ,Defensive rebound by R. O'Neale,
4:21.0, , ,16-23, ,E. Gordon misses 3-pt jump shot from 29 ft,
4:17.0, , ,16-23, ,Offensive rebound by D. Eubanks,
4:16.0, , ,16-23, ,Turnover by D. Eubanks (bad pass; steal by J. Duren),
4:11.0,S. Milton makes 3-pt jump shot from 26 ft (assist by C. Cunningham),+3,19-23, , ,
3:59.0, , ,19-23, ,Offensive foul by K. Durant (drawn by S. Milton),
3:59.0, , ,19-23, ,Turnover by K. Durant (offensive foul),
3:59.0, , ,19-23, ,J. Okogie enters the game for E. Gordon,
3:48.0,Shooting foul by G. Allen (drawn by J. Duren), ,19-23, , ,
3:48.0,J. Duren makes free throw 1 of 2,+1,20-23, , ,
3:48.0,J. Duren makes free throw 2 of 2,+1,21-23, , ,
3:44.0, , ,21-23, ,Offensive foul by G. Allen (drawn by S. Milton),
3:44.0, , ,21-23, ,Turnover by G. Allen (offensive foul),
3:44.0,J. Wiseman enters the game for J. Duren, ,21-23, , ,
3:44.0, , ,21-23, ,S. Lee enters the game for G. Allen,
3:29.0,E. Fournier misses 2-pt jump shot from 8 ft, ,21-23, , ,
3:23.0,Offensive rebound by A. Thompson, ,21-23, , ,
3:23.0,A. Thompson makes 2-pt layup at rim,+2,23-23, , ,Tie
3:13.0, , ,23-23, ,J. Okogie misses 3-pt jump shot from 23 ft,
3:10.0,Defensive rebound by S. Milton, ,23-23, , ,
3:00.0,Turnover by C. Cunningham (lost ball; steal by S. Lee), ,23-23, , ,
2:57.0, , ,23-23, ,Shooting foul by A. Thompson (drawn by S. Lee),
2:57.0,Detroit full timeout, ,23-23, , ,
2:57.0,T. Brown enters the game for C. Cunningham, ,23-23, , ,
2:57.0,M. Sasser enters the game for A. Thompson, ,23-23, , ,
2:57.0, , ,23-24,+1,S. Lee makes free throw 1 of 2,
2:57.0, , ,23-25,+1,S. Lee makes free throw 2 of 2,
2:43.0,E. Fournier misses 3-pt jump shot from 25 ft, ,23-25, , ,
2:39.0, , ,23-25, ,Defensive rebound by J. Okogie,
2:30.0, , ,23-27,+2,K. Durant makes 2-pt jump shot from 11 ft,
2:18.0,S. Milton misses 2-pt layup from 3 ft, ,23-27, , ,
2:16.0, , ,23-27, ,Defensive rebound by K. Durant,
2:10.0, , ,23-27, ,S. Lee misses 2-pt layup from 3 ft,
2:10.0, , ,23-27, ,Offensive rebound by D. Eubanks,
2:06.0, , ,23-29,+2,D. Eubanks makes 2-pt dunk at rim,
1:52.0,T. Brown misses 2-pt jump shot from 4 ft, ,23-29, , ,
1:51.0, , ,23-29, ,Defensive rebound by K. Durant,
1:46.0, , ,23-31,+2,S. Lee makes 2-pt layup from 3 ft (assist by R. O'Neale),
1:20.0,T. Brown makes 2-pt jump shot from 9 ft (assist by S. Milton),+2,25-31, , ,
0:59.0, , ,25-31, ,Shooting foul by T. Brown (drawn by K. Durant),
0:59.0, , ,25-32,+1,K. Durant makes free throw 1 of 3,
0:59.0, , ,25-33,+1,K. Durant makes free throw 2 of 3,
0:59.0, , ,25-34,+1,K. Durant makes free throw 3 of 3,
0:48.0,Offensive foul by J. Wiseman (drawn by J. Okogie), ,25-34, , ,
0:48.0,Turnover by J. Wiseman (offensive foul), ,25-34, , ,
0:38.0, , ,25-34, ,Def 3 sec tech foul by Team,
0:38.0, , ,25-35,+1,K. Durant makes technical free throw,
0:33.0, , ,25-35, ,J. Okogie misses 3-pt jump shot from 26 ft,
0:27.0,Defensive rebound by E. Fournier, ,25-35, , ,
0:25.0,Turnover by S. Milton (lost ball; steal by S. Lee), ,25-35, , ,
0:03.0, , ,25-35, ,K. Durant misses 3-pt jump shot from 26 ft,
0:01.0, , ,25-35, ,Offensive rebound by J. Okogie,
