A,B,C,D,E,F,Event
1st Q
Time,Washington,,Score,,Detroit,
12:00.0,Jump ball: D. Gafford vs. J. Duren (C. Cunningham gains possession),
11:46.0, , ,0-2,+2,J. Duren makes 2-pt dunk from 1 ft (assist by C. Cunningham),
11:22.0,K. Kuzma misses 3-pt jump shot from 28 ft, ,0-2, , ,
11:19.0, , ,0-2, ,Defensive rebound by J. Duren,
11:13.0, , ,0-2, ,B. Bogdanović misses 2-pt layup from 4 ft (block by K. Kuzma),
11:11.0, , ,0-2, ,Offensive rebound by J. Duren,
11:08.0, , ,0-2, ,Offensive foul by C. Cunningham (drawn by D. Gafford),
11:08.0, , ,0-2, ,Turnover by C. Cunningham (offensive foul),
10:57.0,J. Poole misses 2-pt jump shot from 8 ft, ,0-2, , ,
10:56.0,Offensive rebound by J. Poole, ,0-2, , ,
10:54.0,T. Jones misses 3-pt jump shot from 25 ft, ,0-2, , ,
10:51.0, , ,0-2, ,Defensive rebound by J. Duren,
10:38.0, , ,0-2, ,Turnover by C. Cunningham (bad pass),
10:23.0,T. Jones misses 3-pt jump shot from 23 ft, ,0-2, , ,
10:20.0, , ,0-2, ,Defensive rebound by I. Stewart,
10:15.0, , ,0-2, ,Offensive foul by J. Ivey (drawn by D. Gafford),
10:15.0, , ,0-2, ,Turnover by J. Ivey (offensive foul),
10:04.0,K. Kuzma makes 3-pt jump shot from 25 ft,+3,3-2, , ,Lead change
9:51.0, , ,3-5,+3,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by C. Cunningham),Lead change
9:44.0,D. Avdija misses 2-pt jump shot from 8 ft, ,3-5, , ,
9:44.0, , ,3-5, ,Defensive rebound by J. Duren,
9:38.0, , ,3-7,+2,B. Bogdanović makes 2-pt layup from 2 ft,
9:28.0,D. Gafford makes 2-pt layup from 1 ft (assist by T. Jones),+2,5-7, , ,
9:10.0, , ,5-9,+2,C. Cunningham makes 2-pt dunk from 2 ft (assist by J. Duren),
8:57.0,K. Kuzma makes 2-pt layup from 1 ft (assist by T. Jones),+2,7-9, , ,
8:42.0, , ,7-12,+3,C. Cunningham makes 3-pt jump shot from 25 ft (assist by J. Duren),
8:24.0,K. Kuzma misses 2-pt hook shot from 6 ft, ,7-12, , ,
8:22.0, , ,7-12, ,Defensive rebound by J. Duren,
8:16.0, , ,7-15,+3,J. Ivey makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),
7:57.0,D. Avdija makes 2-pt jump shot from 5 ft (assist by T. Jones),+2,9-15, , ,
7:39.0, , ,9-17,+2,J. Duren makes 2-pt dunk from 3 ft (assist by B. Bogdanović),
7:39.0,Washington full timeout, ,9-17, , ,
7:26.0,K. Kuzma misses 3-pt jump shot from 24 ft, ,9-17, , ,
7:25.0,Offensive rebound by Team, ,9-17, , ,
7:25.0, , ,9-17, ,Loose ball foul by I. Stewart (drawn by D. Gafford),
7:22.0,D. Avdija makes 2-pt layup from 3 ft (assist by J. Poole),+2,11-17, , ,
7:06.0, , ,11-19,+2,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by C. Cunningham),
6:51.0,T. Jones makes 3-pt jump shot from 25 ft (assist by K. Kuzma),+3,14-19, , ,
6:43.0, , ,14-19, ,Shooting foul by D. Avdija (drawn by C. Cunningham),
6:43.0, , ,14-19, ,C. Cunningham misses free throw 1 of 2,
6:43.0, , ,14-19, ,Offensive rebound by Team,
6:43.0,B. Coulibaly enters the game for D. Avdija, ,14-19, , ,
6:43.0,C. Kispert enters the game for J. Poole, ,14-19, , ,
6:43.0, , ,14-20,+1,C. Cunningham makes free throw 2 of 2,
6:22.0,K. Kuzma misses 2-pt jump shot from 5 ft, ,14-20, , ,
6:20.0, , ,14-20, ,Defensive rebound by C. Cunningham,
6:15.0, , ,14-22,+2,J. Ivey makes 2-pt layup from 3 ft (assist by C. Cunningham),
5:59.0,T. Jones misses 2-pt jump shot from 4 ft, ,14-22, , ,
5:57.0, , ,14-22, ,Defensive rebound by I. Stewart,
5:45.0, , ,14-22, ,Shooting foul by T. Jones (drawn by I. Stewart),
5:45.0, , ,14-23,+1,I. Stewart makes free throw 1 of 2,
5:45.0, , ,14-24,+1,I. Stewart makes free throw 2 of 2,
5:29.0,B. Coulibaly misses 2-pt layup from 2 ft (block by J. Ivey), ,14-24, , ,
5:27.0, , ,14-24, ,Defensive rebound by J. Duren,
5:22.0, , ,14-24, ,C. Cunningham misses 2-pt layup from 4 ft (block by T. Jones),
5:21.0, , ,14-24, ,Offensive rebound by Team,
5:21.0, , ,14-24, ,A. Thompson enters the game for J. Ivey,
5:06.0, , ,14-24, ,Turnover by C. Cunningham (bad pass; steal by B. Coulibaly),
4:52.0,D. Gafford makes 2-pt hook shot from 2 ft (assist by K. Kuzma),+2,16-24, , ,
4:37.0, , ,16-24, ,Shooting foul by B. Coulibaly (drawn by B. Bogdanović),
4:37.0, , ,16-25,+1,B. Bogdanović makes free throw 1 of 2,
4:37.0,M. Bagley enters the game for D. Gafford, ,16-25, , ,
4:37.0, , ,16-25, ,M. Morris enters the game for C. Cunningham,
4:37.0, , ,16-25, ,M. Muscala enters the game for J. Duren,
4:37.0, , ,16-26,+1,B. Bogdanović makes free throw 2 of 2,
4:24.0,C. Kispert misses 3-pt jump shot from 25 ft, ,16-26, , ,
4:22.0, , ,16-26, ,Defensive rebound by Team,
4:22.0,Loose ball foul by M. Bagley (drawn by M. Muscala), ,16-26, , ,
4:22.0, , ,16-26, ,A. Burks enters the game for B. Bogdanović,
3:59.0, , ,16-26, ,A. Burks misses 3-pt jump shot from 25 ft,
3:57.0, , ,16-26, ,Offensive rebound by I. Stewart,
3:55.0, , ,16-26, ,M. Muscala misses 2-pt jump shot from 15 ft,
3:53.0, , ,16-26, ,Offensive rebound by Team,
3:49.0, , ,16-28,+2,A. Thompson makes 2-pt dunk from 1 ft (assist by M. Muscala),
3:40.0,B. Coulibaly makes 2-pt layup from 1 ft (assist by M. Bagley),+2,18-28, , ,
3:40.0,Shooting foul by M. Muscala (drawn by B. Coulibaly), ,18-28, , ,
3:40.0,D. Avdija enters the game for T. Jones, ,18-28, , ,
3:40.0,J. Poole enters the game for K. Kuzma, ,18-28, , ,
3:40.0, , ,18-28, ,K. Hayes enters the game for I. Stewart,
3:40.0,B. Coulibaly makes free throw 1 of 1,+1,19-28, , ,
3:24.0, , ,19-28, ,Shooting foul by D. Avdija (drawn by M. Morris),
3:24.0, , ,19-28, ,M. Morris misses free throw 1 of 2,
3:24.0, , ,19-28, ,Offensive rebound by Team,
3:24.0, , ,19-29,+1,M. Morris makes free throw 2 of 2,
3:11.0,Turnover by C. Kispert (traveling), ,19-29, , ,
2:56.0, , ,19-29, ,A. Burks misses 2-pt jump shot from 9 ft,
2:54.0,Defensive rebound by D. Avdija, ,19-29, , ,
2:47.0,J. Poole makes 2-pt jump shot from 21 ft,+2,21-29, , ,
2:33.0, , ,21-29, ,M. Morris misses 2-pt layup from 5 ft (block by D. Avdija),
2:32.0,Defensive rebound by D. Avdija, ,21-29, , ,
2:27.0,C. Kispert makes 3-pt jump shot from 24 ft (assist by D. Avdija),+3,24-29, , ,
2:26.0, , ,24-29, ,Detroit full timeout,
2:12.0, , ,24-29, ,K. Hayes misses 2-pt jump shot from 7 ft,
2:10.0, , ,24-29, ,Offensive rebound by A. Thompson,
2:09.0, , ,24-31,+2,A. Thompson makes 2-pt layup at rim,
1:51.0,J. Poole makes 3-pt jump shot from 25 ft,+3,27-31, , ,
1:41.0, , ,27-31, ,Turnover by K. Hayes (bad pass; steal by J. Poole),
1:36.0,J. Poole makes 2-pt layup from 1 ft,+2,29-31, , ,
1:18.0, , ,29-31, ,Turnover by M. Morris (bad pass),
1:10.0,D. Avdija misses 2-pt jump shot from 4 ft, ,29-31, , ,
1:09.0,Offensive rebound by M. Bagley, ,29-31, , ,
1:08.0,M. Bagley makes 2-pt dunk at rim,+2,31-31, , ,Tie
0:49.0, , ,31-31, ,A. Burks misses 2-pt jump shot from 9 ft,
0:48.0, , ,31-31, ,Offensive rebound by A. Thompson,
0:48.0, , ,31-33,+2,A. Thompson makes 2-pt layup at rim,
0:42.0,M. Bagley misses 2-pt layup from 6 ft (block by A. Thompson), ,31-33, , ,
0:41.0,Offensive rebound by D. Avdija, ,31-33, , ,
0:40.0,D. Avdija misses 2-pt layup from 3 ft (block by M. Morris), ,31-33, , ,
0:39.0,Offensive rebound by M. Bagley, ,31-33, , ,
0:38.0,M. Bagley makes 2-pt hook shot from 4 ft,+2,33-33, , ,Tie
0:25.0, , ,33-33, ,M. Morris misses 3-pt jump shot from 27 ft,
0:23.0,Defensive rebound by B. Coulibaly, ,33-33, , ,
0:02.0,J. Poole makes 3-pt jump shot from 25 ft,+3,36-33, , ,Lead change
0:01.0, , ,36-33, ,A. Thompson misses 3-pt jump shot from 42 ft,
0:01.0, , ,36-33, ,Offensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Washington,,Score,,Detroit,
12:00.0,Start of 2nd quarter,
11:58.0,Turnover by M. Bagley (traveling), ,36-33, , ,
11:45.0, , ,36-35,+2,B. Bogdanović makes 2-pt jump shot from 16 ft,
11:20.0,Shooting foul by M. Muscala (drawn by B. Coulibaly), ,36-35, , ,
11:20.0,B. Coulibaly makes free throw 1 of 2,+1,37-35, , ,
11:20.0,B. Coulibaly makes free throw 2 of 2,+1,38-35, , ,
11:06.0, , ,38-35, ,Shooting foul by C. Kispert (drawn by A. Burks),
11:06.0, , ,38-35, ,A. Burks misses free throw 1 of 2,
11:06.0, , ,38-35, ,Offensive rebound by Team,
11:06.0, , ,38-36,+1,A. Burks makes free throw 2 of 2,
10:46.0,Personal foul by K. Hayes (drawn by B. Coulibaly), ,38-36, , ,
10:40.0,D. Wright misses 2-pt layup from 3 ft, ,38-36, , ,
10:37.0, , ,38-36, ,Defensive rebound by A. Burks,
10:29.0, , ,38-36, ,Shooting foul by L. Shamet (drawn by B. Bogdanović),
10:29.0, , ,38-37,+1,B. Bogdanović makes free throw 1 of 2,
10:29.0, , ,38-38,+1,B. Bogdanović makes free throw 2 of 2,Tie
10:18.0,M. Bagley misses 2-pt layup from 4 ft (block by M. Muscala), ,38-38, , ,
10:17.0, , ,38-38, ,Defensive rebound by K. Hayes,
10:01.0, , ,38-38, ,A. Burks misses 3-pt jump shot from 25 ft,
9:58.0,Defensive rebound by B. Coulibaly, ,38-38, , ,
9:55.0,Turnover by C. Kispert (step out of bounds), ,38-38, , ,
9:41.0, , ,38-40,+2,K. Hayes makes 2-pt layup from 2 ft,Lead change
9:34.0,L. Shamet misses 2-pt jump shot from 4 ft, ,38-40, , ,
9:33.0, , ,38-40, ,Defensive rebound by A. Burks,
9:30.0, , ,38-40, ,B. Bogdanović misses 3-pt jump shot from 25 ft,
9:27.0,Defensive rebound by B. Coulibaly, ,38-40, , ,
9:17.0,C. Kispert misses 3-pt jump shot from 24 ft, ,38-40, , ,
9:14.0,Offensive rebound by M. Bagley, ,38-40, , ,
9:13.0,M. Bagley makes 2-pt layup from 1 ft,+2,40-40, , ,Tie
9:01.0, , ,40-40, ,Shooting foul by L. Shamet (drawn by A. Burks),
9:01.0, , ,40-41,+1,A. Burks makes free throw 1 of 2,
9:01.0, , ,40-42,+1,A. Burks makes free throw 2 of 2,
8:46.0,L. Shamet misses 2-pt layup from 2 ft (block by K. Hayes), ,40-42, , ,
8:43.0,Offensive rebound by L. Shamet, ,40-42, , ,
8:40.0,B. Coulibaly misses 2-pt layup from 8 ft (block by A. Thompson), ,40-42, , ,
8:40.0, , ,40-42, ,Defensive rebound by Team,
8:40.0, , ,40-42, ,J. Ivey enters the game for A. Burks,
8:27.0, , ,40-42, ,Turnover by B. Bogdanović (bad pass; steal by D. Wright),
8:20.0,C. Kispert misses 2-pt jump shot from 20 ft, ,40-42, , ,
8:17.0, , ,40-42, ,Defensive rebound by B. Bogdanović,
8:11.0, , ,40-42, ,M. Muscala misses 3-pt jump shot from 26 ft,
8:08.0,Defensive rebound by L. Shamet, ,40-42, , ,
