A,B,C,D,E,F,Event
1st Q
Time,Detroit,,Score,,Chicago,
12:00.0,Jump ball: M. Bagley vs. N. Vučević (K. Hayes gains possession),
11:48.0,I. Stewart misses 3-pt jump shot from 23 ft, ,0-0, , ,
11:44.0, , ,0-0, ,Defensive rebound by T. Craig,
11:36.0, , ,0-0, ,N. Vučević misses 2-pt hook shot from 6 ft,
11:34.0,Defensive rebound by A. Thompson, ,0-0, , ,
11:25.0,M. Bagley misses 2-pt layup from 3 ft, ,0-0, , ,
11:22.0,Offensive rebound by A. Thompson, ,0-0, , ,
11:22.0,A. Thompson misses 2-pt layup at rim, ,0-0, , ,
11:21.0, , ,0-0, ,Defensive rebound by N. Vučević,
11:12.0, , ,0-0, ,Z. LaVine misses 3-pt jump shot from 26 ft,
11:09.0,Defensive rebound by C. Cunningham, ,0-0, , ,
11:01.0,M. Bagley makes 2-pt dunk at rim (assist by A. Thompson),+2,2-0, , ,
10:44.0, , ,2-0, ,N. Vučević misses 3-pt jump shot from 26 ft,
10:41.0,Defensive rebound by A. Thompson, ,2-0, , ,
10:32.0,I. Stewart misses 3-pt jump shot from 26 ft, ,2-0, , ,
10:29.0, , ,2-0, ,Defensive rebound by Z. LaVine,
10:20.0, , ,2-0, ,C. White misses 3-pt jump shot from 27 ft,
10:17.0,Defensive rebound by M. Bagley, ,2-0, , ,
10:04.0,M. Bagley misses 2-pt jump shot from 16 ft, ,2-0, , ,
10:01.0, , ,2-0, ,Defensive rebound by T. Craig,
9:40.0, , ,2-0, ,N. Vučević misses 2-pt jump shot from 15 ft,
9:38.0,Defensive rebound by M. Bagley, ,2-0, , ,
9:32.0,A. Thompson misses 2-pt layup from 2 ft (block by D. DeRozan), ,2-0, , ,
9:30.0,Offensive rebound by I. Stewart, ,2-0, , ,
9:30.0,I. Stewart makes 2-pt layup from 2 ft,+2,4-0, , ,
9:20.0, , ,4-0, ,C. White misses 3-pt jump shot from 27 ft,
9:16.0, , ,4-0, ,Offensive rebound by T. Craig,
9:14.0, , ,4-0, ,T. Craig misses 3-pt jump shot from 27 ft,
9:12.0,Defensive rebound by A. Thompson, ,4-0, , ,
9:06.0,Turnover by A. Thompson (bad pass; steal by C. White), ,4-0, , ,
8:58.0, , ,4-0, ,C. White misses 2-pt layup from 2 ft,
8:56.0,Defensive rebound by A. Thompson, ,4-0, , ,
8:49.0,Turnover by M. Bagley (bad pass; steal by Z. LaVine), ,4-0, , ,
8:41.0, , ,4-0, ,Personal foul by C. Cunningham (drawn by Z. LaVine),
8:37.0, , ,4-2,+2,D. DeRozan makes 2-pt layup from 1 ft (assist by N. Vučević),
8:16.0,C. Cunningham misses 3-pt jump shot from 26 ft, ,4-2, , ,
8:16.0, , ,4-2, ,Defensive rebound by N. Vučević,
8:05.0, , ,4-4,+2,Z. LaVine makes 2-pt layup from 1 ft,Tie
7:54.0,Turnover by C. Cunningham (bad pass; steal by T. Craig), ,4-4, , ,
7:43.0, , ,4-7,+3,C. White makes 3-pt jump shot from 24 ft (assist by Z. LaVine),Lead change
7:27.0,Shooting foul by D. DeRozan (drawn by I. Stewart), ,4-7, , ,
7:27.0,I. Stewart makes free throw 1 of 2,+1,5-7, , ,
7:27.0, , ,5-7, ,Chicago full timeout,
7:27.0,I. Stewart misses free throw 2 of 2, ,5-7, , ,
7:24.0,Offensive rebound by A. Thompson, ,5-7, , ,
7:12.0,K. Hayes misses 2-pt jump shot from 14 ft, ,5-7, , ,
7:11.0,Offensive rebound by A. Thompson, ,5-7, , ,
7:11.0,A. Thompson makes 2-pt layup at rim,+2,7-7, , ,Tie
7:11.0,Shooting foul by T. Craig (drawn by A. Thompson), ,7-7, , ,
7:11.0,A. Thompson makes free throw 1 of 1,+1,8-7, , ,Lead change
6:44.0, , ,8-10,+3,T. Craig makes 3-pt jump shot from 23 ft (assist by C. White),Lead change
6:23.0,K. Hayes makes 3-pt jump shot from 26 ft (assist by C. Cunningham),+3,11-10, , ,Lead change
6:15.0, , ,11-10, ,Z. LaVine misses 3-pt jump shot from 25 ft,
6:13.0,Defensive rebound by K. Hayes, ,11-10, , ,
6:04.0,C. Cunningham misses 3-pt jump shot from 25 ft, ,11-10, , ,
6:02.0, , ,11-10, ,Defensive rebound by N. Vučević,
5:59.0, , ,11-10, ,Personal foul by K. Hayes (drawn by C. White),
5:59.0,M. Sasser enters the game for K. Hayes, ,11-10, , ,
5:59.0, , ,11-10, ,P. Williams enters the game for D. DeRozan,
5:49.0, , ,11-10, ,Turnover by C. White (lost ball; steal by M. Sasser),
5:45.0,I. Stewart misses 2-pt dunk from 1 ft, ,11-10, , ,
5:43.0,Offensive rebound by A. Thompson, ,11-10, , ,
5:40.0,M. Sasser misses 3-pt jump shot from 25 ft, ,11-10, , ,
5:40.0,Offensive rebound by I. Stewart, ,11-10, , ,
5:40.0,I. Stewart misses 2-pt layup from 2 ft, ,11-10, , ,
5:40.0,Offensive rebound by M. Bagley, ,11-10, , ,
5:34.0,M. Bagley misses 2-pt dunk at rim, ,11-10, , ,
5:34.0, , ,11-10, ,Defensive rebound by Z. LaVine,
5:27.0, , ,11-10, ,Z. LaVine misses 2-pt layup from 2 ft (block by A. Thompson),
5:24.0,Defensive rebound by A. Thompson, ,11-10, , ,
5:21.0,M. Bagley makes 2-pt layup from 1 ft (assist by C. Cunningham),+2,13-10, , ,
5:10.0, , ,13-13,+3,C. White makes 3-pt jump shot from 28 ft,Tie
4:51.0,C. Cunningham misses 2-pt jump shot from 16 ft, ,13-13, , ,
4:47.0, , ,13-13, ,Defensive rebound by T. Craig,
4:37.0, , ,13-13, ,T. Craig misses 2-pt layup from 4 ft (block by C. Cunningham),
4:34.0,Defensive rebound by C. Cunningham, ,13-13, , ,
4:33.0,Turnover by I. Stewart (traveling), ,13-13, , ,
4:33.0,K. Hayes enters the game for M. Sasser, ,13-13, , ,
4:33.0, , ,13-13, ,D. DeRozan enters the game for P. Williams,
4:22.0, , ,13-13, ,Personal foul by C. Cunningham (drawn by C. White),
4:22.0, , ,13-13, ,Instant Replay,
4:22.0,A. Burks enters the game for M. Bagley, ,13-13, , ,
4:22.0,J. Ivey enters the game for C. Cunningham, ,13-13, , ,
4:22.0,M. Sasser enters the game for K. Hayes, ,13-13, , ,
4:22.0,J. Wiseman enters the game for A. Thompson, ,13-13, , ,
4:22.0, , ,13-13, ,A. Dosunmu enters the game for T. Craig,
4:22.0, , ,13-13, ,P. Williams enters the game for D. DeRozan,
4:10.0, , ,13-13, ,Turnover by P. Williams (lost ball; steal by J. Wiseman),
4:02.0,I. Stewart makes 3-pt jump shot from 25 ft (assist by M. Sasser),+3,16-13, , ,
3:49.0, , ,16-13, ,Z. LaVine misses 2-pt jump shot from 19 ft,
3:49.0,Defensive rebound by I. Stewart, ,16-13, , ,
3:38.0,A. Burks makes 3-pt jump shot from 23 ft,+3,19-13, , ,
3:27.0, , ,19-13, ,C. White misses 2-pt layup from 2 ft,
3:27.0, , ,19-13, ,Offensive rebound by N. Vučević,
3:27.0, , ,19-13, ,N. Vučević misses 2-pt layup at rim,
3:27.0,Defensive rebound by Team, ,19-13, , ,
3:27.0,K. Knox enters the game for I. Stewart, ,19-13, , ,
3:27.0, , ,19-13, ,J. Carter enters the game for Z. LaVine,
3:27.0, , ,19-13, ,D. DeRozan enters the game for N. Vučević,
3:27.0, , ,19-13, ,A. Drummond enters the game for C. White,
3:10.0,Shooting foul by J. Carter (drawn by A. Burks), ,19-13, , ,
3:10.0,A. Burks makes free throw 1 of 2,+1,20-13, , ,
3:10.0,A. Burks makes free throw 2 of 2,+1,21-13, , ,
2:53.0, , ,21-13, ,D. DeRozan misses 2-pt jump shot from 18 ft,
2:51.0,Defensive rebound by K. Knox, ,21-13, , ,
2:46.0,A. Burks makes 3-pt jump shot from 25 ft (assist by M. Sasser),+3,24-13, , ,
2:31.0, , ,24-15,+2,A. Dosunmu makes 2-pt layup from 1 ft,
2:30.0,Detroit full timeout, ,24-15, , ,
2:07.0,J. Wiseman makes 2-pt layup from 1 ft (assist by A. Burks),+2,26-15, , ,
1:53.0, , ,26-17,+2,D. DeRozan makes 2-pt jump shot from 5 ft,
1:53.0, , ,26-17, ,Shooting foul by M. Sasser (drawn by D. DeRozan),
1:53.0, , ,26-18,+1,D. DeRozan makes free throw 1 of 1,
1:33.0,Turnover by M. Sasser (bad pass; steal by A. Drummond), ,26-18, , ,
1:17.0, , ,26-21,+3,J. Carter makes 3-pt jump shot from 27 ft,
1:04.0,K. Knox makes 3-pt jump shot from 26 ft,+3,29-21, , ,
