A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Orlando,
12:00.0,Jump ball: B. Adebayo vs. W. Carter (J. Butler gains possession),
11:44.0,G. Vincent makes 2-pt layup from 3 ft (assist by B. Adebayo),+2,2-0, , ,
11:27.0, , ,2-2,+2,P. Banchero makes 2-pt jump shot from 14 ft (assist by M. Fultz),Tie
11:01.0,Turnover by T. Herro (bad pass; steal by W. Carter), ,2-2, , ,
10:54.0, , ,2-4,+2,P. Banchero makes 2-pt layup from 3 ft (assist by F. Wagner),Lead change
10:40.0,J. Butler misses 3-pt jump shot from 23 ft, ,2-4, , ,
10:37.0, , ,2-4, ,Defensive rebound by W. Carter,
10:27.0, , ,2-7,+3,G. Harris makes 3-pt jump shot from 25 ft (assist by M. Fultz),
10:16.0,T. Herro makes 2-pt jump shot from 16 ft,+2,4-7, , ,
9:59.0, , ,4-9,+2,F. Wagner makes 2-pt dunk from 1 ft,
9:54.0,Turnover by T. Herro (bad pass; steal by G. Harris), ,4-9, , ,
9:41.0, , ,4-9, ,Turnover by P. Banchero (bad pass),
9:22.0,G. Vincent makes 2-pt layup from 5 ft (assist by K. Love),+2,6-9, , ,
9:12.0, , ,6-9, ,W. Carter misses 3-pt jump shot from 26 ft,
9:09.0,Defensive rebound by T. Herro, ,6-9, , ,
9:07.0,Shooting foul by W. Carter (drawn by K. Love), ,6-9, , ,
9:07.0,K. Love makes free throw 1 of 2,+1,7-9, , ,
9:07.0,K. Love makes free throw 2 of 2,+1,8-9, , ,
8:51.0, , ,8-11,+2,W. Carter makes 2-pt layup from 4 ft,
8:29.0,Turnover by G. Vincent (step out of bounds), ,8-11, , ,
8:15.0, , ,8-11, ,Turnover by W. Carter (lost ball; steal by K. Love),
8:10.0,Personal foul by F. Wagner (drawn by B. Adebayo), ,8-11, , ,
8:03.0,T. Herro makes 2-pt jump shot from 9 ft,+2,10-11, , ,
7:45.0, , ,10-11, ,Turnover by M. Fultz (bad pass; steal by J. Butler),
7:40.0,Turnover by J. Butler (bad pass), ,10-11, , ,
7:32.0, , ,10-11, ,G. Harris misses 3-pt jump shot from 24 ft,
7:29.0,Defensive rebound by K. Love, ,10-11, , ,
7:06.0,J. Butler makes 2-pt layup from 3 ft,+2,12-11, , ,Lead change
6:50.0, , ,12-13,+2,F. Wagner makes 2-pt layup from 5 ft (assist by P. Banchero),Lead change
6:37.0,K. Love misses 3-pt jump shot from 24 ft, ,12-13, , ,
6:35.0, , ,12-13, ,Defensive rebound by P. Banchero,
6:31.0, , ,12-13, ,Shooting foul by J. Butler (drawn by P. Banchero),
6:31.0, , ,12-13, ,Orlando full timeout,
6:31.0,V. Oladipo enters the game for T. Herro, ,12-13, , ,
6:31.0, , ,12-13, ,C. Anthony enters the game for F. Wagner,
6:31.0, , ,12-14,+1,P. Banchero makes free throw 1 of 2,
6:31.0, , ,12-15,+1,P. Banchero makes free throw 2 of 2,
6:21.0,Offensive foul by J. Butler (drawn by G. Harris), ,12-15, , ,
6:21.0,Turnover by J. Butler (offensive foul), ,12-15, , ,
6:21.0,K. Lowry enters the game for J. Butler, ,12-15, , ,
6:09.0, , ,12-17,+2,W. Carter makes 2-pt dunk from 4 ft (assist by M. Fultz),
5:48.0,V. Oladipo makes 2-pt jump shot from 17 ft,+2,14-17, , ,
5:31.0, , ,14-20,+3,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Carter),
5:15.0,B. Adebayo makes 2-pt dunk from 4 ft (assist by K. Love),+2,16-20, , ,
4:59.0, , ,16-23,+3,W. Carter makes 3-pt jump shot from 26 ft (assist by M. Fultz),
4:42.0,G. Vincent makes 2-pt jump shot from 22 ft,+2,18-23, , ,
4:25.0, , ,18-23, ,M. Fultz misses 2-pt jump shot from 9 ft,
4:23.0,Defensive rebound by V. Oladipo, ,18-23, , ,
4:17.0,Turnover by K. Love (bad pass), ,18-23, , ,
4:17.0,T. Herro enters the game for B. Adebayo, ,18-23, , ,
4:17.0,C. Zeller enters the game for G. Vincent, ,18-23, , ,
4:17.0, , ,18-23, ,J. Suggs enters the game for W. Carter,
4:17.0, , ,18-23, ,M. Wagner enters the game for G. Harris,
4:04.0, , ,18-25,+2,P. Banchero makes 2-pt jump shot from 2 ft,
3:57.0,T. Herro makes 2-pt layup from 6 ft (assist by K. Lowry),+2,20-25, , ,
3:48.0,Violation by Team (kicked ball), ,20-25, , ,
3:41.0, , ,20-25, ,P. Banchero misses 2-pt jump shot from 19 ft,
3:38.0,Defensive rebound by C. Zeller, ,20-25, , ,
3:33.0,T. Herro misses 3-pt jump shot from 24 ft, ,20-25, , ,
3:29.0, , ,20-25, ,Defensive rebound by M. Wagner,
3:22.0, , ,20-25, ,M. Fultz misses 2-pt jump shot from 5 ft,
3:20.0,Defensive rebound by C. Zeller, ,20-25, , ,
3:09.0,C. Zeller misses 3-pt jump shot from 27 ft, ,20-25, , ,
3:06.0, , ,20-25, ,Defensive rebound by M. Wagner,
2:56.0, , ,20-25, ,M. Fultz misses 3-pt jump shot from 23 ft,
2:53.0,Defensive rebound by K. Love, ,20-25, , ,
2:43.0,V. Oladipo misses 2-pt layup from 4 ft, ,20-25, , ,
2:41.0, , ,20-25, ,Defensive rebound by P. Banchero,
2:36.0, , ,20-25, ,Shooting foul by K. Love (drawn by P. Banchero),
2:36.0,Miami full timeout, ,20-25, , ,
2:36.0,J. Butler enters the game for K. Love, ,20-25, , ,
2:36.0, , ,20-25, ,B. Bol enters the game for M. Fultz,
