A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Indiana,
12:00.0,Jump ball: B. Adebayo vs. M. Turner (T. Haliburton gains possession),
11:41.0, , ,0-0, ,C. Duarte misses 3-pt jump shot from 28 ft,
11:39.0,Defensive rebound by T. Herro, ,0-0, , ,
11:22.0,B. Adebayo misses 2-pt layup from 1 ft, ,0-0, , ,
11:20.0, , ,0-0, ,Defensive rebound by T. Haliburton,
11:17.0, , ,0-0, ,B. Hield misses 3-pt jump shot from 26 ft,
11:15.0,Defensive rebound by Team, ,0-0, , ,
11:12.0,M. Strus misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:08.0, , ,0-0, ,Defensive rebound by T. Haliburton,
11:00.0, , ,0-2,+2,M. Turner makes 2-pt jump shot from 8 ft (assist by C. Duarte),
10:45.0,B. Adebayo makes 2-pt jump shot from 12 ft (assist by T. Herro),+2,2-2, , ,Tie
10:31.0, , ,2-2, ,C. Duarte misses 2-pt layup from 1 ft,
10:29.0,Defensive rebound by B. Adebayo, ,2-2, , ,
10:17.0,T. Herro makes 3-pt jump shot from 23 ft (assist by C. Martin),+3,5-2, , ,Lead change
10:02.0, , ,5-2, ,Turnover by J. Smith (out of bounds lost ball),
9:54.0,Turnover by T. Herro (bad pass; steal by T. Haliburton), ,5-2, , ,
9:50.0, , ,5-4,+2,T. Haliburton makes 2-pt dunk from 1 ft (assist by C. Duarte),
9:29.0,B. Adebayo makes 2-pt jump shot from 15 ft (assist by M. Strus),+2,7-4, , ,
9:21.0, , ,7-4, ,Turnover by M. Turner (bad pass),
9:14.0,Turnover by T. Herro (bad pass), ,7-4, , ,
9:06.0, , ,7-7,+3,B. Hield makes 3-pt jump shot from 26 ft (assist by T. Haliburton),Tie
8:40.0,M. Strus makes 3-pt jump shot from 27 ft (assist by K. Lowry),+3,10-7, , ,
8:29.0, , ,10-7, ,Personal foul by C. Martin (drawn by M. Turner),
8:24.0, , ,10-7, ,Turnover by M. Turner (bad pass; steal by M. Strus),
8:21.0,M. Strus makes 2-pt dunk from 2 ft,+2,12-7, , ,
8:19.0, , ,12-7, ,Indiana full timeout,
8:09.0, , ,12-7, ,J. Smith misses 3-pt jump shot from 27 ft,
8:04.0, , ,12-7, ,Offensive rebound by M. Turner,
8:04.0, , ,12-9,+2,M. Turner makes 2-pt layup at rim,
7:52.0,T. Herro makes 2-pt jump shot from 8 ft (assist by K. Lowry),+2,14-9, , ,
7:42.0, , ,14-11,+2,T. Haliburton makes 2-pt layup from 1 ft,
7:21.0,K. Lowry misses 3-pt jump shot from 27 ft, ,14-11, , ,
7:18.0,Offensive rebound by B. Adebayo, ,14-11, , ,
7:12.0,Shooting foul by C. Duarte (drawn by K. Lowry), ,14-11, , ,
7:12.0,K. Lowry makes free throw 1 of 2,+1,15-11, , ,
7:12.0, , ,15-11, ,B. Mathurin enters the game for C. Duarte,
7:12.0,K. Lowry makes free throw 2 of 2,+1,16-11, , ,
6:58.0, , ,16-13,+2,M. Turner makes 2-pt dunk from 1 ft (assist by J. Smith),
6:58.0, , ,16-13, ,Shooting foul by C. Martin (drawn by M. Turner),
6:58.0, , ,16-13, ,M. Turner misses free throw 1 of 1,
6:57.0,Defensive rebound by B. Adebayo, ,16-13, , ,
6:45.0,Shooting foul by J. Smith (drawn by M. Strus), ,16-13, , ,
6:45.0,M. Strus makes free throw 1 of 2,+1,17-13, , ,
6:45.0,G. Vincent enters the game for C. Martin, ,17-13, , ,
6:45.0, , ,17-13, ,T. McConnell enters the game for J. Smith,
6:45.0,M. Strus makes free throw 2 of 2,+1,18-13, , ,
6:33.0, , ,18-13, ,B. Mathurin misses 2-pt layup from 1 ft,
6:29.0,Defensive rebound by K. Lowry, ,18-13, , ,
6:26.0,T. Herro misses 3-pt jump shot from 27 ft, ,18-13, , ,
6:20.0,Offensive rebound by B. Adebayo, ,18-13, , ,
6:20.0,B. Adebayo makes 2-pt layup at rim,+2,20-13, , ,
6:18.0, , ,20-13, ,B. Hield misses 3-pt jump shot from 26 ft,
6:12.0,Defensive rebound by M. Strus, ,20-13, , ,
6:00.0,T. Herro misses 3-pt jump shot from 27 ft, ,20-13, , ,
5:56.0,Offensive rebound by B. Adebayo, ,20-13, , ,
5:48.0,G. Vincent misses 2-pt jump shot from 20 ft, ,20-13, , ,
5:44.0, , ,20-13, ,Defensive rebound by B. Hield,
5:38.0, , ,20-15,+2,T. McConnell makes 2-pt jump shot from 13 ft (assist by T. Haliburton),
5:22.0,Shooting foul by T. McConnell (drawn by T. Herro), ,20-15, , ,
5:22.0,T. Herro makes free throw 1 of 2,+1,21-15, , ,
5:22.0,D. Dedmon enters the game for B. Adebayo, ,21-15, , ,
5:22.0,D. Robinson enters the game for K. Lowry, ,21-15, , ,
5:22.0, , ,21-15, ,I. Jackson enters the game for M. Turner,
5:22.0,T. Herro makes free throw 2 of 2,+1,22-15, , ,
5:08.0, , ,22-15, ,Turnover by T. Haliburton (bad pass),
4:55.0,D. Robinson misses 3-pt jump shot from 29 ft, ,22-15, , ,
4:52.0, , ,22-15, ,Defensive rebound by T. Haliburton,
4:45.0, , ,22-17,+2,B. Hield makes 2-pt layup from 1 ft (assist by T. Haliburton),
4:28.0,Turnover by M. Strus (bad pass), ,22-17, , ,
4:21.0, , ,22-17, ,I. Jackson misses 2-pt jump shot from 5 ft,
4:17.0,Defensive rebound by D. Dedmon, ,22-17, , ,
4:11.0,Offensive foul by D. Dedmon (drawn by T. McConnell), ,22-17, , ,
4:11.0,Turnover by D. Dedmon (offensive foul), ,22-17, , ,
4:11.0, , ,22-17, ,A. Nembhard enters the game for T. Haliburton,
4:02.0, , ,22-17, ,Shooting foul by M. Strus (drawn by B. Mathurin),
4:02.0, , ,22-18,+1,B. Mathurin makes free throw 1 of 3,
4:02.0, , ,22-19,+1,B. Mathurin makes free throw 2 of 3,
4:02.0, , ,22-20,+1,B. Mathurin makes free throw 3 of 3,
3:50.0,Turnover by G. Vincent (out of bounds lost ball), ,22-20, , ,
3:32.0, , ,22-20, ,A. Nembhard misses 3-pt jump shot from 23 ft,
3:28.0,Defensive rebound by D. Robinson, ,22-20, , ,
3:20.0,Turnover by T. Herro (bad pass; steal by B. Hield), ,22-20, , ,
3:16.0, , ,22-22,+2,B. Hield makes 2-pt layup from 1 ft (assist by A. Nembhard),Tie
3:16.0,Violation by Team (def goaltending), ,22-22, , ,
3:00.0,D. Dedmon misses 2-pt hook shot from 8 ft, ,22-22, , ,
2:56.0, , ,22-22, ,Defensive rebound by I. Jackson,
2:49.0, , ,22-22, ,Shooting foul by G. Vincent (drawn by I. Jackson),
2:49.0,Miami full timeout, ,22-22, , ,
2:49.0, , ,22-23,+1,I. Jackson makes free throw 1 of 2,Lead change
2:49.0, , ,22-24,+1,I. Jackson makes free throw 2 of 2,
2:32.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by T. Herro),+3,25-24, , ,Lead change
2:13.0, , ,25-26,+2,B. Hield makes 2-pt jump shot from 6 ft,Lead change
1:48.0,G. Vincent misses 3-pt jump shot from 23 ft, ,25-26, , ,
1:45.0, , ,25-26, ,Defensive rebound by T. McConnell,
1:38.0, , ,25-26, ,B. Hield misses 3-pt jump shot from 27 ft,
1:35.0,Defensive rebound by G. Vincent, ,25-26, , ,
1:27.0,Shooting foul by I. Jackson (drawn by D. Dedmon), ,25-26, , ,
1:27.0,D. Dedmon makes free throw 1 of 2,+1,26-26, , ,Tie
1:27.0,K. Lowry enters the game for T. Herro, ,26-26, , ,
1:27.0,C. Martin enters the game for M. Strus, ,26-26, , ,
1:27.0, , ,26-26, ,T. Haliburton enters the game for B. Hield,
1:27.0,D. Dedmon makes free throw 2 of 2,+1,27-26, , ,Lead change
1:10.0, , ,27-26, ,Shooting foul by G. Vincent (drawn by B. Mathurin),
1:10.0, , ,27-27,+1,B. Mathurin makes free throw 1 of 2,Tie
1:10.0, , ,27-28,+1,B. Mathurin makes free throw 2 of 2,Lead change
0:49.0,D. Robinson misses 3-pt jump shot from 28 ft, ,27-28, , ,
0:46.0, , ,27-28, ,Defensive rebound by T. McConnell,
0:43.0, , ,27-28, ,T. McConnell misses 2-pt layup from 1 ft,
0:41.0,Defensive rebound by D. Robinson, ,27-28, , ,
0:34.0,Personal foul by A. Nembhard (drawn by D. Dedmon), ,27-28, , ,
0:34.0,D. Dedmon makes free throw 1 of 2,+1,28-28, , ,Tie
0:34.0,D. Dedmon makes free throw 2 of 2,+1,29-28, , ,Lead change
0:32.0, , ,29-28, ,Turnover by I. Jackson (bad pass; steal by G. Vincent),
0:28.0,D. Robinson misses 3-pt jump shot from 28 ft, ,29-28, , ,
0:26.0, , ,29-28, ,Defensive rebound by T. Haliburton,
0:11.0, , ,29-28, ,T. Haliburton misses 3-pt jump shot from 26 ft,
0:08.0,Defensive rebound by D. Robinson, ,29-28, , ,
0:00.0,G. Vincent misses 3-pt jump shot from 26 ft, ,29-28, , ,
0:00.0,Offensive rebound by Team, ,29-28, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Miami,,Score,,Indiana,
12:00.0,Start of 2nd quarter,
11:46.0,G. Vincent makes 2-pt layup from 1 ft (assist by B. Adebayo),+2,31-28, , ,
11:31.0, , ,31-28, ,A. Nembhard misses 3-pt jump shot from 27 ft,
11:29.0, , ,31-28, ,Offensive rebound by Team,
11:29.0,Loose ball foul by K. Lowry (drawn by I. Jackson), ,31-28, , ,
11:23.0, , ,31-28, ,T. McConnell misses 2-pt jump shot from 9 ft,
11:19.0,Defensive rebound by B. Adebayo, ,31-28, , ,
11:08.0,C. Martin makes 2-pt layup from 3 ft,+2,33-28, , ,
10:59.0, , ,33-30,+2,B. Mathurin makes 2-pt layup from 1 ft (assist by T. Haliburton),
10:59.0, , ,33-30, ,Shooting foul by K. Lowry (drawn by B. Mathurin),
10:59.0, , ,33-31,+1,B. Mathurin makes free throw 1 of 1,
10:47.0,G. Vincent makes 2-pt layup from 2 ft (assist by B. Adebayo),+2,35-31, , ,
10:45.0, , ,35-31, ,Indiana full timeout,
10:45.0, , ,35-31, ,B. Hield enters the game for T. Haliburton,
10:45.0, , ,35-31, ,M. Turner enters the game for I. Jackson,
10:28.0, , ,35-33,+2,T. McConnell makes 2-pt layup from 1 ft (assist by A. Nembhard),
10:10.0,B. Adebayo misses 2-pt jump shot from 16 ft, ,35-33, , ,
10:07.0, , ,35-33, ,Defensive rebound by B. Mathurin,
10:02.0, , ,35-33, ,B. Mathurin misses 3-pt jump shot from 29 ft,
9:58.0,Defensive rebound by B. Adebayo, ,35-33, , ,
9:51.0,Offensive foul by B. Adebayo (drawn by T. McConnell), ,35-33, , ,
9:51.0,Turnover by B. Adebayo (offensive foul), ,35-33, , ,
9:37.0, , ,35-33, ,T. McConnell misses 3-pt jump shot from 26 ft,
9:33.0,Defensive rebound by C. Martin, ,35-33, , ,
9:26.0,G. Vincent misses 3-pt jump shot from 24 ft, ,35-33, , ,
9:24.0, , ,35-33, ,Defensive rebound by T. McConnell,
9:15.0, , ,35-33, ,Shooting foul by D. Robinson (drawn by B. Mathurin),
9:15.0, , ,35-34,+1,B. Mathurin makes free throw 1 of 2,
9:15.0, , ,35-35,+1,B. Mathurin makes free throw 2 of 2,Tie
9:08.0,C. Martin misses 2-pt dunk from 1 ft (block by M. Turner), ,35-35, , ,
9:06.0, , ,35-35, ,Defensive rebound by B. Hield,
9:02.0, , ,35-35, ,Personal foul by B. Adebayo (drawn by T. McConnell),
8:59.0, , ,35-35, ,M. Turner misses 3-pt jump shot from 30 ft,
8:57.0,Defensive rebound by Team, ,35-35, , ,
8:50.0,B. Adebayo makes 2-pt layup at rim,+2,37-35, , ,
8:50.0,Shooting foul by M. Turner (drawn by B. Adebayo), ,37-35, , ,
8:50.0,B. Adebayo makes free throw 1 of 1,+1,38-35, , ,
8:34.0, , ,38-35, ,T. McConnell misses 2-pt layup from 1 ft (block by C. Martin),
8:32.0,Defensive rebound by C. Martin, ,38-35, , ,
8:30.0,K. Lowry misses 2-pt layup from 1 ft, ,38-35, , ,
8:28.0, , ,38-35, ,Defensive rebound by B. Hield,
8:24.0, , ,38-35, ,Shooting foul by G. Vincent (drawn by M. Turner),
