A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Detroit,
12:00.0,Jump ball: B. Adebayo vs. J. Wiseman (R. McGruder gains possession),
11:41.0, , ,0-0, ,Turnover by R. McGruder (lost ball; steal by J. Butler),
11:32.0,T. Herro makes 2-pt jump shot from 5 ft (assist by B. Adebayo),+2,2-0, , ,
11:15.0, , ,2-0, ,M. Bagley misses 3-pt jump shot from 23 ft,
11:14.0, , ,2-0, ,Offensive rebound by M. Bagley,
11:14.0, , ,2-2,+2,M. Bagley makes 2-pt jump shot from 5 ft,Tie
11:14.0, , ,2-2, ,Shooting foul by T. Herro (drawn by M. Bagley),
11:14.0, , ,2-2, ,M. Bagley misses free throw 1 of 1,
11:11.0,Defensive rebound by K. Love, ,2-2, , ,
10:56.0,B. Adebayo makes 2-pt hook shot from 5 ft (assist by T. Herro),+2,4-2, , ,
10:41.0, , ,4-2, ,Turnover by J. Ivey (bad pass),
10:36.0,Personal foul by K. Hayes (drawn by T. Herro), ,4-2, , ,
10:18.0,T. Herro misses 2-pt layup from 5 ft, ,4-2, , ,
10:15.0, , ,4-2, ,Defensive rebound by R. McGruder,
9:57.0, , ,4-2, ,K. Hayes misses 2-pt jump shot from 11 ft,
9:55.0,Defensive rebound by K. Love, ,4-2, , ,
9:47.0,K. Love misses 3-pt jump shot from 29 ft, ,4-2, , ,
9:44.0, , ,4-2, ,Defensive rebound by J. Ivey,
9:31.0, , ,4-4,+2,R. McGruder makes 2-pt jump shot from 7 ft (assist by J. Ivey),Tie
9:16.0,T. Herro makes 2-pt jump shot from 5 ft (assist by B. Adebayo),+2,6-4, , ,
8:58.0, , ,6-7,+3,J. Ivey makes 3-pt jump shot from 24 ft (assist by K. Hayes),Lead change
8:44.0,K. Love makes 3-pt jump shot from 27 ft (assist by T. Herro),+3,9-7, , ,Lead change
8:26.0, , ,9-10,+3,J. Ivey makes 3-pt jump shot from 27 ft (assist by M. Bagley),Lead change
8:08.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Love),+2,11-10, , ,Lead change
7:47.0, , ,11-10, ,R. McGruder misses 2-pt layup from 4 ft,
7:45.0,Defensive rebound by K. Love, ,11-10, , ,
7:42.0,T. Herro misses 2-pt layup from 3 ft (block by M. Bagley), ,11-10, , ,
7:42.0,Offensive rebound by Team, ,11-10, , ,
7:41.0,Shooting foul by M. Bagley (drawn by K. Love), ,11-10, , ,
7:41.0,K. Love makes free throw 1 of 2,+1,12-10, , ,
7:41.0,K. Love makes free throw 2 of 2,+1,13-10, , ,
7:25.0, , ,13-12,+2,M. Bagley makes 2-pt hook shot from 4 ft (assist by K. Hayes),
7:12.0,T. Herro misses 3-pt jump shot from 28 ft, ,13-12, , ,
7:09.0, , ,13-12, ,Defensive rebound by J. Ivey,
7:02.0, , ,13-12, ,R. McGruder misses 3-pt jump shot from 23 ft,
7:00.0, , ,13-12, ,Offensive rebound by J. Ivey,
6:59.0, , ,13-14,+2,J. Ivey makes 2-pt layup from 2 ft,Lead change
6:42.0,K. Love misses 3-pt jump shot from 26 ft, ,13-14, , ,
6:40.0,Offensive rebound by B. Adebayo, ,13-14, , ,
6:38.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Love),+2,15-14, , ,Lead change
6:30.0, , ,15-14, ,Detroit full timeout,
