A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Toronto,
12:00.0,Jump ball: B. Adebayo vs. J. Poeltl (G. Vincent gains possession),
11:44.0,B. Adebayo makes 2-pt jump shot from 10 ft,+2,2-0, , ,
11:25.0, , ,2-0, ,J. Poeltl misses 2-pt layup from 1 ft (block by K. Love),
11:22.0,Defensive rebound by K. Love, ,2-0, , ,
11:02.0,K. Love makes 3-pt jump shot from 26 ft (assist by T. Herro),+3,5-0, , ,
10:47.0, , ,5-2,+2,S. Barnes makes 2-pt hook shot from 4 ft (assist by F. VanVleet),
10:39.0,Turnover by T. Herro (lost ball; steal by F. VanVleet), ,5-2, , ,
10:33.0, , ,5-2, ,P. Siakam misses 3-pt jump shot from 26 ft,
10:28.0,Defensive rebound by T. Herro, ,5-2, , ,
10:23.0,Shooting foul by P. Siakam (drawn by V. Oladipo), ,5-2, , ,
10:23.0,V. Oladipo makes free throw 1 of 2,+1,6-2, , ,
10:23.0,V. Oladipo makes free throw 2 of 2,+1,7-2, , ,
10:01.0, , ,7-2, ,J. Poeltl misses 2-pt hook shot from 6 ft,
9:59.0,Defensive rebound by B. Adebayo, ,7-2, , ,
9:43.0,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),+3,10-2, , ,
9:31.0, , ,10-2, ,F. VanVleet misses 3-pt jump shot from 26 ft,
9:28.0,Defensive rebound by G. Vincent, ,10-2, , ,
9:19.0,Shooting foul by J. Poeltl (drawn by B. Adebayo), ,10-2, , ,
9:19.0,B. Adebayo makes free throw 1 of 2,+1,11-2, , ,
9:19.0,B. Adebayo makes free throw 2 of 2,+1,12-2, , ,
9:09.0, , ,12-2, ,S. Barnes misses 2-pt jump shot from 16 ft,
9:05.0,Defensive rebound by K. Love, ,12-2, , ,
8:52.0,Turnover by V. Oladipo (bad pass), ,12-2, , ,
8:38.0, , ,12-2, ,F. VanVleet misses 3-pt jump shot from 26 ft,
8:34.0, , ,12-2, ,Offensive rebound by S. Barnes,
8:34.0, , ,12-4,+2,S. Barnes makes 2-pt layup at rim,
8:26.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Vincent),+2,14-4, , ,
8:26.0, , ,14-4, ,Toronto full timeout,
8:08.0, , ,14-4, ,P. Siakam misses 2-pt hook shot from 5 ft,
8:05.0, , ,14-4, ,Offensive rebound by J. Poeltl,
8:05.0, , ,14-4, ,J. Poeltl misses 2-pt layup at rim,
