A,B,C,D,E,F,Event
1st Q
Time,Miami,,Score,,Minnesota,
12:00.0,Jump ball: B. Adebayo vs. R. Gobert (C. Martin gains possession),
11:41.0,B. Adebayo makes 2-pt hook shot from 5 ft (assist by C. Martin),+2,2-0, , ,
11:24.0, , ,2-3,+3,K. Towns makes 3-pt jump shot from 23 ft (assist by D. Russell),Lead change
11:14.0,M. Strus misses 3-pt jump shot from 25 ft, ,2-3, , ,
11:12.0, , ,2-3, ,Defensive rebound by D. Russell,
11:03.0, , ,2-3, ,Turnover by K. Towns (bad pass; steal by K. Lowry),
10:57.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by C. Martin),+2,4-3, , ,Lead change
10:44.0, , ,4-3, ,Turnover by J. McDaniels (traveling),
10:29.0,M. Strus makes 2-pt jump shot from 9 ft (assist by B. Adebayo),+2,6-3, , ,
10:10.0, , ,6-5,+2,A. Edwards makes 2-pt layup at rim,
9:58.0,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),+2,8-5, , ,
9:40.0, , ,8-5, ,J. McDaniels misses 3-pt jump shot from 26 ft,
9:36.0, , ,8-5, ,Offensive rebound by J. McDaniels,
9:32.0, , ,8-7,+2,J. McDaniels makes 2-pt layup from 2 ft,
9:24.0,Shooting foul by J. McDaniels (drawn by K. Lowry), ,8-7, , ,
9:24.0,K. Lowry misses free throw 1 of 2, ,8-7, , ,
9:24.0,Offensive rebound by Team, ,8-7, , ,
9:24.0,K. Lowry makes free throw 2 of 2,+1,9-7, , ,
9:12.0, , ,9-7, ,A. Edwards misses 3-pt jump shot from 25 ft,
9:10.0,Defensive rebound by N. Jović, ,9-7, , ,
9:03.0,K. Lowry makes 3-pt jump shot from 25 ft,+3,12-7, , ,
8:50.0, , ,12-7, ,A. Edwards misses 3-pt jump shot from 27 ft,
8:47.0,Defensive rebound by N. Jović, ,12-7, , ,
8:39.0,M. Strus misses 3-pt jump shot from 25 ft, ,12-7, , ,
8:37.0,Offensive rebound by N. Jović, ,12-7, , ,
8:26.0,K. Lowry misses 2-pt jump shot from 19 ft, ,12-7, , ,
